,what,two,artists,came,out,with,coldplay,during,the,half-time,show,?
the,0.42745697498321533,0.43858039379119873,0.2150506228208542,0.39390382170677185,0.39404502511024475,0.4223487675189972,0.2809646725654602,0.4838213622570038,1.0,0.41075050830841064,0.319829523563385,0.22068053483963013
super,0.13651713728904724,0.19097526371479034,0.13240168988704681,0.1814379096031189,0.18827584385871887,0.1518537551164627,0.1792786419391632,0.16951335966587067,0.21959073841571808,0.2529486119747162,0.16737808287143707,0.166326642036438
bowl,0.15942467749118805,0.20622028410434723,0.13567453622817993,0.12088704854249954,0.21548143029212952,0.18353787064552307,0.2318706214427948,0.22041946649551392,0.21576224267482758,0.3206186890602112,0.19135026633739471,0.21118052303791046
50,-0.04124141484498978,0.019217558205127716,0.042420126497745514,0.012014411389827728,-0.020797492936253548,0.08371289074420929,0.061377592384815216,0.07054752856492996,0.03602437674999237,-0.1028478741645813,0.13040520250797272,0.030512850731611252
halftime,0.18945850431919098,0.3340820074081421,0.2490302473306656,0.28724053502082825,0.2962205111980438,0.3187163174152374,0.5025559067726135,0.4305741488933563,0.31780552864074707,0.7846354246139526,0.3664279878139496,0.21138669550418854
show,0.29653704166412354,0.2502317726612091,0.2022436261177063,0.1881527602672577,0.22993630170822144,0.3004990220069885,0.28030601143836975,0.2252446562051773,0.319829523563385,0.3125592768192291,0.9999999403953552,0.2520138621330261
was,0.22111038863658905,0.27166637778282166,0.21435636281967163,0.4994563162326813,0.28168347477912903,0.27411898970603943,0.2899988889694214,0.4470829963684082,0.48711544275283813,0.3901863098144531,0.20142383873462677,0.18412111699581146
headlined,0.20502004027366638,0.22271615266799927,0.23037958145141602,0.2932472825050354,0.2564921975135803,0.2896673083305359,0.3842167556285858,0.22189125418663025,0.2894550859928131,0.3550112843513489,0.2542087435722351,0.26601076126098633
by,0.2455483376979828,0.33852577209472656,0.3067220449447632,0.17827941477298737,0.29497629404067993,0.39731505513191223,0.24783064424991608,0.3220438063144684,0.4408751428127289,0.3725889325141907,0.2779667377471924,0.17966607213020325
the,0.42745697498321533,0.43858039379119873,0.2150506228208542,0.39390382170677185,0.39404502511024475,0.4223487675189972,0.2809646725654602,0.4838213622570038,1.0,0.41075050830841064,0.319829523563385,0.22068053483963013
british,0.19255435466766357,0.2043003886938095,0.10065519064664841,0.19049127399921417,0.19671106338500977,0.1637800633907318,0.26313239336013794,0.20890392363071442,0.28973397612571716,0.1952408403158188,0.23710712790489197,0.09711728990077972
rock,0.1923677921295166,0.17884407937526703,0.2628710865974426,0.17224539816379547,0.21464484930038452,0.1656847447156906,0.427010715007782,0.18598216772079468,0.23786304891109467,0.3344170153141022,0.2837616503238678,0.13172835111618042
group,0.2114069163799286,0.28780683875083923,0.2152612805366516,0.17646360397338867,0.19246314465999603,0.23998425900936127,0.21840617060661316,0.18818572163581848,0.30795547366142273,0.2611342966556549,0.24681155383586884,0.13827809691429138
coldplay,0.23672455549240112,0.18971207737922668,0.3574584722518921,0.20765869319438934,0.2709505259990692,0.2788647711277008,0.9999998807907104,0.196151003241539,0.2809646725654602,0.4417642652988434,0.28030601143836975,0.2499987930059433
with,0.2464839518070221,0.4333336651325226,0.2461453378200531,0.25989991426467896,0.3367781639099121,0.9999999403953552,0.2788647711277008,0.28545209765434265,0.4223487675189972,0.371209979057312,0.3004990220069885,0.2433311939239502
special,0.24134232103824615,0.25693705677986145,0.14764878153800964,0.13283714652061462,0.23279228806495667,0.21461334824562073,0.15764307975769043,0.18424199521541595,0.3027077615261078,0.2598402500152588,0.2602277398109436,0.29623302817344666
guest,0.1783466339111328,0.192762553691864,0.26644933223724365,0.21056829392910004,0.14983350038528442,0.21131674945354462,0.25160491466522217,0.18339216709136963,0.17925196886062622,0.27078428864479065,0.4285869300365448,0.23479853570461273
performers,0.18230268359184265,0.21933186054229736,0.45645490288734436,0.16476194560527802,0.18814624845981598,0.20611190795898438,0.3607291877269745,0.2257702499628067,0.2311975508928299,0.29993852972984314,0.358512282371521,0.1344873309135437
beyoncé,0.2106333076953888,0.16731081902980804,0.407797634601593,0.16355440020561218,0.20710551738739014,0.20463798940181732,0.5033506155014038,0.1856650859117508,0.2099055051803589,0.3212202787399292,0.2562267482280731,0.25188755989074707
and,0.31309178471565247,0.4671151638031006,0.22698481380939484,0.3049735128879547,0.3881998062133789,0.5477725267410278,0.25966835021972656,0.36462149024009705,0.5171257257461548,0.411268025636673,0.3455478549003601,0.20544172823429108
bruno,0.06070578843355179,0.11007112264633179,0.22404778003692627,0.13333314657211304,0.156633198261261,0.15586721897125244,0.26815322041511536,0.16646124422550201,0.15010739862918854,0.2746320366859436,0.0929812416434288,0.1273501217365265
mars,0.16458405554294586,0.12783339619636536,0.23019802570343018,0.14655868709087372,0.18685176968574524,0.15464363992214203,0.3150629997253418,0.16332504153251648,0.22427980601787567,0.24701787531375885,0.2031152993440628,0.1826961636543274
",",0.3087472915649414,0.35859420895576477,0.2220294177532196,0.3049119710922241,0.3161109685897827,0.4120737314224243,0.27876466512680054,0.3225448727607727,0.4933079481124878,0.4255981147289276,0.31928569078445435,0.31091248989105225
who,0.40942975878715515,0.2791741192340851,0.26669877767562866,0.26680538058280945,0.3129808306694031,0.3282766342163086,0.21639695763587952,0.30551859736442566,0.3733934462070465,0.28521233797073364,0.2095358669757843,0.26220351457595825
headlined,0.20502004027366638,0.22271615266799927,0.23037958145141602,0.2932472825050354,0.2564921975135803,0.2896673083305359,0.3842167556285858,0.22189125418663025,0.2894550859928131,0.3550112843513489,0.2542087435722351,0.26601076126098633
the,0.42745697498321533,0.43858039379119873,0.2150506228208542,0.39390382170677185,0.39404502511024475,0.4223487675189972,0.2809646725654602,0.4838213622570038,1.0,0.41075050830841064,0.319829523563385,0.22068053483963013
super,0.13651713728904724,0.19097526371479034,0.13240168988704681,0.1814379096031189,0.18827584385871887,0.1518537551164627,0.1792786419391632,0.16951335966587067,0.21959073841571808,0.2529486119747162,0.16737808287143707,0.166326642036438
bowl,0.15942467749118805,0.20622028410434723,0.13567453622817993,0.12088704854249954,0.21548143029212952,0.18353787064552307,0.2318706214427948,0.22041946649551392,0.21576224267482758,0.3206186890602112,0.19135026633739471,0.21118052303791046
xlvii,0.16788068413734436,0.29503151774406433,0.12366657704114914,0.20633293688297272,0.2657535672187805,0.2391500324010849,0.2444736659526825,0.22946162521839142,0.2988950312137604,0.4071660339832306,0.21301409602165222,0.19350703060626984
and,0.31309178471565247,0.4671151638031006,0.22698481380939484,0.3049735128879547,0.3881998062133789,0.5477725267410278,0.25966835021972656,0.36462149024009705,0.5171257257461548,0.411268025636673,0.3455478549003601,0.20544172823429108
super,0.13651713728904724,0.19097526371479034,0.13240168988704681,0.1814379096031189,0.18827584385871887,0.1518537551164627,0.1792786419391632,0.16951335966587067,0.21959073841571808,0.2529486119747162,0.16737808287143707,0.166326642036438
bowl,0.15942467749118805,0.20622028410434723,0.13567453622817993,0.12088704854249954,0.21548143029212952,0.18353787064552307,0.2318706214427948,0.22041946649551392,0.21576224267482758,0.3206186890602112,0.19135026633739471,0.21118052303791046
