,what,'s,the,party,'s,take,on,muslim,history,?
in,0.30808621644973755,-0.037580832839012146,0.6662389636039734,0.20446790754795074,-0.037580832839012146,0.21975718438625336,0.46853652596473694,0.2092999517917633,0.29215577244758606,0.20430970191955566
its,0.30393704771995544,0.03202139586210251,0.559237003326416,0.1697925329208374,0.03202139586210251,0.2256559580564499,0.34331920742988586,0.17606037855148315,0.23016676306724548,0.15103481709957123
focus,0.32940709590911865,0.00015971816901583225,0.25318023562431335,0.13366907835006714,0.00015971816901583225,0.27597475051879883,0.3158062696456909,0.12465997040271759,0.20064540207386017,0.23925252258777618
on,0.34226128458976746,0.0026888418942689896,0.5107308030128479,0.23256510496139526,0.0026888418942689896,0.27423644065856934,0.9999999403953552,0.13839669525623322,0.2302350103855133,0.2714994251728058
the,0.42745697498321533,-0.01540423184633255,1.0,0.23779736459255219,-0.01540423184633255,0.31620436906814575,0.5107308030128479,0.28099653124809265,0.33215048909187317,0.22068053483963013
caliphate,0.2149973064661026,0.010465400293469429,0.25527113676071167,0.2173393815755844,0.010465400293469429,0.18843843042850494,0.11719606071710587,0.5566675662994385,0.19003590941429138,0.1574885994195938
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.21963930130004883,-0.0016132977325469255,0.2881867289543152,0.49057599902153015,0.21974200010299683,0.2728564441204071,0.31091248989105225
the,0.42745697498321533,-0.01540423184633255,1.0,0.23779736459255219,-0.01540423184633255,0.31620436906814575,0.5107308030128479,0.28099653124809265,0.33215048909187317,0.22068053483963013
party,0.2398013323545456,0.02531869150698185,0.23779736459255219,0.9999999403953552,0.02531869150698185,0.14610284566879272,0.23256510496139526,0.3281954526901245,0.17756003141403198,0.19031576812267303
takes,0.15264007449150085,-0.01955745369195938,0.33578023314476013,0.15074042975902557,-0.01955745369195938,0.6401001811027527,0.20189763605594635,0.13804727792739868,0.19063106179237366,0.10935472697019577
a,0.3320399522781372,0.04866964742541313,0.5829201340675354,0.20141370594501495,0.04866964742541313,0.2789212465286255,0.3848365545272827,0.21089844405651093,0.2123815417289734,0.23916715383529663
different,0.39262300729751587,0.05519130453467369,0.36412742733955383,0.15062978863716125,0.05519130453467369,0.30317002534866333,0.3056946098804474,0.17814265191555023,0.20532730221748352,0.24476227164268494
view,0.2818201184272766,0.08296377211809158,0.25610461831092834,0.08594585210084915,0.08296377211809158,0.1908978521823883,0.2377469688653946,0.16161097586154938,0.2767307162284851,0.17672975361347198
of,0.33290785551071167,-0.03817026689648628,0.733189046382904,0.23662418127059937,-0.03817026689648628,0.29282352328300476,0.3966929316520691,0.267849862575531,0.31014925241470337,0.1826142966747284
muslim,0.2631456255912781,0.06176655367016792,0.28099653124809265,0.3281954526901245,0.06176655367016792,0.16683457791805267,0.13839669525623322,1.0,0.20835556089878082,0.17456822097301483
history,0.28630873560905457,-0.0466335192322731,0.33215048909187317,0.17756003141403198,-0.0466335192322731,0.22906023263931274,0.2302350103855133,0.20835556089878082,1.0000001192092896,0.2501974403858185
than,0.29388150572776794,0.0585811510682106,0.3227543234825134,0.14405326545238495,0.0585811510682106,0.2501104474067688,0.2864885926246643,0.19555190205574036,0.18527893722057343,0.24917294085025787
some,0.4491020441055298,0.056411296129226685,0.4566698372364044,0.17324420809745789,0.056411296129226685,0.33165034651756287,0.31474894285202026,0.2397027164697647,0.23317785561084747,0.2562315762042999
other,0.341873437166214,0.04445967823266983,0.44152235984802246,0.16512663662433624,0.04445967823266983,0.3012649118900299,0.3410046398639679,0.24003073573112488,0.174475759267807,0.24682199954986572
islamists,0.26342982053756714,0.018581682816147804,0.2982981204986572,0.34069016575813293,0.018581682816147804,0.25468215346336365,0.1490367203950882,0.6430754065513611,0.20386633276939392,0.17165705561637878
such,0.23989605903625488,0.05073437839746475,0.3575236201286316,0.15076060593128204,0.05073437839746475,0.23985615372657776,0.3181164264678955,0.16065463423728943,0.166465163230896,0.17851735651493073
as,0.31749409437179565,-0.05775856226682663,0.48381632566452026,0.17884716391563416,-0.05775856226682663,0.26337623596191406,0.36047765612602234,0.22233983874320984,0.2152104675769806,0.27043893933296204
muhammad,0.21471400558948517,0.02274157851934433,0.18824619054794312,0.1870013326406479,0.02274157851934433,0.1462211012840271,0.16748562455177307,0.5547255873680115,0.19182105362415314,0.20699374377727509
qutb,0.2122718095779419,0.013902081176638603,0.303955614566803,0.299889475107193,0.013902081176638603,0.1098548173904419,0.1636950820684433,0.5819091796875,0.21465615928173065,0.18769441545009613
.,0.3567904531955719,-0.003708066651597619,0.5934505462646484,0.23341989517211914,-0.003708066651597619,0.3045158088207245,0.49257001280784607,0.27078697085380554,0.30310705304145813,0.4130953550338745
,what,'s,the,party,'s,take,on,muslim,history,?
ht,0.15722720324993134,0.0070600551553070545,0.17889079451560974,0.16533370316028595,0.0070600551553070545,0.11344964057207108,0.12688884139060974,0.15516969561576843,0.1356898546218872,0.28602924942970276
sees,0.29616445302963257,0.02345297299325466,0.2951999604701996,0.16290391981601715,0.02345297299325466,0.28383758664131165,0.20892241597175598,0.20660792291164398,0.07061636447906494,0.1436735838651657
islam,0.23237212002277374,-0.002025830326601863,0.2207694798707962,0.22740072011947632,-0.002025830326601863,0.1598801165819168,0.13542479276657104,0.6905730366706848,0.24250178039073944,0.18358638882637024
's,0.02692362666130066,0.9999999403953552,-0.01540423184633255,0.02531869150698185,0.9999999403953552,0.02030942589044571,0.0026888418942689896,0.06176655367016792,-0.0466335192322731,-0.023395681753754616
pivotal,0.38660821318626404,0.06929156929254532,0.4188881814479828,0.2868187129497528,0.06929156929254532,0.2755410671234131,0.32073140144348145,0.3224852383136749,0.29975807666778564,0.21733060479164124
turning,0.3082372844219208,-0.022724803537130356,0.3650859296321869,0.11901917308568954,-0.022724803537130356,0.2598757743835449,0.2789371609687805,0.17335721850395203,0.1876029074192047,0.1670563519001007
