,what,was,the,first,recorded,settlement,in,what,became,newcastle,?
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.2759207487106323,0.2599570155143738,0.6662389636039734,0.42745697498321533,0.36325156688690186,0.2253497689962387,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.3052574098110199,0.2673013508319855,0.4127444326877594,0.28086137771606445,0.37862223386764526,0.2823651134967804,0.18701928853988647
recorded,0.17687608301639557,0.328198105096817,0.2759207487106323,0.3052574098110199,0.9999998807907104,0.10392977297306061,0.27585887908935547,0.17687608301639557,0.2570755183696747,0.17891427874565125,0.19213420152664185
settlement,0.2558431327342987,0.2632548213005066,0.2599570155143738,0.2673013508319855,0.10392977297306061,1.0,0.26083990931510925,0.2558431327342987,0.15868136286735535,0.2259233444929123,0.12535437941551208
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.27585887908935547,0.26083990931510925,1.0,0.30808621644973755,0.31047213077545166,0.19270820915699005,0.20430970191955566
what,0.9999998807907104,0.22111038863658905,0.42745697498321533,0.28086137771606445,0.17687608301639557,0.2558431327342987,0.30808621644973755,0.9999998807907104,0.1434093862771988,0.16276082396507263,0.5051238536834717
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.30889374017715454,0.19766312837600708,0.24221304059028625,0.5394441485404968,0.28837618231773376,0.34253424406051636,0.1841045320034027,0.22961433231830597
now,0.4903225302696228,0.35876134037971497,0.38266420364379883,0.3032863736152649,0.1343807429075241,0.23763863742351532,0.3619694113731384,0.4903225302696228,0.29839012026786804,0.2016085833311081,0.29641881585121155
newcastle,0.16276082396507263,0.25710436701774597,0.2253497689962387,0.2823651134967804,0.17891427874565125,0.2259233444929123,0.19270820915699005,0.16276082396507263,0.2210702747106552,1.0000001192092896,0.0902252271771431
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.328198105096817,0.2632548213005066,0.45514053106307983,0.22111038863658905,0.6575068235397339,0.25710436701774597,0.18412111699581146
pons,0.04153430089354515,0.1956612914800644,0.21182411909103394,0.13172918558120728,0.09989533573389053,0.08856652677059174,0.21381573379039764,0.04153430089354515,0.1599709838628769,0.14951935410499573,0.11148941516876221
aelius,0.21148991584777832,0.2370867282152176,0.21514102816581726,0.17669905722141266,0.13863128423690796,0.1929551362991333,0.18522942066192627,0.21148991584777832,0.17206333577632904,0.08944269269704819,0.17960843443870544
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2596049904823303,0.25103551149368286,0.5201468467712402,0.3087472915649414,0.2798398435115814,0.251589834690094,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.21145537495613098,0.24842394888401031,0.539380669593811,0.3320399522781372,0.28774285316467285,0.21405641734600067,0.23916715383529663
roman,0.17852471768856049,0.23496849834918976,0.2862859070301056,0.16811686754226685,0.12179999053478241,0.25421199202537537,0.24986636638641357,0.17852471768856049,0.14373211562633514,0.17767032980918884,0.1663191318511963
fort,0.19451747834682465,0.30989983677864075,0.2420126497745514,0.17213241755962372,0.15921072661876678,0.3170347809791565,0.24152536690235138,0.19451747834682465,0.18011191487312317,0.2763766050338745,0.15686731040477753
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.18660911917686462,0.24081379175186157,0.4954058527946472,0.31309178471565247,0.31226563453674316,0.20204751193523407,0.20544172823429108
bridge,0.16739098727703094,0.23293238878250122,0.27692803740501404,0.1145162507891655,0.1561684012413025,0.2114066779613495,0.235438272356987,0.16739098727703094,0.1100342869758606,0.2664952874183655,0.1396101862192154
across,0.24809791147708893,0.20413610339164734,0.3816230297088623,0.19914396107196808,0.2111751139163971,0.18013229966163635,0.36988839507102966,0.24809791147708893,0.14665275812149048,0.17244058847427368,0.17034576833248138
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.2759207487106323,0.2599570155143738,0.6662389636039734,0.42745697498321533,0.36325156688690186,0.2253497689962387,0.22068053483963013
river,0.13815869390964508,0.15785206854343414,0.2894456386566162,0.1314089447259903,0.17300817370414734,0.28473854064941406,0.2149806171655655,0.13815869390964508,0.11251360923051834,0.22174765169620514,0.15390869975090027
tyne,0.14296641945838928,0.2610088884830475,0.23053501546382904,0.1907685548067093,0.1722620129585266,0.29889407753944397,0.20370638370513916,0.14296641945838928,0.20250877737998962,0.6070957183837891,0.07377036660909653
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.21476124227046967,0.233600914478302,0.5591574311256409,0.3567904531955719,0.2806840240955353,0.2714749276638031,0.4130953550338745
