,who,is,called,by,god,",",affirmed,by,the,church,and,ordained,by,a,bishop,?
elders,0.3670375347137451,0.1080142930150032,0.22372454404830933,0.1359112411737442,0.22105024755001068,0.14384935796260834,0.27107885479927063,0.1359112411737442,0.20180752873420715,0.22644998133182526,0.20455971360206604,0.23807857930660248,0.1359112411737442,0.15844552218914032,0.16998250782489777,0.11241849511861801
are,0.27294138073921204,0.5330929756164551,0.3676711618900299,0.37842893600463867,0.17233000695705414,0.4062570035457611,0.17628224194049835,0.37842893600463867,0.40399202704429626,0.16039738059043884,0.48576638102531433,0.10941173881292343,0.37842893600463867,0.265255331993103,0.08449579030275345,0.24591213464736938
called,0.3151143789291382,0.430266410112381,1.0,0.3092815577983856,0.22479480504989624,0.26549121737480164,0.24276846647262573,0.3092815577983856,0.489897221326828,0.20342940092086792,0.3251761794090271,0.2076091766357422,0.3092815577983856,0.4868806302547455,0.09482190012931824,0.18963319063186646
by,0.39727845788002014,0.3899846076965332,0.3092815577983856,1.0000001192092896,0.15825335681438446,0.3680937886238098,0.27055665850639343,1.0000001192092896,0.4408751428127289,0.135782390832901,0.4289871156215668,0.1810382753610611,1.0000001192092896,0.32094135880470276,0.18658143281936646,0.17966607213020325
god,0.30252742767333984,0.2211674600839615,0.22479480504989624,0.15825335681438446,1.0,0.24755379557609558,0.2823539078235626,0.15825335681438446,0.24689088761806488,0.3016095757484436,0.23257656395435333,0.29152148962020874,0.15825335681438446,0.18792781233787537,0.22889335453510284,0.23396754264831543
",",0.3365725874900818,0.4691906273365021,0.26549121737480164,0.3680937886238098,0.24755379557609558,1.0000001192092896,0.18873503804206848,0.3680937886238098,0.4933079481124878,0.2707274258136749,0.6633074283599854,0.2748708128929138,0.3680937886238098,0.427140474319458,0.2074185311794281,0.31091248989105225
affirmed,0.2485743761062622,0.1803843230009079,0.24276846647262573,0.27055665850639343,0.2823539078235626,0.18873503804206848,1.0,0.27055665850639343,0.28229820728302,0.18743042647838593,0.22680966556072235,0.3930869996547699,0.27055665850639343,0.22465693950653076,0.20644982159137726,0.18072663247585297
by,0.39727845788002014,0.3899846076965332,0.3092815577983856,1.0000001192092896,0.15825335681438446,0.3680937886238098,0.27055665850639343,1.0000001192092896,0.4408751428127289,0.135782390832901,0.4289871156215668,0.1810382753610611,1.0000001192092896,0.32094135880470276,0.18658143281936646,0.17966607213020325
the,0.3733934462070465,0.5823672413825989,0.489897221326828,0.4408751428127289,0.24689088761806488,0.4933079481124878,0.28229820728302,0.4408751428127289,1.0,0.23846197128295898,0.5171257257461548,0.20148134231567383,0.4408751428127289,0.5829201340675354,0.2112889289855957,0.22068053483963013
church,0.19418756663799286,0.203276589512825,0.20342940092086792,0.135782390832901,0.3016095757484436,0.2707274258136749,0.18743042647838593,0.135782390832901,0.23846197128295898,0.9999999403953552,0.1976170688867569,0.481964647769928,0.135782390832901,0.19588641822338104,0.4350535571575165,0.18081501126289368
",",0.3365725874900818,0.4691906273365021,0.26549121737480164,0.3680937886238098,0.24755379557609558,1.0000001192092896,0.18873503804206848,0.3680937886238098,0.4933079481124878,0.2707274258136749,0.6633074283599854,0.2748708128929138,0.3680937886238098,0.427140474319458,0.2074185311794281,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.3251761794090271,0.4289871156215668,0.23257656395435333,0.6633074283599854,0.22680966556072235,0.4289871156215668,0.5171257257461548,0.1976170688867569,1.0,0.2014295756816864,0.4289871156215668,0.3739250600337982,0.1697128564119339,0.20544172823429108
ordained,0.2565222978591919,0.18988816440105438,0.2076091766357422,0.1810382753610611,0.29152148962020874,0.2748708128929138,0.3930869996547699,0.1810382753610611,0.20148134231567383,0.481964647769928,0.2014295756816864,0.9999998807907104,0.1810382753610611,0.20081542432308197,0.5207892060279846,0.2412128895521164
by,0.39727845788002014,0.3899846076965332,0.3092815577983856,1.0000001192092896,0.15825335681438446,0.3680937886238098,0.27055665850639343,1.0000001192092896,0.4408751428127289,0.135782390832901,0.4289871156215668,0.1810382753610611,1.0000001192092896,0.32094135880470276,0.18658143281936646,0.17966607213020325
a,0.36608949303627014,0.658733606338501,0.4868806302547455,0.32094135880470276,0.18792781233787537,0.427140474319458,0.22465693950653076,0.32094135880470276,0.5829201340675354,0.19588641822338104,0.3739250600337982,0.20081542432308197,0.32094135880470276,1.0,0.1672227680683136,0.23916715383529663
bishop,0.19501325488090515,0.2021445631980896,0.09482190012931824,0.18658143281936646,0.22889335453510284,0.2074185311794281,0.20644982159137726,0.18658143281936646,0.2112889289855957,0.4350535571575165,0.1697128564119339,0.5207892060279846,0.18658143281936646,0.1672227680683136,0.9999998807907104,0.19730713963508606
to,0.42656609416007996,0.42745086550712585,0.2987143397331238,0.33534231781959534,0.2408517301082611,0.44245919585227966,0.1770855337381363,0.33534231781959534,0.535392165184021,0.24439501762390137,0.48971283435821533,0.1870241016149521,0.33534231781959534,0.45503583550453186,0.15059466660022736,0.29463258385658264
a,0.36608949303627014,0.658733606338501,0.4868806302547455,0.32094135880470276,0.18792781233787537,0.427140474319458,0.22465693950653076,0.32094135880470276,0.5829201340675354,0.19588641822338104,0.3739250600337982,0.20081542432308197,0.32094135880470276,1.0,0.1672227680683136,0.23916715383529663
ministry,0.16792069375514984,0.16363856196403503,0.17477720975875854,0.17528857290744781,0.3170134723186493,0.21379242837429047,0.22488421201705933,0.17528857290744781,0.23817597329616547,0.28343912959098816,0.2559942901134491,0.33629947900772095,0.17528857290744781,0.14863918721675873,0.252575546503067,0.18168897926807404
of,0.2827862501144409,0.4854315221309662,0.4222904443740845,0.3646814823150635,0.2159487009048462,0.4946078956127167,0.2792610824108124,0.3646814823150635,0.733189046382904,0.3079429268836975,0.5116966962814331,0.29011455178260803,0.3646814823150635,0.5052502155303955,0.22951185703277588,0.1826142966747284
word,0.21585002541542053,0.29004693031311035,0.3621441423892975,0.10335100442171097,0.257097065448761,0.24605005979537964,0.12796297669410706,0.10335100442171097,0.2835540175437927,0.18018437922000885,0.20273149013519287,0.16266155242919922,0.10335100442171097,0.3246598243713379,0.05350114032626152,0.19046713411808014
",",0.3365725874900818,0.4691906273365021,0.26549121737480164,0.3680937886238098,0.24755379557609558,1.0000001192092896,0.18873503804206848,0.3680937886238098,0.4933079481124878,0.2707274258136749,0.6633074283599854,0.2748708128929138,0.3680937886238098,0.427140474319458,0.2074185311794281,0.31091248989105225
sacrament,0.25709813833236694,0.21231186389923096,0.24022385478019714,0.14522604644298553,0.3923933804035187,0.2308664321899414,0.2619033455848694,0.14522604644298553,0.2597883939743042,0.45027050375938416,0.20197559893131256,0.4385809302330017,0.14522604644298553,0.1920233964920044,0.3358016610145569,0.1619669646024704
",",0.3365725874900818,0.4691906273365021,0.26549121737480164,0.3680937886238098,0.24755379557609558,1.0000001192092896,0.18873503804206848,0.3680937886238098,0.4933079481124878,0.2707274258136749,0.6633074283599854,0.2748708128929138,0.3680937886238098,0.427140474319458,0.2074185311794281,0.31091248989105225
order,0.226639986038208,0.19403748214244843,0.19453170895576477,0.17732734978199005,0.09779771417379379,0.22478096187114716,0.270821750164032,0.17732734978199005,0.3284194767475128,0.16521160304546356,0.2671266496181488,0.29269716143608093,0.17732734978199005,0.24138490855693817,0.08461525291204453,0.13725648820400238
and,0.41279885172843933,0.3859752118587494,0.3251761794090271,0.4289871156215668,0.23257656395435333,0.6633074283599854,0.22680966556072235,0.4289871156215668,0.5171257257461548,0.1976170688867569,1.0,0.2014295756816864,0.4289871156215668,0.3739250600337982,0.1697128564119339,0.20544172823429108
service,0.21098247170448303,0.15705204010009766,0.17257089912891388,0.20538176596164703,0.18468379974365234,0.2389259785413742,0.21576698124408722,0.20538176596164703,0.22661015391349792,0.22230948507785797,0.24532052874565125,0.24309755861759186,0.20538176596164703,0.23104366660118103,0.10323114693164825,0.1676298975944519
within,0.18261831998825073,0.30135563015937805,0.24071745574474335,0.28621017932891846,0.1187075823545456,0.2513136863708496,0.23767173290252686,0.28621017932891846,0.39827480912208557,0.17566072940826416,0.35049548745155334,0.20579500496387482,0.28621017932891846,0.3858051896095276,0.16632117331027985,0.1870293766260147
the,0.3733934462070465,0.5823672413825989,0.489897221326828,0.4408751428127289,0.24689088761806488,0.4933079481124878,0.28229820728302,0.4408751428127289,1.0,0.23846197128295898,0.5171257257461548,0.20148134231567383,0.4408751428127289,0.5829201340675354,0.2112889289855957,0.22068053483963013
church,0.19418756663799286,0.203276589512825,0.20342940092086792,0.135782390832901,0.3016095757484436,0.2707274258136749,0.18743042647838593,0.135782390832901,0.23846197128295898,0.9999999403953552,0.1976170688867569,0.481964647769928,0.135782390832901,0.19588641822338104,0.4350535571575165,0.18081501126289368
.,0.3541337847709656,0.4569662809371948,0.300344854593277,0.3936232924461365,0.2337683141231537,0.6812511086463928,0.18581457436084747,0.3936232924461365,0.5934505462646484,0.28898224234580994,0.588965117931366,0.2363835573196411,0.3936232924461365,0.50484299659729,0.20523421466350555,0.4130953550338745
