,what,were,tesla,'s,sisters,',names,?
he,0.3114890456199646,0.31267037987709045,0.12373391538858414,0.024063590914011,0.1864091455936432,0.23641161620616913,0.08310013264417648,0.2089974731206894
had,0.23849567770957947,0.6150832772254944,0.12050733715295792,-0.004401352722197771,0.25777682662010193,0.21722373366355896,0.17142675817012787,0.20728366076946259
an,0.2821882665157318,0.08893381804227829,0.13714656233787537,0.025255560874938965,0.06199551746249199,0.36139753460884094,0.13063324987888336,0.19793890416622162
older,0.19250206649303436,0.2536395192146301,0.12396802008152008,0.026184899732470512,0.3916165828704834,0.1766384392976761,0.2092803418636322,0.1524270623922348
brother,0.14914146065711975,0.20973363518714905,0.07598419487476349,-0.0180375799536705,0.5408216118812561,0.20047582685947418,0.11770296096801758,0.14267398416996002
named,0.1525408923625946,0.20632974803447723,0.1519215852022171,-0.06022389233112335,0.18792381882667542,0.2907311022281647,0.41001448035240173,0.1297498345375061
dane,0.16443581879138947,0.1423608958721161,0.13708750903606415,0.029034459963440895,0.20402714610099792,0.18809306621551514,0.08774128556251526,0.15775646269321442
and,0.31309178471565247,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.2854975759983063,0.3053182065486908,0.22828514873981476,0.20544172823429108
three,0.24888746440410614,0.38429051637649536,0.12387315183877945,0.03946888819336891,0.2486453801393509,0.2094462364912033,0.21447008848190308,0.20928427577018738
sisters,0.1374872773885727,0.2778213322162628,0.09678657352924347,0.04753977060317993,1.0,0.1816442906856537,0.21234020590782166,0.12711647152900696
",",0.3087472915649414,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.23247653245925903,0.5178600549697876,0.2669545114040375,0.31091248989105225
milka,0.08656183630228043,0.16628694534301758,0.2815995514392853,0.042604632675647736,0.25642797350883484,0.21453267335891724,0.11493564397096634,0.07429603487253189
",",0.3087472915649414,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.23247653245925903,0.5178600549697876,0.2669545114040375,0.31091248989105225
angelina,0.140949085354805,0.1600985825061798,0.17003509402275085,0.017157042399048805,0.4237211048603058,0.19674396514892578,0.14986534416675568,0.14130999147891998
and,0.31309178471565247,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.2854975759983063,0.3053182065486908,0.22828514873981476,0.20544172823429108
marica,0.15420691668987274,0.09638406336307526,0.14793546497821808,0.012572242878377438,0.20591546595096588,0.22718997299671173,0.14817817509174347,0.17602817714214325
.,0.3567904531955719,0.3378238379955292,0.17949827015399933,-0.003708066651597619,0.1887364685535431,0.4806240200996399,0.18628843128681183,0.4130953550338745
