,where,was,the,language,luther,used,in,his,translations,spoken,?
luther,0.15538732707500458,0.19185513257980347,0.1759674996137619,0.12746912240982056,1.0,0.08111961930990219,0.20523880422115326,0.27093374729156494,0.19293023645877838,0.1511935293674469,0.1732746809720993
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,-0.03558342531323433,-0.009990512393414974,0.00600846204906702,-0.037580832839012146,0.047556519508361816,0.009336408227682114,0.045285049825906754,-0.023395681753754616
translation,0.19917577505111694,0.14417019486427307,0.26402729749679565,0.40156617760658264,0.18200817704200745,0.17104819416999817,0.1721324771642685,0.16262900829315186,0.9369906187057495,0.3035605549812317,0.22574150562286377
used,0.31140151619911194,0.23679393529891968,0.3718377649784088,0.23411054909229279,0.08111961930990219,0.9999998807907104,0.3090210556983948,0.20492680370807648,0.21726498007774353,0.30237075686454773,0.22430120408535004
the,0.5003893971443176,0.48711544275283813,1.0,0.30198320746421814,0.1759674996137619,0.3718377649784088,0.6662389636039734,0.4394008219242096,0.26224538683891296,0.31125280261039734,0.22068053483963013
variant,0.1586812138557434,0.14952930808067322,0.13544104993343353,0.202964648604393,0.0644068568944931,0.3245139718055725,0.14157676696777344,0.03968081995844841,0.22820544242858887,0.16225749254226685,0.17448770999908447
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.25272229313850403,0.1719115972518921,0.3075267970561981,0.5696388483047485,0.38364991545677185,0.19379711151123047,0.25567829608917236,0.1826142966747284
german,0.12907783687114716,0.26016926765441895,0.256483793258667,0.19494405388832092,0.28169330954551697,0.21561965346336365,0.21098364889621735,0.23102504014968872,0.22659353911876678,0.24711161851882935,0.13978645205497742
spoken,0.15609657764434814,0.2065984159708023,0.31125280261039734,0.705856204032898,0.1511935293674469,0.30237075686454773,0.23523610830307007,0.16254834830760956,0.32654130458831787,1.0,0.1697215884923935
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.16004551947116852,0.13834704458713531,0.22295412421226501,0.4374977946281433,0.27659502625465393,0.14170971512794495,0.1286308467388153,0.21978627145290375
the,0.5003893971443176,0.48711544275283813,1.0,0.30198320746421814,0.1759674996137619,0.3718377649784088,0.6662389636039734,0.4394008219242096,0.26224538683891296,0.31125280261039734,0.22068053483963013
saxon,0.18464326858520508,0.19406339526176453,0.26529496908187866,0.2728865444660187,0.22933059930801392,0.20702388882637024,0.20249444246292114,0.2156744748353958,0.1968342512845993,0.2910778820514679,0.14814330637454987
chancellery,0.1794077306985855,0.349544882774353,0.3014615774154663,0.12758727371692657,0.2875438630580902,0.19418223202228546,0.2617775797843933,0.263670414686203,0.19134274125099182,0.129303440451622,0.14676551520824432
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2694627344608307,0.23255878686904907,0.3120402991771698,0.5201468467712402,0.3378419280052185,0.2747889757156372,0.29795920848846436,0.31091248989105225
intelligible,0.16217073798179626,0.17313280701637268,0.2522103488445282,0.4173223674297333,0.033212702721357346,0.22889156639575958,0.1869656890630722,0.13067974150180817,0.22831536829471588,0.36149948835372925,0.2584015429019928
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.2763397693634033,0.18029534816741943,0.40058770775794983,0.45010748505592346,0.3715193271636963,0.1872040331363678,0.22145827114582062,0.29463258385658264
both,0.3814130425453186,0.2990766167640686,0.4931981563568115,0.2358199954032898,0.19470135867595673,0.3154800534248352,0.3960166871547699,0.3092226982116699,0.27198174595832825,0.2004224807024002,0.19455738365650177
northern,0.2461140751838684,0.22730717062950134,0.3422943353652954,0.17638637125492096,0.07455276697874069,0.1416221261024475,0.3545122444629669,0.17276960611343384,0.08435820043087006,0.20359919965267181,0.13149388134479523
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.24699117243289948,0.20796556770801544,0.3150506615638733,0.4954058527946472,0.4234102666378021,0.27725154161453247,0.20026470720767975,0.20544172823429108
southern,0.2580642104148865,0.23717372119426727,0.3282862603664398,0.18987752497196198,0.19330330193042755,0.1475580930709839,0.3190481662750244,0.1767001748085022,0.07922236621379852,0.2201261967420578,0.11225555837154388
germans,0.17116804420948029,0.28109678626060486,0.28980037569999695,0.1887902021408081,0.23348933458328247,0.24322383105754852,0.27087339758872986,0.2896992862224579,0.18434041738510132,0.2603176534175873,0.1468498557806015
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2506868243217468,0.24907569587230682,0.33111312985420227,0.5591574311256409,0.3119256794452667,0.2550353705883026,0.22299833595752716,0.4130953550338745
