,how,many,passengers,per,year,does,newcastle,'s,airport,handle,?
the,0.33890387415885925,0.4335206151008606,0.23639188706874847,0.21691934764385223,0.3609684407711029,0.35928019881248474,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.23661735653877258,0.22068053483963013
airport,0.05454898625612259,0.15638405084609985,0.5620935559272766,0.11548321694135666,0.16964393854141235,0.09553595632314682,0.2453719973564148,-0.04957332834601402,0.9999998807907104,0.2551800310611725,0.13105051219463348
handles,0.28915008902549744,0.2553917169570923,0.32574892044067383,0.1867990344762802,0.18574458360671997,0.18511991202831268,0.1703292578458786,-0.05608336627483368,0.317779004573822,0.786663830280304,0.18804331123828888
over,0.31446483731269836,0.47131630778312683,0.2913212776184082,0.20963133871555328,0.2620522379875183,0.24276040494441986,0.18043215572834015,0.016215575858950615,0.23452356457710266,0.3133015036582947,0.25742942094802856
five,0.20553050935268402,0.41084155440330505,0.26134252548217773,0.15264397859573364,0.33582794666290283,0.14718510210514069,0.19409501552581787,0.04895230755209923,0.14130061864852905,0.15011607110500336,0.18342848122119904
million,0.21114659309387207,0.3520967364311218,0.2766437530517578,0.25576138496398926,0.30462950468063354,0.10680846869945526,0.21815668046474457,0.05079329386353493,0.17756971716880798,0.1282731294631958,0.23092924058437347
passengers,0.1846436709165573,0.20030497014522552,1.0000001192092896,0.20724186301231384,0.2174973040819168,0.15695710480213165,0.21380063891410828,0.00218089297413826,0.5620935559272766,0.27676984667778015,0.15951235592365265
per,0.2243444174528122,0.16423305869102478,0.20724186301231384,0.9999999403953552,0.25943896174430847,0.22441036999225616,0.1293424516916275,0.06270148605108261,0.11548321694135666,0.18099161982536316,0.22323818504810333
year,0.19631797075271606,0.21933086216449738,0.2174973040819168,0.25943896174430847,1.0,0.16000528633594513,0.18703900277614594,-0.04087831452488899,0.16964393854141235,0.13135631382465363,0.18315006792545319
",",0.22659391164779663,0.40610817074775696,0.27177494764328003,0.26711323857307434,0.28560417890548706,0.28617382049560547,0.251589834690094,-0.0016132977325469255,0.2669869363307953,0.23754459619522095,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.26762738823890686,0.21036672592163086,0.2506658732891083,0.3461615741252899,0.20204751193523407,0.06895173341035843,0.1870041936635971,0.2751510441303253,0.20544172823429108
is,0.22544461488723755,0.2649032473564148,0.17514356970787048,0.22395510971546173,0.2402215600013733,0.4403602182865143,0.1841045320034027,0.02396530658006668,0.22916455566883087,0.2478855550289154,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.23639188706874847,0.21691934764385223,0.3609684407711029,0.35928019881248474,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.23661735653877258,0.22068053483963013
tenth,0.1566738784313202,0.10085322707891464,0.09206237643957138,0.18395036458969116,0.2670648694038391,0.15079538524150848,0.12032116204500198,0.030220801010727882,0.1474892795085907,0.05976469814777374,0.07833222299814224
largest,0.08743762224912643,0.23644231259822845,0.21985283493995667,0.1785510927438736,0.11769411712884903,0.18477381765842438,0.17620566487312317,-0.02050611935555935,0.2578941285610199,0.07543224841356277,0.12401245534420013
