,in,what,borough,of,new,york,city,is,abc,headquartered,?
the,0.6662389636039734,0.42745697498321533,0.2728978395462036,0.733189046382904,0.3845241069793701,0.3034006953239441,0.35769423842430115,0.5823672413825989,0.2068762183189392,0.306002676486969,0.22068053483963013
network,0.19496823847293854,0.16917307674884796,0.1706957072019577,0.21800683438777924,0.18174515664577484,0.1959245353937149,0.20680741965770721,0.2196272611618042,0.4295894205570221,0.2624395489692688,0.17853789031505585
is,0.5394441485404968,0.28837618231773376,0.21645943820476532,0.4854315221309662,0.2208656519651413,0.14725744724273682,0.3186660706996918,1.0,0.16037321090698242,0.22352874279022217,0.22961433231830597
headquartered,0.29953375458717346,0.1961720734834671,0.2797883450984955,0.26836660504341125,0.21846717596054077,0.24640877544879913,0.39405563473701477,0.22352874279022217,0.18655560910701752,0.9999998807907104,0.08021588623523712
on,0.46853652596473694,0.34226128458976746,0.17129766941070557,0.3966929316520691,0.31106263399124146,0.2789517641067505,0.2549738585948944,0.3635730445384979,0.2862928807735443,0.25288480520248413,0.2714994251728058
columbus,0.2035193294286728,0.21798990666866302,0.13067734241485596,0.14879509806632996,0.2181187868118286,0.29759666323661804,0.2638183534145355,0.16591396927833557,0.1850004345178604,0.15702418982982635,0.06522880494594574
avenue,0.19928301870822906,0.11924558132886887,0.3183424770832062,0.18280929327011108,0.27288708090782166,0.34836313128471375,0.33602046966552734,0.13601207733154297,0.1990077942609787,0.30793672800064087,0.06327427178621292
and,0.4954058527946472,0.31309178471565247,0.21279117465019226,0.5116966962814331,0.31402453780174255,0.2509689927101135,0.2827445864677429,0.3859752118587494,0.16453155875205994,0.1958991438150406,0.20544172823429108
west,0.34078434109687805,0.1946573108434677,0.33341819047927856,0.2891985774040222,0.20932024717330933,0.19338439404964447,0.37476465106010437,0.25201764702796936,0.18391461670398712,0.2870810925960541,0.12088293582201004
66th,0.20044469833374023,0.0851837620139122,0.008530179969966412,0.2503347098827362,0.15113785862922668,0.1079387441277504,0.17272692918777466,0.25995999574661255,0.12258153408765793,0.13166865706443787,0.043651532381772995
street,0.2281111478805542,0.14271703362464905,0.2678832709789276,0.18984536826610565,0.19142328202724457,0.2558354139328003,0.3091639280319214,0.1302390694618225,0.1996762454509735,0.24928398430347443,0.07315441966056824
in,1.0,0.30808621644973755,0.25053277611732483,0.5696388483047485,0.3758552670478821,0.2961827218532562,0.3911624252796173,0.5394441485404968,0.1697147786617279,0.29953375458717346,0.20430970191955566
manhattan,0.24702738225460052,0.14820615947246552,0.3885514736175537,0.17803287506103516,0.4747370779514313,0.6139028072357178,0.3909684419631958,0.14923427999019623,0.1979755461215973,0.24512189626693726,0.08787932246923447
",",0.5201468467712402,0.3087472915649414,0.18933524191379547,0.4946078956127167,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.4691906273365021,0.2097204476594925,0.2735316753387451,0.31091248989105225
with,0.4080928862094879,0.2464839518070221,0.12310221046209335,0.41827285289764404,0.24325589835643768,0.18072271347045898,0.19554263353347778,0.3250955045223236,0.17432008683681488,0.11342009902000427,0.2433311939239502
additional,0.21390613913536072,0.20172064006328583,0.09397847950458527,0.2518594264984131,0.23886226117610931,0.14261412620544434,0.07492281496524811,0.1715312898159027,0.1623675376176834,0.1387285441160202,0.24309562146663666
major,0.3249945342540741,0.21026742458343506,0.1485462337732315,0.2641255557537079,0.19747984409332275,0.17412932217121124,0.259122371673584,0.19079607725143433,0.1743539571762085,0.29721784591674805,0.19788557291030884
offices,0.30102822184562683,0.1431061029434204,0.23718009889125824,0.24565665423870087,0.23608097434043884,0.2346671223640442,0.3448689579963684,0.15233594179153442,0.17729701101779938,0.4963148534297943,0.10076487064361572
and,0.4954058527946472,0.31309178471565247,0.21279117465019226,0.5116966962814331,0.31402453780174255,0.2509689927101135,0.2827445864677429,0.3859752118587494,0.16453155875205994,0.1958991438150406,0.20544172823429108
production,0.22079120576381683,0.16636081039905548,0.058600276708602905,0.1928233802318573,0.1491549015045166,0.18288494646549225,0.1842387169599533,0.19756923615932465,0.23261262476444244,0.22541652619838715,0.19318072497844696
facilities,0.2149869203567505,0.137315571308136,0.27586498856544495,0.17473776638507843,0.16431653499603271,0.16710510849952698,0.21593722701072693,0.17244288325309753,0.11960670351982117,0.3894844055175781,0.10624271631240845
in,1.0,0.30808621644973755,0.25053277611732483,0.5696388483047485,0.3758552670478821,0.2961827218532562,0.3911624252796173,0.5394441485404968,0.1697147786617279,0.29953375458717346,0.20430970191955566
new,0.3758552670478821,0.2130378633737564,0.32604292035102844,0.343457967042923,0.9999999403953552,0.7252664566040039,0.3555362820625305,0.2208656519651413,0.20663127303123474,0.21846717596054077,0.14782847464084625
york,0.2961827218532562,0.15652963519096375,0.39478909969329834,0.23040355741977692,0.7252664566040039,1.0,0.4437188506126404,0.14725744724273682,0.25457969307899475,0.24640877544879913,0.15262620151042938
city,0.3911624252796173,0.17493832111358643,0.47537747025489807,0.32503411173820496,0.3555362820625305,0.4437188506126404,1.0,0.3186660706996918,0.2157231718301773,0.39405563473701477,0.13423943519592285
",",0.5201468467712402,0.3087472915649414,0.18933524191379547,0.4946078956127167,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.4691906273365021,0.2097204476594925,0.2735316753387451,0.31091248989105225
los,0.2795681953430176,0.12322991341352463,0.17137306928634644,0.17343297600746155,0.2881329357624054,0.44960343837738037,0.3013180196285248,0.17008589208126068,0.22823278605937958,0.2655181586742401,0.15495611727237701
angeles,0.23927895724773407,0.10702074319124222,0.19184035062789917,0.16643567383289337,0.28758904337882996,0.4823487401008606,0.2831977605819702,0.1558004766702652,0.22578765451908112,0.25561732053756714,0.16139166057109833
and,0.4954058527946472,0.31309178471565247,0.21279117465019226,0.5116966962814331,0.31402453780174255,0.2509689927101135,0.2827445864677429,0.3859752118587494,0.16453155875205994,0.1958991438150406,0.20544172823429108
burbank,0.2700030505657196,0.18978667259216309,0.24836181104183197,0.20478573441505432,0.2322818487882614,0.3805021047592163,0.30576786398887634,0.14307169616222382,0.2810988128185272,0.32377126812934875,0.17736202478408813
",",0.5201468467712402,0.3087472915649414,0.18933524191379547,0.4946078956127167,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.4691906273365021,0.2097204476594925,0.2735316753387451,0.31091248989105225
california,0.2772824168205261,0.1811584085226059,0.1679924577474594,0.24929828941822052,0.2969774603843689,0.4546252489089966,0.2801341712474823,0.20727038383483887,0.2458307445049286,0.2734747529029846,0.1409905105829239
.,0.5591574311256409,0.3567904531955719,0.2056887298822403,0.5352458953857422,0.35031336545944214,0.28861045837402344,0.29856356978416443,0.4569662809371948,0.2567209303379059,0.25919339060783386,0.4130953550338745
