,what,about,luther,declined,as,his,antisemitism,increased,?
some,0.4491020441055298,0.42107653617858887,0.2097044140100479,0.249728724360466,0.4293700158596039,0.3033970892429352,0.25356078147888184,0.30783843994140625,0.2562315762042999
scholars,0.2640625238418579,0.22173559665679932,0.24086572229862213,0.19137488305568695,0.2219924032688141,0.2416568249464035,0.2607975900173187,0.15200287103652954,0.11279910802841187
",",0.3087472915649414,0.3877100944519043,0.23255878686904907,0.3096577823162079,0.48816442489624023,0.3378419280052185,0.2100604623556137,0.20936180651187897,0.31091248989105225
such,0.23989605903625488,0.24973522126674652,0.09043191373348236,0.22103889286518097,0.6207084655761719,0.1748584806919098,0.1556275337934494,0.2697032690048218,0.17851735651493073
as,0.31749409437179565,0.2989700436592102,0.20242992043495178,0.2829371988773346,1.0,0.3146366477012634,0.19674153625965118,0.21772481501102448,0.27043893933296204
mark,0.16941310465335846,0.1212443858385086,0.23420047760009766,0.14440754055976868,0.248020738363266,0.18292218446731567,0.10346055030822754,0.15202423930168152,0.11634156107902527
u.,-0.045045603066682816,0.003485955996438861,-0.030764391645789146,0.00741787301376462,0.006702067330479622,-0.03264967352151871,-0.10934273898601532,0.0041681695729494095,-0.06354963779449463
edwards,0.15566903352737427,0.17867591977119446,0.20500709116458893,0.1990332305431366,0.2509889304637909,0.24741820991039276,0.1721513569355011,0.14415709674358368,0.16941575706005096
in,0.30808621644973755,0.39797019958496094,0.20523880422115326,0.25098711252212524,0.3887844979763031,0.3598145842552185,0.21951206028461456,0.244624063372612,0.20430970191955566
his,0.26976513862609863,0.24169853329658508,0.27093374729156494,0.2549601197242737,0.3146366477012634,0.9999998807907104,0.3070656359195709,0.22739072144031525,0.18075084686279297
book,0.2872225046157837,0.29224592447280884,0.2606102228164673,0.1246194988489151,0.23037776350975037,0.2672714293003082,0.24603153765201569,0.09404830634593964,0.20572158694267273
luther,0.2134782373905182,0.203048437833786,1.0,0.1194891706109047,0.20242992043495178,0.27093374729156494,0.33306023478507996,0.08589181303977966,0.1732746809720993
's,0.02692362666130066,-0.020936643704771996,-0.009990512393414974,0.013175797648727894,-0.05775856226682663,0.047556519508361816,-0.03303133323788643,-0.021304117515683174,-0.023395681753754616
last,0.23175878822803497,0.2802848815917969,0.18467779457569122,0.281245619058609,0.2661714553833008,0.2789236307144165,0.13670383393764496,0.20908188819885254,0.22371746599674225
battles,0.20100295543670654,0.1604098379611969,0.14085690677165985,0.14780400693416595,0.1707524061203003,0.19578002393245697,0.18279020488262177,0.15370820462703705,0.18091581761837006
:,-0.12022944539785385,-0.14031879603862762,-0.0567622147500515,-0.006976014003157616,-0.11037297546863556,-0.010826457291841507,0.043940238654613495,-0.09179957956075668,-0.07156077772378922
politics,0.2674756944179535,0.28433722257614136,0.18237851560115814,0.2060733139514923,0.22954419255256653,0.3116534352302551,0.4018350839614868,0.16500164568424225,0.16389669477939606
and,0.31309178471565247,0.3875081241130829,0.20796556770801544,0.284045547246933,0.49487000703811646,0.4234102666378021,0.20131291449069977,0.2943111062049866,0.20544172823429108
polemics,0.2821088135242462,0.26340368390083313,0.1782216578722,0.21120285987854004,0.2247464805841446,0.22054332494735718,0.4376162886619568,0.30602002143859863,0.22443293035030365
1531–46,0.16680867969989777,0.15086302161216736,0.03345795348286629,-0.000517450156621635,0.007309461012482643,-0.11512733995914459,0.13864640891551971,0.07373122870922089,0.11236575990915298
