,about,many,students,attend,kunskapsskolan,schools,?
for,0.3312419354915619,0.40972793102264404,0.2460945099592209,0.25006020069122314,0.23914265632629395,0.2320515662431717,0.264628142118454
instance,0.27403774857521057,0.36262694001197815,0.20554885268211365,0.18113112449645996,0.16786286234855652,0.20073553919792175,0.30205854773521423
",",0.3877100944519043,0.40610817074775696,0.26501646637916565,0.24214935302734375,0.3854314386844635,0.2760516405105591,0.31091248989105225
the,0.37995871901512146,0.4335206151008606,0.25268980860710144,0.23206810653209686,0.33107176423072815,0.22905772924423218,0.22068053483963013
biggest,0.26883816719055176,0.29122593998908997,0.18792830407619476,0.09011663496494293,0.21747472882270813,0.17485781013965607,0.11438456177711487
school,0.23017577826976776,0.20931920409202576,0.6345757842063904,0.5228912830352783,0.2705797255039215,0.7602541446685791,0.15091250836849213
chain,0.16808459162712097,0.19466185569763184,0.0848032608628273,0.07691440731287003,0.1460324376821518,0.13764144480228424,0.09208294749259949
",",0.3877100944519043,0.40610817074775696,0.26501646637916565,0.24214935302734375,0.3854314386844635,0.2760516405105591,0.31091248989105225
kunskapsskolan,0.28382012248039246,0.24517425894737244,0.24310311675071716,0.13846418261528015,1.0,0.17807544767856598,0.16704556345939636
(,0.27495184540748596,0.1455259770154953,0.13481496274471283,0.11006657779216766,0.2938951849937439,0.15322564542293549,0.40561532974243164
“,0.0013473071157932281,-0.06879863888025284,-0.00014787229883950204,-0.023056568577885628,-0.005665081553161144,0.03625481203198433,-0.043535903096199036
the,0.37995871901512146,0.4335206151008606,0.25268980860710144,0.23206810653209686,0.33107176423072815,0.22905772924423218,0.22068053483963013
knowledge,0.2963382303714752,0.2942633032798767,0.34423694014549255,0.22405871748924255,0.18662461638450623,0.2639144957065582,0.2853184640407562
school,0.23017577826976776,0.20931920409202576,0.6345757842063904,0.5228912830352783,0.2705797255039215,0.7602541446685791,0.15091250836849213
”,-0.08550021797418594,-0.09252884238958359,0.019936630502343178,-0.052855174988508224,0.04089396446943283,-0.05790290981531143,0.014230710454285145
),0.2775460183620453,0.16602720320224762,0.15868785977363586,0.10216030478477478,0.3253677487373352,0.16219249367713928,0.42300865054130554
",",0.3877100944519043,0.40610817074775696,0.26501646637916565,0.24214935302734375,0.3854314386844635,0.2760516405105591,0.31091248989105225
offers,0.19434493780136108,0.2285018414258957,0.36393439769744873,0.35963380336761475,0.22513553500175476,0.265406996011734,0.1211681216955185
30,0.019249456003308296,0.09108389914035797,0.04687685891985893,0.0918879434466362,0.03919849172234535,0.06390552967786789,-0.08261742442846298
schools,0.21555131673812866,0.3108086585998535,0.6169943809509277,0.4374011754989624,0.17807544767856598,1.0,0.18349280953407288
and,0.3875081241130829,0.5296266674995422,0.28111961483955383,0.26535022258758545,0.33618101477622986,0.29319998621940613,0.20544172823429108
a,0.34171196818351746,0.2872205972671509,0.2676560878753662,0.18028175830841064,0.3131978511810303,0.2118925303220749,0.23916715383529663
web-based,0.35005730390548706,0.3440934419631958,0.29889780282974243,0.2043578326702118,0.31047943234443665,0.2615525722503662,0.29991838335990906
environment,0.2525140345096588,0.2855686843395233,0.2291112095117569,0.08339694142341614,0.13961058855056763,0.16558493673801422,0.19478057324886322
",",0.3877100944519043,0.40610817074775696,0.26501646637916565,0.24214935302734375,0.3854314386844635,0.2760516405105591,0.31091248989105225
has,0.35519757866859436,0.4266262650489807,0.1987207978963852,0.189713716506958,0.2765798568725586,0.2180989682674408,0.15994466841220856
700,0.041173260658979416,0.05419022589921951,0.13432425260543823,0.18821612000465393,0.09622965008020401,0.2258710116147995,0.1795072853565216
employees,0.2365851104259491,0.22650405764579773,0.37292027473449707,0.27207452058792114,0.1976311057806015,0.31047847867012024,0.2076551467180252
and,0.3875081241130829,0.5296266674995422,0.28111961483955383,0.26535022258758545,0.33618101477622986,0.29319998621940613,0.20544172823429108
teaches,0.2424798160791397,0.2778831720352173,0.549903392791748,0.3723745048046112,0.2875572443008423,0.5004404783248901,0.2008351981639862
nearly,0.4509066343307495,0.4278171956539154,0.2313707321882248,0.17190802097320557,0.22795478999614716,0.23415887355804443,0.11670064926147461
"10,000",-0.07702307403087616,-0.13516037166118622,-0.07725541293621063,-0.06791900098323822,0.22591596841812134,-0.15099786221981049,0.10342991352081299
pupils,0.2586788535118103,0.24248206615447998,0.48713982105255127,0.33346182107925415,0.235025092959404,0.413528710603714,0.06499303877353668
.,0.42038556933403015,0.3974229395389557,0.2607303857803345,0.1994091272354126,0.3301883637905121,0.2752705216407776,0.4130953550338745
