,what,word,is,the,word,pharmacy,taken,from,?
the,0.42745697498321533,0.2835540175437927,0.5823672413825989,1.0,0.2835540175437927,0.1938311904668808,0.3309854567050934,0.40150508284568787,0.22068053483963013
word,0.30982115864753723,1.0,0.29004693031311035,0.2835540175437927,1.0,0.11398584395647049,0.19269700348377228,0.2524685263633728,0.19046713411808014
pharmacy,0.21638189256191254,0.11398584395647049,0.16101746261119843,0.1938311904668808,0.11398584395647049,1.0,0.21328172087669373,0.1513727605342865,0.1355620175600052
is,0.28837618231773376,0.29004693031311035,1.0,0.5823672413825989,0.29004693031311035,0.16101746261119843,0.19185791909694672,0.27355384826660156,0.22961433231830597
derived,0.20143714547157288,0.4719426929950714,0.2666328251361847,0.26961472630500793,0.4719426929950714,0.09349905699491501,0.28282788395881653,0.315938800573349,0.1241099163889885
from,0.2737620174884796,0.2524685263633728,0.27355384826660156,0.40150508284568787,0.2524685263633728,0.1513727605342865,0.33566176891326904,1.0,0.19969791173934937
its,0.30393704771995544,0.2556169927120209,0.4447362422943115,0.559237003326416,0.2556169927120209,0.18630439043045044,0.24331077933311462,0.32706040143966675,0.15103481709957123
root,0.1299125850200653,0.2646767795085907,0.19921329617500305,0.16797003149986267,0.2646767795085907,0.14708822965621948,0.14280807971954346,0.22268055379390717,0.14390654861927032
word,0.30982115864753723,1.0,0.29004693031311035,0.2835540175437927,1.0,0.11398584395647049,0.19269700348377228,0.2524685263633728,0.19046713411808014
pharma,0.21262112259864807,0.14184942841529846,0.16986805200576782,0.17171332240104675,0.14184942841529846,0.8153481483459473,0.19337810575962067,0.1262412667274475,0.19583392143249512
which,0.5261979103088379,0.3399123549461365,0.4457404911518097,0.6521818041801453,0.3399123549461365,0.18910500407218933,0.287870854139328,0.38755592703819275,0.25814583897590637
was,0.22111038863658905,0.20755049586296082,0.5810302495956421,0.48711544275283813,0.20755049586296082,0.17978692054748535,0.27550867199897766,0.31171464920043945,0.18412111699581146
a,0.3320399522781372,0.3246598243713379,0.658733606338501,0.5829201340675354,0.3246598243713379,0.21975059807300568,0.2520231008529663,0.322764128446579,0.23916715383529663
term,0.25282326340675354,0.5317829847335815,0.270183801651001,0.2740369141101837,0.5317829847335815,0.16622231900691986,0.10011628270149231,0.25269290804862976,0.1901002675294876
used,0.27546408772468567,0.42108669877052307,0.3288823366165161,0.3718377649784088,0.42108669877052307,0.16081109642982483,0.36484459042549133,0.25821518898010254,0.22430120408535004
since,0.29783400893211365,0.14102354645729065,0.3567592203617096,0.4054957628250122,0.14102354645729065,0.12148760259151459,0.24159084260463715,0.34118619561195374,0.2876587212085724
the,0.42745697498321533,0.2835540175437927,0.5823672413825989,1.0,0.2835540175437927,0.1938311904668808,0.3309854567050934,0.40150508284568787,0.22068053483963013
15th–17th,0.17650972306728363,0.12390504032373428,0.14321759343147278,0.18356135487556458,0.12390504032373428,0.07796041667461395,0.0695728063583374,0.14968863129615784,0.044713374227285385
centuries,0.18983326852321625,0.3036206364631653,0.15361705422401428,0.32166481018066406,0.3036206364631653,0.04514085873961449,0.23920246958732605,0.2564999461174011,0.13179439306259155
.,0.3567904531955719,0.13155406713485718,0.4569662809371948,0.5934505462646484,0.13155406713485718,0.23916830122470856,0.3141690492630005,0.41536515951156616,0.4130953550338745
