,how,many,sacks,did,derek,wolfe,register,?
defensive,0.08822094649076462,0.14274363219738007,0.4047272801399231,0.1420954167842865,0.19141089916229248,0.18331418931484222,0.08167920261621475,0.1711898148059845
ends,0.14604273438453674,0.11459555476903915,0.24946539103984833,0.08717944473028183,0.13448312878608704,0.12381012737751007,0.11282338947057724,0.08867821097373962
derek,0.1390881985425949,0.08981012552976608,0.275104284286499,0.159527987241745,1.0,0.34567970037460327,0.0727064311504364,0.056949060410261154
wolfe,0.15624018013477325,0.19632531702518463,0.21587076783180237,0.15850669145584106,0.34567970037460327,1.0000001192092896,0.16827790439128876,0.15971215069293976
and,0.33647966384887695,0.5296266674995422,0.26875683665275574,0.34479495882987976,0.22254690527915955,0.23704767227172852,0.15724313259124756,0.20544172823429108
malik,0.12558715045452118,0.1595408171415329,0.24581341445446014,0.14411865174770355,0.27970993518829346,0.1933685541152954,0.051849305629730225,0.10560610145330429
jackson,0.1397767961025238,0.19957222044467926,0.25488677620887756,0.2018769532442093,0.24070239067077637,0.3109973073005676,0.151186004281044,0.10996206849813461
each,0.4183253347873688,0.35348209738731384,0.10838254541158676,0.20516681671142578,0.0449916236102581,0.07306674867868423,0.26309242844581604,0.21173812448978424
had,0.2549138069152832,0.40130746364593506,0.2547798454761505,0.540525496006012,0.17357183992862701,0.21572370827198029,0.14669840037822723,0.20728366076946259
5½,0.05485886335372925,-0.025201501324772835,-0.007024737540632486,-0.004989197477698326,-0.008190014399588108,0.05870436131954193,0.19022278487682343,0.02049519307911396
sacks,0.1041552722454071,0.16596581041812897,1.0,0.1250401884317398,0.275104284286499,0.21587076783180237,0.05425957590341568,0.0761517658829689
.,0.3287222981452942,0.3974229395389557,0.20474085211753845,0.35288307070732117,0.1929149627685547,0.2848299443721771,0.1815701276063919,0.4130953550338745
