,tribal,members,living,in,the,rainforests,of,what,region,are,using,google,earth,?
using,0.1430284082889557,0.11081498861312866,0.11149780452251434,0.2717311978340149,0.28364112973213196,0.14805279672145844,0.24298200011253357,0.27984681725502014,0.08960985392332077,0.3385874032974243,1.0,0.21403691172599792,0.20712430775165558,0.2804589569568634
handheld,0.18215523660182953,0.14008116722106934,0.1521381139755249,0.18696677684783936,0.2196284532546997,0.1776721328496933,0.19488011300563812,0.2139415740966797,0.17975634336471558,0.21556131541728973,0.29649218916893005,0.25428858399391174,0.21567504107952118,0.2075120061635971
gps,0.13213247060775757,0.12653324007987976,0.12762334942817688,0.08951815962791443,0.16737867891788483,0.25565487146377563,0.08580594509840012,0.2518748939037323,0.16907930374145508,0.20265965163707733,0.33617541193962097,0.36856257915496826,0.34951961040496826,0.1711064726114273
devices,0.16570109128952026,0.15394145250320435,0.1031326875090599,0.19009613990783691,0.2281099557876587,0.2040264904499054,0.1820836365222931,0.2216251939535141,0.12366828322410583,0.3486167788505554,0.4120612144470215,0.25671565532684326,0.20142385363578796,0.10574188083410263
and,0.2447868138551712,0.2994427978992462,0.27568840980529785,0.4954058527946472,0.5171257257461548,0.2924107611179352,0.5116966962814331,0.31309178471565247,0.2372262328863144,0.48576638102531433,0.33157408237457275,0.18370391428470612,0.27524080872535706,0.20544172823429108
programs,0.1134042739868164,0.18368227779865265,0.08867336064577103,0.2276356965303421,0.21757709980010986,0.1789587140083313,0.18037469685077667,0.23178155720233917,0.04913035035133362,0.25339001417160034,0.2807689607143402,0.23725441098213196,0.1578500121831894,0.16452431678771973
like,0.13928022980690002,0.14937515556812286,0.19179393351078033,0.31010183691978455,0.32912567257881165,0.22244341671466827,0.3244853615760803,0.4320242702960968,0.15772680938243866,0.4686352014541626,0.38114291429519653,0.25404998660087585,0.23556412756443024,0.3268813192844391
google,0.053554896265268326,0.0976582020521164,0.06854640692472458,0.1203395277261734,0.15672807395458221,0.14876486361026764,0.11514776945114136,0.22121621668338776,0.15103130042552948,0.14931140840053558,0.21403691172599792,1.0,0.26988109946250916,0.33158186078071594
earth,0.1666734516620636,0.12075372040271759,0.2106921672821045,0.18566735088825226,0.2801888585090637,0.3396197557449341,0.2329314798116684,0.25883176922798157,0.1539795845746994,0.22218742966651917,0.20712430775165558,0.26988109946250916,1.0,0.17717236280441284
",",0.21239762008190155,0.2357054501771927,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.2829539477825165,0.4946078956127167,0.3087472915649414,0.2119160145521164,0.4062570035457611,0.27050045132637024,0.26654380559921265,0.23186853528022766,0.31091248989105225
members,0.23256203532218933,0.9999998807907104,0.20532554388046265,0.196792870759964,0.3321719169616699,0.196876659989357,0.28120753169059753,0.16873176395893097,0.10262749344110489,0.31528955698013306,0.11081498861312866,0.0976582020521164,0.12075372040271759,0.10212311148643494
of,0.23765619099140167,0.28120753169059753,0.3499443829059601,0.5696388483047485,0.733189046382904,0.25672608613967896,1.0,0.33290785551071167,0.2852717339992523,0.39081433415412903,0.24298200011253357,0.11514776945114136,0.2329314798116684,0.1826142966747284
the,0.259813129901886,0.3321719169616699,0.3127744197845459,0.6662389636039734,1.0,0.2820507287979126,0.733189046382904,0.42745697498321533,0.35020557045936584,0.40399202704429626,0.28364112973213196,0.15672807395458221,0.2801888585090637,0.22068053483963013
trio,0.15749981999397278,0.2804858684539795,0.05570279806852341,0.19909727573394775,0.18003785610198975,0.18345212936401367,0.18805783987045288,0.16976548731327057,0.13696114718914032,0.16986031830310822,0.1414078325033188,0.14213959872722626,0.15515190362930298,0.10676770657300949
tribe,0.650122344493866,0.22999589145183563,0.2566196024417877,0.17848652601242065,0.280248761177063,0.28593307733535767,0.22602348029613495,0.2215883582830429,0.19361020624637604,0.2047504484653473,0.11218010634183884,0.07108895480632782,0.15620039403438568,0.11037874221801758
",",0.21239762008190155,0.2357054501771927,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.2829539477825165,0.4946078956127167,0.3087472915649414,0.2119160145521164,0.4062570035457611,0.27050045132637024,0.26654380559921265,0.23186853528022766,0.31091248989105225
who,0.2445630580186844,0.3290669620037079,0.2727876901626587,0.2792111933231354,0.3733934462070465,0.19480058550834656,0.2827862501144409,0.40942975878715515,0.16453149914741516,0.27294138073921204,0.24094825983047485,0.17297613620758057,0.15992608666419983,0.26220351457595825
live,0.1693969964981079,0.18785715103149414,0.5108150839805603,0.3068392276763916,0.2995128035545349,0.3521120250225067,0.27734068036079407,0.20532001554965973,0.21112611889839172,0.30489251017570496,0.0891924798488617,0.09590048342943192,0.201178640127182,0.19481121003627777
in,0.15004047751426697,0.196792870759964,0.3253810405731201,1.0,0.6662389636039734,0.24447718262672424,0.5696388483047485,0.30808621644973755,0.3524819314479828,0.3841303884983063,0.2717311978340149,0.1203395277261734,0.18566735088825226,0.20430970191955566
the,0.259813129901886,0.3321719169616699,0.3127744197845459,0.6662389636039734,1.0,0.2820507287979126,0.733189046382904,0.42745697498321533,0.35020557045936584,0.40399202704429626,0.28364112973213196,0.15672807395458221,0.2801888585090637,0.22068053483963013
rainforests,0.1890113651752472,0.196876659989357,0.32342448830604553,0.24447718262672424,0.2820507287979126,1.0,0.25672608613967896,0.226042240858078,0.30449000000953674,0.325900673866272,0.14805279672145844,0.14876486361026764,0.3396197557449341,0.17730745673179626
of,0.23765619099140167,0.28120753169059753,0.3499443829059601,0.5696388483047485,0.733189046382904,0.25672608613967896,1.0,0.33290785551071167,0.2852717339992523,0.39081433415412903,0.24298200011253357,0.11514776945114136,0.2329314798116684,0.1826142966747284
southern,0.23890067636966705,0.18252204358577728,0.2231951802968979,0.3190481662750244,0.3282862603664398,0.2975062131881714,0.31933003664016724,0.18679563701152802,0.35965695977211,0.18306338787078857,0.10817001014947891,0.05404544249176979,0.1445036083459854,0.11225555837154388
suriname,0.27936437726020813,0.23923973739147186,0.23554131388664246,0.2113480418920517,0.2599630653858185,0.3660896122455597,0.24821515381336212,0.15138784050941467,0.21466360986232758,0.15461406111717224,0.151471346616745,0.1340521275997162,0.10699797421693802,0.132745161652565
",",0.21239762008190155,0.2357054501771927,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.2829539477825165,0.4946078956127167,0.3087472915649414,0.2119160145521164,0.4062570035457611,0.27050045132637024,0.26654380559921265,0.23186853528022766,0.31091248989105225
map,0.25043776631355286,0.08454073220491409,0.12592443823814392,0.2386031597852707,0.2702621817588806,0.2008833885192871,0.22708505392074585,0.23936687409877777,0.35798007249832153,0.15892817080020905,0.26130470633506775,0.3016655147075653,0.2020764797925949,0.1548176109790802
out,0.19726385176181793,0.2025272101163864,0.16314668953418732,0.3576207756996155,0.39404502511024475,0.1499311774969101,0.34176841378211975,0.3633197546005249,0.12468940764665604,0.31390950083732605,0.30188658833503723,0.2113477736711502,0.2047126442193985,0.22020699083805084
their,0.2749602198600769,0.32611769437789917,0.23671269416809082,0.34976133704185486,0.516537070274353,0.2368900328874588,0.4329940676689148,0.35142919421195984,0.1464851349592209,0.46887820959091187,0.28169015049934387,0.08759759366512299,0.14081214368343353,0.1898253709077835
ancestral,0.2732550799846649,0.224348247051239,0.376736044883728,0.22662998735904694,0.274385929107666,0.325512170791626,0.31762784719467163,0.17634287476539612,0.21508069336414337,0.2460719496011734,0.14232005178928375,0.1415647566318512,0.1991301327943802,0.11722901463508606
lands,0.2865590453147888,0.1545259952545166,0.21242709457874298,0.22373557090759277,0.3190511167049408,0.3429715931415558,0.2730972170829773,0.16376858949661255,0.257644921541214,0.1854158639907837,0.16196489334106445,0.1050749346613884,0.3265354335308075,0.10082722455263138
to,0.26872000098228455,0.26617446541786194,0.2300543487071991,0.45010748505592346,0.535392165184021,0.2547144293785095,0.41548454761505127,0.455847829580307,0.24118299782276154,0.3504326641559601,0.3678804934024811,0.18934260308742523,0.2486501932144165,0.29463258385658264
help,0.17110276222229004,0.20088225603103638,0.1596962809562683,0.21321536600589752,0.30064165592193604,0.16710706055164337,0.22745388746261597,0.3728281855583191,0.1622699797153473,0.2738749086856842,0.33053669333457947,0.16177137196063995,0.15989866852760315,0.28403452038764954
strengthen,0.14811857044696808,0.13414616882801056,0.06093408167362213,0.1997082233428955,0.2467898279428482,0.1504833996295929,0.20178040862083435,0.23504552245140076,0.13721729815006256,0.13557270169258118,0.22444361448287964,0.04947175458073616,0.15097686648368835,0.11156164109706879
their,0.2749602198600769,0.32611769437789917,0.23671269416809082,0.34976133704185486,0.516537070274353,0.2368900328874588,0.4329940676689148,0.35142919421195984,0.1464851349592209,0.46887820959091187,0.28169015049934387,0.08759759366512299,0.14081214368343353,0.1898253709077835
territorial,0.2663845121860504,0.24199724197387695,0.14408554136753082,0.25956836342811584,0.3039662539958954,0.31202664971351624,0.31948116421699524,0.21081089973449707,0.2655051648616791,0.17587381601333618,0.11114773899316788,0.13405728340148926,0.14015372097492218,0.10118355602025986
claims,0.18489956855773926,0.08605026453733444,0.17572620511054993,0.15647023916244507,0.24698559939861298,0.1926957666873932,0.2663089632987976,0.2397100329399109,0.15724097192287445,0.16840213537216187,0.1916963756084442,0.24051272869110107,0.18494051694869995,0.18741291761398315
.,0.14948855340480804,0.21119362115859985,0.27785244584083557,0.5591574311256409,0.5934505462646484,0.25197991728782654,0.5352458953857422,0.3567904531955719,0.2506107687950134,0.3452940285205841,0.3629456162452698,0.2515013813972473,0.2542925775051117,0.4130953550338745
