,where,was,war,fought,?
the,0.5003893971443176,0.48711544275283813,0.366199791431427,0.30367159843444824,0.22068053483963013
war,0.2167234867811203,0.3560331463813782,1.0000001192092896,0.5800250768661499,0.15510529279708862
was,0.20731619000434875,1.0000001192092896,0.3560331463813782,0.3444228172302246,0.18412111699581146
fought,0.19447503983974457,0.3444228172302246,0.5800250768661499,1.0000001192092896,0.15288178622722626
primarily,0.3004331588745117,0.20725777745246887,0.19439592957496643,0.1829906404018402,0.06029784679412842
along,0.3530636131763458,0.24175575375556946,0.13454990088939667,0.26288902759552,0.17134909331798553
the,0.5003893971443176,0.48711544275283813,0.366199791431427,0.30367159843444824,0.22068053483963013
frontiers,0.2547042965888977,0.20465371012687683,0.3180547058582306,0.30559250712394714,0.15218432247638702
between,0.38496607542037964,0.24048170447349548,0.2612598240375519,0.30783408880233765,0.12887074053287506
new,0.26026442646980286,0.2748313844203949,0.18623678386211395,0.1920851171016693,0.14782847464084625
france,0.21451038122177124,0.2715669870376587,0.2819103002548218,0.21981622278690338,0.15069349110126495
and,0.43859338760375977,0.3740963041782379,0.29695844650268555,0.26526638865470886,0.20544172823429108
the,0.5003893971443176,0.48711544275283813,0.366199791431427,0.30367159843444824,0.22068053483963013
british,0.1694505214691162,0.31934812664985657,0.3060368299484253,0.24836450815200806,0.09711728990077972
colonies,0.22480572760105133,0.21739500761032104,0.35548219084739685,0.33599746227264404,0.07886616140604019
",",0.3149496018886566,0.45456063747406006,0.2671184241771698,0.2973159849643707,0.31091248989105225
from,0.3713873624801636,0.31171464920043945,0.1811102032661438,0.21238359808921814,0.19969791173934937
virginia,0.1384267956018448,0.23862197995185852,0.22388659417629242,0.2913837730884552,0.18036006391048431
in,0.5344807505607605,0.45514053106307983,0.29904094338417053,0.27511686086654663,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,0.366199791431427,0.30367159843444824,0.22068053483963013
south,0.2539864182472229,0.2792486846446991,0.25075680017471313,0.2511618435382843,0.12336621433496475
to,0.47735077142715454,0.3636345863342285,0.2610234022140503,0.20381352305412292,0.29463258385658264
nova,0.17086708545684814,0.14939220249652863,0.04484836012125015,0.07760319113731384,0.11942808330059052
scotia,0.1755194365978241,0.17474716901779175,0.11050675064325333,0.14664007723331451,0.10058031976222992
in,0.5344807505607605,0.45514053106307983,0.29904094338417053,0.27511686086654663,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,0.366199791431427,0.30367159843444824,0.22068053483963013
north,0.23586879670619965,0.29020047187805176,0.2980347275733948,0.27296048402786255,0.11829731613397598
.,0.41390106081962585,0.40146201848983765,0.3000848889350891,0.22964482009410858,0.4130953550338745
