,what,major,conquest,did,tancred,play,a,roll,in,?
tancred,0.1609336882829666,0.07836688309907913,0.3111456632614136,0.2199651300907135,1.0,0.07090745121240616,0.21825583279132843,0.08614446967840195,0.22116531431674957,0.191949725151062
was,0.22111038863658905,0.20676274597644806,0.26261669397354126,0.41399896144866943,0.33577296137809753,0.23784595727920532,0.4508470594882965,0.1614736020565033,0.45514053106307983,0.18412111699581146
instrumental,0.2287900298833847,0.16851283609867096,0.12855470180511475,0.19728465378284454,0.20504215359687805,0.2276664823293686,0.23296092450618744,0.32320162653923035,0.1413244903087616,0.1916917860507965
in,0.30808621644973755,0.3249945342540741,0.2541567385196686,0.2593238651752472,0.22116531431674957,0.24321173131465912,0.539380669593811,0.15696696937084198,1.0,0.20430970191955566
the,0.42745697498321533,0.31775903701782227,0.3181619346141815,0.34736719727516174,0.2673100531101227,0.24793598055839539,0.5829201340675354,0.2102942317724228,0.6662389636039734,0.22068053483963013
conquest,0.21597714722156525,0.1842813789844513,0.9999999403953552,0.1569611132144928,0.3111456632614136,0.16160163283348083,0.1266939491033554,0.07768241316080093,0.2541567385196686,0.12928934395313263
of,0.33290785551071167,0.2641255557537079,0.27723097801208496,0.2513895630836487,0.30629414319992065,0.15350224077701569,0.5052502155303955,0.2426108568906784,0.5696388483047485,0.1826142966747284
jerusalem,0.17886783182621002,0.11184337735176086,0.24807193875312805,0.12854312360286713,0.31046149134635925,0.12408648431301117,0.17655090987682343,0.18789425492286682,0.19283141195774078,0.14136314392089844
and,0.31309178471565247,0.29795366525650024,0.26925429701805115,0.34479495882987976,0.32280534505844116,0.25634777545928955,0.3739250600337982,0.24277082085609436,0.4954058527946472,0.20544172823429108
he,0.3114890456199646,0.20298928022384644,0.22140876948833466,0.3292143940925598,0.3290237486362457,0.3066076636314392,0.4393508732318878,0.18476717174053192,0.41690486669540405,0.2089974731206894
worked,0.168898344039917,0.13182930648326874,0.1316099315881729,0.3377852141857147,0.22554999589920044,0.15106847882270813,0.23579153418540955,0.15196073055267334,0.28707414865493774,0.0901828184723854
for,0.3017193675041199,0.23592928051948547,0.0931316614151001,0.318512886762619,0.14506980776786804,0.27811455726623535,0.44038116931915283,0.1839667409658432,0.4322226941585541,0.264628142118454
the,0.42745697498321533,0.31775903701782227,0.3181619346141815,0.34736719727516174,0.2673100531101227,0.24793598055839539,0.5829201340675354,0.2102942317724228,0.6662389636039734,0.22068053483963013
expansion,0.2671823799610138,0.17039832472801208,0.34911853075027466,0.1645428091287613,0.10438305884599686,0.19398047029972076,0.21807987987995148,0.13139398396015167,0.20021484792232513,0.18286365270614624
of,0.33290785551071167,0.2641255557537079,0.27723097801208496,0.2513895630836487,0.30629414319992065,0.15350224077701569,0.5052502155303955,0.2426108568906784,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.31775903701782227,0.3181619346141815,0.34736719727516174,0.2673100531101227,0.24793598055839539,0.5829201340675354,0.2102942317724228,0.6662389636039734,0.22068053483963013
crusader,0.19720837473869324,0.13589560985565186,0.43274712562561035,0.11749716848134995,0.3747129738330841,0.13333091139793396,0.13880692422389984,0.17758359014987946,0.2129058539867401,0.19720017910003662
kingdom,0.17826133966445923,0.17071087658405304,0.30602729320526123,0.15448923408985138,0.2805514633655548,0.09435319900512695,0.18099536001682281,0.15922300517559052,0.28265801072120667,0.12927088141441345
in,0.30808621644973755,0.3249945342540741,0.2541567385196686,0.2593238651752472,0.22116531431674957,0.24321173131465912,0.539380669593811,0.15696696937084198,1.0,0.20430970191955566
transjordan,0.2873869836330414,0.2348257303237915,0.3913390636444092,0.19660872220993042,0.24957802891731262,0.1477610468864441,0.24512003362178802,0.18671490252017975,0.3238637149333954,0.17816473543643951
and,0.31309178471565247,0.29795366525650024,0.26925429701805115,0.34479495882987976,0.32280534505844116,0.25634777545928955,0.3739250600337982,0.24277082085609436,0.4954058527946472,0.20544172823429108
the,0.42745697498321533,0.31775903701782227,0.3181619346141815,0.34736719727516174,0.2673100531101227,0.24793598055839539,0.5829201340675354,0.2102942317724228,0.6662389636039734,0.22068053483963013
region,0.2298986315727234,0.2117738574743271,0.29871615767478943,0.06474873423576355,0.20342643558979034,0.1264762133359909,0.23209655284881592,0.06497026979923248,0.3524819314479828,0.13441751897335052
of,0.33290785551071167,0.2641255557537079,0.27723097801208496,0.2513895630836487,0.30629414319992065,0.15350224077701569,0.5052502155303955,0.2426108568906784,0.5696388483047485,0.1826142966747284
galilee,0.22766238451004028,0.09450378268957138,0.27723315358161926,0.1381884068250656,0.2857873737812042,0.12727515399456024,0.13364571332931519,0.17554712295532227,0.2386481761932373,0.13000620901584625
.,0.3567904531955719,0.3054012954235077,0.19387131929397583,0.35288307070732117,0.2916857600212097,0.25552695989608765,0.50484299659729,0.24077551066875458,0.5591574311256409,0.4130953550338745
