,which,famous,indian,practiced,civil,disobedience,?
a,0.56894451379776,0.26728492975234985,0.21449552476406097,0.20925304293632507,0.21693918108940125,0.25352153182029724,0.23916715383529663
version,0.28911566734313965,0.13450147211551666,0.08840378373861313,0.0991450846195221,0.11047658324241638,0.15091024339199066,0.2573966085910797
was,0.2830964922904968,0.31606587767601013,0.23096419870853424,0.2840479016304016,0.24303317070007324,0.28287848830223083,0.18412111699581146
taken,0.287870854139328,0.18727761507034302,0.10537686198949814,0.2846069931983948,0.12793612480163574,0.20292720198631287,0.17662954330444336
up,0.36388060450553894,0.14953331649303436,0.139434814453125,0.13285209238529205,0.15752777457237244,0.16771721839904785,0.1819818764925003
by,0.40543368458747864,0.24140264093875885,0.14617662131786346,0.21399946510791779,0.15479567646980286,0.2563513219356537,0.17966607213020325
the,0.6521818041801453,0.28616565465927124,0.23407642543315887,0.20430389046669006,0.2477465271949768,0.30963727831840515,0.22068053483963013
author,0.11506518721580505,0.2330540269613266,0.2284536212682724,0.0847993865609169,0.21710513532161713,0.2827106714248657,0.14162757992744446
henry,0.16498084366321564,0.20166604220867157,0.17189852893352509,0.09673887491226196,0.16219259798526764,0.2484758049249649,0.16836383938789368
david,0.16383904218673706,0.19392549991607666,0.11715702712535858,0.16485753655433655,0.12109538167715073,0.17133134603500366,0.04158485680818558
thoreau,0.2683989107608795,0.25553062558174133,0.2463824599981308,0.271727979183197,0.2719424366950989,0.42179736495018005,0.1922200322151184
in,0.4840516746044159,0.34673580527305603,0.17715758085250854,0.290182888507843,0.26466667652130127,0.3054615259170532,0.20430970191955566
his,0.32283493876457214,0.28745037317276,0.13532444834709167,0.2661834955215454,0.18942002952098846,0.3585605025291443,0.18075084686279297
essay,0.2411150336265564,0.15018928050994873,0.09323927760124207,0.1961495727300644,0.2022278904914856,0.36070698499679565,0.28484269976615906
civil,0.13459211587905884,0.1702677607536316,0.20437091588974,0.23064397275447845,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3121037483215332,0.22701998054981232,0.2292281538248062,0.3719169497489929,0.5442691445350647,1.0,0.19890835881233215
",",0.3658004403114319,0.2816491723060608,0.2407594621181488,0.24787157773971558,0.24795588850975037,0.2878543734550476,0.31091248989105225
and,0.506277859210968,0.2970265746116638,0.24078236520290375,0.27935341000556946,0.25259146094322205,0.3041999638080597,0.20544172823429108
later,0.39698365330696106,0.27451133728027344,0.14922915399074554,0.23577527701854706,0.17437076568603516,0.2530098855495453,0.1417175978422165
by,0.40543368458747864,0.24140264093875885,0.14617662131786346,0.21399946510791779,0.15479567646980286,0.2563513219356537,0.17966607213020325
gandhi,0.18752406537532806,0.1930745542049408,0.5152897834777832,0.1536601036787033,0.30589789152145386,0.45138445496559143,0.18234050273895264
in,0.4840516746044159,0.34673580527305603,0.17715758085250854,0.290182888507843,0.26466667652130127,0.3054615259170532,0.20430970191955566
his,0.32283493876457214,0.28745037317276,0.13532444834709167,0.2661834955215454,0.18942002952098846,0.3585605025291443,0.18075084686279297
doctrine,0.27833762764930725,0.05349920690059662,0.1374415010213852,0.34121567010879517,0.21534915268421173,0.4672546684741974,0.21789313852787018
of,0.5011631846427917,0.3074295222759247,0.24303589761257172,0.24753569066524506,0.24698495864868164,0.31932318210601807,0.1826142966747284
satyagraha,0.3294123709201813,0.31251177191734314,0.49253350496292114,0.28852903842926025,0.23603779077529907,0.5017647743225098,0.2565320134162903
.,0.45942068099975586,0.2322506159543991,0.2388933300971985,0.18644404411315918,0.2541380822658539,0.2603943943977356,0.4130953550338745
,which,famous,indian,practiced,civil,disobedience,?
in,0.4840516746044159,0.34673580527305603,0.17715758085250854,0.290182888507843,0.26466667652130127,0.3054615259170532,0.20430970191955566
particular,0.5626340508460999,0.2842005491256714,0.21572767198085785,0.23465940356254578,0.14954358339309692,0.29015108942985535,0.2741454839706421
",",0.3658004403114319,0.2816491723060608,0.2407594621181488,0.24787157773971558,0.24795588850975037,0.2878543734550476,0.31091248989105225
it,0.616637647151947,0.1848643571138382,0.16747386753559113,0.19583328068256378,0.17707513272762299,0.2648297846317291,0.25732165575027466
is,0.4457404911518097,0.26248517632484436,0.18886174261569977,0.18294063210487366,0.16941262781620026,0.21453623473644257,0.22961433231830597
known,0.30223485827445984,0.5231455564498901,0.22656744718551636,0.27720436453819275,0.1591797024011612,0.1952049732208252,0.18314571678638458
that,0.6894589066505432,0.1761402189731598,0.1324855089187622,0.2937905490398407,0.16867391765117645,0.3551425039768219,0.32716336846351624
gandhi,0.18752406537532806,0.1930745542049408,0.5152897834777832,0.1536601036787033,0.30589789152145386,0.45138445496559143,0.18234050273895264
would,0.3854503035545349,0.15325745940208435,0.17339006066322327,0.20722819864749908,0.16814836859703064,0.29806897044181824,0.37178951501846313
often,0.5498976707458496,0.31957995891571045,0.17687813937664032,0.32206398248672485,0.1956346184015274,0.2892713248729706,0.23748154938220978
quote,0.17284733057022095,0.22971665859222412,0.13714665174484253,0.07483468949794769,0.14608636498451233,0.2488401085138321,0.3428765535354614
shelley,0.1894761621952057,0.2541257441043854,0.14302825927734375,0.2306998074054718,0.24743050336837769,0.25697246193885803,0.16777275502681732
's,0.03856118768453598,0.01744024269282818,0.13045348227024078,0.09300829470157623,-0.06354409456253052,0.027719656005501747,-0.023395681753754616
masque,0.21841087937355042,0.21596026420593262,0.1411927044391632,0.16465620696544647,0.11414821445941925,0.18979310989379883,0.20870105922222137
of,0.5011631846427917,0.3074295222759247,0.24303589761257172,0.24753569066524506,0.24698495864868164,0.31932318210601807,0.1826142966747284
anarchy,0.14595043659210205,0.12045155465602875,0.1338421106338501,0.13621127605438232,0.25932157039642334,0.34539660811424255,0.2034674733877182
to,0.5345056653022766,0.12665097415447235,0.19344423711299896,0.21371574699878693,0.2019355595111847,0.30665844678878784,0.29463258385658264
