,from,where,was,the,muslim,historical,figure,attar,",",whose,murder,by,the,mongols,was,long,remembered,?
although,0.22925063967704773,0.2586391270160675,0.3711436688899994,0.3265823423862457,0.21350982785224915,0.13518911600112915,0.14636792242527008,0.22838981449604034,0.36230817437171936,0.3154558539390564,0.10183011740446091,0.2373359203338623,0.3265823423862457,0.16377876698970795,0.3711436688899994,0.226155623793602,0.2491462230682373,0.15541206300258636
the,0.40150508284568787,0.5003893971443176,0.48711544275283813,1.0,0.28099653124809265,0.30835282802581787,0.24786046147346497,0.22278161346912384,0.4933079481124878,0.38253846764564514,0.2102532833814621,0.4408751428127289,1.0,0.310281366109848,0.48711544275283813,0.3075225353240967,0.3026362359523773,0.22068053483963013
famous,0.23072338104248047,0.3062496483325958,0.31606587767601013,0.28616565465927124,0.2192883938550949,0.27726298570632935,0.19142954051494598,0.24097409844398499,0.2816491723060608,0.25410765409469604,0.20234616100788116,0.24140264093875885,0.28616565465927124,0.2064729928970337,0.31606587767601013,0.221798837184906,0.49115580320358276,0.10379006713628769
mughal,0.13877467811107635,0.16001398861408234,0.24469386041164398,0.2288299798965454,0.509917676448822,0.23167653381824493,0.20838193595409393,0.45817628502845764,0.18070413172245026,0.1975095570087433,0.15660621225833893,0.18050874769687653,0.2288299798965454,0.512514591217041,0.24469386041164398,0.09787750989198685,0.26355215907096863,0.1443050354719162
emperors,0.19567647576332092,0.17193365097045898,0.23466189205646515,0.3175390362739563,0.21968019008636475,0.19317959249019623,0.12574544548988342,0.17855800688266754,0.24660007655620575,0.18571367859840393,0.19905602931976318,0.20061898231506348,0.3175390362739563,0.4064679443836212,0.23466189205646515,0.15536454319953918,0.22458431124687195,0.20214810967445374
were,0.29991888999938965,0.2363632768392563,0.590133786201477,0.3906462490558624,0.21627043187618256,0.1811039000749588,0.1575658768415451,0.1571778953075409,0.36755475401878357,0.20901553332805634,0.19023661315441132,0.4406847059726715,0.3906462490558624,0.3104121685028076,0.590133786201477,0.18442559242248535,0.264302521944046,0.17890112102031708
proud,0.06681853532791138,0.1321687549352646,0.2014627456665039,0.16312110424041748,0.24800550937652588,0.14991120994091034,0.1161264181137085,0.13023726642131805,0.24866169691085815,0.19562135636806488,0.1422727257013321,0.16277827322483063,0.16312110424041748,0.13422437012195587,0.2014627456665039,0.24485650658607483,0.29344531893730164,0.24361149966716766
descendants,0.20136423408985138,0.19382689893245697,0.24016273021697998,0.3091757893562317,0.2048795074224472,0.23456959426403046,0.1135273426771164,0.20642152428627014,0.2562495768070221,0.27300676703453064,0.19869349896907806,0.2009553462266922,0.3091757893562317,0.3350357115268707,0.24016273021697998,0.10403672605752945,0.13774290680885315,0.10391592979431152
of,0.4249346852302551,0.38066378235816956,0.4069072902202606,0.733189046382904,0.267849862575531,0.3218611776828766,0.21327486634254456,0.24607862532138824,0.4946078956127167,0.37058958411216736,0.21325260400772095,0.3646814823150635,0.733189046382904,0.23517343401908875,0.4069072902202606,0.2567519545555115,0.31641438603401184,0.1826142966747284
genghis,0.19071364402770996,0.1839626133441925,0.3037589192390442,0.3448939025402069,0.4327831268310547,0.25947242975234985,0.15366721153259277,0.41260772943496704,0.2891939878463745,0.21273095905780792,0.22950966656208038,0.22102472186088562,0.3448939025402069,0.6018205285072327,0.3037589192390442,0.15813866257667542,0.17874212563037872,0.18813461065292358
khan,0.10581372678279877,0.1568954735994339,0.23483267426490784,0.21067845821380615,0.4263378083705902,0.08585064113140106,0.09209594130516052,0.4324207603931427,0.19700400531291962,0.18322663009166718,0.1615866869688034,0.13558374345302582,0.21067845821380615,0.5210641026496887,0.23483267426490784,0.05475573614239693,0.11846797168254852,0.12862591445446014
and,0.3601827025413513,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.255716472864151,0.21805961430072784,0.2347109168767929,0.2437860667705536,0.6633074283599854,0.3339773118495941,0.19353461265563965,0.4289871156215668,0.5171257257461548,0.2535054385662079,0.3740963041782379,0.3395216166973114,0.27496886253356934,0.20544172823429108
particularly,0.25527527928352356,0.3637453019618988,0.2561531662940979,0.32132959365844727,0.3091205358505249,0.22672678530216217,0.21584796905517578,0.19567358493804932,0.3446059823036194,0.27993452548980713,0.1678953617811203,0.2482723891735077,0.32132959365844727,0.10948172956705093,0.2561531662940979,0.292479544878006,0.3633287250995636,0.2644225060939789
timur,0.09391369670629501,0.127018541097641,0.16843290627002716,0.2211863100528717,0.43917036056518555,0.14486239850521088,0.11912170797586441,0.4637005925178528,0.16129541397094727,0.18029852211475372,0.20996679365634918,0.13288845121860504,0.2211863100528717,0.5651755928993225,0.16843290627002716,0.1310988813638687,0.1620384305715561,0.11864087730646133
",",0.39760664105415344,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21974200010299683,0.2461894154548645,0.2352312207221985,0.1822701394557953,1.0000001192092896,0.25601375102996826,0.23375065624713898,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.45456063747406006,0.3431144952774048,0.27055618166923523,0.31091248989105225
they,0.3321932256221771,0.43078136444091797,0.3300964832305908,0.49925389885902405,0.21469105780124664,0.12961402535438538,0.18582843244075775,0.15567582845687866,0.390799880027771,0.35754722356796265,0.15145309269428253,0.3391372263431549,0.49925389885902405,0.2959712743759155,0.3300964832305908,0.32104063034057617,0.19670303165912628,0.2753053903579712
clearly,0.24877740442752838,0.3321142792701721,0.241038516163826,0.37195420265197754,0.17230623960494995,0.2185928076505661,0.21491912007331848,0.23214539885520935,0.2751484215259552,0.27060380578041077,0.1836024671792984,0.24807767570018768,0.37195420265197754,0.18542614579200745,0.241038516163826,0.243433877825737,0.2183767408132553,0.40760257840156555
