,at,the,time,",",countries,such,as,spain,did,n't,have,a,crime,against,what,?
with,0.29126521944999695,0.4223487675189972,0.31862112879753113,0.4120737314224243,0.33792537450790405,0.3346101939678192,0.40387406945228577,0.1726909875869751,0.25472134351730347,-0.11462879180908203,0.48046383261680603,0.3783375024795532,0.11571702361106873,0.317049115896225,0.2464839518070221,0.2433311939239502
countries,0.22066599130630493,0.33290645480155945,0.27926182746887207,0.2966555655002594,0.9999999403953552,0.3344930112361908,0.2406298965215683,0.29652276635169983,0.2888847887516022,-0.07301843166351318,0.3603367507457733,0.2672088146209717,0.22919072210788727,0.2542102634906769,0.22319257259368896,0.15128466486930847
such,0.15276408195495605,0.3575236201286316,0.24758757650852203,0.39626169204711914,0.3344930112361908,1.0,0.6207084655761719,0.11304981261491776,0.24497397243976593,-0.11531715095043182,0.42997312545776367,0.2706976532936096,0.1595574915409088,0.20227466523647308,0.23989605903625488,0.17851735651493073
as,0.28092536330223083,0.48381632566452026,0.3239102065563202,0.48816442489624023,0.2406298965215683,0.6207084655761719,1.0,0.1813805252313614,0.3596470057964325,-0.08284513652324677,0.37788212299346924,0.39550232887268066,0.19112218916416168,0.24545185267925262,0.31749409437179565,0.27043893933296204
spain,0.17659437656402588,0.259463906288147,0.19517171382904053,0.24137483537197113,0.29652276635169983,0.11304981261491776,0.1813805252313614,1.0,0.14855723083019257,0.05545005947351456,0.17915651202201843,0.20019643008708954,0.09931682795286179,0.20705601572990417,0.17150506377220154,0.16814002394676208
not,0.22025953233242035,0.4310511648654938,0.3786478340625763,0.3769696354866028,0.30537277460098267,0.4058493673801422,0.5105602741241455,0.18354332447052002,0.6481515765190125,-0.11552248895168304,0.5619372129440308,0.3791346549987793,0.24251356720924377,0.22345952689647675,0.5449194312095642,0.41942933201789856
even,0.24857373535633087,0.37996912002563477,0.37533533573150635,0.34610581398010254,0.324054092168808,0.4102804362773895,0.37670591473579407,0.1707295924425125,0.45816805958747864,-0.12558503448963165,0.5610647797584534,0.3278432786464691,0.19682849943637848,0.23938430845737457,0.40872135758399963,0.30082517862319946
having,0.27838799357414246,0.3821379244327545,0.36800292134284973,0.3154076039791107,0.296026349067688,0.3366297781467438,0.36958321928977966,0.1770152598619461,0.3157401978969574,-0.08753827959299088,0.5942753553390503,0.3929923176765442,0.2182372510433197,0.21931105852127075,0.34064167737960815,0.22418256103992462
a,0.3095070421695709,0.5829201340675354,0.3292340338230133,0.427140474319458,0.2672088146209717,0.2706976532936096,0.39550232887268066,0.20019643008708954,0.2552328109741211,0.013574101030826569,0.338716596364975,1.0,0.22928372025489807,0.2227657586336136,0.3320399522781372,0.23916715383529663
crime,0.10374288260936737,0.2052120864391327,0.13821479678153992,0.21491537988185883,0.22919072210788727,0.1595574915409088,0.19112218916416168,0.09931682795286179,0.18921169638633728,0.06587183475494385,0.20711560547351837,0.22928372025489807,0.9999999403953552,0.28504806756973267,0.24425745010375977,0.2067868858575821
against,0.183924600481987,0.3090755045413971,0.22697563469409943,0.31168749928474426,0.2542102634906769,0.20227466523647308,0.24545185267925262,0.20705601572990417,0.22514554858207703,-0.10421167314052582,0.2534869611263275,0.2227657586336136,0.28504806756973267,1.0,0.24561616778373718,0.18095137178897858
shipping,0.15040428936481476,0.2677045166492462,0.20264331996440887,0.2682719826698303,0.2673017084598541,0.24767516553401947,0.2721075713634491,0.19065117835998535,0.22152404487133026,-0.051807694137096405,0.1850549429655075,0.19071458280086517,0.19027282297611237,0.18464826047420502,0.165150985121727,0.1596645563840866
toxic,0.14237752556800842,0.15216471254825592,0.15146465599536896,0.22269773483276367,0.2153904139995575,0.17203964293003082,0.19398315250873566,0.11167631298303604,0.18646468222141266,0.026269501075148582,0.27161771059036255,0.24144628643989563,0.14635339379310608,0.15393003821372986,0.2119256556034088,0.2523139715194702
waste,0.15331992506980896,0.1971915364265442,0.29937732219696045,0.2730517089366913,0.1392979621887207,0.259718656539917,0.22749654948711395,0.10658010840415955,0.17621275782585144,-0.06360893696546555,0.27984488010406494,0.1976010948419571,0.17359475791454315,0.15961624681949615,0.28944942355155945,0.299444317817688
",",0.38314947485923767,0.4933079481124878,0.3029961884021759,1.0000001192092896,0.2966555655002594,0.39626169204711914,0.48816442489624023,0.24137483537197113,0.3015086054801941,0.11016341298818588,0.3541618287563324,0.427140474319458,0.21491537988185883,0.31168749928474426,0.3087472915649414,0.31091248989105225
franco,0.12813912332057953,0.23796366155147552,0.20428870618343353,0.22941695153713226,0.26093021035194397,0.08930159360170364,0.2011895775794983,0.37448498606681824,0.18036329746246338,0.08118783682584763,0.13512462377548218,0.17405620217323303,0.2778683304786682,0.20043441653251648,0.18626701831817627,0.15020693838596344
frattini,0.15243548154830933,0.18167723715305328,0.17341938614845276,0.3027418255805969,0.1766328513622284,0.17819711565971375,0.20816925168037415,0.16725750267505646,0.10416095703840256,0.2087327092885971,0.14709538221359253,0.2130003571510315,0.2046058475971222,0.12338385730981827,0.10968241095542908,0.18795858323574066
",",0.38314947485923767,0.4933079481124878,0.3029961884021759,1.0000001192092896,0.2966555655002594,0.39626169204711914,0.48816442489624023,0.24137483537197113,0.3015086054801941,0.11016341298818588,0.3541618287563324,0.427140474319458,0.21491537988185883,0.31168749928474426,0.3087472915649414,0.31091248989105225
the,0.457212895154953,1.0,0.43061500787734985,0.4933079481124878,0.33290645480155945,0.3575236201286316,0.48381632566452026,0.259463906288147,0.34736719727516174,-0.11449059844017029,0.40389683842658997,0.5829201340675354,0.2052120864391327,0.3090755045413971,0.42745697498321533,0.22068053483963013
justice,0.12562339007854462,0.23470892012119293,0.1059403195977211,0.22630788385868073,0.21424326300621033,0.1725562959909439,0.17992214858531952,0.15569698810577393,0.10621706396341324,0.052147116512060165,0.11963403224945068,0.20230674743652344,0.25791698694229126,0.2328505516052246,0.21462921798229218,0.19269752502441406
",",0.38314947485923767,0.4933079481124878,0.3029961884021759,1.0000001192092896,0.2966555655002594,0.39626169204711914,0.48816442489624023,0.24137483537197113,0.3015086054801941,0.11016341298818588,0.3541618287563324,0.427140474319458,0.21491537988185883,0.31168749928474426,0.3087472915649414,0.31091248989105225
freedom,0.10474570095539093,0.24307598173618317,0.24238300323486328,0.2331300526857376,0.2676597535610199,0.1720629632472992,0.1729598343372345,0.17099285125732422,0.21706336736679077,0.0740307867527008,0.16887423396110535,0.19889307022094727,0.2501504719257355,0.2756269872188568,0.21405836939811707,0.1626027375459671
and,0.3571503460407257,0.5171257257461548,0.3025408685207367,0.6633074283599854,0.37200918793678284,0.44540345668792725,0.49487000703811646,0.2462231069803238,0.34479495882987976,-0.0602874718606472,0.4711785912513733,0.3739250600337982,0.24905915558338165,0.3292689621448517,0.31309178471565247,0.20544172823429108
security,0.21468298137187958,0.2683938145637512,0.1742221862077713,0.21305516362190247,0.28644973039627075,0.25858446955680847,0.2635396122932434,0.12127312272787094,0.1400815099477768,0.04834509268403053,0.1909746676683426,0.19867505133152008,0.30983132123947144,0.19541813433170319,0.18331359326839447,0.13810279965400696
commissioner,0.1545664519071579,0.25271227955818176,0.13440535962581635,0.23213201761245728,0.23070338368415833,0.15735943615436554,0.25207218527793884,0.14184564352035522,0.19308091700077057,0.007584317121654749,0.16398786008358002,0.1900102198123932,0.29703861474990845,0.21855267882347107,0.1831938475370407,0.1209191158413887
",",0.38314947485923767,0.4933079481124878,0.3029961884021759,1.0000001192092896,0.2966555655002594,0.39626169204711914,0.48816442489624023,0.24137483537197113,0.3015086054801941,0.11016341298818588,0.3541618287563324,0.427140474319458,0.21491537988185883,0.31168749928474426,0.3087472915649414,0.31091248989105225
proposed,0.19600015878677368,0.23840250074863434,0.28802555799484253,0.23817701637744904,0.13967826962471008,0.19583038985729218,0.2582518458366394,0.12596850097179413,0.30101871490478516,0.01485136803239584,0.2717863917350769,0.2374454140663147,0.09891410171985626,0.24121294915676117,0.22754324972629547,0.24553193151950836
with,0.29126521944999695,0.4223487675189972,0.31862112879753113,0.4120737314224243,0.33792537450790405,0.3346101939678192,0.40387406945228577,0.1726909875869751,0.25472134351730347,-0.11462879180908203,0.48046383261680603,0.3783375024795532,0.11571702361106873,0.317049115896225,0.2464839518070221,0.2433311939239502
dimas,0.16731415688991547,0.19689837098121643,0.1423182338476181,0.24380958080291748,0.15280891954898834,0.12482626736164093,0.20698994398117065,0.12219344079494476,0.09744220972061157,0.07309995591640472,0.11513391882181168,0.17230314016342163,0.12426107376813889,0.08280754089355469,0.112297423183918,0.10169710218906403
to,0.36524343490600586,0.535392165184021,0.3679993152618408,0.44245919585227966,0.3111797273159027,0.2871878743171692,0.42092081904411316,0.22881686687469482,0.4452643394470215,-0.14541994035243988,0.4544740617275238,0.45503583550453186,0.20496699213981628,0.310872346162796,0.455847829580307,0.29463258385658264
create,0.15985484421253204,0.25265660881996155,0.2207014411687851,0.2240353375673294,0.23166140913963318,0.28804904222488403,0.2565624415874481,0.12705957889556885,0.275378555059433,-0.08698394149541855,0.3937649726867676,0.3041161596775055,0.13338398933410645,0.19448022544384003,0.2962724268436432,0.300167441368103
criminal,0.1316453367471695,0.25219881534576416,0.12240128219127655,0.25536465644836426,0.2961117625236511,0.2006048560142517,0.20552030205726624,0.10618945211172104,0.17430134117603302,0.039130985736846924,0.21788768470287323,0.2885212302207947,0.677848219871521,0.3033335506916046,0.21020962297916412,0.17345646023750305
sentences,0.16662582755088806,0.2084118127822876,0.23852060735225677,0.2491007298231125,0.2330525815486908,0.1672307550907135,0.2107577621936798,0.08327595144510269,0.2248407006263733,0.11961378902196884,0.2380300611257553,0.2867121696472168,0.2725223898887634,0.1751323640346527,0.2914929687976837,0.290255606174469
for,0.34237727522850037,0.4739971458911896,0.3992156386375427,0.4464869201183319,0.299202024936676,0.36098620295524597,0.44774648547172546,0.17677751183509827,0.318512886762619,-0.05512906610965729,0.41175219416618347,0.44038116931915283,0.226662740111351,0.3262052536010742,0.3017193675041199,0.264628142118454
``,-0.07642947137355804,0.029072100296616554,0.041467953473329544,0.09681109338998795,0.06715091317892075,0.02061607502400875,0.03910288214683533,0.1157539039850235,-0.029888948425650597,0.1096503809094429,0.1022237241268158,0.07272057235240936,-0.011080554686486721,0.031818777322769165,0.008517155423760414,0.0685480609536171
ecological,0.12683717906475067,0.25170862674713135,0.1807098537683487,0.21004661917686462,0.16095949709415436,0.1844799667596817,0.2635958790779114,0.18622039258480072,0.08926153928041458,0.06216507405042648,0.2291812002658844,0.20769180357456207,0.1847458928823471,0.15392689406871796,0.22409626841545105,0.1687246412038803
crimes,0.18786360323429108,0.2557377517223358,0.15265250205993652,0.25634410977363586,0.3335622549057007,0.17809027433395386,0.24179735779762268,0.14256787300109863,0.24865782260894775,0.010085094720125198,0.19277018308639526,0.17391081154346466,0.770179271697998,0.37687790393829346,0.28134700655937195,0.22146688401699066
