,in,which,year,were,rodin,'s,works,given,to,the,v,&,a,?
rodin,0.22827556729316711,0.17974749207496643,0.1840187907218933,0.2569185495376587,1.0,0.07818061113357544,0.2773949205875397,0.10211778432130814,0.1395432949066162,0.22058722376823425,0.160962775349617,0.0835583359003067,0.24107733368873596,0.2113768309354782
is,0.5394441485404968,0.4457404911518097,0.2402215600013733,0.29386836290359497,0.1474413424730301,0.02396530658006668,0.30236580967903137,0.249215230345726,0.42745086550712585,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.22961433231830597
represented,0.33309870958328247,0.2635336220264435,0.1495601385831833,0.2571416199207306,0.16870157420635223,0.09158138185739517,0.15046696364879608,0.20579208433628082,0.18846964836120605,0.3256146013736725,0.13714782893657684,0.07141020148992538,0.3039659857749939,0.11276352405548096
by,0.370934396982193,0.40543368458747864,0.28805047273635864,0.4406847059726715,0.17763222754001617,-0.010884488001465797,0.2887086570262909,0.25286126136779785,0.33534231781959534,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
more,0.32563260197639465,0.4639437198638916,0.2547462582588196,0.33779072761535645,0.16810345649719238,0.032942235469818115,0.16768498718738556,0.26218181848526,0.47084665298461914,0.39758381247520447,0.12196233123540878,0.0793071761727333,0.3452818691730499,0.27894994616508484
than,0.3270052373409271,0.3974681496620178,0.25389936566352844,0.2885614037513733,0.14158867299556732,0.0585811510682106,0.1739061176776886,0.24328041076660156,0.3192550539970398,0.3227543234825134,0.10344221442937851,0.07854517549276352,0.3126874566078186,0.24917294085025787
20,-0.022708838805556297,-0.061742693185806274,-0.04850062355399132,0.01462146732956171,0.09725194424390793,-0.016651324927806854,0.006432646419852972,0.004309996496886015,-0.018198585137724876,-0.06418957561254501,-0.02702777087688446,0.03732403367757797,-0.014937898144125938,0.11360422521829605
works,0.2656683027744293,0.2730301022529602,0.1402750164270401,0.19992011785507202,0.2773949205875397,0.04286740720272064,1.0,0.16241028904914856,0.22564561665058136,0.26337864995002747,0.1258377879858017,0.12323866784572601,0.2170431762933731,0.19597402215003967
in,1.0,0.4840516746044159,0.3359307050704956,0.3815755248069763,0.22827556729316711,-0.037580832839012146,0.2656683027744293,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.3906462490558624,0.22058722376823425,-0.01540423184633255,0.26337864995002747,0.37508252263069153,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
museum,0.2407650351524353,0.22731433808803558,0.1009267270565033,0.16107067465782166,0.2495928704738617,-0.011753248050808907,0.2308025360107422,0.11969904601573944,0.1640389859676361,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.14128351211547852
collection,0.23004686832427979,0.30199134349823,0.12698578834533691,0.22638525068759918,0.277570903301239,0.003388406243175268,0.3417747914791107,0.1906823068857193,0.15417452156543732,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.20069393515586853
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.36755475401878357,0.20436488091945648,-0.0016132977325469255,0.29211118817329407,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
making,0.280230849981308,0.38859307765960693,0.1551031768321991,0.2804111838340759,0.13563117384910583,0.043641600757837296,0.25493043661117554,0.22055500745773315,0.3740498423576355,0.35185980796813965,0.13766321539878845,0.17952188849449158,0.3237393796443939,0.2539324164390564
it,0.5130809545516968,0.616637647151947,0.2363913208246231,0.25487732887268066,0.17293275892734528,0.06608816236257553,0.24762499332427979,0.22770175337791443,0.513711154460907,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.25732165575027466
one,0.4129433035850525,0.510688066482544,0.346388578414917,0.3453167676925659,0.19993633031845093,0.06913424283266068,0.2639932632446289,0.3207673132419586,0.4025384783744812,0.5514441132545471,0.1586812287569046,0.0723944678902626,0.4910551905632019,0.2673267424106598
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.34038281440734863,0.2017039805650711,-0.03817026689648628,0.1964656114578247,0.39388060569763184,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.3906462490558624,0.22058722376823425,-0.01540423184633255,0.26337864995002747,0.37508252263069153,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
largest,0.3017216920852661,0.29749369621276855,0.11769411712884903,0.15248949825763702,0.05051018297672272,-0.02050611935555935,0.06166195496916771,0.08715309947729111,0.18687231838703156,0.3757036626338959,0.06051240116357803,0.13004033267498016,0.24042341113090515,0.12401245534420013
collections,0.2719179093837738,0.319350928068161,0.15668193995952606,0.3043878972530365,0.3132130801677704,0.006817140616476536,0.3803873360157013,0.2175685465335846,0.18565168976783752,0.27174001932144165,0.09366906434297562,0.163213849067688,0.2494979351758957,0.1873358190059662
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.34038281440734863,0.2017039805650711,-0.03817026689648628,0.1964656114578247,0.39388060569763184,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.3906462490558624,0.22058722376823425,-0.01540423184633255,0.26337864995002747,0.37508252263069153,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
sculptor,0.18095266819000244,0.07772393524646759,0.11792021244764328,0.16260948777198792,0.46118688583374023,0.026073001325130463,0.2459132820367813,0.09830828756093979,0.14069709181785583,0.11254248023033142,0.169610857963562,0.03806489333510399,0.17305271327495575,0.13014136254787445
's,-0.037580832839012146,0.03856118768453598,-0.04087831452488899,0.007088581565767527,0.07818061113357544,0.9999999403953552,0.04286740720272064,-0.024429189041256905,0.03782717138528824,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,-0.023395681753754616
work,0.2753349542617798,0.30331435799598694,0.18683093786239624,0.23814889788627625,0.24164479970932007,-0.03332063928246498,0.6060804724693298,0.2511281669139862,0.3482864499092102,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,0.2621155381202698
outside,0.4191201329231262,0.3882860839366913,0.18680010735988617,0.22631162405014038,0.18671123683452606,-0.10228612273931503,0.17843855917453766,0.13834626972675323,0.3292369544506073,0.3879719078540802,0.13446339964866638,0.05394068732857704,0.3113526403903961,0.14839068055152893
france,0.3812309503555298,0.1980295330286026,0.22272272408008575,0.24330811202526093,0.27480971813201904,0.024341266602277756,0.1362081617116928,0.20522302389144897,0.2670897841453552,0.35517507791519165,0.1773144006729126,0.06989613175392151,0.24802380800247192,0.15069349110126495
;,0.092739537358284,-0.01244901679456234,0.00956164300441742,0.14040996134281158,0.02803831733763218,0.006909397430717945,0.08190732449293137,0.06479515880346298,0.0979827418923378,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.10349778085947037
these,0.3791837692260742,0.5959210991859436,0.1818191558122635,0.587685227394104,0.1386449784040451,0.026068098843097687,0.2942240834236145,0.3086796998977661,0.46852558851242065,0.49086877703666687,0.13913843035697937,0.17527756094932556,0.24380075931549072,0.2571668326854706
were,0.3815755248069763,0.2807837128639221,0.23735305666923523,1.0000001192092896,0.2569185495376587,0.007088581565767527,0.19992011785507202,0.25531911849975586,0.31913647055625916,0.3906462490558624,0.1089601069688797,0.1205248013138771,0.17203083634376526,0.17890112102031708
given,0.2528568208217621,0.3192405104637146,0.2564636766910553,0.25531911849975586,0.10211778432130814,-0.024429189041256905,0.16241028904914856,1.0,0.3428947925567627,0.37508252263069153,0.14629913866519928,0.04509348422288895,0.3335871398448944,0.2570464313030243
