,what,physical,condition,can,acute,oxygen,toxicity,cause,?
acute,0.2399604767560959,0.22462184727191925,0.3518736958503723,0.2462981790304184,1.0,0.21015623211860657,0.41591084003448486,0.3535666763782501,0.17623421549797058
oxygen,0.16781960427761078,0.22814686596393585,0.29395610094070435,0.3056217133998871,0.21015623211860657,0.9999999403953552,0.47035717964172363,0.27950558066368103,0.16786395013332367
toxicity,0.27705809473991394,0.3224399983882904,0.41961225867271423,0.36810317635536194,0.41591084003448486,0.47035717964172363,1.0,0.4171217381954193,0.283039927482605
(,0.2411840260028839,0.14840729534626007,0.16016486287117004,0.22726960480213165,0.19874677062034607,0.189798504114151,0.20994313061237335,0.20661279559135437,0.40561532974243164
causing,0.24770919978618622,0.17368239164352417,0.2749463617801666,0.34438854455947876,0.22715511918067932,0.23783966898918152,0.2744252681732178,0.6712627410888672,0.1852436512708664
seizures,0.24928854405879974,0.311382532119751,0.4373887777328491,0.3459393084049225,0.47224414348602295,0.284789502620697,0.46552062034606934,0.44032806158065796,0.22499807178974152
",",0.3087472915649414,0.2047225534915924,0.16265787184238434,0.3139454126358032,0.24073241651058197,0.21812842786312103,0.2698010504245758,0.2546827793121338,0.31091248989105225
its,0.30393704771995544,0.1424211710691452,0.18931560218334198,0.2625933587551117,0.15192075073719025,0.23293741047382355,0.3397241234779358,0.2207125723361969,0.15103481709957123
most,0.3219912350177765,0.17251703143119812,0.19710412621498108,0.3452373743057251,0.08788438141345978,0.21728017926216125,0.2654253840446472,0.2901781499385834,0.2107497900724411
feared,0.2214851826429367,0.17984262108802795,0.23477226495742798,0.20961233973503113,0.12402008473873138,0.13936083018779755,0.2728636562824249,0.3063596487045288,0.19915062189102173
effect,0.2546532452106476,0.29478704929351807,0.2900560200214386,0.2831771671772003,0.29233771562576294,0.18079808354377747,0.35598358511924744,0.44006672501564026,0.1783771812915802
for,0.3017193675041199,0.2650330066680908,0.2632654905319214,0.35690054297447205,0.19637630879878998,0.22718772292137146,0.2296115905046463,0.255321204662323,0.264628142118454
divers,0.1517011523246765,0.18530355393886566,0.16238459944725037,0.30070629715919495,0.12551021575927734,0.2806471288204193,0.2645343244075775,0.23616155982017517,0.05918926000595093
),0.26259949803352356,0.165639266371727,0.15360169112682343,0.23216170072555542,0.17442812025547028,0.19541971385478973,0.1824767291545868,0.19041776657104492,0.42300865054130554
can,0.34502777457237244,0.3102372884750366,0.2928265333175659,1.0,0.2462981790304184,0.3056217133998871,0.36810317635536194,0.4492664635181427,0.3226337134838104
occur,0.2129514068365097,0.2851621210575104,0.36356839537620544,0.3453861474990845,0.2980372905731201,0.2696816325187683,0.3617711663246155,0.4638570249080658,0.17999543249607086
by,0.2455483376979828,0.20059843361377716,0.19507098197937012,0.29642900824546814,0.12470369786024094,0.1292176991701126,0.18321500718593597,0.20837076008319855,0.17966607213020325
breathing,0.22805334627628326,0.27220842242240906,0.36708900332450867,0.4022100865840912,0.3878686726093292,0.5621939897537231,0.45089641213417053,0.36338603496551514,0.20811115205287933
an,0.2821882665157318,0.199143648147583,0.20676080882549286,0.23671309649944305,0.19880475103855133,0.20976382493972778,0.22751542925834656,0.22220543026924133,0.19793890416622162
air,0.10361403971910477,0.17716920375823975,0.1667487621307373,0.24445955455303192,0.1460278332233429,0.3506372570991516,0.2403215616941452,0.21163932979106903,0.1491677612066269
mixture,0.187636598944664,0.2052965611219406,0.2046787142753601,0.2988482415676117,0.1741924285888672,0.35354337096214294,0.32436659932136536,0.23327644169330597,0.17455407977104187
with,0.2464839518070221,0.23047693073749542,0.2592998445034027,0.3572797477245331,0.17492757737636566,0.200663760304451,0.2062900960445404,0.2820144593715668,0.2433311939239502
21,-0.09070611000061035,0.017951862886548042,-0.14349952340126038,-0.16058076918125153,-0.038672659546136856,-0.03138424828648567,-0.08714253455400467,-0.14502264559268951,-0.01186173316091299
%,0.20738190412521362,0.07519076019525528,0.15872344374656677,0.17611722648143768,0.10188981145620346,0.25139331817626953,0.2532455027103424,0.18049992620944977,0.21441808342933655
o,0.1489914506673813,0.08467265218496323,0.064445860683918,0.13634033501148224,0.13502557575702667,0.2476140707731247,0.16206879913806915,0.09615258127450943,0.23868927359580994
2,-0.049862053245306015,-0.1127161756157875,-0.011278250254690647,0.01035431306809187,-0.0033498755656182766,0.04063820466399193,-0.016258344054222107,0.046277742832899094,0.001977203879505396
at,0.2838611304759979,0.12859797477722168,0.17702646553516388,0.16641086339950562,0.1920948326587677,0.1428557187318802,0.14575502276420593,0.1972731053829193,0.21978627145290375
66,-0.03193807974457741,-0.056047223508358,-0.06467695534229279,-0.06579256802797318,0.17460639774799347,0.014741292223334312,-0.02719164453446865,0.03320658951997757,-0.056611161679029465
m,0.23871465027332306,0.1224307268857956,0.17370781302452087,0.15632833540439606,0.0791480541229248,0.13770639896392822,0.11303871124982834,0.14812582731246948,0.2618667185306549
or,0.33867141604423523,0.31585562229156494,0.3727584481239319,0.5614996552467346,0.26489898562431335,0.2669152021408081,0.2930833399295807,0.4080146849155426,0.32389625906944275
more,0.3484537899494171,0.2782053053379059,0.2949169874191284,0.4044358730316162,0.18688878417015076,0.265546053647995,0.23970262706279755,0.30782660841941833,0.27894994616508484
of,0.33290785551071167,0.3124530017375946,0.20755170285701752,0.2603091299533844,0.22135603427886963,0.16848602890968323,0.22925862669944763,0.25979894399642944,0.1826142966747284
depth,0.2912990152835846,0.19411665201187134,0.21296238899230957,0.2590608596801758,0.1711534559726715,0.21529972553253174,0.25619202852249146,0.2035125344991684,0.19299378991127014
;,0.10986888408660889,0.10780024528503418,-0.02007007971405983,0.05390199273824692,0.022196022793650627,0.010789583437144756,0.09708599001169205,-0.01763676479458809,0.10349778085947037
the,0.42745697498321533,0.20230218768119812,0.27454710006713867,0.312528520822525,0.18589986860752106,0.20428593456745148,0.2071879506111145,0.2551237642765045,0.22068053483963013
same,0.3764382302761078,0.28999391198158264,0.26928582787513733,0.3393253982067108,0.19830162823200226,0.18194973468780518,0.18323417007923126,0.19333158433437347,0.22649677097797394
thing,0.5748834609985352,0.26185840368270874,0.33897635340690613,0.39724960923194885,0.20465904474258423,0.22570976614952087,0.26136454939842224,0.31849923729896545,0.45465296506881714
can,0.34502777457237244,0.3102372884750366,0.2928265333175659,1.0,0.2462981790304184,0.3056217133998871,0.36810317635536194,0.4492664635181427,0.3226337134838104
occur,0.2129514068365097,0.2851621210575104,0.36356839537620544,0.3453861474990845,0.2980372905731201,0.2696816325187683,0.3617711663246155,0.4638570249080658,0.17999543249607086
by,0.2455483376979828,0.20059843361377716,0.19507098197937012,0.29642900824546814,0.12470369786024094,0.1292176991701126,0.18321500718593597,0.20837076008319855,0.17966607213020325
breathing,0.22805334627628326,0.27220842242240906,0.36708900332450867,0.4022100865840912,0.3878686726093292,0.5621939897537231,0.45089641213417053,0.36338603496551514,0.20811115205287933
100,0.16026288270950317,0.10785923898220062,0.06623011082410812,0.13689623773097992,0.013140983879566193,0.09926190227270126,0.09810416400432587,0.0731206163764,0.19397632777690887
%,0.20738190412521362,0.07519076019525528,0.15872344374656677,0.17611722648143768,0.10188981145620346,0.25139331817626953,0.2532455027103424,0.18049992620944977,0.21441808342933655
o,0.1489914506673813,0.08467265218496323,0.064445860683918,0.13634033501148224,0.13502557575702667,0.2476140707731247,0.16206879913806915,0.09615258127450943,0.23868927359580994
2,-0.049862053245306015,-0.1127161756157875,-0.011278250254690647,0.01035431306809187,-0.0033498755656182766,0.04063820466399193,-0.016258344054222107,0.046277742832899094,0.001977203879505396
