,what,does,the,un,want,to,stabilize,?
the,0.42745697498321533,0.35928019881248474,1.0,0.1396627575159073,0.3003826439380646,0.535392165184021,0.28435465693473816,0.22068053483963013
ultimate,0.24798814952373505,0.24671104550361633,0.293570339679718,0.06963025778532028,0.19823835790157318,0.25435683131217957,0.2356324940919876,0.2316586822271347
objective,0.3859251141548157,0.27348634600639343,0.24117743968963623,0.17610594630241394,0.28423693776130676,0.3260341286659241,0.2251569777727127,0.2514022886753082
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.12219551205635071,0.2645295262336731,0.41548454761505127,0.27632781863212585,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.1396627575159073,0.3003826439380646,0.535392165184021,0.28435465693473816,0.22068053483963013
unfccc,0.4125305116176605,0.34145495295524597,0.32073742151260376,0.3352227509021759,0.32827189564704895,0.33724647760391235,0.30191054940223694,0.26828670501708984
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.10752809792757034,0.2273285835981369,0.42745086550712585,0.2171526402235031,0.22961433231830597
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.15903720259666443,0.4966742694377899,1.0,0.3209005296230316,0.29463258385658264
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.0888931155204773,0.027326209470629692,0.06720756739377975,0.1450677067041397,0.0685480609536171
stabilize,0.2059498429298401,0.25528138875961304,0.28435465693473816,0.1826106607913971,0.22428996860980988,0.3209005296230316,0.9999998807907104,0.13379572331905365
greenhouse,0.18998095393180847,0.267493337392807,0.24104130268096924,0.13484333455562592,0.17795459926128387,0.26909852027893066,0.26025646924972534,0.17256315052509308
gas,0.20887799561023712,0.1792042851448059,0.2339978665113449,0.16291029751300812,0.2016897201538086,0.25276535749435425,0.2950936555862427,0.1582372784614563
concentrations,0.21233819425106049,0.1848604828119278,0.24966663122177124,0.07640248537063599,0.1891382783651352,0.2643222510814667,0.3151388168334961,0.12325159460306168
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.1034194603562355,0.2281211018562317,0.45010748505592346,0.22479666769504547,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.1396627575159073,0.3003826439380646,0.535392165184021,0.28435465693473816,0.22068053483963013
atmosphere,0.2530241310596466,0.19584400951862335,0.24429655075073242,0.1964583694934845,0.1842171549797058,0.24801792204380035,0.17486415803432465,0.15636961162090302
at,0.2838611304759979,0.17465277016162872,0.457212895154953,0.12517566978931427,0.22001895308494568,0.36524343490600586,0.2100253701210022,0.21978627145290375
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.13266444206237793,0.2898913025856018,0.45503583550453186,0.2742094397544861,0.23916715383529663
level,0.27376922965049744,0.25751394033432007,0.31442487239837646,0.050946082919836044,0.2144315540790558,0.2976585030555725,0.26064741611480713,0.20528386533260345
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.17307022213935852,0.4709601402282715,0.5436353087425232,0.29217976331710815,0.32716336846351624
would,0.45766422152519226,0.5055691003799438,0.4133751392364502,0.16195906698703766,0.631942629814148,0.5965728163719177,0.2538630962371826,0.37178951501846313
prevent,0.2723881006240845,0.29065534472465515,0.2841009497642517,0.14260336756706238,0.3078758120536804,0.3492564558982849,0.36262014508247375,0.2547389566898346
dangerous,0.26611804962158203,0.23625171184539795,0.22045794129371643,0.17186753451824188,0.2624655067920685,0.28846338391304016,0.2391289621591568,0.18417835235595703
anthropogenic,0.24055024981498718,0.22770416736602783,0.23586823046207428,0.09711465239524841,0.1532035917043686,0.2256346195936203,0.2019142210483551,0.17004285752773285
[,0.010752761736512184,-0.04333333671092987,0.07130392640829086,0.05397677794098854,0.05337846279144287,0.07649242132902145,0.09862931072711945,0.011015460826456547
i.e.,0.012638997286558151,-0.08671960979700089,0.0029698489233851433,0.19646227359771729,-0.013848367147147655,-0.003404579358175397,0.09383054077625275,-0.022609230130910873
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.1842285543680191,0.30747702717781067,0.44245919585227966,0.2056666910648346,0.31091248989105225
human-induced,0.2813725173473358,0.26953327655792236,0.32066166400909424,0.1947127878665924,0.20727497339248657,0.30105534195899963,0.29999780654907227,0.2145949900150299
],-0.03775298595428467,0.018593570217490196,-0.04779602214694023,-0.14730998873710632,0.010225040838122368,-0.04249158129096031,0.05663939192891121,-0.0022520492784678936
interference,0.28147435188293457,0.2519753873348236,0.26789531111717224,0.06567585468292236,0.2318340688943863,0.2993396818637848,0.35130512714385986,0.11166875064373016
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.1458205133676529,0.2721838057041168,0.4239959120750427,0.3066069781780243,0.2433311939239502
the,0.42745697498321533,0.35928019881248474,1.0,0.1396627575159073,0.3003826439380646,0.535392165184021,0.28435465693473816,0.22068053483963013
climate,0.2854173183441162,0.22213737666606903,0.2693597674369812,0.2061091512441635,0.2005913257598877,0.3023298978805542,0.255424827337265,0.19998492300510406
system,0.23557309806346893,0.2021704614162445,0.3233085572719574,0.05396021530032158,0.1755153089761734,0.26662686467170715,0.3105452358722687,0.15556083619594574
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,-0.055940814316272736,0.04822646081447601,-0.009905828163027763,-0.016322368755936623,0.018684765323996544
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.1721222698688507,0.31944841146469116,0.4645031690597534,0.26806750893592834,0.4130953550338745
