,from,what,project,did,the,apollo,11,crew,consist,entirely,of,?
the,0.40150508284568787,0.42745697498321533,0.2027820199728012,0.34736719727516174,1.0,0.2169172167778015,-0.0219515822827816,0.25329816341400146,0.2698076069355011,0.33318132162094116,0.733189046382904,0.22068053483963013
g,0.19418840110301971,0.1146370992064476,0.11362548172473907,0.08369095623493195,0.17829053103923798,0.10823342949151993,-0.03489542379975319,0.09612122178077698,0.12980186939239502,0.15667960047721863,0.179255872964859,0.213205024600029
mission,0.155157208442688,0.2317502647638321,0.3999701142311096,0.1377914398908615,0.22673439979553223,0.4094500243663788,-0.015701087191700935,0.30851319432258606,0.10623367875814438,0.15721827745437622,0.20170781016349792,0.19506393373012543
was,0.31171464920043945,0.22111038863658905,0.17915812134742737,0.41399896144866943,0.48711544275283813,0.2306441366672516,0.08354385942220688,0.20329242944717407,0.147686168551445,0.2490214705467224,0.4069072902202606,0.18412111699581146
achieved,0.17882513999938965,0.1794850081205368,0.19117291271686554,0.2641051709651947,0.2821090817451477,0.0819864273071289,-0.0036209041718393564,0.13370481133460999,0.14307528734207153,0.17948995530605316,0.2701522707939148,0.17008265852928162
on,0.36926645040512085,0.34226128458976746,0.25128498673439026,0.2670976221561432,0.5107308030128479,0.16069947183132172,0.006688752211630344,0.24291740357875824,0.24294523894786835,0.32423076033592224,0.3966929316520691,0.2714994251728058
apollo,0.14872027933597565,0.13561789691448212,0.27027878165245056,0.1976410299539566,0.2169172167778015,0.9999999403953552,0.07242078334093094,0.36530131101608276,0.07133747637271881,0.05762799084186554,0.1786269098520279,0.191528782248497
11,-0.01589640974998474,0.0032819851767271757,0.022404592484235764,0.07614340633153915,-0.0219515822827816,0.07242078334093094,1.0000001192092896,0.07491941004991531,-0.03663622587919235,0.12074446678161621,-0.022359032183885574,-0.04295448586344719
in,0.4274188280105591,0.30808621644973755,0.16277937591075897,0.2593238651752472,0.6662389636039734,0.1461767554283142,0.03469983860850334,0.18897703289985657,0.25787875056266785,0.28567442297935486,0.5696388483047485,0.20430970191955566
july,0.18728196620941162,0.22688010334968567,0.20929688215255737,0.25485745072364807,0.2371699959039688,0.1807384490966797,-0.014140273444354534,0.14855442941188812,0.06565797328948975,0.11629420518875122,0.19723743200302124,0.2897891402244568
1969,0.1519300937652588,0.17037658393383026,0.06749095767736435,0.20070725679397583,0.22767919301986694,0.2411709427833557,0.10584932565689087,0.19394037127494812,0.14654962718486786,0.18693780899047852,0.23144781589508057,0.19860808551311493
by,0.3373257517814636,0.2455483376979828,0.2110227346420288,0.18574509024620056,0.4408751428127289,0.1803566962480545,0.06314127892255783,0.176463782787323,0.23055246472358704,0.34868818521499634,0.3646814823150635,0.17966607213020325
an,0.20876385271549225,0.2821882665157318,0.1355700045824051,0.22598257660865784,0.4207492768764496,0.1602039784193039,0.012114142999053001,0.1721835732460022,0.13272395730018616,0.25412383675575256,0.32280945777893066,0.19793890416622162
all-gemini,0.20243996381759644,0.217531219124794,0.3083665072917938,0.2207580953836441,0.29656821489334106,0.47561341524124146,-0.08144649863243103,0.2754453718662262,0.18341036140918732,0.14754775166511536,0.23824965953826904,0.22556477785110474
veteran,0.20423799753189087,0.12123548984527588,0.11824575066566467,0.10862443596124649,0.2511998414993286,0.1382715404033661,0.06175030767917633,0.1635076105594635,0.08935754746198654,0.16296479105949402,0.22665295004844666,0.15891358256340027
crew,0.18104949593544006,0.17533187568187714,0.22129875421524048,0.16688382625579834,0.25329816341400146,0.36530131101608276,0.07491941004991531,1.0,0.09993396699428558,0.20314912497997284,0.20427432656288147,0.16586194932460785
consisting,0.19961416721343994,0.12705351412296295,0.11844255775213242,0.08322962373495102,0.33371514081954956,0.10396692901849747,-0.02577650174498558,0.14800386130809784,0.8268344402313232,0.3540712893009186,0.40096408128738403,0.006223649252206087
of,0.4249346852302551,0.33290785551071167,0.17578177154064178,0.2513895630836487,0.733189046382904,0.1786269098520279,-0.022359032183885574,0.20427432656288147,0.34433460235595703,0.2849496901035309,1.0,0.1826142966747284
neil,0.14830446243286133,0.10462997853755951,0.18598827719688416,0.15236824750900269,0.15498113632202148,0.32796618342399597,0.11646346002817154,0.16050300002098083,0.09913108497858047,0.08814495801925659,0.15226785838603973,0.08238664269447327
armstrong,0.21817559003829956,0.13854533433914185,0.1755298674106598,0.17690864205360413,0.21708513796329498,0.344567209482193,0.07236919552087784,0.20906972885131836,0.0319548174738884,0.06670375168323517,0.22170914709568024,0.16033582389354706
",",0.39760664105415344,0.3087472915649414,0.24875426292419434,0.3015086054801941,0.4933079481124878,0.19808128476142883,0.049171943217515945,0.2217068374156952,0.23239316046237946,0.3141396641731262,0.4946078956127167,0.31091248989105225
michael,0.18480409681797028,0.12049687653779984,0.09867996722459793,0.14375849068164825,0.21768254041671753,0.1487586796283722,0.01566711999475956,0.13015326857566833,0.06625363975763321,0.047777749598026276,0.18215155601501465,0.0667748749256134
collins,0.16633760929107666,0.18020178377628326,0.2069336473941803,0.17659184336662292,0.21934294700622559,0.25414592027664185,0.06386897712945938,0.21243062615394592,0.06646907329559326,0.1516590118408203,0.20164480805397034,0.17714232206344604
and,0.3601827025413513,0.31309178471565247,0.23249590396881104,0.34479495882987976,0.5171257257461548,0.15251155197620392,0.052219830453395844,0.22802916169166565,0.3152146339416504,0.350101500749588,0.5116966962814331,0.20544172823429108
buzz,0.06498569995164871,0.2594670057296753,0.19277697801589966,0.16433992981910706,0.2135532945394516,0.35917577147483826,0.18191097676753998,0.3102443814277649,0.09052768349647522,0.14399614930152893,0.11260827630758286,0.16664914786815643
aldrin,0.19200362265110016,0.1472271978855133,0.10967627912759781,0.14238063991069794,0.23186081647872925,0.4754999577999115,0.1870114803314209,0.2621391713619232,0.1538170576095581,0.13720788061618805,0.14780990779399872,0.12833799421787262
.,0.41536515951156616,0.3567904531955719,0.23938670754432678,0.35288307070732117,0.5934505462646484,0.22384987771511078,0.020607711747288704,0.24222686886787415,0.15803883969783783,0.3153672218322754,0.5352458953857422,0.4130953550338745
