,what,do,donated,genes,give,evidence,of,?
even,0.40872135758399963,0.4404686391353607,0.1212644949555397,0.19787798821926117,0.39526358246803284,0.3616405129432678,0.34735506772994995,0.30082517862319946
if,0.5277165174484253,0.4196736514568329,0.09375054389238358,0.2834984064102173,0.4644846022129059,0.30903980135917664,0.2557544410228729,0.4441644251346588
a,0.3320399522781372,0.26237669587135315,0.25708192586898804,0.17779681086540222,0.3436131179332733,0.25465038418769836,0.5052502155303955,0.23916715383529663
chloroplast,0.23505516350269318,0.2310386300086975,0.2107793688774109,0.5101798176765442,0.19840699434280396,0.28635430335998535,0.2069506198167801,0.12532055377960205
is,0.28837618231773376,0.30895981192588806,0.188657745718956,0.1789029836654663,0.25632646679878235,0.18936312198638916,0.4854315221309662,0.22961433231830597
eventually,0.28470873832702637,0.1971498727798462,0.19268257915973663,0.1806262880563736,0.2267472743988037,0.22958499193191528,0.313495934009552,0.13642115890979767
lost,0.198215052485466,0.18240030109882355,0.24107114970684052,0.15059450268745422,0.20997843146324158,0.09900882095098495,0.2878951132297516,0.15261413156986237
",",0.3087472915649414,0.3283645510673523,0.2569865584373474,0.1833837628364563,0.2844066619873047,0.2751304507255554,0.4946078956127167,0.31091248989105225
the,0.42745697498321533,0.30239659547805786,0.24606364965438843,0.20576688647270203,0.29086416959762573,0.25031140446662903,0.733189046382904,0.22068053483963013
genes,0.2555708885192871,0.20058055222034454,0.09747094660997391,0.9999999403953552,0.21786929666996002,0.2203916758298874,0.20000982284545898,0.19798170030117035
it,0.45803478360176086,0.337066113948822,0.2015414535999298,0.16869394481182098,0.2881653606891632,0.2509126663208008,0.38761502504348755,0.25732165575027466
donated,0.09656376391649246,0.1211375892162323,0.9999998807907104,0.09747094660997391,0.22460173070430756,0.1410277634859085,0.27521181106567383,0.10052662342786789
to,0.455847829580307,0.38876664638519287,0.25148287415504456,0.22930821776390076,0.4396136403083801,0.2310626208782196,0.41548454761505127,0.29463258385658264
the,0.42745697498321533,0.30239659547805786,0.24606364965438843,0.20576688647270203,0.29086416959762573,0.25031140446662903,0.733189046382904,0.22068053483963013
former,0.13598288595676422,0.11748439818620682,0.12388353794813156,0.07529689371585846,0.08711007982492447,0.11389334499835968,0.30415382981300354,0.10570605844259262
host,0.12779991328716278,0.16446317732334137,0.11180367320775986,0.2129482477903366,0.14106068015098572,0.1722198724746704,0.1709926575422287,0.1021634042263031
's,0.02692362666130066,-0.01994597539305687,-0.09636961668729782,-0.08269058167934418,0.032917920500040054,0.06192260608077049,-0.03817026689648628,-0.023395681753754616
nucleus,0.2337055206298828,0.21864192187786102,0.12061509490013123,0.4305039048194885,0.1619114726781845,0.19393548369407654,0.20514483749866486,0.1512926071882248
persist,0.2683984041213989,0.24527059495449066,0.11143690347671509,0.26778891682624817,0.1698657125234604,0.332695871591568,0.2541225552558899,0.17785336077213287
",",0.3087472915649414,0.3283645510673523,0.2569865584373474,0.1833837628364563,0.2844066619873047,0.2751304507255554,0.4946078956127167,0.31091248989105225
providing,0.21766136586666107,0.2731526792049408,0.2517598271369934,0.19676969945430756,0.42405790090560913,0.29665571451187134,0.24403119087219238,0.1936793476343155
evidence,0.33425694704055786,0.22195710241794586,0.1410277634859085,0.2203916758298874,0.2851380407810211,1.0,0.2471507489681244,0.24151235818862915
for,0.3017193675041199,0.29510271549224854,0.30581414699554443,0.21148204803466797,0.41813769936561584,0.2610411047935486,0.4185989499092102,0.264628142118454
the,0.42745697498321533,0.30239659547805786,0.24606364965438843,0.20576688647270203,0.29086416959762573,0.25031140446662903,0.733189046382904,0.22068053483963013
lost,0.198215052485466,0.18240030109882355,0.24107114970684052,0.15059450268745422,0.20997843146324158,0.09900882095098495,0.2878951132297516,0.15261413156986237
chloroplast,0.23505516350269318,0.2310386300086975,0.2107793688774109,0.5101798176765442,0.19840699434280396,0.28635430335998535,0.2069506198167801,0.12532055377960205
's,0.02692362666130066,-0.01994597539305687,-0.09636961668729782,-0.08269058167934418,0.032917920500040054,0.06192260608077049,-0.03817026689648628,-0.023395681753754616
existence,0.28166496753692627,0.18173468112945557,0.16650085151195526,0.2312561273574829,0.2057851254940033,0.43982088565826416,0.28272730112075806,0.17803658545017242
.,0.3567904531955719,0.3613996207714081,0.28309792280197144,0.24675390124320984,0.34017711877822876,0.24887976050376892,0.5352458953857422,0.4130953550338745
