,which,panthers,rb,scored,6,tds,in,the,13,games,leading,up,to,super,bowl,50,?
the,0.6521818041801453,0.2602776288986206,0.06783723086118698,0.22936925292015076,0.041227471083402634,0.22193703055381775,0.6662389636039734,1.0,-0.007407139986753464,0.2676136791706085,0.3809107840061188,0.38423117995262146,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
panthers,0.2003214955329895,0.9999999403953552,0.23637744784355164,0.2911401391029358,0.03713255003094673,0.35603004693984985,0.2115829735994339,0.2602776288986206,0.07839319854974747,0.38664546608924866,0.2612805962562561,0.22487294673919678,0.2185782641172409,0.27118441462516785,0.34713199734687805,0.10408550500869751,0.16608978807926178
backfield,0.25708484649658203,0.3682696223258972,0.25557878613471985,0.2453625649213791,0.08264567703008652,0.25947973132133484,0.25572440028190613,0.26663345098495483,-0.03244318813085556,0.23113170266151428,0.24045202136039734,0.30366846919059753,0.28524720668792725,0.2623107433319092,0.3153423070907593,0.06621713191270828,0.19133703410625458
featured,0.30209124088287354,0.2403528392314911,0.1503170281648636,0.2496453821659088,-0.00033524748869240284,0.10039457678794861,0.2658694386482239,0.28660184144973755,-0.078568235039711,0.233555868268013,0.19965201616287231,0.22620642185211182,0.1969822198152542,0.24398969113826752,0.18793275952339172,0.08678045123815536,0.2944096624851227
pro,0.19924573600292206,0.20294983685016632,0.238223597407341,0.1329328864812851,-0.03561253845691681,0.272872656583786,0.152218297123909,0.2149612456560135,0.03239866718649864,0.21350322663784027,0.2569259703159332,0.08753865212202072,0.15312783420085907,0.22218634188175201,0.3635437786579132,-0.0009761468390934169,0.17645101249217987
bowl,0.23468568921089172,0.34713199734687805,0.1493140161037445,0.24065200984477997,-0.011608794331550598,0.28645092248916626,0.17236235737800598,0.21576224267482758,0.017800776287913322,0.2931278944015503,0.2586188316345215,0.16571862995624542,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
running,0.30427414178848267,0.1742893010377884,0.22142648696899414,0.18487504124641418,0.012219162657856941,0.2068532258272171,0.2874506413936615,0.28883472084999084,-0.03975526615977287,0.20172636210918427,0.21556340157985687,0.3032027781009674,0.23381315171718597,0.17464879155158997,0.1411147117614746,0.017257407307624817,0.15679655969142914
back,0.3174980580806732,0.24408011138439178,0.21332278847694397,0.17708609998226166,0.1585806906223297,0.1810772567987442,0.25397348403930664,0.3612101674079895,0.06332530826330185,0.1759859025478363,0.14100389182567596,0.43798506259918213,0.4675939381122589,0.13973549008369446,0.19408759474754333,0.09869136661291122,0.2397768795490265
jonathan,0.1298314481973648,0.23954832553863525,0.19129617512226105,0.17745175957679749,0.09905491769313812,0.09043022245168686,0.1474817991256714,0.15282690525054932,0.018272122368216515,0.17850829660892487,0.11900205910205841,0.1479957550764084,0.13723334670066833,0.15079662203788757,0.1538875848054886,0.026403389871120453,0.15653139352798462
stewart,0.11418874561786652,0.26768237352371216,0.21455875039100647,0.2177628129720688,0.07517941296100616,0.18669448792934418,0.2197740226984024,0.2287025898694992,-0.0022737758699804544,0.18737345933914185,0.14924877882003784,0.18475453555583954,0.17760097980499268,0.23554599285125732,0.17202702164649963,0.009646248072385788,0.11473192274570465
",",0.3658004403114319,0.2494642585515976,0.22466818988323212,0.27357709407806396,0.05098571628332138,0.22708208858966827,0.5201468467712402,0.4933079481124878,0.028695285320281982,0.2778109014034271,0.25808972120285034,0.34193792939186096,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
who,0.3688730001449585,0.2132880985736847,0.11400488018989563,0.2029072493314743,0.06694239377975464,0.17336392402648926,0.2792111933231354,0.3733934462070465,0.09338453412055969,0.21274375915527344,0.25606170296669006,0.26056501269340515,0.42656609416007996,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.26220351457595825
led,0.21040768921375275,0.20059871673583984,0.1132049486041069,0.2384563386440277,0.09771933406591415,0.2882312536239624,0.2990247309207916,0.3267505168914795,0.132394477725029,0.110885851085186,0.4335382878780365,0.20399068295955658,0.21815308928489685,0.12589675188064575,0.16275393962860107,0.09743710607290268,0.09273858368396759
the,0.6521818041801453,0.2602776288986206,0.06783723086118698,0.22936925292015076,0.041227471083402634,0.22193703055381775,0.6662389636039734,1.0,-0.007407139986753464,0.2676136791706085,0.3809107840061188,0.38423117995262146,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
team,0.17144864797592163,0.333659291267395,0.2941899597644806,0.41906532645225525,-0.010359247215092182,0.18179956078529358,0.18841172754764557,0.22564226388931274,0.004678524099290371,0.39249375462532043,0.1184927299618721,0.17525078356266022,0.23889471590518951,0.23339706659317017,0.20460736751556396,0.07221189886331558,0.11243411153554916
with,0.46403205394744873,0.23276561498641968,0.19199888408184052,0.28121069073677063,0.03296731784939766,0.2285756766796112,0.4080928862094879,0.4223487675189972,-0.04229801148176193,0.23660777509212494,0.2195664644241333,0.38676461577415466,0.4239959120750427,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
989,0.023339297622442245,0.07245400547981262,0.00017157805268652737,-0.0021996288560330868,-0.026867980137467384,-0.011569192633032799,0.032409679144620895,0.04818134382367134,0.07824161648750305,-0.02411171793937683,0.06558752059936523,0.10968344658613205,-0.02374773658812046,0.04296322911977768,0.08867452293634415,-0.006445129867643118,-0.028131302446126938
rushing,0.30174875259399414,0.27973368763923645,0.2776060700416565,0.3545888066291809,-0.01226150430738926,0.4782845973968506,0.21822091937065125,0.2992783486843109,0.027400610968470573,0.24981075525283813,0.3233259618282318,0.30092087388038635,0.2701154053211212,0.24819377064704895,0.3140401244163513,-0.00015826754679437727,0.14363552629947662
