,what,is,located,within,this,district,?
the,0.42745697498321533,0.5823672413825989,0.407527357339859,0.39827480912208557,0.6274310946464539,0.2690705955028534,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,-0.03266627714037895,0.11752022802829742,0.09380315989255905,0.03330815210938454,0.0685480609536171
huguenot,0.1912020891904831,0.12706810235977173,0.14428427815437317,0.23493638634681702,0.2300579845905304,0.14375591278076172,0.1359742432832718
street,0.14271703362464905,0.1302390694618225,0.2203429490327835,0.10595684498548508,0.13484711945056915,0.24673990905284882,0.07315441966056824
historic,0.18988226354122162,0.19778819382190704,0.3538631200790405,0.2715034484863281,0.21958060562610626,0.3486744463443756,0.09992891550064087
district,0.13126243650913239,0.2656395733356476,0.33509042859077454,0.17545607686042786,0.14850382506847382,1.0,0.06725285202264786
'',0.08143015950918198,0.0793738141655922,0.01448875479400158,-0.028991393744945526,0.015337302349507809,0.0313134603202343,0.018684765323996544
in,0.30808621644973755,0.5394441485404968,0.35149815678596497,0.40576374530792236,0.45205554366111755,0.30883273482322693,0.20430970191955566
new,0.2130378633737564,0.2208656519651413,0.15510645508766174,0.23842696845531464,0.3234144449234009,0.15536999702453613,0.14782847464084625
paltz,0.24496395885944366,0.16366490721702576,0.11724638938903809,0.07555831223726273,0.16043640673160553,0.18313027918338776,0.16159473359584808
has,0.20338068902492523,0.5668748617172241,0.2580956220626831,0.30466988682746887,0.4198763072490692,0.1956915259361267,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.13127942383289337,0.25758516788482666,0.3736515939235687,0.09662600606679916,0.24354910850524902
designated,0.06610333919525146,0.20732922852039337,0.3423870801925659,0.251981645822525,0.20245184004306793,0.24591076374053955,0.1318070888519287
a,0.3320399522781372,0.658733606338501,0.2605401277542114,0.3858051896095276,0.5422310829162598,0.20739410817623138,0.23916715383529663
national,0.16882304847240448,0.23413582146167755,0.23469306528568268,0.2139735072851181,0.21063072979450226,0.300227552652359,0.15643028914928436
historic,0.18988226354122162,0.19778819382190704,0.3538631200790405,0.2715034484863281,0.21958060562610626,0.3486744463443756,0.09992891550064087
landmark,0.22080667316913605,0.17858435213565826,0.2908708453178406,0.24583809077739716,0.254991739988327,0.3523334562778473,0.18481020629405975
site,0.21561308205127716,0.2314486801624298,0.3760833442211151,0.1606723666191101,0.27916961908340454,0.15292534232139587,0.2014765441417694
and,0.31309178471565247,0.3859752118587494,0.24183952808380127,0.35049548745155334,0.42353692650794983,0.23884956538677216,0.20544172823429108
contains,0.14236655831336975,0.4272567629814148,0.27686721086502075,0.34257739782333374,0.32799792289733887,0.16599169373512268,0.15215006470680237
the,0.42745697498321533,0.5823672413825989,0.407527357339859,0.39827480912208557,0.6274310946464539,0.2690705955028534,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.2434401512145996,0.1651718020439148,0.16659577190876007,0.18064163625240326,0.14864160120487213
street,0.14271703362464905,0.1302390694618225,0.2203429490327835,0.10595684498548508,0.13484711945056915,0.24673990905284882,0.07315441966056824
in,0.30808621644973755,0.5394441485404968,0.35149815678596497,0.40576374530792236,0.45205554366111755,0.30883273482322693,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.407527357339859,0.39827480912208557,0.6274310946464539,0.2690705955028534,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.21170265972614288,0.24872973561286926,0.23579099774360657,0.24990837275981903,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.24650995433330536,0.2406880259513855,0.2684851288795471,0.29179659485816956,0.16272737085819244
of,0.33290785551071167,0.4854315221309662,0.32520920038223267,0.39594778418540955,0.45148900151252747,0.2673880457878113,0.1826142966747284
america,0.2517423629760742,0.1998184472322464,0.1673789918422699,0.1661849021911621,0.3045381009578705,0.09663064777851105,0.19333907961845398
.,0.3567904531955719,0.4569662809371948,0.28226932883262634,0.2984525263309479,0.500583827495575,0.23195737600326538,0.4130953550338745
