,in,what,year,were,tesla,'s,motor,and,transformer,designs,licensed,to,westinghouse,?
in,1.0,0.30808621644973755,0.3359307050704956,0.3815755248069763,0.17097744345664978,-0.037580832839012146,0.21732762455940247,0.4954058527946472,0.16120894253253937,0.18954916298389435,0.1856193244457245,0.45010748505592346,0.2579890191555023,0.20430970191955566
july,0.26500701904296875,0.22688010334968567,0.3052220940589905,0.17693200707435608,0.1044287383556366,-0.06841624528169632,0.1280534416437149,0.258785605430603,0.10265946388244629,0.14625310897827148,0.13733990490436554,0.228788822889328,0.16943876445293427,0.2897891402244568
1888,0.13696274161338806,0.15734994411468506,0.2260490506887436,0.11776332557201385,0.12613868713378906,0.00017254317936021835,0.12562808394432068,0.1184256449341774,0.06859680265188217,0.07252877205610275,0.06066949665546417,0.17033766210079193,0.05404873937368393,0.07625395059585571
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.16592276096343994,0.6633074283599854,0.23363947868347168,0.18473142385482788,0.20353545248508453,0.44245919585227966,0.277236670255661,0.31091248989105225
brown,0.20236437022686005,0.14282190799713135,0.18835802376270294,0.14958028495311737,0.07134627550840378,0.0031092315912246704,0.042851053178310394,0.28234389424324036,0.16283859312534332,0.14615409076213837,0.08640678226947784,0.20498941838741302,0.23409830033779144,0.18920691311359406
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.20162664353847504,1.0,0.26012691855430603,0.24024057388305664,0.19729462265968323,0.48971283435821533,0.2865493595600128,0.20544172823429108
peck,0.2105751633644104,0.16520589590072632,0.14754413068294525,0.16631494462490082,0.09895811975002289,-0.07934148609638214,0.05793444439768791,0.2566913664340973,0.1579606831073761,0.07797946780920029,0.13116911053657532,0.19434410333633423,0.29347383975982666,0.22361880540847778
negotiated,0.2906990051269531,0.10894132405519485,0.17137713730335236,0.22172515094280243,0.13065177202224731,-0.054282624274492264,0.199494868516922,0.23920446634292603,0.12511610984802246,0.18385371565818787,0.24988767504692078,0.2966291010379791,0.25125110149383545,0.09223373234272003
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.17203083634376526,0.2211925983428955,0.04866964742541313,0.23198452591896057,0.3739250600337982,0.26622265577316284,0.22853662073612213,0.14556461572647095,0.45503583550453186,0.25513118505477905,0.23916715383529663
licensing,0.16309748589992523,0.2864918112754822,0.17968621850013733,0.16509650647640228,0.19400954246520996,-0.012461770325899124,0.24987733364105225,0.23155921697616577,0.16540275514125824,0.21070338785648346,0.78669673204422,0.26254668831825256,0.3373691439628601,0.23048727214336395
deal,0.23030675947666168,0.3379717469215393,0.28599515557289124,0.17956633865833282,0.15370967984199524,-0.023377999663352966,0.19938814640045166,0.2461770474910736,0.20150473713874817,0.164498433470726,0.18027275800704956,0.29972702264785767,0.2078220248222351,0.2513751685619354
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.3179011940956116,0.16424812376499176,-0.04624466598033905,0.14891812205314636,0.5477725267410278,0.14854273200035095,0.24691691994667053,0.19178743660449982,0.4239959120750427,0.22273582220077515,0.2433311939239502
george,0.18167929351329803,0.22000353038311005,0.15252074599266052,0.1725086271762848,0.1784614771604538,-0.019076833501458168,0.0979684591293335,0.22245058417320251,0.15208090841770172,0.08134206384420395,0.14775675535202026,0.17226167023181915,0.3706516921520233,0.1479024887084961
westinghouse,0.2579890191555023,0.16126319766044617,0.23696589469909668,0.22928190231323242,0.35764777660369873,-0.008012998849153519,0.3054238557815552,0.2865493595600128,0.3070892095565796,0.2627469599246979,0.3417242169380188,0.22176946699619293,0.9999999403953552,0.17307911813259125
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.33592689037323,0.13983871042728424,-0.07241261005401611,0.19755128026008606,0.5064792633056641,0.23024995625019073,0.2035476267337799,0.21432839334011078,0.4451248347759247,0.25690075755119324,0.264628142118454
tesla,0.17097744345664978,0.23221199214458466,0.1455472707748413,0.1222306564450264,0.9999999403953552,0.06449045985937119,0.3617369830608368,0.19560420513153076,0.2919376790523529,0.2896032929420471,0.18274587392807007,0.17548894882202148,0.35764777660369873,0.10250775516033173
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.007088581565767527,0.06449045985937119,0.9999999403953552,0.061700910329818726,0.06895173341035843,0.007934041321277618,0.024634940549731255,0.008437035605311394,0.03782717138528824,-0.008012998849153519,-0.023395681753754616
polyphase,0.20455771684646606,0.1985156536102295,0.17080022394657135,0.18724215030670166,0.148346409201622,0.03215567767620087,0.19612620770931244,0.20064346492290497,0.33754807710647583,0.2874329686164856,0.16819283366203308,0.23403988778591156,0.18242128193378448,0.13757970929145813
induction,0.18288569152355194,0.21248550713062286,0.12400799244642258,0.09912467002868652,0.3487966060638428,-0.0047057378105819225,0.3147507905960083,0.1685180962085724,0.40262383222579956,0.23562374711036682,0.1860130876302719,0.19430816173553467,0.3256383240222931,0.1510571390390396
motor,0.21732762455940247,0.18952611088752747,0.1394796520471573,0.10392272472381592,0.3617369830608368,0.061700910329818726,0.9999999403953552,0.20162664353847504,0.23594403266906738,0.2717253267765045,0.21362216770648956,0.2615114748477936,0.3054238557815552,0.0637441948056221
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.20162664353847504,1.0,0.26012691855430603,0.24024057388305664,0.19729462265968323,0.48971283435821533,0.2865493595600128,0.20544172823429108
transformer,0.16120894253253937,0.16914811730384827,0.06922028213739395,0.11228878796100616,0.2919376790523529,0.007934041321277618,0.23594403266906738,0.26012691855430603,1.0,0.26315340399742126,0.2034793645143509,0.18850870430469513,0.3070892095565796,0.10542736202478409
designs,0.18954916298389435,0.197528675198555,0.14841993153095245,0.29140838980674744,0.2896032929420471,0.024634940549731255,0.2717253267765045,0.24024057388305664,0.26315340399742126,1.0,0.24389612674713135,0.23496179282665253,0.2627469599246979,0.12927207350730896
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.33592689037323,0.13983871042728424,-0.07241261005401611,0.19755128026008606,0.5064792633056641,0.23024995625019073,0.2035476267337799,0.21432839334011078,0.4451248347759247,0.25690075755119324,0.264628142118454
$,0.21616753935813904,0.24858909845352173,0.30956965684890747,0.171411395072937,0.23458653688430786,0.03734852001070976,0.1384652853012085,0.20277954638004303,0.06823696196079254,0.1510019749403,0.1705925464630127,0.22282108664512634,0.1781255006790161,0.2786129117012024
"60,000",-0.005461204797029495,-0.01748615875840187,0.07431293278932571,-0.06676538288593292,-0.03314570337533951,-0.04772862046957016,-0.06839970499277115,-0.023831376805901527,0.0014981752028688788,-0.10778839141130447,-0.10111135989427567,0.0135488361120224,-0.10001513361930847,0.017969369888305664
in,1.0,0.30808621644973755,0.3359307050704956,0.3815755248069763,0.17097744345664978,-0.037580832839012146,0.21732762455940247,0.4954058527946472,0.16120894253253937,0.18954916298389435,0.1856193244457245,0.45010748505592346,0.2579890191555023,0.20430970191955566
cash,0.14899717271327972,0.1785680204629898,0.1920885145664215,0.22923655807971954,0.21231217682361603,0.07478693872690201,0.13849687576293945,0.2646300196647644,0.12268030643463135,0.16271840035915375,0.16904817521572113,0.21293103694915771,0.2336149513721466,0.19009602069854736
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.20162664353847504,1.0,0.26012691855430603,0.24024057388305664,0.19729462265968323,0.48971283435821533,0.2865493595600128,0.20544172823429108
stock,0.20128266513347626,0.13911938667297363,0.14691710472106934,0.1660771518945694,0.17497079074382782,0.04237721487879753,0.16380666196346283,0.1762690395116806,0.1988501399755478,0.17848338186740875,0.17524221539497375,0.18901140987873077,0.27284663915634155,0.14784406125545502
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.20162664353847504,1.0,0.26012691855430603,0.24024057388305664,0.19729462265968323,0.48971283435821533,0.2865493595600128,0.20544172823429108
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.17203083634376526,0.2211925983428955,0.04866964742541313,0.23198452591896057,0.3739250600337982,0.26622265577316284,0.22853662073612213,0.14556461572647095,0.45503583550453186,0.25513118505477905,0.23916715383529663
royalty,0.17315049469470978,0.18090946972370148,0.138833150267601,0.20093101263046265,0.19688311219215393,0.0698484480381012,0.19430793821811676,0.1828586310148239,0.11188448220491409,0.16396930813789368,0.24195557832717896,0.1634354591369629,0.23174773156642914,0.17703236639499664
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.34038281440734863,0.18837453424930573,-0.03817026689648628,0.20839329063892365,0.5116966962814331,0.2702288031578064,0.2253444343805313,0.14828701317310333,0.41548454761505127,0.28119996190071106,0.1826142966747284
$,0.21616753935813904,0.24858909845352173,0.30956965684890747,0.171411395072937,0.23458653688430786,0.03734852001070976,0.1384652853012085,0.20277954638004303,0.06823696196079254,0.1510019749403,0.1705925464630127,0.22282108664512634,0.1781255006790161,0.2786129117012024
2.50,-0.03540473431348801,-0.2549183964729309,-0.07759588211774826,-0.13908064365386963,-0.1272410899400711,0.007366727106273174,-0.15939465165138245,-0.16101762652397156,-0.1862434446811676,-0.16335012018680573,-0.2535199224948883,-0.25685203075408936,-0.25097405910491943,-0.2835139334201813
per,0.1975519210100174,0.21384303271770477,0.25943896174430847,0.13182692229747772,0.2078201323747635,0.06270148605108261,0.20005391538143158,0.21036672592163086,0.12387826293706894,0.07388494163751602,0.12472520768642426,0.2519395351409912,0.13784749805927277,0.22323818504810333
ac,0.09242649376392365,0.12080251425504684,0.0834597572684288,0.1331005096435547,0.31766265630722046,0.040544040501117706,0.2673928141593933,0.08613406121730804,0.1737867146730423,0.1592840701341629,0.14847780764102936,0.13302072882652283,0.2760004699230194,0.19071458280086517
horsepower,0.17095385491847992,0.20367394387722015,0.2515852153301239,0.2744519114494324,0.42120325565338135,0.049543026834726334,0.4288594722747803,0.2379676252603531,0.2794726490974426,0.3749105632305145,0.23225021362304688,0.22667735815048218,0.31094062328338623,0.2179865539073944
produced,0.2542861998081207,0.1393624097108841,0.16949312388896942,0.23232540488243103,0.1640479862689972,-0.03862787038087845,0.23234803974628448,0.24455034732818604,0.20391693711280823,0.24992936849594116,0.2521086037158966,0.16305041313171387,0.30717894434928894,0.1623450517654419
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4406847059726715,0.16513796150684357,-0.010884488001465797,0.16861656308174133,0.4289871156215668,0.2654814124107361,0.23645664751529694,0.213125541806221,0.33534231781959534,0.2823614776134491,0.17966607213020325
each,0.30816060304641724,0.3353266417980194,0.286208838224411,0.23227569460868835,0.16513977944850922,0.021750088781118393,0.22860604524612427,0.2984027564525604,0.1212247982621193,0.22962769865989685,0.13720092177391052,0.3941934108734131,0.18319763243198395,0.21173812448978424
motor,0.21732762455940247,0.18952611088752747,0.1394796520471573,0.10392272472381592,0.3617369830608368,0.061700910329818726,0.9999999403953552,0.20162664353847504,0.23594403266906738,0.2717253267765045,0.21362216770648956,0.2615114748477936,0.3054238557815552,0.0637441948056221
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.3378238379955292,0.17949827015399933,-0.003708066651597619,0.19128412008285522,0.588965117931366,0.22646240890026093,0.19975645840168,0.21411098539829254,0.4645031690597534,0.3097001910209656,0.4130953550338745
