,who,played,doctor,who,on,stage,in,the,70,'s,?
in,0.2792111933231354,0.27605336904525757,0.25567495822906494,0.2792111933231354,0.46853652596473694,0.2011467069387436,1.0,0.6662389636039734,-0.002208593999966979,-0.037580832839012146,0.20430970191955566
the,0.3733934462070465,0.2603478729724884,0.2820442318916321,0.3733934462070465,0.5107308030128479,0.22652170062065125,0.6662389636039734,1.0,-0.05826566368341446,-0.01540423184633255,0.22068053483963013
early,0.23985694348812103,0.14657841622829437,0.11427591741085052,0.23985694348812103,0.2426261156797409,0.3481276333332062,0.34672921895980835,0.34442198276519775,-0.03773392736911774,0.03384959325194359,0.15272949635982513
1970s,0.02405538223683834,-0.0073396265506744385,6.336247315630317e-05,0.02405538223683834,0.02983531542122364,-0.03812287375330925,0.057396724820137024,0.004102230537682772,0.04039251059293747,0.019194331020116806,0.03861190751194954
",",0.3365725874900818,0.2987361550331116,0.20407600700855255,0.3365725874900818,0.49057599902153015,0.2630990147590637,0.5201468467712402,0.4933079481124878,-0.007543640676885843,-0.0016132977325469255,0.31091248989105225
trevor,0.28673630952835083,0.27132123708724976,0.2113724648952484,0.28673630952835083,0.19732554256916046,0.1938980370759964,0.1905660629272461,0.20508259534835815,-0.027409428730607033,0.025855829939246178,0.11623252928256989
martin,0.22000780701637268,0.21790802478790283,0.2084195911884308,0.22000780701637268,0.212642639875412,0.1556771695613861,0.22752496600151062,0.22029393911361694,0.04857509583234787,0.07599356025457382,0.060103293508291245
played,0.26104769110679626,1.0,0.20600740611553192,0.26104769110679626,0.19030924141407013,0.21421034634113312,0.27605336904525757,0.2603478729724884,0.06876088678836823,0.03920676186680794,0.14096300303936005
the,0.3733934462070465,0.2603478729724884,0.2820442318916321,0.3733934462070465,0.5107308030128479,0.22652170062065125,0.6662389636039734,1.0,-0.05826566368341446,-0.01540423184633255,0.22068053483963013
role,0.2767873704433441,0.3676716685295105,0.2079973667860031,0.2767873704433441,0.16022825241088867,0.2723888158798218,0.243671715259552,0.26607486605644226,0.048138245940208435,0.00619043642655015,0.18676944077014923
in,0.2792111933231354,0.27605336904525757,0.25567495822906494,0.2792111933231354,0.46853652596473694,0.2011467069387436,1.0,0.6662389636039734,-0.002208593999966979,-0.037580832839012146,0.20430970191955566
doctor,0.3504868149757385,0.20600740611553192,0.9999999403953552,0.3504868149757385,0.1636410653591156,0.1772291213274002,0.25567495822906494,0.2820442318916321,-0.06224202737212181,0.031664930284023285,0.1462511420249939
who,0.9999998807907104,0.26104769110679626,0.3504868149757385,0.9999998807907104,0.2340552806854248,0.1983679085969925,0.2792111933231354,0.3733934462070465,-0.010894724167883396,0.05599616840481758,0.26220351457595825
and,0.41279885172843933,0.268975168466568,0.21673844754695892,0.41279885172843933,0.4077630043029785,0.17654182016849518,0.4954058527946472,0.5171257257461548,-0.04563445597887039,0.06895173341035843,0.20544172823429108
the,0.3733934462070465,0.2603478729724884,0.2820442318916321,0.3733934462070465,0.5107308030128479,0.22652170062065125,0.6662389636039734,1.0,-0.05826566368341446,-0.01540423184633255,0.22068053483963013
daleks,0.3263576030731201,0.12229593098163605,0.3440004587173462,0.3263576030731201,0.21520355343818665,0.15895706415176392,0.2037806212902069,0.3154934346675873,-0.025326287373900414,0.03969835117459297,0.13693755865097046
in,0.2792111933231354,0.27605336904525757,0.25567495822906494,0.2792111933231354,0.46853652596473694,0.2011467069387436,1.0,0.6662389636039734,-0.002208593999966979,-0.037580832839012146,0.20430970191955566
the,0.3733934462070465,0.2603478729724884,0.2820442318916321,0.3733934462070465,0.5107308030128479,0.22652170062065125,0.6662389636039734,1.0,-0.05826566368341446,-0.01540423184633255,0.22068053483963013
seven,0.15699508786201477,0.2182432860136032,0.04617239162325859,0.15699508786201477,0.31168052554130554,0.1044752299785614,0.24717609584331512,0.28151169419288635,-0.037755336612463,0.05859247222542763,0.1732930988073349
keys,0.12856052815914154,0.2393341362476349,0.10177791118621826,0.12856052815914154,0.17705178260803223,0.07286039739847183,0.1485445648431778,0.17534799873828888,-0.06692302227020264,0.11580286175012589,0.19399107992649078
to,0.42656609416007996,0.14824016392230988,0.22950075566768646,0.42656609416007996,0.41031414270401,0.1484832912683487,0.45010748505592346,0.535392165184021,-0.03760145604610443,0.03782717138528824,0.29463258385658264
doomsday,0.21954721212387085,0.20455612242221832,0.258991539478302,0.21954721212387085,0.25918978452682495,0.1562650054693222,0.19563664495944977,0.2693905830383301,-0.10304627567529678,0.07604185491800308,0.23745383322238922
.,0.3541337847709656,0.2876244783401489,0.22361043095588684,0.3541337847709656,0.49257001280784607,0.19994208216667175,0.5591574311256409,0.5934505462646484,-0.030135713517665863,-0.003708066651597619,0.4130953550338745
