,how,many,yards,did,the,panthers,get,for,the,division,championshipt,game,?
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.2602776288986206,0.29667025804519653,0.4739971458911896,1.0,0.26203617453575134,0.26254111528396606,0.285271555185318,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.33815330266952515,0.189295694231987,0.2602776288986206,0.9999999403953552,0.18990887701511383,0.25358447432518005,0.2602776288986206,0.2755917012691498,0.3927161991596222,0.26323550939559937,0.16608978807926178
then,0.36093711853027344,0.27087974548339844,0.18285872042179108,0.303744375705719,0.4297412931919098,0.1711401343345642,0.43365898728370667,0.3392637073993683,0.4297412931919098,0.1550924926996231,0.15984201431274414,0.2141346037387848,0.2884598970413208
blew,0.21451584994792938,0.1964925080537796,0.2729286551475525,0.29447054862976074,0.2350693792104721,0.15841616690158844,0.29982924461364746,0.1864652931690216,0.2350693792104721,0.05939232185482979,0.14062683284282684,0.08494593948125839,0.2121112197637558
out,0.3963836133480072,0.3329806923866272,0.2550521492958069,0.28413498401641846,0.39404502511024475,0.12961417436599731,0.4173879623413086,0.3312093913555145,0.39404502511024475,0.09272859990596771,0.1723395586013794,0.2353202998638153,0.22020699083805084
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.2602776288986206,0.29667025804519653,0.4739971458911896,1.0,0.26203617453575134,0.26254111528396606,0.285271555185318,0.22068053483963013
arizona,0.10044962912797928,0.19047409296035767,0.2238541692495346,0.1684030294418335,0.22572119534015656,0.3588832914829254,0.17803232371807098,0.2668483853340149,0.22572119534015656,0.1511421650648117,0.16125091910362244,0.14382030069828033,0.14315035939216614
cardinals,0.1037716194987297,0.20175302028656006,0.3431735336780548,0.1666116863489151,0.2451406717300415,0.47018635272979736,0.15217575430870056,0.2442602515220642,0.2451406717300415,0.20150184631347656,0.30006641149520874,0.25987708568573,0.13200661540031433
in,0.2601168751716614,0.41474202275276184,0.14206624031066895,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.24899829924106598,0.4322226941585541,0.6662389636039734,0.2658538520336151,0.2377639263868332,0.23986028134822845,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.2602776288986206,0.29667025804519653,0.4739971458911896,1.0,0.26203617453575134,0.26254111528396606,0.285271555185318,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.4452243447303772,0.11289361864328384,0.2545439600944519,0.472109317779541,0.21866557002067566,0.3079942464828491,0.2545439600944519,0.37194398045539856,0.4397370517253876,0.4089287221431732,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.2674148976802826,0.18663130700588226,0.2540402412414551,0.40219083428382874,0.16349731385707855,0.22107061743736267,0.2540402412414551,0.2938467264175415,0.9662706255912781,0.24432945251464844,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.2516956329345703,0.19789010286331177,0.285271555185318,0.26323550939559937,0.19948551058769226,0.2608485519886017,0.285271555185318,0.15858912467956543,0.24708013236522675,0.9999998807907104,0.1829071193933487
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.2926318049430847,0.4464869201183319,0.4933079481124878,0.24344468116760254,0.2921634316444397,0.2653886377811432,0.31091248989105225
49–15,0.04852207005023956,0.19625228643417358,0.0323631577193737,-0.03175068646669388,0.09043944627046585,0.020930055528879166,0.020253194496035576,0.02299252524971962,0.09043944627046585,0.03785965219140053,0.0018702840898185968,-0.0603368878364563,-0.055436357855796814
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.2926318049430847,0.4464869201183319,0.4933079481124878,0.24344468116760254,0.2921634316444397,0.2653886377811432,0.31091248989105225
racking,0.21720391511917114,0.2336263358592987,0.3148203492164612,0.2108302116394043,0.2599547207355499,0.1909378170967102,0.21783651411533356,0.3023962676525116,0.2599547207355499,0.1576872169971466,0.19449716806411743,0.253297358751297,0.19295835494995117
up,0.2819872200489044,0.2688518464565277,0.2173794060945511,0.21613863110542297,0.38423117995262146,0.22487294673919678,0.3791064918041229,0.342966228723526,0.38423117995262146,0.20626451075077057,0.17982277274131775,0.2075866311788559,0.1819818764925003
487,-0.16074751317501068,-0.07685168087482452,-0.2847979962825775,-0.12252136319875717,-0.11880908161401749,-0.1087554469704628,-0.22891245782375336,-0.1135401651263237,-0.11880908161401749,-0.10742627084255219,-0.12488370388746262,-0.1329537034034729,-0.07421454787254333
