,who,was,a,big,star,that,abc,was,able,to,attract,because,of,magnetophon,technology,?
with,0.3282766342163086,0.27411898970603943,0.3783375024795532,0.23504121601581573,0.18842561542987823,0.4154358208179474,0.17432008683681488,0.27411898970603943,0.3051167130470276,0.4239959120750427,0.22669008374214172,0.3967972993850708,0.41827285289764404,0.23872226476669312,0.15422572195529938,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,0.5829201340675354,0.308749794960022,0.253978431224823,0.5473989248275757,0.2068762183189392,0.48711544275283813,0.3435857892036438,0.535392165184021,0.2244306355714798,0.44596394896507263,0.733189046382904,0.23211896419525146,0.21669498085975647,0.22068053483963013
help,0.3826322555541992,0.14012886583805084,0.23381464183330536,0.22991755604743958,0.06796976178884506,0.34615394473075867,0.10666012763977051,0.14012886583805084,0.4775523841381073,0.46191298961639404,0.2673068344593048,0.3317074477672577,0.22745388746261597,0.16299177706241608,0.14389489591121674,0.28403452038764954
of,0.2827862501144409,0.4069072902202606,0.5052502155303955,0.2513701021671295,0.23050324618816376,0.41498205065727234,0.14607268571853638,0.4069072902202606,0.23883962631225586,0.41548454761505127,0.22641630470752716,0.4075504541397095,1.0,0.19763945043087006,0.25238582491874695,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.5829201340675354,0.308749794960022,0.253978431224823,0.5473989248275757,0.2068762183189392,0.48711544275283813,0.3435857892036438,0.535392165184021,0.2244306355714798,0.44596394896507263,0.733189046382904,0.23211896419525146,0.21669498085975647,0.22068053483963013
magnetophon,0.23261818289756775,0.21746189892292023,0.2676844298839569,0.18275056779384613,0.2528279721736908,0.2820894122123718,0.14846009016036987,0.21746189892292023,0.23924413323402405,0.25978484749794006,0.286159485578537,0.22407633066177368,0.19763945043087006,0.9999998807907104,0.29820430278778076,0.1438533514738083
",",0.3365725874900818,0.45456063747406006,0.427140474319458,0.30276864767074585,0.2074643075466156,0.4137537479400635,0.2097204476594925,0.45456063747406006,0.28725793957710266,0.44245919585227966,0.1846245676279068,0.372031033039093,0.4946078956127167,0.2365487813949585,0.2817870080471039,0.31091248989105225
abc,0.14673753082752228,0.21565799415111542,0.21331243216991425,0.16051800549030304,0.20041432976722717,0.17440107464790344,1.0000001192092896,0.21565799415111542,0.1363864243030548,0.1762417107820511,0.09555121511220932,0.13412843644618988,0.14607268571853638,0.14846009016036987,0.08065390586853027,0.19065172970294952
was,0.3318818509578705,1.0000001192092896,0.4508470594882965,0.179094597697258,0.22616681456565857,0.33670201897621155,0.21565799415111542,1.0000001192092896,0.19031302630901337,0.3636345863342285,0.10214730352163315,0.3841400742530823,0.4069072902202606,0.21746189892292023,0.20640774071216583,0.18412111699581146
able,0.38891562819480896,0.19031302630901337,0.2874686121940613,0.24990947544574738,0.12552647292613983,0.4536534547805786,0.1363864243030548,0.19031302630901337,1.0,0.529755175113678,0.2455541044473648,0.39419153332710266,0.23883962631225586,0.23924413323402405,0.19744908809661865,0.260649710893631
to,0.42656609416007996,0.3636345863342285,0.45503583550453186,0.25193607807159424,0.1685386449098587,0.5436353087425232,0.1762417107820511,0.3636345863342285,0.529755175113678,1.0,0.3283350169658661,0.5166091918945312,0.41548454761505127,0.25978484749794006,0.25372135639190674,0.29463258385658264
provide,0.2286112904548645,0.13897012174129486,0.26036545634269714,0.10643559694290161,0.0648052990436554,0.367409884929657,0.14011767506599426,0.13897012174129486,0.36635950207710266,0.3479624092578888,0.3159013092517853,0.2857964038848877,0.27198103070259094,0.1909894049167633,0.2446683943271637,0.22704634070396423
its,0.1326070874929428,0.3518870174884796,0.4424409866333008,0.22225776314735413,0.1649036407470703,0.416561484336853,0.19045390188694,0.3518870174884796,0.20375588536262512,0.3691340684890747,0.2823356091976166,0.4357093274593353,0.48690423369407654,0.16270282864570618,0.19256851077079773,0.15103481709957123
stars,0.17761290073394775,0.20969745516777039,0.16300594806671143,0.18941965699195862,0.5847888588905334,0.21135681867599487,0.19762872159481049,0.20969745516777039,0.17775174975395203,0.15924187004566193,0.20080968737602234,0.14999021589756012,0.1853877156972885,0.22964701056480408,0.14343692362308502,0.08345213532447815
with,0.3282766342163086,0.27411898970603943,0.3783375024795532,0.23504121601581573,0.18842561542987823,0.4154358208179474,0.17432008683681488,0.27411898970603943,0.3051167130470276,0.4239959120750427,0.22669008374214172,0.3967972993850708,0.41827285289764404,0.23872226476669312,0.15422572195529938,0.2433311939239502
greater,0.0999191403388977,0.1568739414215088,0.20286329090595245,0.15324988961219788,0.11688896268606186,0.2520751655101776,0.10246284306049347,0.1568739414215088,0.13335064053535461,0.25585630536079407,0.15746305882930756,0.23018357157707214,0.34470728039741516,0.08714409917593002,0.1266285479068756,0.09723397344350815
freedom,0.23220430314540863,0.18240031599998474,0.19889307022094727,0.1182338073849678,0.211133673787117,0.2599881887435913,0.12307373434305191,0.18240031599998474,0.16485565900802612,0.24531033635139465,0.14004220068454742,0.2512587010860443,0.26562249660491943,0.10753708332777023,0.2663189172744751,0.1626027375459671
in,0.2792111933231354,0.45514053106307983,0.539380669593811,0.2359251081943512,0.22244247794151306,0.435920387506485,0.1697147786617279,0.45514053106307983,0.23456627130508423,0.45010748505592346,0.2206280380487442,0.37423941493034363,0.5696388483047485,0.18052911758422852,0.24215441942214966,0.20430970191955566
terms,0.17002904415130615,0.22082383930683136,0.2931654751300812,0.10310058295726776,0.11119847744703293,0.29983192682266235,0.02278456650674343,0.22082383930683136,0.18021070957183838,0.356818288564682,0.18796448409557343,0.22245612740516663,0.2767748534679413,0.1484057754278183,0.19817645847797394,0.23466452956199646
of,0.2827862501144409,0.4069072902202606,0.5052502155303955,0.2513701021671295,0.23050324618816376,0.41498205065727234,0.14607268571853638,0.4069072902202606,0.23883962631225586,0.41548454761505127,0.22641630470752716,0.4075504541397095,1.0,0.19763945043087006,0.25238582491874695,0.1826142966747284
time,0.36634087562561035,0.3641340136528015,0.3292340338230133,0.23862341046333313,0.2323531210422516,0.388528436422348,0.17553414404392242,0.3641340136528015,0.32908985018730164,0.3679993152618408,0.1360405683517456,0.4175865054130554,0.35127586126327515,0.2172764092683792,0.2394310086965561,0.27391523122787476
",",0.3365725874900818,0.45456063747406006,0.427140474319458,0.30276864767074585,0.2074643075466156,0.4137537479400635,0.2097204476594925,0.45456063747406006,0.28725793957710266,0.44245919585227966,0.1846245676279068,0.372031033039093,0.4946078956127167,0.2365487813949585,0.2817870080471039,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.3739250600337982,0.30164432525634766,0.19966064393520355,0.4731321930885315,0.16453155875205994,0.3740963041782379,0.3303895890712738,0.48971283435821533,0.26427873969078064,0.5069696307182312,0.5116966962814331,0.26488736271858215,0.2333960235118866,0.20544172823429108
also,0.47919341921806335,0.4032125174999237,0.5149940252304077,0.33063340187072754,0.19612230360507965,0.6005857586860657,0.2030053734779358,0.4032125174999237,0.36186322569847107,0.5348826050758362,0.3032934367656708,0.5858624577522278,0.4924938678741455,0.24264802038669586,0.26604264974594116,0.21848613023757935
attract,0.23213982582092285,0.10214730352163315,0.21770675480365753,0.2084825187921524,0.12115771323442459,0.2875032126903534,0.09555121511220932,0.10214730352163315,0.2455541044473648,0.3283350169658661,1.0,0.31882306933403015,0.22641630470752716,0.286159485578537,0.15721039474010468,0.12982657551765442
several,0.30628830194473267,0.25396689772605896,0.29992109537124634,0.20097702741622925,0.15323323011398315,0.40009650588035583,0.1428346037864685,0.25396689772605896,0.2050628960132599,0.36196985840797424,0.2341480851173401,0.29688310623168945,0.3271615505218506,0.20520015060901642,0.18976131081581116,0.15595775842666626
big,0.2366105318069458,0.179094597697258,0.29998910427093506,1.0,0.18232236802577972,0.2977107763290405,0.16051800549030304,0.179094597697258,0.24990947544574738,0.25193607807159424,0.2084825187921524,0.30950793623924255,0.2513701021671295,0.18275056779384613,0.19407598674297333,0.20497842133045197
names,0.2592308223247528,0.1456085443496704,0.2065676897764206,0.1689627468585968,0.11683305352926254,0.26874953508377075,0.14615167677402496,0.1456085443496704,0.09036296606063843,0.24237842857837677,0.11039721220731735,0.24376294016838074,0.2515542805194855,0.10859987884759903,0.08789272606372833,0.16607333719730377
