,in,what,year,did,abc,stylize,it,'s,logo,as,abc,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.18779614567756653,0.6251175999641418,-0.01540423184633255,0.2806010842323303,0.48381632566452026,0.2068762183189392,0.22068053483963013
american,0.22871561348438263,0.1909721940755844,0.18412037193775177,0.21486236155033112,0.24405160546302795,0.21599180996418,0.14307931065559387,0.01565130427479744,0.15219858288764954,0.2994234561920166,0.24405160546302795,0.18877598643302917
broadcasting,0.27609771490097046,0.18499015271663666,0.19386760890483856,0.12097854167222977,0.45669859647750854,0.23794996738433838,0.2340458482503891,0.10137476027011871,0.3187669515609741,0.19734740257263184,0.45669859647750854,0.10870421677827835
company,0.22141718864440918,0.2333769053220749,0.1253320872783661,0.16800642013549805,0.16210390627384186,0.2531362473964691,0.3082790970802307,0.003266559913754463,0.31244656443595886,0.18860384821891785,0.16210390627384186,0.12195809185504913
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.183883935213089,0.15028762817382812,0.2745298147201538,0.0012731997994706035,0.1609923243522644,0.32029855251312256,0.183883935213089,0.40561532974243164
abc,0.1697147786617279,0.1317344456911087,0.2373921275138855,0.13353709876537323,1.0000001192092896,0.31861311197280884,0.17324577271938324,0.06670809537172318,0.23574566841125488,0.2286096066236496,1.0000001192092896,0.19065172970294952
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.18381085991859436,0.1838098168373108,0.28560304641723633,0.021107977256178856,0.15031807124614716,0.32161882519721985,0.18381085991859436,0.42300865054130554
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.183883935213089,0.15028762817382812,0.2745298147201538,0.0012731997994706035,0.1609923243522644,0.32029855251312256,0.183883935213089,0.40561532974243164
stylized,0.2031644731760025,0.1135159358382225,0.15535686910152435,0.10988408327102661,0.2510470747947693,0.8365111947059631,0.20973600447177887,0.025597788393497467,0.28819000720977783,0.2584809362888336,0.2510470747947693,0.14394623041152954
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,0.20076507329940796,0.5130809545516968,-0.037580832839012146,0.1848117560148239,0.3887844979763031,0.1697147786617279,0.20430970191955566
its,0.3793783485889435,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.19045390188694,0.27940675616264343,0.5786119699478149,0.03202139586210251,0.3177327811717987,0.31874480843544006,0.19045390188694,0.15103481709957123
logo,0.1848117560148239,0.21781428158283234,0.1291922628879547,0.13651727139949799,0.23574566841125488,0.33528319001197815,0.28886300325393677,0.036982785910367966,1.0000001192092896,0.19516409933567047,0.23574566841125488,0.23347119987010956
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2286096066236496,0.25426575541496277,0.4461488723754883,-0.05775856226682663,0.19516409933567047,1.0,0.2286096066236496,0.27043893933296204
abc,0.1697147786617279,0.1317344456911087,0.2373921275138855,0.13353709876537323,1.0000001192092896,0.31861311197280884,0.17324577271938324,0.06670809537172318,0.23574566841125488,0.2286096066236496,1.0000001192092896,0.19065172970294952
since,0.4325680434703827,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.20685888826847076,0.18174149096012115,0.39943817257881165,-0.04899144917726517,0.24210844933986664,0.36245352029800415,0.20685888826847076,0.2876587212085724
1957,-0.044204503297805786,-0.006660523824393749,-0.09042341262102127,-0.11595331132411957,-0.1557149738073349,-0.05505094304680824,-0.008089006878435612,0.057361289858818054,-0.1555430144071579,-0.10892367362976074,-0.1557149738073349,-0.11977791041135788
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.18381085991859436,0.1838098168373108,0.28560304641723633,0.021107977256178856,0.15031807124614716,0.32161882519721985,0.18381085991859436,0.42300865054130554
is,0.5394441485404968,0.28837618231773376,0.2402215600013733,0.19247472286224365,0.16037321090698242,0.2637266516685486,0.6328473687171936,0.02396530658006668,0.1738443821668625,0.43216490745544434,0.16037321090698242,0.22961433231830597
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.16561369597911835,0.24459651112556458,0.39472338557243347,0.025255560874938965,0.1312703788280487,0.37218472361564636,0.16561369597911835,0.19793890416622162
american,0.22871561348438263,0.1909721940755844,0.18412037193775177,0.21486236155033112,0.24405160546302795,0.21599180996418,0.14307931065559387,0.01565130427479744,0.15219858288764954,0.2994234561920166,0.24405160546302795,0.18877598643302917
commercial,0.2615188956260681,0.12070754915475845,0.12610527873039246,0.17984269559383392,0.20757772028446198,0.3017277717590332,0.2612326145172119,0.03145602345466614,0.25465044379234314,0.2411440908908844,0.20757772028446198,0.04216946288943291
broadcast,0.26723843812942505,0.17857211828231812,0.23991180956363678,0.17054221034049988,0.4876510202884674,0.20400972664356232,0.24714356660842896,0.0797032043337822,0.2686360776424408,0.19535446166992188,0.4876510202884674,0.15760008990764618
television,0.2689782977104187,0.19838058948516846,0.19048495590686798,0.17055591940879822,0.46871840953826904,0.3427760601043701,0.17099279165267944,0.11021530628204346,0.19883376359939575,0.25070273876190186,0.46871840953826904,0.16825827956199646
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.08572790026664734,0.4295894205570221,0.2728966772556305,0.27817267179489136,0.07819218933582306,0.2670271396636963,0.2054080367088318,0.4295894205570221,0.17853789031505585
