,what,type,of,special,doctor,who,shows,have,been,shown,each,year,since,2005,?
there,0.35085538029670715,0.2376682013273239,0.44397735595703125,0.252066045999527,0.21845605969429016,0.2844357192516327,0.32238978147506714,0.5194604992866516,0.3571467399597168,0.3070218861103058,0.36370885372161865,0.23605135083198547,0.3364269733428955,0.04571054130792618,0.29405656456947327
have,0.39808809757232666,0.242574080824852,0.3802283704280853,0.28018882870674133,0.17649078369140625,0.39246654510498047,0.33071407675743103,0.9999999403953552,0.6493861675262451,0.28475403785705566,0.4084063768386841,0.23220738768577576,0.47784632444381714,-0.03018493391573429,0.32991164922714233
since,0.29783400893211365,0.17056550085544586,0.35513219237327576,0.22352218627929688,0.10913390666246414,0.27765995264053345,0.2660345435142517,0.47784632444381714,0.6581953763961792,0.26734182238578796,0.23850536346435547,0.31512683629989624,1.0000001192092896,0.027849651873111725,0.2876587212085724
been,0.2567804455757141,0.19062602519989014,0.31685134768486023,0.2598821520805359,0.12184444069862366,0.3295723795890808,0.2479223608970642,0.6493861675262451,0.9999998807907104,0.2853824198246002,0.2720584273338318,0.2560553550720215,0.6581953763961792,0.01425363402813673,0.24354910850524902
nine,0.11931172013282776,0.07727137207984924,0.29486238956451416,0.22352810204029083,0.08899427950382233,0.20492319762706757,0.1605575829744339,0.2875446081161499,0.2785204350948334,0.1884518414735794,0.31018638610839844,0.29389721155166626,0.27702397108078003,0.050356730818748474,0.13964155316352844
further,0.30867868661880493,0.11448479443788528,0.24797867238521576,0.1386180818080902,0.10967762768268585,0.1815619170665741,0.23340319097042084,0.3227228820323944,0.2939310073852539,0.14277993142604828,0.21830496191978455,0.1308736950159073,0.24975340068340302,0.0406949557363987,0.20960763096809387
series,0.17328087985515594,0.1107964813709259,0.22268271446228027,0.25486889481544495,0.2712797522544861,0.21484537422657013,0.3294292390346527,0.20911821722984314,0.24386771023273468,0.3483121395111084,0.19914524257183075,0.2600080966949463,0.22507761418819427,0.04714697599411011,0.1709602326154709
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2897285223007202,0.25567495822906494,0.2792111933231354,0.3289647698402405,0.36843645572662354,0.3515113592147827,0.2988935708999634,0.30816060304641724,0.3359307050704956,0.4325680434703827,0.009931974112987518,0.20430970191955566
2006–2008,-0.08548648655414581,0.0034074215218424797,0.052095238119363785,-0.08304720371961594,-0.03837406262755394,0.08040737360715866,-0.06868765503168106,-0.0007403027266263962,-0.02057989314198494,0.015345273539423943,0.0854458138346672,0.08077631145715714,-0.012665238231420517,0.06305404007434845,-0.07620570063591003
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22352655231952667,0.21673844754695892,0.41279885172843933,0.34104886651039124,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.2984027564525604,0.2506658732891083,0.3515571057796478,0.05766887590289116,0.20544172823429108
2010–2015,0.23071430623531342,0.12378497421741486,0.14403758943080902,-0.022737747058272362,-0.05956516042351723,-0.0007540510268881917,0.12180711328983307,0.15348383784294128,0.1586764007806778,0.08730709552764893,0.039425868541002274,0.13306908309459686,0.2185535877943039,0.20509131252765656,0.27361661195755005
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23880577087402344,0.20407600700855255,0.3365725874900818,0.26986414194107056,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.207483172416687,0.28560417890548706,0.3991432189941406,0.11050146818161011,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22352655231952667,0.21673844754695892,0.41279885172843933,0.34104886651039124,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.2984027564525604,0.2506658732891083,0.3515571057796478,0.05766887590289116,0.20544172823429108
christmas,0.2578675448894501,0.07037824392318726,0.14198152720928192,0.3012330234050751,0.1539488285779953,0.19243934750556946,0.1447698026895523,0.17985796928405762,0.21513761579990387,0.10982461273670197,0.1615224927663803,0.2731500566005707,0.21487246453762054,0.14348074793815613,0.23817040026187897
day,0.2990210950374603,0.06831710040569305,0.2934032380580902,0.18585629761219025,0.1563597172498703,0.2447325587272644,0.14505472779273987,0.21466141939163208,0.23202256858348846,0.20424701273441315,0.21733710169792175,0.4089258313179016,0.30091091990470886,0.08089190721511841,0.2141837179660797
specials,0.21306368708610535,0.2558576166629791,0.15874384343624115,0.6538421511650085,0.23998045921325684,0.2836933434009552,0.29750192165374756,0.27145257592201233,0.2832280397415161,0.2958431839942932,0.32293903827667236,0.21471591293811798,0.20710545778274536,-0.0212111733853817,0.2582153379917145
every,0.30284011363983154,0.19791007041931152,0.3414052724838257,0.3061404824256897,0.16600175201892853,0.32636770606040955,0.219508558511734,0.42407500743865967,0.3746964931488037,0.2452390193939209,0.5941283702850342,0.3677065968513489,0.39099451899528503,0.009269820526242256,0.24066033959388733
year,0.15184831619262695,0.15775683522224426,0.2578314542770386,0.10077399760484695,0.16282056272029877,0.2851492762565613,0.14753158390522003,0.23220738768577576,0.2560553550720215,0.15047208964824677,0.286208838224411,1.0,0.31512683629989624,0.13351094722747803,0.18315006792545319
since,0.29783400893211365,0.17056550085544586,0.35513219237327576,0.22352218627929688,0.10913390666246414,0.27765995264053345,0.2660345435142517,0.47784632444381714,0.6581953763961792,0.26734182238578796,0.23850536346435547,0.31512683629989624,1.0000001192092896,0.027849651873111725,0.2876587212085724
2005,0.0704459398984909,0.008830571547150612,0.017815761268138885,-0.01986190490424633,0.07635467499494553,0.18423187732696533,-0.018520163372159004,-0.03018493391573429,0.01425363402813673,-0.06298744678497314,-0.010684254579246044,0.13351094722747803,0.027849651873111725,1.0,0.10709824413061142
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.26337340474128723,0.22361043095588684,0.3541337847709656,0.2639692425727844,0.41614407300949097,0.33645182847976685,0.3143177330493927,0.31204065680503845,0.32538118958473206,0.431787371635437,0.0678042471408844,0.4130953550338745
