,bassett,focuses,on,what,to,illustrate,his,idea,?
to,0.24092073738574982,0.27192121744155884,0.41031414270401,0.455847829580307,1.0,0.2710002064704895,0.3715193271636963,0.3542773127555847,0.29463258385658264
better,0.1482846885919571,0.24795237183570862,0.24900631606578827,0.3551420271396637,0.29406851530075073,0.2172621339559555,0.2529103457927704,0.31326010823249817,0.32159438729286194
illustrate,0.14552800357341766,0.21309109032154083,0.2239919900894165,0.27783066034317017,0.2710002064704895,1.0000001192092896,0.20126767456531525,0.2128790020942688,0.19764339923858643
this,0.14547689259052277,0.24062855541706085,0.4193967580795288,0.5489566326141357,0.5759071707725525,0.2819148600101471,0.3549620509147644,0.46331271529197693,0.3155723512172699
idea,0.09191524982452393,0.2817305028438568,0.22710762917995453,0.44512778520584106,0.3542773127555847,0.2128790020942688,0.23131534457206726,1.0,0.2952161729335785
",",0.2603900134563446,0.2549460232257843,0.49057599902153015,0.3087472915649414,0.44245919585227966,0.19313983619213104,0.3378419280052185,0.22699743509292603,0.31091248989105225
bassett,1.0,0.11758831888437271,0.16347505152225494,0.12271395325660706,0.24092073738574982,0.14552800357341766,0.26963016390800476,0.09191524982452393,0.1477375477552414
focuses,0.11758831888437271,0.9999998807907104,0.32762500643730164,0.27091580629348755,0.27192121744155884,0.21309109032154083,0.2540111541748047,0.2817305028438568,0.15887200832366943
his,0.26963016390800476,0.2540111541748047,0.32064297795295715,0.26976513862609863,0.3715193271636963,0.20126767456531525,0.9999998807907104,0.23131534457206726,0.18075084686279297
analysis,0.15996164083480835,0.3292751610279083,0.1807575523853302,0.2842639982700348,0.21860700845718384,0.24908266961574554,0.17700746655464172,0.2551293671131134,0.15352053940296173
of,0.216427743434906,0.29358524084091187,0.3966929316520691,0.33290785551071167,0.41548454761505127,0.2001553624868393,0.38364991545677185,0.2342950403690338,0.1826142966747284
the,0.25829142332077026,0.26860302686691284,0.5107308030128479,0.42745697498321533,0.535392165184021,0.21009832620620728,0.4394008219242096,0.2839161455631256,0.22068053483963013
role,0.2068958580493927,0.2230352759361267,0.16022825241088867,0.22614215314388275,0.17841029167175293,0.056658171117305756,0.27668386697769165,0.2829606533050537,0.18676944077014923
of,0.216427743434906,0.29358524084091187,0.3966929316520691,0.33290785551071167,0.41548454761505127,0.2001553624868393,0.38364991545677185,0.2342950403690338,0.1826142966747284
nineteenth-century,0.24217639863491058,0.2305111438035965,0.16123314201831818,0.2100762575864792,0.24242883920669556,0.2042936086654663,0.33018970489501953,0.2772786319255829,0.12242254614830017
maps,0.17180849611759186,0.1851409375667572,0.2241765409708023,0.24177676439285278,0.19708162546157837,0.2674608528614044,0.13111719489097595,0.15006722509860992,0.1744592785835266
during,0.14785683155059814,0.208989679813385,0.3347817361354828,0.24137552082538605,0.2828781306743622,0.12884481251239777,0.36789870262145996,0.1755954474210739,0.1325719803571701
the,0.25829142332077026,0.26860302686691284,0.5107308030128479,0.42745697498321533,0.535392165184021,0.21009832620620728,0.4394008219242096,0.2839161455631256,0.22068053483963013
``,-0.0844263806939125,-0.14265713095664978,-0.03274054825305939,0.008517155423760414,0.06720756739377975,-0.03293062746524811,0.008275155909359455,0.08469878882169724,0.0685480609536171
scramble,0.14800019562244415,0.05134819447994232,0.22427231073379517,0.33524125814437866,0.33343878388404846,0.08337312191724777,0.15501897037029266,0.2727777361869812,0.22532881796360016
for,0.1590631604194641,0.29375043511390686,0.36199691891670227,0.3017193675041199,0.4451248347759247,0.1933273822069168,0.39312878251075745,0.26828616857528687,0.264628142118454
africa,0.16899526119232178,0.1794372946023941,0.167466402053833,0.19696469604969025,0.23667606711387634,0.11762101948261261,0.15733219683170319,0.20848983526229858,0.12926554679870605
'',0.04806644842028618,0.055874053388834,0.04238596186041832,0.08143015950918198,-0.009905828163027763,0.05787072330713272,0.016508836299180984,-0.04294922947883606,0.018684765323996544
.,0.23040589690208435,0.2219461053609848,0.49257001280784607,0.3567904531955719,0.4645031690597534,0.1589060127735138,0.3119256794452667,0.26084083318710327,0.4130953550338745
