,what,two,radio,networks,did,rca,own,?
the,0.42745697498321533,0.43858039379119873,0.23511973023414612,0.24705806374549866,0.34736719727516174,0.12673714756965637,0.334675133228302,0.22068053483963013
last,0.23175878822803497,0.265036404132843,0.17524966597557068,0.06522917747497559,0.30895525217056274,0.13332901895046234,0.1781841367483139,0.22371746599674225
was,0.22111038863658905,0.27166637778282166,0.20381812751293182,0.169170543551445,0.41399896144866943,0.2589319050312042,0.19632458686828613,0.18412111699581146
owned,0.12432919442653656,0.17071114480495453,0.14438405632972717,0.3114136755466461,0.20064307749271393,0.21219730377197266,0.3358837366104126,0.1288648396730423
by,0.2455483376979828,0.33852577209472656,0.1833777278661728,0.24484656751155853,0.18574509024620056,0.2319910079240799,0.2755888104438782,0.17966607213020325
electronics,0.21648293733596802,0.13996800780296326,0.3323511481285095,0.34068432450294495,0.15333615243434906,0.24398867785930634,0.13915087282657623,0.10713831335306168
manufacturer,0.13465645909309387,0.13599766790866852,0.1540723294019699,0.19999811053276062,0.12589189410209656,0.22908753156661987,0.16208164393901825,0.11731472611427307
radio,0.16863368451595306,0.18818210065364838,0.9999999403953552,0.35456371307373047,0.16486462950706482,0.2857014536857605,0.19725105166435242,0.08763375133275986
corporation,0.1715448498725891,0.16775527596473694,0.31256407499313354,0.4108573794364929,0.10538096725940704,0.29776278138160706,0.2491961419582367,0.13731837272644043
of,0.33290785551071167,0.37726253271102905,0.16079017519950867,0.17763681709766388,0.2513895630836487,0.09828570485115051,0.3269667625427246,0.1826142966747284
america,0.2517423629760742,0.19065038859844208,0.18978674709796906,0.2081581950187683,0.2212076634168625,0.22822150588035583,0.16754664480686188,0.19333907961845398
(,0.2411840260028839,0.2169162482023239,0.22948305308818817,0.18320514261722565,0.18979617953300476,0.2296147346496582,0.14754116535186768,0.40561532974243164
rca,0.14200295507907867,0.14644642174243927,0.2857014536857605,0.19985754787921906,0.15430530905723572,0.9999998807907104,0.20662038028240204,0.07305777072906494
),0.26259949803352356,0.24161455035209656,0.21417279541492462,0.19912277162075043,0.18584993481636047,0.2313128113746643,0.15735843777656555,0.42300865054130554
",",0.3087472915649414,0.35859420895576477,0.25251123309135437,0.20105446875095367,0.3015086054801941,0.19369250535964966,0.2796398997306824,0.31091248989105225
which,0.5261979103088379,0.4674137234687805,0.20020823180675507,0.269361287355423,0.2750149369239807,0.16838154196739197,0.3863328993320465,0.25814583897590637
owned,0.12432919442653656,0.17071114480495453,0.14438405632972717,0.3114136755466461,0.20064307749271393,0.21219730377197266,0.3358837366104126,0.1288648396730423
two,0.23363454639911652,1.0000001192092896,0.18818210065364838,0.1758463829755783,0.2755576968193054,0.14644642174243927,0.27524054050445557,0.19645625352859497
radio,0.16863368451595306,0.18818210065364838,0.9999999403953552,0.35456371307373047,0.16486462950706482,0.2857014536857605,0.19725105166435242,0.08763375133275986
networks,0.18279550969600677,0.1758463829755783,0.35456371307373047,1.0,0.06869131326675415,0.19985754787921906,0.18492119014263153,0.17815114557743073
that,0.6297725439071655,0.3858162462711334,0.13973630964756012,0.27920618653297424,0.47518548369407654,0.118202343583107,0.37425005435943604,0.32716336846351624
each,0.3353266417980194,0.524709939956665,0.1697065830230713,0.2505422830581665,0.20516681671142578,0.14250703155994415,0.39384523034095764,0.21173812448978424
ran,0.12850850820541382,0.2438788115978241,0.1949836164712906,0.1922137290239334,0.31891340017318726,0.1148214191198349,0.2644571363925934,0.11304427683353424
different,0.39262300729751587,0.48983854055404663,0.18486084043979645,0.2848046123981476,0.2713320553302765,0.11541592329740524,0.3931639492511749,0.24476227164268494
varieties,0.12239013612270355,0.21520940959453583,0.14278914034366608,0.2107253074645996,0.11220923811197281,0.13273148238658905,0.11921295523643494,0.20348937809467316
of,0.33290785551071167,0.37726253271102905,0.16079017519950867,0.17763681709766388,0.2513895630836487,0.09828570485115051,0.3269667625427246,0.1826142966747284
programming,0.22725710272789001,0.16837987303733826,0.28530606627464294,0.3551848232746124,0.13710743188858032,0.1923188716173172,0.21023258566856384,0.22249025106430054
",",0.3087472915649414,0.35859420895576477,0.25251123309135437,0.20105446875095367,0.3015086054801941,0.19369250535964966,0.2796398997306824,0.31091248989105225
nbc,0.1638578325510025,0.1470489203929901,0.40396854281425476,0.4329241216182709,0.1728760302066803,0.28461092710494995,0.23470062017440796,0.1680917739868164
blue,0.17981211841106415,0.2554149925708771,0.061239466071128845,0.09410757571458817,0.10842680186033249,0.20522606372833252,0.12866196036338806,0.15668673813343048
and,0.31309178471565247,0.4671151638031006,0.2658638060092926,0.27532249689102173,0.34479495882987976,0.15499135851860046,0.3142828047275543,0.20544172823429108
nbc,0.1638578325510025,0.1470489203929901,0.40396854281425476,0.4329241216182709,0.1728760302066803,0.28461092710494995,0.23470062017440796,0.1680917739868164
red,0.16784515976905823,0.19022977352142334,0.1019945815205574,0.049169789999723434,0.11931999027729034,0.1743030548095703,0.08870967477560043,0.1495664119720459
.,0.3567904531955719,0.3524959683418274,0.20650681853294373,0.24027101695537567,0.35288307070732117,0.11357055604457855,0.3061371147632599,0.4130953550338745
