,when,was,the,santer,commission,censured,by,parliament,?
commissioners,0.21712571382522583,0.3281562924385071,0.30569928884506226,0.27602002024650574,0.8064931035041809,0.35904717445373535,0.2800271511077881,0.3118993937969208,0.12729458510875702
have,0.40555819869041443,0.2863433063030243,0.40389683842658997,0.1300521343946457,0.1714901328086853,0.2944818139076233,0.3359639644622803,0.16643136739730835,0.32991164922714233
sometimes,0.412046879529953,0.20651423931121826,0.35816407203674316,0.20945976674556732,0.11709266901016235,0.22513334453105927,0.22042182087898254,0.15925386548042297,0.1751544177532196
been,0.3339833617210388,0.518218457698822,0.3563927710056305,0.12599493563175201,0.20047038793563843,0.30400320887565613,0.39107078313827515,0.18738535046577454,0.24354910850524902
found,0.24078510701656342,0.18447895348072052,0.3452354073524475,0.1284152865409851,0.12157006561756134,0.2158852219581604,0.17248263955116272,0.1033819243311882,0.16790300607681274
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.14286357164382935,0.24674905836582184,0.25618577003479004,0.33534231781959534,0.20290622115135193,0.29463258385658264
have,0.40555819869041443,0.2863433063030243,0.40389683842658997,0.1300521343946457,0.1714901328086853,0.2944818139076233,0.3359639644622803,0.16643136739730835,0.32991164922714233
abused,0.30852973461151123,0.2371172308921814,0.12672726809978485,0.15954835712909698,0.16844969987869263,0.32339078187942505,0.23594705760478973,0.1780896633863449,0.23559819161891937
their,0.3682888448238373,0.2396296262741089,0.516537070274353,0.16188785433769226,0.14912183582782745,0.25854983925819397,0.3242124021053314,0.15391884744167328,0.1898253709077835
offices,0.16787727177143097,0.25200366973876953,0.2803647518157959,0.14965283870697021,0.32235339283943176,0.2756030261516571,0.13976365327835083,0.3661412000656128,0.10076487064361572
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29711830615997314,0.19528092443943024,0.21997804939746857,0.3680937886238098,0.25442883372306824,0.31091248989105225
particularly,0.34923478960990906,0.2561531662940979,0.32132959365844727,0.1313801407814026,0.14929282665252686,0.1979677528142929,0.2482723891735077,0.14633657038211823,0.2644225060939789
since,0.42774689197540283,0.4384658932685852,0.4054957628250122,0.09460033476352692,0.23226682841777802,0.2298879772424698,0.32704517245292664,0.2727477550506592,0.2876587212085724
the,0.5091903209686279,0.48711544275283813,1.0,0.26932787895202637,0.24418850243091583,0.3122955560684204,0.4408751428127289,0.26521381735801697,0.22068053483963013
santer,0.16251467168331146,0.26896828413009644,0.26932787895202637,1.0,0.19472827017307281,0.14873303472995758,0.2405371516942978,0.22082693874835968,0.17877967655658722
commission,0.19186250865459442,0.28741392493247986,0.24418850243091583,0.19472827017307281,0.9999998807907104,0.3462168574333191,0.25094297528266907,0.34298184514045715,0.16231559216976166
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.26896828413009644,0.28741392493247986,0.28159257769584656,0.4752357602119446,0.24742799997329712,0.18412111699581146
censured,0.25894343852996826,0.28159257769584656,0.3122955560684204,0.14873303472995758,0.3462168574333191,1.0,0.2605419158935547,0.23459526896476746,0.16126875579357147
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.2405371516942978,0.25094297528266907,0.2605419158935547,1.0000001192092896,0.1523929238319397,0.17966607213020325
parliament,0.18992289900779724,0.24742799997329712,0.26521381735801697,0.22082693874835968,0.34298184514045715,0.23459526896476746,0.1523929238319397,1.0,0.1586504578590393
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.17791689932346344,0.21326816082000732,0.26041480898857117,0.370934396982193,0.2323146015405655,0.20430970191955566
1999,0.012987824156880379,0.08547663688659668,0.06755080074071884,0.030852310359477997,0.15438084304332733,0.09149141609668732,0.0028676956426352262,0.14630579948425293,0.05416720360517502
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29711830615997314,0.19528092443943024,0.21997804939746857,0.3680937886238098,0.25442883372306824,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2497359812259674,0.21015366911888123,0.2136027067899704,0.4289871156215668,0.26227831840515137,0.20544172823429108
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.18243232369422913,0.2274378389120102,0.2590065598487854,0.40926623344421387,0.22944188117980957,0.25732165575027466
eventually,0.5233907699584961,0.35699570178985596,0.42022404074668884,0.13322694599628448,0.20981036126613617,0.2561468780040741,0.3448309600353241,0.20687778294086456,0.13642115890979767
resigned,0.2483987659215927,0.3625618517398834,0.2411459982395172,0.17701351642608643,0.3188289701938629,0.30081769824028015,0.17534533143043518,0.4202023446559906,0.1498192995786667
due,0.27254438400268555,0.29011407494544983,0.22577603161334991,0.14797361195087433,0.17757512629032135,0.23260176181793213,0.22024279832839966,0.13605225086212158,0.10954997688531876
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.14286357164382935,0.24674905836582184,0.25618577003479004,0.33534231781959534,0.20290622115135193,0.29463258385658264
corruption,0.21548965573310852,0.2639063596725464,0.23319530487060547,0.2543583810329437,0.3666071891784668,0.3487929105758667,0.23889042437076569,0.2970171868801117,0.16485145688056946
allegations,0.2379593849182129,0.2759903073310852,0.2481755167245865,0.20454734563827515,0.3822915256023407,0.2722291946411133,0.23401103913784027,0.26872140169143677,0.23546560108661652
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2325313836336136,0.20309296250343323,0.2466249167919159,0.3936232924461365,0.23747818171977997,0.4130953550338745
