,why,might,customers,order,from,internet,pharmacies,?
many,0.38531482219696045,0.40663015842437744,0.33455508947372437,0.220539852976799,0.33099696040153503,0.2696622610092163,0.33928871154785156,0.2124512493610382
customers,0.14759963750839233,0.29448914527893066,1.0,0.21928994357585907,0.15756912529468536,0.3160148561000824,0.4048752188682556,0.203953355550766
order,0.1690959632396698,0.23468583822250366,0.21928994357585907,1.0000001192092896,0.1814235895872116,0.0852711871266365,0.13998889923095703,0.13725648820400238
drugs,0.23084644973278046,0.30921638011932373,0.291263610124588,0.13500966131687164,0.20306117832660675,0.2358766347169876,0.4796299636363983,0.15436270833015442
from,0.2592364251613617,0.23411066830158234,0.15756912529468536,0.1814235895872116,1.0,0.14751672744750977,0.14224812388420105,0.19969791173934937
such,0.2994317412376404,0.39831793308258057,0.230723574757576,0.21846400201320648,0.24813218414783478,0.24235376715660095,0.25305238366127014,0.17851735651493073
pharmacies,0.16850556433200836,0.23810863494873047,0.4048752188682556,0.13998889923095703,0.14224812388420105,0.18337510526180267,1.0000001192092896,0.13542459905147552
to,0.4100138247013092,0.5153919458389282,0.3428913950920105,0.35544881224632263,0.4069952368736267,0.21228709816932678,0.22669687867164612,0.29463258385658264
avoid,0.3182125687599182,0.40904685854911804,0.24483312666416168,0.2558285593986511,0.23280875384807587,0.2070898711681366,0.179099902510643,0.26885488629341125
the,0.30742117762565613,0.32504433393478394,0.18648205697536469,0.3284194767475128,0.40150508284568787,0.2156122475862503,0.2211688905954361,0.22068053483963013
``,0.05334433168172836,0.10682063549757004,-0.0774679034948349,0.15392346680164337,0.02677825279533863,-0.011682003736495972,-0.050258588045835495,0.0685480609536171
inconvenience,0.35722047090530396,0.42353376746177673,0.41291117668151855,0.2221064269542694,0.20236340165138245,0.2752320170402527,0.33179473876953125,0.3422612249851227
'',-0.038651224225759506,0.07446564733982086,0.024005956947803497,0.053128328174352646,-0.011389154009521008,0.03406985104084015,0.17821359634399414,0.018684765323996544
of,0.28464117646217346,0.2900311052799225,0.1474810689687729,0.31287699937820435,0.4249346852302551,0.16397756338119507,0.21392159163951874,0.1826142966747284
visiting,0.20790062844753265,0.2313736081123352,0.22783246636390686,0.136216402053833,0.22663052380084991,0.16224008798599243,0.2589064836502075,0.09956762194633484
a,0.2667238116264343,0.4210625886917114,0.2641109228134155,0.24138490855693817,0.322764128446579,0.2250564843416214,0.22259847819805145,0.23916715383529663
doctor,0.13491018116474152,0.20740891993045807,0.1029023751616478,0.11504178494215012,0.15658842027187347,0.10068962723016739,0.3623879849910736,0.1462511420249939
or,0.3391086459159851,0.534751296043396,0.27727165818214417,0.29889947175979614,0.31242018938064575,0.1644744575023651,0.3231402337551117,0.32389625906944275
to,0.4100138247013092,0.5153919458389282,0.3428913950920105,0.35544881224632263,0.4069952368736267,0.21228709816932678,0.22669687867164612,0.29463258385658264
obtain,0.2198568880558014,0.2802724540233612,0.32867106795310974,0.21217186748981476,0.24089112877845764,0.11327409744262695,0.2699712812900543,0.15655191242694855
medications,0.2556478679180145,0.36701634526252747,0.31450292468070984,0.2322305142879486,0.18089927732944489,0.19781173765659332,0.5339306592941284,0.22114922106266022
which,0.4444611668586731,0.4112485647201538,0.24059362709522247,0.32510286569595337,0.38755592703819275,0.23977413773536682,0.25592634081840515,0.25814583897590637
their,0.2619993984699249,0.3404811918735504,0.36871853470802307,0.27875247597694397,0.3038119673728943,0.17784009873867035,0.2605118453502655,0.1898253709077835
doctors,0.2471829354763031,0.3032849133014679,0.2888411581516266,0.191415473818779,0.17152954638004303,0.11999551206827164,0.4273624122142792,0.19305896759033203
were,0.2287064492702484,0.24267679452896118,0.25617995858192444,0.16340558230876923,0.29991888999938965,0.15123726427555084,0.1685740053653717,0.17890112102031708
unwilling,0.36332204937934875,0.4277348220348358,0.3600412607192993,0.2946286201477051,0.144593745470047,0.21588562428951263,0.21201357245445251,0.2631198465824127
to,0.4100138247013092,0.5153919458389282,0.3428913950920105,0.35544881224632263,0.4069952368736267,0.21228709816932678,0.22669687867164612,0.29463258385658264
prescribe,0.19770285487174988,0.32682034373283386,0.37438303232192993,0.1952974647283554,0.1545141488313675,0.20224890112876892,0.5174121856689453,0.17288810014724731
.,0.32909876108169556,0.27493223547935486,0.1883411705493927,0.20712141692638397,0.41536515951156616,0.206785187125206,0.2382737696170807,0.4130953550338745
