,of,what,group,in,the,periodic,table,is,oxygen,a,member,?
it,0.38761502504348755,0.45803478360176086,0.2364906221628189,0.5130809545516968,0.6251175999641418,0.217396542429924,0.22594769299030304,0.6328473687171936,0.26699385046958923,0.5452592968940735,0.14092883467674255,0.25732165575027466
is,0.4854315221309662,0.28837618231773376,0.22153858840465546,0.5394441485404968,0.5823672413825989,0.1802668273448944,0.2049751877784729,1.0,0.21825239062309265,0.658733606338501,0.2522773742675781,0.22961433231830597
a,0.5052502155303955,0.3320399522781372,0.2594761848449707,0.539380669593811,0.5829201340675354,0.25130996108055115,0.2432243973016739,0.658733606338501,0.21662019193172455,1.0,0.24081070721149445,0.23916715383529663
member,0.2701796889305115,0.09932345896959305,0.43751513957977295,0.20856694877147675,0.2806392312049866,0.15404607355594635,0.12295103818178177,0.2522773742675781,0.12464442104101181,0.24081070721149445,0.9999998807907104,0.06826172769069672
of,1.0,0.33290785551071167,0.25542253255844116,0.5696388483047485,0.733189046382904,0.19135160744190216,0.20049740374088287,0.4854315221309662,0.16848602890968323,0.5052502155303955,0.2701796889305115,0.1826142966747284
the,0.733189046382904,0.42745697498321533,0.30795547366142273,0.6662389636039734,1.0,0.19889336824417114,0.22716619074344635,0.5823672413825989,0.20428593456745148,0.5829201340675354,0.2806392312049866,0.22068053483963013
chalcogen,0.34697645902633667,0.26880156993865967,0.2730666995048523,0.2921472489833832,0.34790006279945374,0.42677608132362366,0.248376727104187,0.32058730721473694,0.46329087018966675,0.3107413351535797,0.18025265634059906,0.2721256911754608
group,0.25542253255844116,0.2114069163799286,0.9999999403953552,0.2304753065109253,0.30795547366142273,0.27345719933509827,0.16310608386993408,0.22153858840465546,0.22228002548217773,0.2594761848449707,0.43751513957977295,0.13827809691429138
on,0.3966929316520691,0.34226128458976746,0.22796137630939484,0.46853652596473694,0.5107308030128479,0.17152045667171478,0.19101692736148834,0.3635730445384979,0.2008662223815918,0.3848365545272827,0.1643621176481247,0.2714994251728058
the,0.733189046382904,0.42745697498321533,0.30795547366142273,0.6662389636039734,1.0,0.19889336824417114,0.22716619074344635,0.5823672413825989,0.20428593456745148,0.5829201340675354,0.2806392312049866,0.22068053483963013
periodic,0.19135160744190216,0.19760970771312714,0.27345719933509827,0.181335911154747,0.19889336824417114,1.0,0.47344326972961426,0.1802668273448944,0.38026314973831177,0.25130996108055115,0.15404607355594635,0.18325947225093842
table,0.20049740374088287,0.2240780144929886,0.16310608386993408,0.23322038352489471,0.22716619074344635,0.47344326972961426,1.0000001192092896,0.2049751877784729,0.2195720374584198,0.2432243973016739,0.12295103818178177,0.1782790720462799
and,0.5116966962814331,0.31309178471565247,0.3510662019252777,0.4954058527946472,0.5171257257461548,0.16507937014102936,0.20528675615787506,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.28606608510017395,0.20544172823429108
is,0.4854315221309662,0.28837618231773376,0.22153858840465546,0.5394441485404968,0.5823672413825989,0.1802668273448944,0.2049751877784729,1.0,0.21825239062309265,0.658733606338501,0.2522773742675781,0.22961433231830597
a,0.5052502155303955,0.3320399522781372,0.2594761848449707,0.539380669593811,0.5829201340675354,0.25130996108055115,0.2432243973016739,0.658733606338501,0.21662019193172455,1.0,0.24081070721149445,0.23916715383529663
highly,0.21906863152980804,0.22724121809005737,0.10886098444461823,0.20217788219451904,0.2051282376050949,0.2197362333536148,0.1493208408355713,0.2753744423389435,0.19681644439697266,0.27636659145355225,0.10478392988443375,0.1542806625366211
reactive,0.1701417863368988,0.26621317863464355,0.20384781062602997,0.23160791397094727,0.16592693328857422,0.47282078862190247,0.24892239272594452,0.26290470361709595,0.516227126121521,0.2509640157222748,0.13159623742103577,0.20790518820285797
nonmetal,0.25948023796081543,0.19008761644363403,0.25767913460731506,0.26268336176872253,0.2641720175743103,0.5316734313964844,0.3170281648635864,0.3520946800708771,0.5001665353775024,0.3687818646430969,0.14075924456119537,0.23527126014232635
and,0.5116966962814331,0.31309178471565247,0.3510662019252777,0.4954058527946472,0.5171257257461548,0.16507937014102936,0.20528675615787506,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.28606608510017395,0.20544172823429108
oxidizing,0.16561134159564972,0.21426115930080414,0.16293106973171234,0.17956708371639252,0.1708206832408905,0.43146181106567383,0.20770764350891113,0.26006484031677246,0.6026368141174316,0.23347358405590057,0.12306743115186691,0.20724813640117645
agent,0.10356795787811279,0.1053810864686966,0.1321016550064087,0.21362589299678802,0.1308915615081787,0.10877935588359833,0.06993456929922104,0.21179664134979248,0.31960344314575195,0.251655638217926,0.1377926915884018,0.13699154555797577
that,0.41498205065727234,0.6297725439071655,0.3089635670185089,0.435920387506485,0.5473989248275757,0.27793803811073303,0.29620587825775146,0.3995479643344879,0.2717767655849457,0.47537946701049805,0.17725452780723572,0.32716336846351624
readily,0.15855850279331207,0.27001523971557617,0.1301567107439041,0.17135044932365417,0.22898723185062408,0.27115505933761597,0.1990569829940796,0.2345508486032486,0.318233847618103,0.20830221474170685,0.07071014493703842,0.20249982178211212
forms,0.33835989236831665,0.16334041953086853,0.24339713156223297,0.26377561688423157,0.2950737178325653,0.22223037481307983,0.1525147706270218,0.35419854521751404,0.21243564784526825,0.31878992915153503,0.15163962543010712,0.1196754202246666
compounds,0.232599675655365,0.19472219049930573,0.24233919382095337,0.21471646428108215,0.18294313549995422,0.47987738251686096,0.26234549283981323,0.2659003734588623,0.514471173286438,0.23579706251621246,0.1459508240222931,0.2057836651802063
(,0.35032153129577637,0.2411840260028839,0.21665191650390625,0.3087427020072937,0.33289089798927307,0.17841026186943054,0.2147386521100998,0.35393038392066956,0.189798504114151,0.3206180930137634,0.27166029810905457,0.40561532974243164
notably,0.3080497682094574,0.1358402669429779,0.16239748895168304,0.395790159702301,0.33497244119644165,0.20573166012763977,0.15027457475662231,0.18971042335033417,0.12612786889076233,0.1921544224023819,0.21031120419502258,0.10343469679355621
oxides,0.19486629962921143,0.1899927854537964,0.13997451961040497,0.13286004960536957,0.15098689496517181,0.4062717854976654,0.1730935275554657,0.2404932975769043,0.6094407439231873,0.1798705756664276,0.09327806532382965,0.18569931387901306
),0.3680361211299896,0.26259949803352356,0.23240500688552856,0.3326910734176636,0.3456730246543884,0.1705940216779709,0.21288283169269562,0.37732169032096863,0.19541971385478973,0.3640355169773102,0.26767680048942566,0.42300865054130554
with,0.41827285289764404,0.2464839518070221,0.23998425900936127,0.4080928862094879,0.4223487675189972,0.21958638727664948,0.24131441116333008,0.3250955045223236,0.200663760304451,0.3783375024795532,0.1763933300971985,0.2433311939239502
most,0.4178851246833801,0.3219912350177765,0.28064751625061035,0.41416558623313904,0.47635307908058167,0.2356797158718109,0.12742261588573456,0.41165053844451904,0.21728017926216125,0.3508910834789276,0.23000644147396088,0.2107497900724411
elements,0.23613712191581726,0.2152351289987564,0.2695121467113495,0.18130259215831757,0.22297804057598114,0.5423126816749573,0.4039480686187744,0.25405067205429077,0.32853466272354126,0.2716076672077179,0.13709555566310883,0.15222592651844025
.,0.5352458953857422,0.3567904531955719,0.27268800139427185,0.5591574311256409,0.5934505462646484,0.21810539066791534,0.2248627245426178,0.4569662809371948,0.2554275095462799,0.50484299659729,0.19907453656196594,0.4130953550338745
