,what,is,one,work,by,olivier,messiaen,?
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.2753349542617798,0.370934396982193,0.21418282389640808,0.3024659752845764,0.20430970191955566
works,0.2418437898159027,0.30236580967903137,0.2639932632446289,0.6060804724693298,0.2887086570262909,0.12888868153095245,0.31873342394828796,0.19597402215003967
such,0.23989605903625488,0.23545363545417786,0.3596789240837097,0.2557113766670227,0.2736194431781769,0.18526484072208405,0.16883578896522522,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.3954789340496063,0.32418152689933777,0.3815547823905945,0.2182234525680542,0.22593793272972107,0.27043893933296204
la,0.15497572720050812,0.19883033633232117,0.17717431485652924,0.18136173486709595,0.19642731547355652,0.24373503029346466,0.24965417385101318,0.16701938211917877
nativité,0.15565237402915955,0.1439245194196701,0.16064827144145966,0.2588891088962555,0.19913813471794128,0.3742382228374481,0.44937413930892944,0.1894640475511551
du,0.10019232332706451,0.14207105338573456,0.16597668826580048,0.1633157581090927,0.16578812897205353,0.27904796600341797,0.3186255395412445,0.155681312084198
seigneur,0.1456620842218399,0.15419569611549377,0.22559602558612823,0.16876205801963806,0.15728898346424103,0.3830178678035736,0.4176376760005951,0.24135538935661316
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.22960703074932098,0.20696312189102173,0.1500157117843628,0.14368288218975067,0.40561532974243164
1935,0.03426429256796837,-0.04368549585342407,0.001594277797266841,0.044484980404376984,-0.11015280336141586,-0.07134752720594406,-0.12679636478424072,0.11409125477075577
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.251366525888443,0.2151763141155243,0.1735188513994217,0.17015878856182098,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.37551814317703247,0.4289871156215668,0.2178197056055069,0.25726574659347534,0.20544172823429108
quatre,0.10611441731452942,0.2352459579706192,0.1504407376050949,0.11114955693483353,0.10610628128051758,0.369067519903183,0.3724532127380371,0.1159716546535492
études,0.12150470167398453,0.15714697539806366,0.20502233505249023,0.295341432094574,0.16686217486858368,0.3400298058986664,0.44524818658828735,0.10730048269033432
de,0.10476839542388916,0.20309367775917053,0.18057678639888763,0.15739025175571442,0.1910746693611145,0.28531286120414734,0.2568337917327881,0.11064168810844421
rythme,0.31658515334129333,0.2604430913925171,0.25583720207214355,0.2613958716392517,0.28667086362838745,0.34460902214050293,0.41881534457206726,0.30556637048721313
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.22960703074932098,0.20696312189102173,0.1500157117843628,0.14368288218975067,0.40561532974243164
1949–50,0.028272166848182678,0.09668959677219391,0.04562090337276459,-0.06508971005678177,0.02221297100186348,-0.05552114173769951,-0.07661555707454681,0.004923165775835514
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.251366525888443,0.2151763141155243,0.1735188513994217,0.17015878856182098,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.3283594250679016,0.3680937886238098,0.2269962579011917,0.2551190257072449,0.31091248989105225
he,0.3114890456199646,0.36230841279029846,0.3856739401817322,0.3134653568267822,0.2485479861497879,0.31410354375839233,0.37944304943084717,0.2089974731206894
simultaneously,0.2967745363712311,0.195766419172287,0.26978057622909546,0.1202145516872406,0.245899498462677,0.14850643277168274,0.2041172832250595,0.13993576169013977
employs,0.12176327407360077,0.2286774218082428,0.2549605369567871,0.36706921458244324,0.23550663888454437,0.06225822493433952,0.16311171650886536,0.15923810005187988
motifs,0.22384928166866302,0.1625635027885437,0.21154698729515076,0.14496712386608124,0.18797491490840912,0.1894436478614807,0.3626454770565033,0.17096665501594543
with,0.2464839518070221,0.3250955045223236,0.3855307400226593,0.2649822533130646,0.39731505513191223,0.16642405092716217,0.2762891352176666,0.2433311939239502
lengths,0.24478979408740997,0.18889261782169342,0.2702532708644867,0.23037593066692352,0.14700564742088318,0.08247227966785431,0.2043038308620453,0.17818838357925415
given,0.21883496642112732,0.249215230345726,0.3207673132419586,0.2511281669139862,0.25286126136779785,0.1752113401889801,0.21948735415935516,0.2570464313030243
by,0.2455483376979828,0.3899846076965332,0.29445651173591614,0.25005507469177246,1.0000001192092896,0.20134487748146057,0.2627432644367218,0.17966607213020325
different,0.39262300729751587,0.24624870717525482,0.3770311772823334,0.2958734333515167,0.2739490568637848,0.13361848890781403,0.2557242214679718,0.24476227164268494
prime,0.15586113929748535,0.16680827736854553,0.16067731380462646,0.1357828825712204,0.1702890843153,0.23847295343875885,0.14981578290462494,0.11276303976774216
numbers,0.24586999416351318,0.19465886056423187,0.2818865478038788,0.2318825125694275,0.21251529455184937,0.14969980716705322,0.2307663857936859,0.19297972321510315
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.3482864499092102,0.33534231781959534,0.22243811190128326,0.23385608196258545,0.29463258385658264
create,0.2962724268436432,0.2645336091518402,0.3087306022644043,0.33973246812820435,0.23152023553848267,0.10672638565301895,0.15629293024539948,0.300167441368103
unpredictable,0.25268012285232544,0.1584404557943344,0.21961402893066406,0.17286714911460876,0.19615155458450317,0.16838274896144867,0.19594714045524597,0.17153888940811157
rhythms,0.2231750786304474,0.17337186634540558,0.2278897911310196,0.2358618527650833,0.21361632645130157,0.19748076796531677,0.3102279007434845,0.12498904764652252
:,-0.12022944539785385,-0.07222653180360794,0.05350891128182411,-0.08757983893156052,-0.11676844954490662,0.15047523379325867,0.041671011596918106,-0.07156077772378922
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.2704800069332123,0.4408751428127289,0.21927626430988312,0.25803306698799133,0.22068053483963013
primes,0.2505246102809906,0.2382466346025467,0.2931256592273712,0.1986004114151001,0.16924074292182922,0.2789665758609772,0.2685980200767517,0.18851876258850098
41,-0.08256904035806656,0.17075985670089722,0.1218380481004715,-0.09530635178089142,0.03929200768470764,-0.1142069548368454,-0.14312365651130676,-0.08073537796735764
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.3283594250679016,0.3680937886238098,0.2269962579011917,0.2551190257072449,0.31091248989105225
43,0.038966357707977295,-0.026897309347987175,0.00596087658777833,0.021822860464453697,-0.055367808789014816,-0.05366094782948494,-0.0636381283402443,0.06043510511517525
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.3283594250679016,0.3680937886238098,0.2269962579011917,0.2551190257072449,0.31091248989105225
47,-0.09126321971416473,-0.007787859998643398,-0.039461612701416016,-0.1146547943353653,-0.05122482031583786,-0.09451193362474442,-0.021909015253186226,-0.07188211381435394
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.37551814317703247,0.4289871156215668,0.2178197056055069,0.25726574659347534,0.20544172823429108
53,0.17928816378116608,0.2136807143688202,0.1946762204170227,0.13513538241386414,0.2000136822462082,0.227585569024086,0.2237560898065567,0.24864983558654785
appear,0.2962318956851959,0.2552686333656311,0.2601659297943115,0.2754552364349365,0.21565574407577515,0.1326349377632141,0.16211843490600586,0.22635367512702942
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.2753349542617798,0.370934396982193,0.21418282389640808,0.3024659752845764,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.2704800069332123,0.4408751428127289,0.21927626430988312,0.25803306698799133,0.22068053483963013
third,0.2033906877040863,0.31551501154899597,0.3961576819419861,0.14105255901813507,0.28581833839416504,0.15651804208755493,0.1727914810180664,0.15394791960716248
étude,0.16320575773715973,0.1502896249294281,0.21230508387088776,0.2693100869655609,0.1587686687707901,0.35450875759124756,0.46463242173194885,0.17765961587429047
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.3283594250679016,0.3680937886238098,0.2269962579011917,0.2551190257072449,0.31091248989105225
``,0.008517155423760414,0.058766357600688934,0.1164957657456398,0.005462854169309139,-0.030704375356435776,0.08033910393714905,0.21411317586898804,0.0685480609536171
neumes,0.24408064782619476,0.2459295392036438,0.3018573820590973,0.3059571385383606,0.20581485331058502,0.22611300647258759,0.38252294063568115,0.14984261989593506
rythmiques,0.2425231784582138,0.17973339557647705,0.19194896519184113,0.24498841166496277,0.23777221143245697,0.3873313069343567,0.47694265842437744,0.1992902159690857
'',0.08143015950918198,0.0793738141655922,0.036477331072092056,-0.0059536839835345745,-0.010275691747665405,0.0032187162432819605,0.02896379865705967,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.33121398091316223,0.3936232924461365,0.18982847034931183,0.2736639678478241,0.4130953550338745
