,what,type,of,radar,was,used,to,classify,trees,into,four,categories,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.21210786700248718,0.48711544275283813,0.3718377649784088,0.535392165184021,0.2376265525817871,0.27618899941444397,0.39493247866630554,0.40344667434692383,0.2485581487417221,0.22068053483963013
researcher,0.24834202229976654,0.14410823583602905,0.19495204091072083,0.278664767742157,0.29926952719688416,0.12621401250362396,0.2350033074617386,0.28264129161834717,0.08456740528345108,0.09198467433452606,0.06636298447847366,0.12830586731433868,0.15560339391231537
used,0.27546408772468567,0.30943769216537476,0.3075267970561981,0.2547498345375061,0.23679393529891968,0.9999998807907104,0.40058770775794983,0.3487008213996887,0.28219667077064514,0.21789848804473877,0.190225750207901,0.22922676801681519,0.22430120408535004
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.22776105999946594,0.4508470594882965,0.3864384889602661,0.45503583550453186,0.25596383213996887,0.24392682313919067,0.3461161255836487,0.28236961364746094,0.24910736083984375,0.23916715383529663
combination,0.2204057276248932,0.3974694013595581,0.2990131080150604,0.1800471991300583,0.22673027217388153,0.40785542130470276,0.2600461542606354,0.28444206714630127,0.19021089375019073,0.2719241678714752,0.2459421306848526,0.27799805998802185,0.1620941311120987
of,0.33290785551071167,0.18112817406654358,1.0,0.13733313977718353,0.4069072902202606,0.3075267970561981,0.41548454761505127,0.20344245433807373,0.241034597158432,0.32255905866622925,0.36293646693229675,0.18317048251628876,0.1826142966747284
synthetic,0.13965478539466858,0.19688667356967926,0.15375377237796783,0.13342325389385223,0.18941040337085724,0.3635524809360504,0.20844459533691406,0.2580329179763794,0.2367555946111679,0.19928792119026184,0.04927967116236687,0.19561173021793365,0.13102079927921295
aperture,0.23350150883197784,0.1516987383365631,0.22398272156715393,0.3552939295768738,0.11419885605573654,0.20960335433483124,0.22024571895599365,0.15384963154792786,0.28885334730148315,0.20092125236988068,0.16928783059120178,0.14870722591876984,0.15835359692573547
radar,0.24405017495155334,0.19907578825950623,0.13733313977718353,1.0,0.18546868860721588,0.2547498345375061,0.2229629009962082,0.07017137855291367,0.17829489707946777,0.16327564418315887,0.09454888850450516,0.09454181045293808,0.09615589678287506
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.10468658804893494,0.2980341613292694,0.19005385041236877,0.30882009863853455,0.14138564467430115,0.12752850353717804,0.1606949418783188,0.18616169691085815,0.23118868470191956,0.40561532974243164
sar,0.074191614985466,0.11113744229078293,0.17426922917366028,0.2517128884792328,0.12785087525844574,0.19652672111988068,0.15913841128349304,0.10987940430641174,0.12861669063568115,0.1852041631937027,0.18360252678394318,0.10792262107133865,0.08961006253957748
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.0958683118224144,0.3267642855644226,0.1905621439218521,0.31236231327056885,0.15094858407974243,0.13661588728427887,0.1600802093744278,0.21153751015663147,0.22527344524860382,0.42300865054130554
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2030535191297531,0.3740963041782379,0.3150506615638733,0.48971283435821533,0.21344339847564697,0.2909749448299408,0.36597734689712524,0.34700489044189453,0.2893967628479004,0.20544172823429108
thematic,0.24604611098766327,0.1712827980518341,0.21773353219032288,0.24247421324253082,0.15767908096313477,0.2744283080101013,0.21984484791755676,0.2517640292644501,0.23652558028697968,0.14077714085578918,0.21963977813720703,0.1447068303823471,0.1021655946969986
mapper,0.22283902764320374,0.1942782700061798,0.2406388372182846,0.3242908716201782,0.1591203808784485,0.2537320554256439,0.24189503490924835,0.22679570317268372,0.16915366053581238,0.1120762750506401,0.09712918102741241,0.17929375171661377,0.13574139773845673
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.10468658804893494,0.2980341613292694,0.19005385041236877,0.30882009863853455,0.14138564467430115,0.12752850353717804,0.1606949418783188,0.18616169691085815,0.23118868470191956,0.40561532974243164
tm,0.2352255880832672,0.11966913193464279,0.12052548676729202,0.32909876108169556,0.12654288113117218,0.24277643859386444,0.16705770790576935,0.13622646033763885,0.13477322459220886,0.044032275676727295,0.14226746559143066,0.01668602228164673,0.25788354873657227
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.0958683118224144,0.3267642855644226,0.1905621439218521,0.31236231327056885,0.15094858407974243,0.13661588728427887,0.1600802093744278,0.21153751015663147,0.22527344524860382,0.42300865054130554
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2229629009962082,0.3636345863342285,0.40058770775794983,1.0,0.3082689046859741,0.2606815993785858,0.38810545206069946,0.2803118824958801,0.23065701127052307,0.29463258385658264
accurately,0.3832217752933502,0.2155747264623642,0.15633516013622284,0.38914576172828674,0.21814939379692078,0.3823395371437073,0.3627360463142395,0.2959270477294922,0.26857373118400574,0.1293264776468277,0.16404545307159424,0.2077895700931549,0.22476822137832642
place,0.2689766585826874,0.16794997453689575,0.2685627043247223,0.09417081624269485,0.26867109537124634,0.2583197057247162,0.3346366882324219,0.22632528841495514,0.24867503345012665,0.27362510561943054,0.19176016747951508,0.25301286578178406,0.2455766350030899
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.21210786700248718,0.48711544275283813,0.3718377649784088,0.535392165184021,0.2376265525817871,0.27618899941444397,0.39493247866630554,0.40344667434692383,0.2485581487417221,0.22068053483963013
different,0.39262300729751587,0.32853832840919495,0.3747533857822418,0.17679420113563538,0.16638538241386414,0.4402783513069153,0.3617510497570038,0.34302571415901184,0.2598054111003876,0.31681573390960693,0.3345320224761963,0.34541308879852295,0.24476227164268494
portions,0.2714673578739166,0.1537884622812271,0.29924145340919495,0.12074445188045502,0.17827686667442322,0.23347334563732147,0.2855440080165863,0.1741085797548294,0.2305285632610321,0.2714831531047821,0.2010885775089264,0.23706747591495514,0.13524997234344482
of,0.33290785551071167,0.18112817406654358,1.0,0.13733313977718353,0.4069072902202606,0.3075267970561981,0.41548454761505127,0.20344245433807373,0.241034597158432,0.32255905866622925,0.36293646693229675,0.18317048251628876,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.21210786700248718,0.48711544275283813,0.3718377649784088,0.535392165184021,0.2376265525817871,0.27618899941444397,0.39493247866630554,0.40344667434692383,0.2485581487417221,0.22068053483963013
amazon,0.16355936229228973,0.11425158381462097,0.20143137872219086,0.09954124689102173,0.14616160094738007,0.11720351874828339,0.17033490538597107,0.15295730531215668,0.2303711175918579,0.13842037320137024,0.08940891921520233,0.13066352903842926,0.18144656717777252
into,0.2180619090795517,0.14269600808620453,0.32255905866622925,0.16327564418315887,0.2322220653295517,0.21789848804473877,0.38810545206069946,0.2656901478767395,0.20676901936531067,1.0,0.24970535933971405,0.25880515575408936,0.15662476420402527
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.16741622984409332,0.3752199709415436,0.3009188175201416,0.4025384783744812,0.2444380819797516,0.2609143555164337,0.31758198142051697,0.523897111415863,0.32087254524230957,0.2673267424106598
of,0.33290785551071167,0.18112817406654358,1.0,0.13733313977718353,0.4069072902202606,0.3075267970561981,0.41548454761505127,0.20344245433807373,0.241034597158432,0.32255905866622925,0.36293646693229675,0.18317048251628876,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.21210786700248718,0.48711544275283813,0.3718377649784088,0.535392165184021,0.2376265525817871,0.27618899941444397,0.39493247866630554,0.40344667434692383,0.2485581487417221,0.22068053483963013
four,0.18057085573673248,0.09843834489583969,0.36293646693229675,0.09454888850450516,0.2866098880767822,0.190225750207901,0.2803118824958801,0.17485778033733368,0.20110832154750824,0.24970535933971405,1.0,0.21942099928855896,0.14532537758350372
classifications,0.21462439000606537,0.3432127833366394,0.21456779539585114,0.1062072142958641,0.14287462830543518,0.3105347156524658,0.2127382606267929,0.7900962829589844,0.25678932666778564,0.17910990118980408,0.1899958997964859,0.38666868209838867,0.19250738620758057
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.20433026552200317,0.40146201848983765,0.33111312985420227,0.4645031690597534,0.20991194248199463,0.23487022519111633,0.26250120997428894,0.3278861939907074,0.2311275452375412,0.4130953550338745
