,what,causes,triplet,oxygen,to,react,slowly,?
because,0.46729007363319397,0.34277501702308655,0.16424652934074402,0.28859952092170715,0.5166091918945312,0.348145455121994,0.38118356466293335,0.2528740465641022
of,0.33290785551071167,0.2544642984867096,0.23497334122657776,0.16848602890968323,0.41548454761505127,0.13058997690677643,0.1848812997341156,0.1826142966747284
its,0.30393704771995544,0.21775475144386292,0.11517830193042755,0.23293741047382355,0.3691340684890747,0.18372859060764313,0.3217177093029022,0.15103481709957123
unpaired,0.28306058049201965,0.2695881128311157,0.3061475157737732,0.28926169872283936,0.31760090589523315,0.24417510628700256,0.24139773845672607,0.1656719297170639
electrons,0.23107858002185822,0.23819349706172943,0.28018414974212646,0.5168894529342651,0.2753003239631653,0.4376647174358368,0.28277310729026794,0.15516111254692078
",",0.3087472915649414,0.3057606518268585,0.31415438652038574,0.21812842786312103,0.44245919585227966,0.18221674859523773,0.23209774494171143,0.31091248989105225
triplet,0.16375544667243958,0.19246158003807068,1.0,0.24859555065631866,0.19602136313915253,0.20660653710365295,0.10583478212356567,0.11859617382287979
oxygen,0.16781960427761078,0.26106759905815125,0.24859555065631866,0.9999999403953552,0.24193501472473145,0.46377480030059814,0.285806804895401,0.16786395013332367
reacts,0.2541734278202057,0.2762235701084137,0.2724340558052063,0.5493614673614502,0.24543409049510956,0.8448567390441895,0.3360511064529419,0.19449996948242188
only,0.41415658593177795,0.17030714452266693,0.26351192593574524,0.30512404441833496,0.5096819996833801,0.2527261972427368,0.2627018988132477,0.2767370045185089
slowly,0.24897323548793793,0.2794884741306305,0.10583478212356567,0.285806804895401,0.3484264612197876,0.29055970907211304,0.9999998807907104,0.10119781643152237
with,0.2464839518070221,0.1879570037126541,0.2838091552257538,0.200663760304451,0.4239959120750427,0.25784987211227417,0.2544712424278259,0.2433311939239502
most,0.3219912350177765,0.25081974267959595,0.13974544405937195,0.21728017926216125,0.321603000164032,0.24058499932289124,0.23607385158538818,0.2107497900724411
organic,0.2020787000656128,0.17304496467113495,0.1914072483778,0.44130775332450867,0.21340098977088928,0.4154529571533203,0.24803006649017334,0.18969349563121796
molecules,0.2143162339925766,0.2820832431316376,0.3641718327999115,0.5126039981842041,0.2749134600162506,0.46723344922065735,0.26529285311698914,0.17409995198249817
",",0.3087472915649414,0.3057606518268585,0.31415438652038574,0.21812842786312103,0.44245919585227966,0.18221674859523773,0.23209774494171143,0.31091248989105225
which,0.5261979103088379,0.2707224190235138,0.3097746968269348,0.3166238069534302,0.5345056653022766,0.28149762749671936,0.3767209053039551,0.25814583897590637
have,0.39808809757232666,0.23320406675338745,0.2100621461868286,0.27824607491493225,0.4544740617275238,0.33610987663269043,0.28716689348220825,0.32991164922714233
paired,0.18505491316318512,0.17166975140571594,0.32629603147506714,0.2404959499835968,0.20848754048347473,0.21865352988243103,0.14170551300048828,0.08378737419843674
electron,0.22967670857906342,0.19088733196258545,0.2812880873680115,0.49423015117645264,0.24389632046222687,0.41256871819496155,0.26073259115219116,0.18293288350105286
spins,0.2210051715373993,0.23064056038856506,0.21821804344654083,0.290741503238678,0.2511061728000641,0.2522137761116028,0.35596317052841187,0.12287293374538422
;,0.10986888408660889,-0.03568471968173981,-0.030351176857948303,0.010789583437144756,0.0979827418923378,0.03823620826005936,0.023212729021906853,0.10349778085947037
this,0.5489566326141357,0.26710045337677,0.21548597514629364,0.31131085753440857,0.5759071707725525,0.3022118806838989,0.33498021960258484,0.3155723512172699
