,who,has,the,power,to,initiate,legislation,within,the,european,union,?
the,0.3733934462070465,0.4177538752555847,1.0,0.2647338807582855,0.535392165184021,0.29260772466659546,0.2839483618736267,0.39827480912208557,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
treaties,0.21765528619289398,0.19029702246189117,0.28970760107040405,0.24687997996807098,0.30276235938072205,0.28673097491264343,0.4791274070739746,0.20920315384864807,0.28970760107040405,0.30161675810813904,0.34353530406951904,0.1693580597639084
establish,0.22847558557987213,0.15783503651618958,0.31343501806259155,0.26819926500320435,0.32019129395484924,0.3794039785861969,0.3559960722923279,0.27233973145484924,0.31343501806259155,0.18328537046909332,0.16178838908672333,0.21678102016448975
the,0.3733934462070465,0.4177538752555847,1.0,0.2647338807582855,0.535392165184021,0.29260772466659546,0.2839483618736267,0.39827480912208557,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
eu,0.14166101813316345,0.13703566789627075,0.14126400649547577,0.1157020628452301,0.1539587825536728,0.16158658266067505,0.24656285345554352,0.18834546208381653,0.14126400649547577,0.46552222967147827,0.3292396068572998,0.21586786210536957
's,0.05599616840481758,-0.040683966130018234,-0.01540423184633255,0.05344679579138756,0.03782717138528824,-0.038703467696905136,-0.07723396271467209,-0.01527355331927538,-0.01540423184633255,0.08902547508478165,0.10892792046070099,-0.023395681753754616
institutions,0.25203588604927063,0.2147665023803711,0.2776423394680023,0.2086694985628128,0.21708254516124725,0.29369059205055237,0.4637672007083893,0.28796684741973877,0.2776423394680023,0.26148170232772827,0.2973901629447937,0.19119486212730408
",",0.3365725874900818,0.3734780251979828,0.4933079481124878,0.2231994867324829,0.44245919585227966,0.1842050999403,0.221862331032753,0.2513136863708496,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
list,0.22655591368675232,0.21441517770290375,0.2863321602344513,0.13507667183876038,0.17417719960212708,0.08470630645751953,0.13580451905727386,0.1744825690984726,0.2863321602344513,0.09358136355876923,0.12378273159265518,0.23630984127521515
their,0.3767721951007843,0.2814009487628937,0.516537070274353,0.21364916861057281,0.44619059562683105,0.24898500740528107,0.1883881688117981,0.2749227285385132,0.516537070274353,0.2223954051733017,0.1686946004629135,0.1898253709077835
powers,0.2929472327232361,0.1980433315038681,0.25233519077301025,0.6356112957000732,0.26181724667549133,0.20208068192005157,0.35479438304901123,0.22297978401184082,0.25233519077301025,0.23075592517852783,0.15366482734680176,0.17269276082515717
and,0.41279885172843933,0.43716782331466675,0.5171257257461548,0.27496716380119324,0.48971283435821533,0.2265593558549881,0.2457927167415619,0.35049548745155334,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
responsibilities,0.3306533098220825,0.20945468544960022,0.2885926067829132,0.3154793381690979,0.2899641990661621,0.35514384508132935,0.40716099739074707,0.3300454318523407,0.2885926067829132,0.10986647009849548,0.16531533002853394,0.2195286750793457
",",0.3365725874900818,0.3734780251979828,0.4933079481124878,0.2231994867324829,0.44245919585227966,0.1842050999403,0.221862331032753,0.2513136863708496,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
and,0.41279885172843933,0.43716782331466675,0.5171257257461548,0.27496716380119324,0.48971283435821533,0.2265593558549881,0.2457927167415619,0.35049548745155334,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
explain,0.30265331268310547,0.2244168221950531,0.24376994371414185,0.12414592504501343,0.3735564351081848,0.25510814785957336,0.22122476994991302,0.19955512881278992,0.24376994371414185,0.10391993820667267,0.05725577473640442,0.365981787443161
the,0.3733934462070465,0.4177538752555847,1.0,0.2647338807582855,0.535392165184021,0.29260772466659546,0.2839483618736267,0.39827480912208557,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
areas,0.25495338439941406,0.26786115765571594,0.3311663568019867,0.2126949280500412,0.29808273911476135,0.1898643672466278,0.2054038792848587,0.35763019323349,0.3311663568019867,0.23161514103412628,0.22408634424209595,0.1273590475320816
in,0.2792111933231354,0.4173259735107422,0.6662389636039734,0.16666220128536224,0.45010748505592346,0.1846352070569992,0.2219952940940857,0.40576374530792236,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
which,0.3688730001449585,0.4350704550743103,0.6521818041801453,0.2490626573562622,0.5345056653022766,0.2825952470302582,0.3041580617427826,0.43539655208587646,0.6521818041801453,0.2234036773443222,0.23846890032291412,0.25814583897590637
the,0.3733934462070465,0.4177538752555847,1.0,0.2647338807582855,0.535392165184021,0.29260772466659546,0.2839483618736267,0.39827480912208557,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
eu,0.14166101813316345,0.13703566789627075,0.14126400649547577,0.1157020628452301,0.1539587825536728,0.16158658266067505,0.24656285345554352,0.18834546208381653,0.14126400649547577,0.46552222967147827,0.3292396068572998,0.21586786210536957
can,0.2602734863758087,0.4103628396987915,0.312528520822525,0.2027319371700287,0.4979398250579834,0.2265079915523529,0.19313418865203857,0.27913734316825867,0.312528520822525,0.14084136486053467,0.1335739940404892,0.3226337134838104
legislate,0.21796464920043945,0.19002975523471832,0.2694984972476959,0.30827033519744873,0.29117169976234436,0.3224659264087677,0.8920751810073853,0.2270442545413971,0.2694984972476959,0.16835905611515045,0.2642154395580292,0.24869191646575928
with,0.3282766342163086,0.44092974066734314,0.4223487675189972,0.20798128843307495,0.4239959120750427,0.24786986410617828,0.1655588001012802,0.2915107011795044,0.4223487675189972,0.19647395610809326,0.19172410666942596,0.2433311939239502
directives,0.14161333441734314,0.09657154232263565,0.24181346595287323,0.16593916714191437,0.2914973795413971,0.26151177287101746,0.2712782621383667,0.19751150906085968,0.24181346595287323,0.24995045363903046,0.22130589187145233,0.14184632897377014
or,0.31144875288009644,0.316264808177948,0.4174870550632477,0.23362433910369873,0.38921234011650085,0.2685936391353607,0.23326462507247925,0.33908307552337646,0.4174870550632477,0.2412617802619934,0.21298456192016602,0.32389625906944275
regulations,0.18198275566101074,0.2203589826822281,0.31027951836586,0.2266785353422165,0.2838025987148285,0.25028443336486816,0.47514209151268005,0.31820470094680786,0.31027951836586,0.2838364243507385,0.24004307389259338,0.17806588113307953
