,what,are,los,angeles,",",orange,",",san,diego,",",san,bernardino,and,riverside,?
its,0.30393704771995544,0.30942749977111816,0.12044791877269745,0.12361475080251694,0.33157986402511597,0.2006242424249649,0.33157986402511597,0.21519668400287628,0.12310291826725006,0.33157986402511597,0.21519668400287628,0.21306660771369934,0.3841775357723236,0.22225099802017212,0.15103481709957123
counties,0.18263769149780273,0.24759000539779663,0.15060237050056458,0.17358089983463287,0.2766191363334656,0.2865590453147888,0.2766191363334656,0.17207099497318268,0.15851709246635437,0.2766191363334656,0.17207099497318268,0.25415217876434326,0.21969299018383026,0.3590361475944519,0.09521792083978653
of,0.33290785551071167,0.39081433415412903,0.17343297600746155,0.16643567383289337,0.4946078956127167,0.2509242296218872,0.4946078956127167,0.25237205624580383,0.1941702961921692,0.4946078956127167,0.25237205624580383,0.26093193888664246,0.5116966962814331,0.2871353030204773,0.1826142966747284
los,0.12322991341352463,0.1627943068742752,1.0,0.9408739805221558,0.242568701505661,0.2153046876192093,0.242568701505661,0.45418909192085266,0.5052679181098938,0.242568701505661,0.45418909192085266,0.39600813388824463,0.22504177689552307,0.41264840960502625,0.15495611727237701
angeles,0.10702074319124222,0.1732020229101181,0.9408739805221558,0.9999999403953552,0.23721925914287567,0.22884298861026764,0.23721925914287567,0.4276162087917328,0.46809855103492737,0.23721925914287567,0.4276162087917328,0.38698744773864746,0.2403915673494339,0.41846179962158203,0.16139166057109833
",",0.3087472915649414,0.4062570035457611,0.242568701505661,0.23721925914287567,1.0000001192092896,0.2978343665599823,1.0000001192092896,0.25561806559562683,0.25578492879867554,1.0000001192092896,0.25561806559562683,0.3134419322013855,0.6633074283599854,0.3184468746185303,0.31091248989105225
orange,0.18341036140918732,0.191231831908226,0.2153046876192093,0.22884298861026764,0.2978343665599823,0.9999999403953552,0.2978343665599823,0.15735919773578644,0.20188121497631073,0.2978343665599823,0.15735919773578644,0.21889697015285492,0.2314995527267456,0.34056907892227173,0.1066059097647667
",",0.3087472915649414,0.4062570035457611,0.242568701505661,0.23721925914287567,1.0000001192092896,0.2978343665599823,1.0000001192092896,0.25561806559562683,0.25578492879867554,1.0000001192092896,0.25561806559562683,0.3134419322013855,0.6633074283599854,0.3184468746185303,0.31091248989105225
san,0.19375550746917725,0.13921020925045013,0.45418909192085266,0.4276162087917328,0.25561806559562683,0.15735919773578644,0.25561806559562683,0.9999999403953552,0.6883842349052429,0.25561806559562683,0.9999999403953552,0.5765351057052612,0.23541347682476044,0.38028684258461,0.10952327400445938
diego,0.16958405077457428,0.16360539197921753,0.5052679181098938,0.46809855103492737,0.25578492879867554,0.20188121497631073,0.25578492879867554,0.6883842349052429,0.9999999403953552,0.25578492879867554,0.6883842349052429,0.49215102195739746,0.2412230372428894,0.33301085233688354,0.11438121646642685
