,what,was,free,movement,increasingly,based,on,?
free,0.22754132747650146,0.1777290552854538,1.0,0.17103612422943115,0.2130858153104782,0.17097823321819305,0.20887258648872375,0.1278279572725296
movement,0.23934946954250336,0.18520963191986084,0.17103612422943115,1.0,0.35425394773483276,0.13003095984458923,0.15348097681999207,0.1423349231481552
was,0.22111038863658905,1.0000001192092896,0.1777290552854538,0.18520963191986084,0.2546843886375427,0.2870393395423889,0.3909217119216919,0.18412111699581146
increasingly,0.19974569976329803,0.2546843886375427,0.2130858153104782,0.35425394773483276,1.0000001192092896,0.12108006328344345,0.19398429989814758,0.059327382594347
based,0.274813175201416,0.2870393395423889,0.17097823321819305,0.13003095984458923,0.12108006328344345,1.0000001192092896,0.36055147647857666,0.134929820895195
on,0.34226128458976746,0.3909217119216919,0.20887258648872375,0.15348097681999207,0.19398429989814758,0.36055147647857666,0.9999999403953552,0.2714994251728058
``,0.008517155423760414,-0.012679691426455975,-0.03257644176483154,0.12191136181354523,0.08345358073711395,-0.05678893253207207,-0.03274054825305939,0.0685480609536171
citizenship,0.1877845823764801,0.22075155377388,0.22711624205112457,0.1614273488521576,0.19635270535945892,0.14563095569610596,0.1263154149055481,0.16738474369049072
'',0.08143015950918198,0.04456103965640068,-0.018491532653570175,-0.06533791124820709,-0.03585773706436157,0.08127152919769287,0.04238596186041832,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.2434854805469513,0.1862073689699173,0.19576682150363922,0.27976205945014954,0.49057599902153015,0.31091248989105225
so,0.539469838142395,0.2666010558605194,0.2534400224685669,0.21778900921344757,0.3705713450908661,0.16725638508796692,0.31848302483558655,0.43163934350013733
that,0.6297725439071655,0.33670201897621155,0.25286802649497986,0.2563289701938629,0.32732531428337097,0.31403544545173645,0.42569106817245483,0.32716336846351624
people,0.32444337010383606,0.2518421411514282,0.2619225084781647,0.18507449328899384,0.19709011912345886,0.2353806048631668,0.2559742033481598,0.23739641904830933
had,0.23849567770957947,0.5927209258079529,0.10895809531211853,0.1488945484161377,0.31642815470695496,0.2109224647283554,0.36692994832992554,0.20728366076946259
rights,0.2386135458946228,0.19272007048130035,0.2782417833805084,0.2941119968891144,0.23263420164585114,0.17129160463809967,0.22401921451091766,0.21814769506454468
to,0.455847829580307,0.3636345863342285,0.2913753390312195,0.2780168950557709,0.33546900749206543,0.19629007577896118,0.41031414270401,0.29463258385658264
empower,0.31429991126060486,0.16937202215194702,0.2580626308917999,0.30299878120422363,0.409319669008255,0.18055878579616547,0.17594605684280396,0.21702410280704498
them,0.4994642734527588,0.23709723353385925,0.2965530455112457,0.23815016448497772,0.3552645742893219,0.16858772933483124,0.30083513259887695,0.35435691475868225
to,0.455847829580307,0.3636345863342285,0.2913753390312195,0.2780168950557709,0.33546900749206543,0.19629007577896118,0.41031414270401,0.29463258385658264
become,0.27134042978286743,0.3147440552711487,0.17673207819461823,0.2098304033279419,0.40453895926475525,0.17098663747310638,0.17756444215774536,0.19511328637599945
economically,0.23679961264133453,0.2541757822036743,0.15528270602226257,0.21659044921398163,0.4360165596008301,0.2016039788722992,0.18388603627681732,0.09716098010540009
and,0.31309178471565247,0.3740963041782379,0.29029855132102966,0.2837696671485901,0.347304105758667,0.2660958170890808,0.4077630043029785,0.20544172823429108
socially,0.2431422770023346,0.28727564215660095,0.2348731905221939,0.3311225473880768,0.3840111792087555,0.1774938702583313,0.15830880403518677,0.13515418767929077
active,0.2610722482204437,0.1920349895954132,0.213195338845253,0.27359580993652344,0.29838237166404724,0.14574122428894043,0.20644070208072662,0.20374006032943726
",",0.3087472915649414,0.45456063747406006,0.2434854805469513,0.1862073689699173,0.19576682150363922,0.27976205945014954,0.49057599902153015,0.31091248989105225
rather,0.3923804461956024,0.23478160798549652,0.23009569942951202,0.21971654891967773,0.40862348675727844,0.2979939877986908,0.2960607409477234,0.3053998053073883
than,0.29388150572776794,0.1872616857290268,0.19601531326770782,0.12761688232421875,0.35328927636146545,0.23088355362415314,0.2864885926246643,0.24917294085025787
economic,0.18082544207572937,0.1954469084739685,0.1776028275489807,0.2176896184682846,0.3016013205051422,0.22521087527275085,0.20757777988910675,0.1206481084227562
activity,0.28365153074264526,0.19770246744155884,0.1952223777770996,0.2740131616592407,0.32072049379348755,0.20777831971645355,0.2848849296569824,0.19043973088264465
being,0.3760843276977539,0.5201660394668579,0.24761490523815155,0.22247828543186188,0.3699547052383423,0.22799472510814667,0.3119087219238281,0.26743772625923157
a,0.3320399522781372,0.4508470594882965,0.23877057433128357,0.23380696773529053,0.2660232484340668,0.2977409064769745,0.3848365545272827,0.23916715383529663
precondition,0.3614129424095154,0.2292841076850891,0.2446998506784439,0.309640496969223,0.334686815738678,0.18790903687477112,0.2661258280277252,0.266461580991745
for,0.3017193675041199,0.3863949179649353,0.2585347890853882,0.1841055154800415,0.26445040106773376,0.2761107087135315,0.36199691891670227,0.264628142118454
rights,0.2386135458946228,0.19272007048130035,0.2782417833805084,0.2941119968891144,0.23263420164585114,0.17129160463809967,0.22401921451091766,0.21814769506454468
.,0.3567904531955719,0.40146201848983765,0.238864928483963,0.22796523571014404,0.19793471693992615,0.29699069261550903,0.49257001280784607,0.4130953550338745
