,when,john,fox,left,as,head,coach,for,the,broncos,",",who,replaced,him,?
following,0.3263498842716217,0.13248677551746368,0.15215574204921722,0.1977962702512741,0.39620932936668396,0.14337530732154846,0.15365993976593018,0.2965082824230194,0.39779382944107056,0.1433044970035553,0.27101513743400574,0.1758657693862915,0.19436928629875183,0.19427931308746338,0.1555173695087433
their,0.3682888448238373,0.17629720270633698,0.1407262086868286,0.22544988989830017,0.29218852519989014,0.19489040970802307,0.14400330185890198,0.3406745493412018,0.516537070274353,0.2565864324569702,0.3045167922973633,0.3767721951007843,0.16171517968177795,0.34500551223754883,0.1898253709077835
loss,0.2679787576198578,0.12970340251922607,0.13408693671226501,0.14785796403884888,0.18081268668174744,0.15944170951843262,0.1634645313024521,0.24238932132720947,0.27898719906806946,0.21052643656730652,0.23328691720962524,0.10800512880086899,0.1418280005455017,0.23583123087882996,0.1312553584575653
in,0.4431333839893341,0.22177861630916595,0.22528515756130219,0.21139952540397644,0.3887844979763031,0.21927717328071594,0.1651318073272705,0.4322226941585541,0.6662389636039734,0.20316283404827118,0.5201468467712402,0.2792111933231354,0.2068215310573578,0.2284061461687088,0.20430970191955566
the,0.5091903209686279,0.2230520099401474,0.24760441482067108,0.33113980293273926,0.48381632566452026,0.3079071640968323,0.14297698438167572,0.4739971458911896,1.0,0.25985947251319885,0.4933079481124878,0.3733934462070465,0.2645455598831177,0.39213326573371887,0.22068053483963013
divisional,0.18067798018455505,0.18666589260101318,0.17315903306007385,0.17658008635044098,0.1804475039243698,0.14744974672794342,0.16330519318580627,0.23845630884170532,0.29866886138916016,0.32206958532333374,0.26088419556617737,0.12287947535514832,0.23450200259685516,0.1445988267660141,0.08093056827783585
round,0.1964282989501953,0.09860158711671829,0.11372670531272888,0.278992623090744,0.15334191918373108,0.19881977140903473,0.14596354961395264,0.21905264258384705,0.19933617115020752,0.2565499246120453,0.2113574892282486,0.14290806651115417,0.18811090290546417,0.13527347147464752,0.17003268003463745
of,0.3757161796092987,0.2407056987285614,0.13095848262310028,0.2218635529279709,0.3886612355709076,0.2945564389228821,0.144924595952034,0.4185989499092102,0.733189046382904,0.19310332834720612,0.4946078956127167,0.2827862501144409,0.20067165791988373,0.2764812409877777,0.1826142966747284
the,0.5091903209686279,0.2230520099401474,0.24760441482067108,0.33113980293273926,0.48381632566452026,0.3079071640968323,0.14297698438167572,0.4739971458911896,1.0,0.25985947251319885,0.4933079481124878,0.3733934462070465,0.2645455598831177,0.39213326573371887,0.22068053483963013
previous,0.20875535905361176,0.13451769948005676,0.0871259793639183,0.20044545829296112,0.2900141477584839,0.13634024560451508,0.12951135635375977,0.27794817090034485,0.34706559777259827,0.18558572232723236,0.26843470335006714,0.1923418641090393,0.2832309603691101,0.2130497395992279,0.16724538803100586
season,0.1977832019329071,0.11519791930913925,0.2668509781360626,0.14415204524993896,0.22911055386066437,0.1542927622795105,0.24411138892173767,0.24490800499916077,0.2507155239582062,0.3664494454860687,0.2232367992401123,0.13809308409690857,0.1870245486497879,0.1514175981283188,0.16793298721313477
's,-0.03368149697780609,-0.1023898646235466,0.12025188654661179,0.0003564352518878877,-0.05775856226682663,-0.041913021355867386,-0.02642884850502014,-0.07241261005401611,-0.01540423184633255,-0.037254199385643005,-0.0016132977325469255,0.05599616840481758,-0.04029102623462677,0.004161491058766842,-0.023395681753754616
playoffs,0.20092467963695526,0.14980196952819824,0.21983084082603455,0.17620624601840973,0.19009637832641602,0.16539110243320465,0.30679038166999817,0.21381168067455292,0.21945282816886902,0.45545321702957153,0.20110727846622467,0.1687159389257431,0.11480198055505753,0.20963066816329956,0.17343482375144958
",",0.36674630641937256,0.23961079120635986,0.21118731796741486,0.2448868453502655,0.48816442489624023,0.2711189091205597,0.2760384678840637,0.4464869201183319,0.4933079481124878,0.2558487057685852,1.0000001192092896,0.3365725874900818,0.21472671627998352,0.31121695041656494,0.31091248989105225
the,0.5091903209686279,0.2230520099401474,0.24760441482067108,0.33113980293273926,0.48381632566452026,0.3079071640968323,0.14297698438167572,0.4739971458911896,1.0,0.25985947251319885,0.4933079481124878,0.3733934462070465,0.2645455598831177,0.39213326573371887,0.22068053483963013
denver,0.16849075257778168,0.20788034796714783,0.24840685725212097,0.12383738905191422,0.23965661227703094,0.19997245073318481,0.29413852095603943,0.22017966210842133,0.2052404284477234,0.5774994492530823,0.25173696875572205,0.20955970883369446,0.11518646776676178,0.17044426500797272,0.1520889848470688
broncos,0.20478437840938568,0.2301175743341446,0.3150620460510254,0.19754524528980255,0.23052668571472168,0.2802664041519165,0.40552663803100586,0.2739109396934509,0.25985947251319885,1.0000001192092896,0.2558487057685852,0.1763724684715271,0.17763438820838928,0.20305071771144867,0.18377114832401276
underwent,0.2888663709163666,0.15167921781539917,0.16732047498226166,0.17577040195465088,0.21390016376972198,0.17947538197040558,0.07083319872617722,0.2784963548183441,0.33590078353881836,0.22430793941020966,0.18696224689483643,0.169152170419693,0.3016672730445862,0.20091183483600616,0.12751154601573944
numerous,0.18119986355304718,0.1305115967988968,0.06325723230838776,0.10319960117340088,0.29683956503868103,0.1484152227640152,0.07306059449911118,0.2626895606517792,0.3353725075721741,0.10706484317779541,0.27380234003067017,0.24434210360050201,0.04663429409265518,0.255761057138443,0.0875130444765091
coaching,0.23974475264549255,0.13269075751304626,0.17228780686855316,0.21878176927566528,0.22874389588832855,0.32347261905670166,0.7631375193595886,0.2840249836444855,0.21933473646640778,0.45415008068084717,0.28501203656196594,0.1874576061964035,0.1727355420589447,0.2697870433330536,0.18237164616584778
changes,0.3188721537590027,0.0924118310213089,0.11608903855085373,0.1641360968351364,0.252431720495224,0.15704670548439026,0.09272276610136032,0.25747987627983093,0.3427845537662506,0.14588016271591187,0.23045918345451355,0.20586563646793365,0.19924063980579376,0.21445801854133606,0.21264225244522095
",",0.36674630641937256,0.23961079120635986,0.21118731796741486,0.2448868453502655,0.48816442489624023,0.2711189091205597,0.2760384678840637,0.4464869201183319,0.4933079481124878,0.2558487057685852,1.0000001192092896,0.3365725874900818,0.21472671627998352,0.31121695041656494,0.31091248989105225
