,in,what,year,did,lavoisier,publish,his,work,on,combustion,?
this,0.45205554366111755,0.5489566326141357,0.24877788126468658,0.3609912693500519,0.30943480134010315,0.248070627450943,0.3549620509147644,0.4280385971069336,0.4193967580795288,0.3247292935848236,0.3155723512172699
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.27694079279899597,0.23082147538661957,0.4234102666378021,0.37551814317703247,0.4077630043029785,0.21818570792675018,0.20544172823429108
other,0.39989137649536133,0.341873437166214,0.20244070887565613,0.31707024574279785,0.22469325363636017,0.2401830404996872,0.23453344404697418,0.29067906737327576,0.3410046398639679,0.21739889681339264,0.24682199954986572
experiments,0.21977302432060242,0.3106561601161957,0.16779468953609467,0.2717590034008026,0.3661235272884369,0.321797639131546,0.2605794072151184,0.4124527871608734,0.2562560439109802,0.3264664113521576,0.14564716815948486
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.19539394974708557,0.2230350375175476,0.32064297795295715,0.26663315296173096,0.9999999403953552,0.1549367755651474,0.2714994251728058
combustion,0.2270977944135666,0.2678600549697876,0.16608677804470062,0.19428817927837372,0.4004976153373718,0.12529276311397552,0.22851316630840302,0.28276142477989197,0.1549367755651474,1.0,0.2177530825138092
were,0.3815755248069763,0.22298263013362885,0.23735305666923523,0.4162326455116272,0.2814752161502838,0.17255687713623047,0.3142043352127075,0.23814889788627625,0.2774328887462616,0.2208511084318161,0.17890112102031708
documented,0.2693027853965759,0.2299768477678299,0.26269033551216125,0.22192998230457306,0.1686583012342453,0.24795497953891754,0.1487874984741211,0.200959250330925,0.1918090283870697,0.1843552589416504,0.21683016419410706
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.324543833732605,0.17019827663898468,0.3598145842552185,0.2753349542617798,0.46853652596473694,0.2270977944135666,0.20430970191955566
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.31256166100502014,0.27212437987327576,0.9999998807907104,0.36648666858673096,0.32064297795295715,0.22851316630840302,0.18075084686279297
book,0.2527170181274414,0.2872225046157837,0.22317370772361755,0.17269964516162872,0.20559819042682648,0.42203032970428467,0.2672714293003082,0.3574301302433014,0.1977628916501999,0.1907523274421692,0.20572158694267273
sur,0.18456989526748657,0.1845264434814453,0.11243359744548798,0.11061683297157288,0.33046257495880127,0.14401239156723022,0.16207915544509888,0.1132059395313263,0.15666316449642181,0.17002056539058685,0.11098023504018784
la,0.25750628113746643,0.15497572720050812,0.1466575264930725,0.0889313668012619,0.3263193964958191,0.13805975019931793,0.20837147533893585,0.18136173486709595,0.14670400321483612,0.1381596177816391,0.16701938211917877
combustion,0.2270977944135666,0.2678600549697876,0.16608677804470062,0.19428817927837372,0.4004976153373718,0.12529276311397552,0.22851316630840302,0.28276142477989197,0.1549367755651474,1.0,0.2177530825138092
en,0.15830987691879272,0.2365063726902008,0.14841845631599426,0.10997480154037476,0.23045195639133453,0.15992994606494904,0.164716899394989,0.1742337942123413,0.2335398942232132,0.17519418895244598,0.3125995695590973
général,0.2649373710155487,0.17551682889461517,0.16849587857723236,0.12902869284152985,0.5184563398361206,0.21551062166690826,0.25439420342445374,0.22387000918388367,0.14653798937797546,0.2884964942932129,0.15579518675804138
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.3282681107521057,0.25024911761283875,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.2079315334558487,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2750149369239807,0.2198529690504074,0.1858435571193695,0.32283493876457214,0.30331435799598694,0.4245251417160034,0.3601171672344208,0.25814583897590637
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.29939597845077515,0.16938649117946625,0.4405253231525421,0.24745555222034454,0.3909217119216919,0.24947713315486908,0.18412111699581146
published,0.26697060465812683,0.20457668602466583,0.18425042927265167,0.17877818644046783,0.26349756121635437,0.7399125099182129,0.2540745139122009,0.33119451999664307,0.26885396242141724,0.12933026254177094,0.16280238330364227
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.324543833732605,0.17019827663898468,0.3598145842552185,0.2753349542617798,0.46853652596473694,0.2270977944135666,0.20430970191955566
1777,0.03600284084677696,0.02643509954214096,0.07558796554803848,-0.0025642116088420153,0.2304590940475464,-0.045043330639600754,-0.046692248433828354,-0.011369884014129639,-0.02413630299270153,0.024975789710879326,0.08882875740528107
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.3063303232192993,0.19971393048763275,0.3119256794452667,0.33121398091316223,0.49257001280784607,0.2124136984348297,0.4130953550338745
