,on,what,date,did,luther,die,?
an,0.3192969560623169,0.2821882665157318,0.1483449637889862,0.22598257660865784,0.10983039438724518,0.12162064760923386,0.19793890416622162
apoplectic,0.22214393317699432,0.28020432591438293,0.15338492393493652,0.18150688707828522,0.27222004532814026,0.17062684893608093,0.24570006132125854
stroke,0.23331864178180695,0.14717313647270203,0.051103975623846054,0.15063610672950745,0.14267444610595703,0.27411943674087524,0.12954586744308472
deprived,0.2181900590658188,0.21069888770580292,0.011685975827276707,0.22990167140960693,0.16900254786014557,0.19653236865997314,0.16857370734214783
him,0.2697460651397705,0.34912991523742676,0.11353806406259537,0.4290095865726471,0.25429821014404297,0.21079492568969727,0.23943768441677094
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.2513895630836487,0.1719115972518921,0.21324244141578674,0.1826142966747284
his,0.32064297795295715,0.26976513862609863,0.13660511374473572,0.3546801507472992,0.27093374729156494,0.18615874648094177,0.18075084686279297
speech,0.17259757220745087,0.2549518346786499,0.16067320108413696,0.17944632470607758,0.2792437970638275,0.14913611114025116,0.1412617564201355
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.23255878686904907,0.23915338516235352,0.31091248989105225
and,0.4077630043029785,0.31309178471565247,0.21585220098495483,0.34479495882987976,0.20796556770801544,0.15050403773784637,0.20544172823429108
he,0.32403138279914856,0.3114890456199646,0.12627369165420532,0.3292143940925598,0.2454872578382492,0.2030687779188156,0.2089974731206894
died,0.2450883537530899,0.11138711869716644,0.16299664974212646,0.2759808599948883,0.1347646713256836,0.3548888862133026,0.15254227817058563
shortly,0.35808733105659485,0.16521772742271423,0.28498727083206177,0.24022521078586578,0.18607383966445923,0.26268690824508667,0.13327454030513763
afterwards,0.33800986409187317,0.20637443661689758,0.22197332978248596,0.33363255858421326,0.2211635261774063,0.26891836524009705,0.16511626541614532
at,0.4806317389011383,0.2838611304759979,0.24779295921325684,0.28390252590179443,0.13834704458713531,0.15106260776519775,0.21978627145290375
2:45,0.19569389522075653,0.08756565302610397,0.030439676716923714,0.043662574142217636,-0.045983877032995224,0.07501710951328278,0.10826422274112701
a.m.,-0.010722850449383259,0.050418004393577576,-0.03376246243715286,0.06142153590917587,0.0645604357123375,0.17060144245624542,-0.013456551358103752
on,0.9999999403953552,0.34226128458976746,0.21806180477142334,0.2670976221561432,0.19090485572814941,0.16166727244853973,0.2714994251728058
18,-0.049966923892498016,-0.09284763038158417,-0.05218334496021271,-0.16295963525772095,-0.04762841388583183,-0.050900690257549286,-0.04919438064098358
february,0.35595810413360596,0.1913013905286789,0.20380203425884247,0.25426602363586426,0.14333194494247437,0.11418941617012024,0.29594847559928894
1546,0.03856676444411278,-0.008955104276537895,0.12028416246175766,0.0356486514210701,0.03921762481331825,-0.005078691989183426,-0.004786801990121603
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.23255878686904907,0.23915338516235352,0.31091248989105225
aged,0.2575611472129822,0.12079130113124847,0.12731291353702545,0.12949678301811218,0.15143007040023804,0.2416742593050003,0.15621034801006317
62,-0.06990616023540497,-0.032169852405786514,0.0006880417931824923,0.051892153918743134,0.035643648356199265,0.016967738047242165,0.11978938430547714
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.23255878686904907,0.23915338516235352,0.31091248989105225
in,0.46853652596473694,0.30808621644973755,0.21362407505512238,0.2593238651752472,0.20523880422115326,0.18641351163387299,0.20430970191955566
eisleben,0.23536083102226257,0.21857506036758423,0.11342234909534454,0.19633826613426208,0.4205946624279022,0.45998722314834595,0.19898785650730133
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.23255878686904907,0.23915338516235352,0.31091248989105225
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,0.1759674996137619,0.2242266982793808,0.22068053483963013
city,0.2549738585948944,0.17493832111358643,0.10821600258350372,0.12266099452972412,0.1066574677824974,0.1506105661392212,0.13423943519592285
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.2513895630836487,0.1719115972518921,0.21324244141578674,0.1826142966747284
his,0.32064297795295715,0.26976513862609863,0.13660511374473572,0.3546801507472992,0.27093374729156494,0.18615874648094177,0.18075084686279297
birth,0.11070101708173752,0.17344997823238373,0.2818353772163391,0.1708407700061798,0.1007089912891388,0.2083578258752823,0.10080231726169586
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.35288307070732117,0.24907569587230682,0.2658497095108032,0.4130953550338745
