,on,an,international,level,",",which,industry,'s,competitive,positions,is,affected,?
on,0.9999999403953552,0.3192969560623169,0.18705831468105316,0.2125781625509262,0.49057599902153015,0.4245251417160034,0.18630321323871613,0.0026888418942689896,0.15305939316749573,0.27851343154907227,0.3635730445384979,0.29707828164100647,0.2714994251728058
an,0.3192969560623169,1.0,0.1331896334886551,0.20686616003513336,0.3581022024154663,0.3611921966075897,0.17711345851421356,0.025255560874938965,0.1623058021068573,0.1569884568452835,0.4654068350791931,0.1734466701745987,0.19793890416622162
international,0.18705831468105316,0.1331896334886551,1.0,0.17491883039474487,0.23395943641662598,0.2492714822292328,0.2775880992412567,-0.021212328225374222,0.32297319173812866,0.1542477011680603,0.19279639422893524,0.10900693386793137,0.15335838496685028
level,0.2125781625509262,0.20686616003513336,0.17491883039474487,0.9999998807907104,0.23317520320415497,0.3123716711997986,0.1481780707836151,-0.0019135585753247142,0.3005049526691437,0.19811412692070007,0.24803997576236725,0.2256733477115631,0.20528386533260345
",",0.49057599902153015,0.3581022024154663,0.23395943641662598,0.23317520320415497,1.0000001192092896,0.3658004403114319,0.24502649903297424,-0.0016132977325469255,0.23595042526721954,0.2113482654094696,0.4691906273365021,0.28936249017715454,0.31091248989105225
the,0.5107308030128479,0.4207492768764496,0.23719607293605804,0.31442487239837646,0.4933079481124878,0.6521818041801453,0.26942890882492065,-0.01540423184633255,0.19843463599681854,0.3398493230342865,0.5823672413825989,0.32402780652046204,0.22068053483963013
price,0.19911396503448486,0.12578552961349487,0.16156861186027527,0.21164430677890778,0.24825957417488098,0.21813181042671204,0.20411086082458496,0.030013367533683777,0.32398471236228943,0.18350040912628174,0.23069579899311066,0.12567052245140076,0.14631175994873047
increases,0.22925710678100586,0.27725034952163696,0.12401946634054184,0.3350476622581482,0.17835964262485504,0.4255077838897705,0.22051693499088287,-0.06925508379936218,0.23914656043052673,0.22439780831336975,0.24743452668190002,0.36411622166633606,0.10270863026380539
changed,0.24698996543884277,0.22085750102996826,0.16093869507312775,0.15802828967571259,0.3335177004337311,0.3260992467403412,0.1600191593170166,-0.05124063789844513,0.1507788598537445,0.1382199078798294,0.22939924895763397,0.2998941242694855,0.21123318374156952
competitive,0.15305939316749573,0.1623058021068573,0.32297319173812866,0.3005049526691437,0.23595042526721954,0.2865414619445801,0.2957935929298401,0.09703183174133301,0.9999998807907104,0.17324483394622803,0.2052372246980667,0.16645801067352295,0.09302955120801926
positions,0.27851343154907227,0.1569884568452835,0.1542477011680603,0.19811412692070007,0.2113482654094696,0.2866542637348175,0.18903762102127075,-0.023233501240611076,0.17324483394622803,0.9999998807907104,0.1819259375333786,0.20651362836360931,0.126787006855011
in,0.46853652596473694,0.2605783939361572,0.26377472281455994,0.279204785823822,0.5201468467712402,0.4840516746044159,0.2675124704837799,-0.037580832839012146,0.2178669273853302,0.24184107780456543,0.5394441485404968,0.33125343918800354,0.20430970191955566
many,0.32520127296447754,0.2465583086013794,0.24512070417404175,0.2278956174850464,0.40610817074775696,0.5168171525001526,0.3370702266693115,0.01698932610452175,0.2966544032096863,0.29410091042518616,0.2649032473564148,0.3368847966194153,0.2124512493610382
industries,0.1485973447561264,0.12734489142894745,0.2316485196352005,0.1572166234254837,0.26795855164527893,0.26599979400634766,0.7104026079177856,0.012029074132442474,0.2317671924829483,0.17634233832359314,0.21244551241397858,0.2252626121044159,0.13979145884513855
",",0.49057599902153015,0.3581022024154663,0.23395943641662598,0.23317520320415497,1.0000001192092896,0.3658004403114319,0.24502649903297424,-0.0016132977325469255,0.23595042526721954,0.2113482654094696,0.4691906273365021,0.28936249017715454,0.31091248989105225
such,0.3181164264678955,0.2025681436061859,0.20478808879852295,0.1792222410440445,0.39626169204711914,0.406057745218277,0.20642684400081635,0.05073437839746475,0.32473069429397583,0.23749594390392303,0.23545363545417786,0.2655186355113983,0.17851735651493073
as,0.36047765612602234,0.37218472361564636,0.20422232151031494,0.24387936294078827,0.48816442489624023,0.41006597876548767,0.2246265709400177,-0.05775856226682663,0.279493123292923,0.23481224477291107,0.43216490745544434,0.20971472561359406,0.27043893933296204
automobiles,0.12149333953857422,0.12862229347229004,0.16272161900997162,0.09081722795963287,0.19123633205890656,0.2577040493488312,0.3630291223526001,0.015752457082271576,0.24043476581573486,0.16567230224609375,0.17314104735851288,0.18598052859306335,0.1570184975862503
.,0.49257001280784607,0.3581749200820923,0.20745405554771423,0.26056769490242004,0.6812511086463928,0.45942068099975586,0.24857841432094574,-0.003708066651597619,0.17478349804878235,0.26846083998680115,0.4569662809371948,0.30342021584510803,0.4130953550338745
