,what,years,did,doctor,who,win,five,consecutive,awards,?
the,0.42745697498321533,0.2912273406982422,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.28308698534965515,0.41977158188819885,0.2850041091442108,0.22946466505527496,0.22068053483963013
show,0.29653704166412354,0.1147797629237175,0.1697595715522766,0.2094513326883316,0.2095358669757843,0.2181871086359024,0.20115233957767487,0.2276172935962677,0.2456497997045517,0.2520138621330261
has,0.20338068902492523,0.25622743368148804,0.2124989777803421,0.1778179407119751,0.2558172643184662,0.1720101237297058,0.31175675988197327,0.23172153532505035,0.2708130478858948,0.15994466841220856
received,0.1010502278804779,0.18089580535888672,0.3125181496143341,0.16980679333209991,0.20717638731002808,0.30450135469436646,0.1897660493850708,0.21777664124965668,0.5129532217979431,0.11905962228775024
recognition,0.25729188323020935,0.18547098338603973,0.23289744555950165,0.17521712183952332,0.2689022123813629,0.24166339635849,0.16406197845935822,0.1886332482099533,0.39187899231910706,0.20074869692325592
as,0.31749409437179565,0.234328031539917,0.3596470057964325,0.17422905564308167,0.3923053741455078,0.17371131479740143,0.21673548221588135,0.17997312545776367,0.1767416149377823,0.27043893933296204
one,0.376489520072937,0.33127376437187195,0.27659472823143005,0.17397142946720123,0.40083858370780945,0.26722627878189087,0.5382834076881409,0.3196946978569031,0.1699623018503189,0.2673267424106598
of,0.33290785551071167,0.2904134690761566,0.2513895630836487,0.16895952820777893,0.2827862501144409,0.18048720061779022,0.3980514109134674,0.21385234594345093,0.20138365030288696,0.1826142966747284
britain,0.24206450581550598,0.2247718721628189,0.23567047715187073,0.13749557733535767,0.2346068173646927,0.17595046758651733,0.17781834304332733,0.13913866877555847,0.16570013761520386,0.1268460750579834
's,0.02692362666130066,0.05563735216856003,0.05069678649306297,0.031664930284023285,0.05599616840481758,0.04981255531311035,0.04895230755209923,0.05038229748606682,0.03423839434981346,-0.023395681753754616
finest,0.22646312415599823,0.1701325923204422,0.18820245563983917,0.07229311019182205,0.22643354535102844,0.1713610291481018,0.17839983105659485,0.14430005848407745,0.19892525672912598,0.1559486985206604
television,0.19838058948516846,0.22295363247394562,0.17055591940879822,0.31410008668899536,0.2515988349914551,0.19937200844287872,0.22070199251174927,0.20743314921855927,0.3416275084018707,0.16825827956199646
programmes,0.22633221745491028,0.207386314868927,0.1713329702615738,0.24234649538993835,0.2315400391817093,0.1532386839389801,0.19194892048835754,0.1688787341117859,0.3387562036514282,0.20130415260791779
",",0.3087472915649414,0.2589467465877533,0.3015086054801941,0.20407600700855255,0.3365725874900818,0.2999197840690613,0.3101605772972107,0.24695149064064026,0.27591487765312195,0.31091248989105225
winning,0.10492657124996185,0.23245112597942352,0.29349252581596375,0.15085053443908691,0.24573363363742828,0.6084633469581604,0.27478596568107605,0.4210869371891022,0.4600362777709961,0.1251823455095291
the,0.42745697498321533,0.2912273406982422,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.28308698534965515,0.41977158188819885,0.2850041091442108,0.22946466505527496,0.22068053483963013
2006,-0.0008085015579126775,0.03130507469177246,-0.07636451721191406,-0.11969777941703796,-0.026890208944678307,-0.10328231006860733,0.08070291578769684,0.03086269088089466,-0.017681989818811417,-0.1194092258810997
