,when,did,abc,and,disney,'s,television,relationship,lapse,?
as,0.4437963366508484,0.3596470057964325,0.2286096066236496,0.49487000703811646,0.2626339793205261,-0.05775856226682663,0.25070273876190186,0.2814804017543793,0.1336786448955536,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.21331243216991425,0.3739250600337982,0.21907898783683777,0.04866964742541313,0.22552843391895294,0.25691166520118713,0.21735791862010956,0.23916715383529663
result,0.32054403424263,0.2026577889919281,0.14806517958641052,0.27436327934265137,0.09298178553581238,0.06641998142004013,0.1309911459684372,0.1634674072265625,0.26413753628730774,0.17218433320522308
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.6633074283599854,0.2132069319486618,-0.0016132977325469255,0.27995240688323975,0.23936419188976288,0.1659318506717682,0.31091248989105225
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.16453155875205994,0.37895750999450684,0.06670809537172318,0.46871840953826904,0.2317969650030136,0.0552155002951622,0.19065172970294952
and,0.4716290831565857,0.34479495882987976,0.16453155875205994,1.0,0.23352548480033875,0.06895173341035843,0.29514092206954956,0.3086830675601959,0.11164186894893646,0.20544172823429108
disney,0.17460092902183533,0.16180537641048431,0.37895750999450684,0.23352548480033875,1.0,0.0786653682589531,0.3754020631313324,0.14350686967372894,0.13552281260490417,0.22150784730911255
's,-0.03368149697780609,0.05069678649306297,0.06670809537172318,0.06895173341035843,0.0786653682589531,0.9999999403953552,0.11021530628204346,-0.04484357684850693,0.09069104492664337,-0.023395681753754616
first,0.4282494783401489,0.33691170811653137,0.2403600513935089,0.3167642652988434,0.21060588955879211,-0.014458609744906425,0.2787016034126282,0.19408045709133148,0.1658097207546234,0.18701928853988647
television,0.19077982008457184,0.17055591940879822,0.46871840953826904,0.29514092206954956,0.3754020631313324,0.11021530628204346,1.0000001192092896,0.19412869215011597,0.10798659175634384,0.16825827956199646
collaboration,0.1496572047472,0.19924287497997284,0.1254184991121292,0.3203893005847931,0.2228679358959198,-0.03916903957724571,0.12160399556159973,0.35161831974983215,0.1265198439359665,0.23211127519607544
ended,0.2624439001083374,0.33372020721435547,0.2626802623271942,0.2036798745393753,0.11532425880432129,-0.00953457411378622,0.286525696516037,0.2955685257911682,0.20516511797904968,0.15429291129112244
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.4954058527946472,0.18521910905838013,-0.037580832839012146,0.2689782977104187,0.20233847200870514,0.16461938619613647,0.20430970191955566
1961,0.1012396439909935,-0.07450946420431137,0.031247682869434357,0.07862084358930588,0.04221043735742569,-0.007136933505535126,0.027394376695156097,0.07038930803537369,-0.060932546854019165,0.009729373268783092
(,0.2459595799446106,0.18979617953300476,0.183883935213089,0.4862271547317505,0.13315561413764954,0.0012731997994706035,0.27449095249176025,0.15291789174079895,0.13440948724746704,0.40561532974243164
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
network,0.19011130928993225,0.08572790026664734,0.4295894205570221,0.27591994404792786,0.28231924772262573,0.07819218933582306,0.4371747076511383,0.22600184381008148,0.04470038414001465,0.17853789031505585
would,0.4219970703125,0.6268245577812195,0.13780725002288818,0.34921059012413025,0.20283743739128113,0.036968596279621124,0.17012080550193787,0.23424163460731506,0.24511903524398804,0.37178951501846313
resume,0.28069502115249634,0.3316803276538849,0.21392767131328583,0.19742389023303986,0.17096969485282898,-0.07406973093748093,0.18744783103466034,0.1946587711572647,0.14522701501846313,0.2602770924568176
its,0.34032323956489563,0.19922670722007751,0.19045390188694,0.3841775357723236,0.19488584995269775,0.03202139586210251,0.1756780445575714,0.19956518709659576,0.23949192464351654,0.15103481709957123
relationship,0.3010092079639435,0.23271940648555756,0.2317969650030136,0.3086830675601959,0.14350686967372894,-0.04484357684850693,0.19412869215011597,1.0,0.19011355936527252,0.11361731588840485
with,0.5075214505195618,0.25472134351730347,0.17432008683681488,0.5477725267410278,0.2006005197763443,-0.04624466598033905,0.17469868063926697,0.3188934326171875,0.1525120884180069,0.2433311939239502
disney,0.17460092902183533,0.16180537641048431,0.37895750999450684,0.23352548480033875,1.0,0.0786653682589531,0.3754020631313324,0.14350686967372894,0.13552281260490417,0.22150784730911255
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.4954058527946472,0.18521910905838013,-0.037580832839012146,0.2689782977104187,0.20233847200870514,0.16461938619613647,0.20430970191955566
1985,-0.00747395446524024,0.07323421537876129,0.07137808203697205,0.10228481888771057,0.0531739816069603,0.05392909795045853,0.023595254868268967,0.07643411308526993,-0.01966862939298153,-0.03005216084420681
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.6633074283599854,0.2132069319486618,-0.0016132977325469255,0.27995240688323975,0.23936419188976288,0.1659318506717682,0.31091248989105225
when,0.9999999403953552,0.3228907287120819,0.13294127583503723,0.4716290831565857,0.17460092902183533,-0.03368149697780609,0.19077982008457184,0.3010092079639435,0.22006995975971222,0.22841128706932068
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
anthology,0.13486887514591217,0.16813743114471436,0.2907084822654724,0.2063034623861313,0.29018303751945496,0.035935431718826294,0.2877735197544098,0.1127556562423706,0.12237457185983658,0.18870647251605988
series,0.2194245308637619,0.15581852197647095,0.38518208265304565,0.26972857117652893,0.3113691210746765,0.0006390819908119738,0.6111506819725037,0.19746741652488708,0.11591930687427521,0.1709602326154709
returned,0.28365370631217957,0.32570260763168335,0.19987483322620392,0.2844434380531311,0.15088674426078796,-0.04012485593557358,0.20449930429458618,0.1749686896800995,0.08326378464698792,0.07695316523313522
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.48971283435821533,0.23984374105930328,0.03782717138528824,0.1933557242155075,0.25194117426872253,0.1994418501853943,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
network,0.19011130928993225,0.08572790026664734,0.4295894205570221,0.27591994404792786,0.28231924772262573,0.07819218933582306,0.4371747076511383,0.22600184381008148,0.04470038414001465,0.17853789031505585
for,0.43402108550071716,0.318512886762619,0.22510288655757904,0.5064792633056641,0.16913838684558868,-0.07241261005401611,0.27045196294784546,0.1835637241601944,0.14163964986801147,0.264628142118454
