,what,is,heralded,by,the,sounding,of,the,division,bell,?
this,0.5489566326141357,0.480927973985672,0.2332226037979126,0.38438332080841064,0.6274310946464539,0.32118403911590576,0.45148900151252747,0.6274310946464539,0.18374662101268768,0.1803245097398758,0.3155723512172699
``,0.008517155423760414,0.058766357600688934,0.016606345772743225,-0.030704375356435776,0.029072100296616554,0.1361456662416458,0.06780257821083069,0.029072100296616554,0.040902670472860336,-0.007116734515875578,0.0685480609536171
decision,0.32053670287132263,0.2514069080352783,0.13624978065490723,0.28215938806533813,0.2905151844024658,0.23198732733726501,0.2331373691558838,0.2905151844024658,0.24736246466636658,0.16463525593280792,0.2796577215194702
time,0.36319252848625183,0.25187405943870544,0.16850465536117554,0.26502725481987,0.43061500787734985,0.2382945418357849,0.35127586126327515,0.43061500787734985,0.14781084656715393,0.13043759763240814,0.27391523122787476
'',0.08143015950918198,0.0793738141655922,0.07927453517913818,-0.010275691747665405,0.041273195296525955,0.005590433720499277,0.13035868108272552,0.041273195296525955,-0.02279486693441868,-0.0503389909863472,0.018684765323996544
is,0.28837618231773376,1.0,0.19724594056606293,0.3899846076965332,0.5823672413825989,0.2600948214530945,0.4854315221309662,0.5823672413825989,0.20176531374454498,0.14570754766464233,0.22961433231830597
heralded,0.18729710578918457,0.19724594056606293,1.0000001192092896,0.201832577586174,0.33707308769226074,0.2224787324666977,0.35852131247520447,0.33707308769226074,0.15261897444725037,0.13481633365154266,0.14380741119384766
by,0.2455483376979828,0.3899846076965332,0.201832577586174,1.0000001192092896,0.4408751428127289,0.20871436595916748,0.3646814823150635,0.4408751428127289,0.18997035920619965,0.1957823783159256,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.33707308769226074,0.4408751428127289,1.0,0.28343066573143005,0.733189046382904,1.0,0.26203617453575134,0.21121244132518768,0.22068053483963013
sounding,0.31646448373794556,0.2600948214530945,0.2224787324666977,0.20871436595916748,0.28343066573143005,0.9999999403953552,0.22279861569404602,0.28343066573143005,0.0912664458155632,0.22094173729419708,0.23389481008052826
of,0.33290785551071167,0.4854315221309662,0.35852131247520447,0.3646814823150635,0.733189046382904,0.22279861569404602,1.0,0.733189046382904,0.23579144477844238,0.1333046406507492,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.33707308769226074,0.4408751428127289,1.0,0.28343066573143005,0.733189046382904,1.0,0.26203617453575134,0.21121244132518768,0.22068053483963013
division,0.19144181907176971,0.20176531374454498,0.15261897444725037,0.18997035920619965,0.26203617453575134,0.0912664458155632,0.23579144477844238,0.26203617453575134,1.0,0.160895437002182,0.08900629729032516
bell,0.11654898524284363,0.14570754766464233,0.13481633365154266,0.1957823783159256,0.21121244132518768,0.22094173729419708,0.1333046406507492,0.21121244132518768,0.160895437002182,0.9999999403953552,0.08332687616348267
",",0.3087472915649414,0.4691906273365021,0.28871414065361023,0.3680937886238098,0.4933079481124878,0.2505437135696411,0.4946078956127167,0.4933079481124878,0.24344468116760254,0.273518443107605,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.3039606809616089,0.40543368458747864,0.6521818041801453,0.3546462059020996,0.5011631846427917,0.6521818041801453,0.27775809168815613,0.21285298466682434,0.25814583897590637
is,0.28837618231773376,1.0,0.19724594056606293,0.3899846076965332,0.5823672413825989,0.2600948214530945,0.4854315221309662,0.5823672413825989,0.20176531374454498,0.14570754766464233,0.22961433231830597
heard,0.31528279185295105,0.1720360666513443,0.19433297216892242,0.16366641223430634,0.2628673017024994,0.4630031883716583,0.17276406288146973,0.2628673017024994,0.11487400531768799,0.21660785377025604,0.2273091822862625
throughout,0.2130906730890274,0.2639545500278473,0.27529776096343994,0.2679721713066101,0.4158564507961273,0.20999352633953094,0.35374847054481506,0.4158564507961273,0.1665157675743103,0.1541505604982376,0.12665234506130219
the,0.42745697498321533,0.5823672413825989,0.33707308769226074,0.4408751428127289,1.0,0.28343066573143005,0.733189046382904,1.0,0.26203617453575134,0.21121244132518768,0.22068053483963013
parliamentary,0.23120512068271637,0.1731702983379364,0.2513892650604248,0.18308788537979126,0.2708897888660431,0.13651826977729797,0.33805084228515625,0.2708897888660431,0.21455219388008118,0.15179026126861572,0.1612216979265213
campus,0.13670016825199127,0.2408183068037033,0.13429401814937592,0.11948434263467789,0.20087170600891113,0.0909939631819725,0.22980211675167084,0.20087170600891113,0.22971348464488983,0.17819702625274658,0.06952692568302155
and,0.31309178471565247,0.3859752118587494,0.25985822081565857,0.4289871156215668,0.5171257257461548,0.2631169557571411,0.5116966962814331,0.5171257257461548,0.23460866510868073,0.23597855865955353,0.20544172823429108
alerts,0.2558240592479706,0.17012478411197662,0.25249356031417847,0.16445638239383698,0.24059510231018066,0.2670040726661682,0.16172190010547638,0.24059510231018066,0.0204666405916214,0.16397644579410553,0.22458329796791077
msps,0.1885128617286682,0.24139109253883362,0.2632284164428711,0.19317159056663513,0.3199247419834137,0.18497112393379211,0.32335641980171204,0.3199247419834137,0.2513526976108551,0.11866078525781631,0.14526908099651337
who,0.40942975878715515,0.24293622374534607,0.14717453718185425,0.39727845788002014,0.3733934462070465,0.2611096203327179,0.2827862501144409,0.3733934462070465,0.14196254312992096,0.18710675835609436,0.26220351457595825
are,0.29724663496017456,0.5330929756164551,0.2598876357078552,0.37842893600463867,0.40399202704429626,0.2835613489151001,0.39081433415412903,0.40399202704429626,0.1811521351337433,0.1370142549276352,0.24591213464736938
not,0.5449194312095642,0.3776007890701294,0.2910647690296173,0.291808545589447,0.4310511648654938,0.27494534850120544,0.3307090103626251,0.4310511648654938,0.17225386202335358,0.10317153483629227,0.41942933201789856
in,0.30808621644973755,0.5394441485404968,0.25030696392059326,0.370934396982193,0.6662389636039734,0.13402564823627472,0.5696388483047485,0.6662389636039734,0.2658538520336151,0.22285841405391693,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.33707308769226074,0.4408751428127289,1.0,0.28343066573143005,0.733189046382904,1.0,0.26203617453575134,0.21121244132518768,0.22068053483963013
chamber,0.1224752739071846,0.18098223209381104,0.12758700549602509,0.16238753497600555,0.2594704031944275,0.23474745452404022,0.24295011162757874,0.2594704031944275,0.09439322352409363,0.1411588042974472,0.04307165369391441
to,0.455847829580307,0.42745086550712585,0.28912264108657837,0.33534231781959534,0.535392165184021,0.24474841356277466,0.41548454761505127,0.535392165184021,0.20332986116409302,0.1508869081735611,0.29463258385658264
return,0.18344242870807648,0.16104018688201904,0.14194174110889435,0.1380302906036377,0.2543797492980957,0.1377323418855667,0.20821265876293182,0.2543797492980957,0.07512746006250381,0.14848704636096954,0.14655634760856628
and,0.31309178471565247,0.3859752118587494,0.25985822081565857,0.4289871156215668,0.5171257257461548,0.2631169557571411,0.5116966962814331,0.5171257257461548,0.23460866510868073,0.23597855865955353,0.20544172823429108
