,who,called,their,system,the,``,tesla,polyphase,system,'',?
at,0.22096660733222961,0.23534239828586578,0.23641370236873627,0.1684759259223938,0.457212895154953,-0.07642947137355804,0.16552478075027466,0.19757947325706482,0.1684759259223938,0.04379578307271004,0.21978627145290375
the,0.3733934462070465,0.489897221326828,0.516537070274353,0.3233085572719574,1.0,0.029072100296616554,0.1324402391910553,0.2849670350551605,0.3233085572719574,0.041273195296525955,0.22068053483963013
beginning,0.25200510025024414,0.33000850677490234,0.24566201865673065,0.18550381064414978,0.49622642993927,0.03685116022825241,0.13320136070251465,0.2599649131298065,0.18550381064414978,-0.056463416665792465,0.19413669407367706
of,0.2827862501144409,0.4222904443740845,0.4329940676689148,0.25597915053367615,0.733189046382904,0.06780257821083069,0.18837453424930573,0.27795901894569397,0.25597915053367615,0.13035868108272552,0.1826142966747284
1893,0.1112329438328743,0.12312472611665726,0.1188579574227333,0.0421348474919796,0.10564703494310379,0.029882220551371574,0.030090492218732834,0.15637557208538055,0.0421348474919796,-0.023605626076459885,0.0544506311416626
westinghouse,0.23585543036460876,0.27330654859542847,0.2620682418346405,0.22073955833911896,0.3101098835468292,-0.12999998033046722,0.35764777660369873,0.18242128193378448,0.22073955833911896,0.034050870686769485,0.17307911813259125
engineer,0.24997320771217346,0.14585112035274506,0.12276379019021988,0.12668870389461517,0.16607177257537842,-0.03346305340528488,0.30233198404312134,0.12524093687534332,0.12668870389461517,-0.02089768834412098,0.12995383143424988
benjamin,0.27949002385139465,0.19592386484146118,0.18849040567874908,0.10052976757287979,0.2507040798664093,0.01706846058368683,0.13292011618614197,0.057055506855249405,0.10052976757287979,-0.014535175636410713,0.20336422324180603
lamme,0.18157660961151123,0.18458665907382965,0.1260025054216385,0.03998441621661186,0.2814979553222656,0.04475583881139755,0.06943371891975403,0.08701450377702713,0.03998441621661186,-0.005730167496949434,0.10260416567325592
had,0.36173108220100403,0.31333738565444946,0.4145275354385376,0.17440366744995117,0.3875846862792969,0.0518546998500824,0.12050733715295792,0.16838549077510834,0.17440366744995117,0.024004416540265083,0.20728366076946259
made,0.2576322853565216,0.37169626355171204,0.2909255027770996,0.16916532814502716,0.3885267674922943,-0.0342245027422905,0.1893712431192398,0.19122889637947083,0.16916532814502716,0.014119047671556473,0.17218779027462006
great,0.24061277508735657,0.19222533702850342,0.1647208034992218,0.11912029981613159,0.2822027802467346,0.04700023680925369,0.12483514845371246,0.13884343206882477,0.11912029981613159,0.021797459572553635,0.13135133683681488
progress,0.1971604973077774,0.17784853279590607,0.1699187457561493,0.20369631052017212,0.3132456839084625,-0.0009561502956785262,0.14715322852134705,0.22989119589328766,0.20369631052017212,-0.07061520218849182,0.20267242193222046
developing,0.21385733783245087,0.26247912645339966,0.3076227903366089,0.28239572048187256,0.3203009068965912,0.014922280795872211,0.19485853612422943,0.3020676374435425,0.28239572048187256,-0.007792086806148291,0.1301516592502594
an,0.2848317325115204,0.2858632802963257,0.19624626636505127,0.17536801099777222,0.4207492768764496,0.03770720958709717,0.13714656233787537,0.17099109292030334,0.17536801099777222,0.09471100568771362,0.19793890416622162
efficient,0.12639330327510834,0.16634097695350647,0.2853699028491974,0.27801910042762756,0.22032952308654785,0.09808303415775299,0.3339598476886749,0.32515206933021545,0.27801910042762756,-0.04047811031341553,0.18034493923187256
version,0.17217524349689484,0.2088133990764618,0.13974522054195404,0.19879038631916046,0.27268242835998535,-0.078781358897686,0.18806661665439606,0.1648634374141693,0.19879038631916046,0.06002119556069374,0.2573966085910797
of,0.2827862501144409,0.4222904443740845,0.4329940676689148,0.25597915053367615,0.733189046382904,0.06780257821083069,0.18837453424930573,0.27795901894569397,0.25597915053367615,0.13035868108272552,0.1826142966747284
tesla,0.1520961970090866,0.20324239134788513,0.14192484319210052,0.18243813514709473,0.1324402391910553,0.04274534806609154,0.9999999403953552,0.148346409201622,0.18243813514709473,0.048713020980358124,0.10250775516033173
's,0.05599616840481758,-0.021773243322968483,-0.005530759692192078,0.04329425096511841,-0.01540423184633255,-0.03416389226913452,0.06449045985937119,0.03215567767620087,0.04329425096511841,-0.04859459400177002,-0.023395681753754616
induction,0.1360868364572525,0.25078943371772766,0.2237035185098648,0.22342351078987122,0.26266005635261536,-0.03546876087784767,0.3487966060638428,0.2911917567253113,0.22342351078987122,0.03440942242741585,0.1510571390390396
motor,0.1466689109802246,0.1901901811361313,0.15485286712646484,0.24123358726501465,0.26024484634399414,-0.0210040882229805,0.3617369830608368,0.19612620770931244,0.24123358726501465,-0.017022768035531044,0.0637441948056221
and,0.41279885172843933,0.3251761794090271,0.45114588737487793,0.231138214468956,0.5171257257461548,0.036644238978624344,0.19560420513153076,0.20064346492290497,0.231138214468956,0.021612688899040222,0.20544172823429108
westinghouse,0.23585543036460876,0.27330654859542847,0.2620682418346405,0.22073955833911896,0.3101098835468292,-0.12999998033046722,0.35764777660369873,0.18242128193378448,0.22073955833911896,0.034050870686769485,0.17307911813259125
electric,0.19416284561157227,0.18630094826221466,0.18033841252326965,0.20826025307178497,0.21345196664333344,-0.05276835337281227,0.3824412524700165,0.15801440179347992,0.20826025307178497,0.07890798151493073,0.15674720704555511
started,0.2424432635307312,0.3165898621082306,0.25886136293411255,0.19812870025634766,0.3222070634365082,-0.05113169550895691,0.10913282632827759,0.13340072333812714,0.19812870025634766,0.03144173324108124,0.19447724521160126
branding,0.26225247979164124,0.14217403531074524,0.30326589941978455,0.173726424574852,0.26101231575012207,-0.09346901625394821,0.27263548970222473,0.11181620508432388,0.173726424574852,0.02530631609261036,0.16631950438022614
their,0.3767721951007843,0.33472323417663574,1.0,0.22435083985328674,0.516537070274353,0.05465886741876602,0.14192484319210052,0.2819095849990845,0.22435083985328674,0.011550518684089184,0.1898253709077835
complete,0.16334585845470428,0.20092834532260895,0.23119224607944489,0.18633759021759033,0.277624249458313,-0.06199811026453972,0.13203854858875275,0.2383813112974167,0.18633759021759033,0.02740897610783577,0.11962060630321503
polyphase,0.19903063774108887,0.3409312665462494,0.2819095849990845,0.27370208501815796,0.2849670350551605,0.12236054241657257,0.148346409201622,1.0,0.27370208501815796,0.056100230664014816,0.13757970929145813
phase,0.11736661195755005,0.25986096262931824,0.18479375541210175,0.2265058308839798,0.29143109917640686,0.039703644812107086,0.14235597848892212,0.5931431651115417,0.2265058308839798,0.04857908561825752,0.16345681250095367
ac,0.12106219679117203,0.11153646558523178,0.09595189988613129,0.1782734990119934,0.11894276738166809,0.0861462950706482,0.31766265630722046,0.0808304026722908,0.1782734990119934,0.005023673642426729,0.19071458280086517
system,0.1550477296113968,0.23914183676242828,0.22435083985328674,1.0000001192092896,0.3233085572719574,0.07236211001873016,0.18243813514709473,0.27370208501815796,1.0000001192092896,-0.018831472843885422,0.15556083619594574
as,0.3923053741455078,0.2827680706977844,0.29218852519989014,0.1973835676908493,0.48381632566452026,0.03910288214683533,0.10285310447216034,0.17777056992053986,0.1973835676908493,0.006628023460507393,0.27043893933296204
the,0.3733934462070465,0.489897221326828,0.516537070274353,0.3233085572719574,1.0,0.029072100296616554,0.1324402391910553,0.2849670350551605,0.3233085572719574,0.041273195296525955,0.22068053483963013
``,0.02397952415049076,0.00907047651708126,0.05465886741876602,0.07236211001873016,0.029072100296616554,1.0,0.04274534806609154,0.12236054241657257,0.07236211001873016,-0.09173435717821121,0.0685480609536171
tesla,0.1520961970090866,0.20324239134788513,0.14192484319210052,0.18243813514709473,0.1324402391910553,0.04274534806609154,0.9999999403953552,0.148346409201622,0.18243813514709473,0.048713020980358124,0.10250775516033173
polyphase,0.19903063774108887,0.3409312665462494,0.2819095849990845,0.27370208501815796,0.2849670350551605,0.12236054241657257,0.148346409201622,1.0,0.27370208501815796,0.056100230664014816,0.13757970929145813
system,0.1550477296113968,0.23914183676242828,0.22435083985328674,1.0000001192092896,0.3233085572719574,0.07236211001873016,0.18243813514709473,0.27370208501815796,1.0000001192092896,-0.018831472843885422,0.15556083619594574
'',0.024401003494858742,0.021102847531437874,0.011550518684089184,-0.018831472843885422,0.041273195296525955,-0.09173435717821121,0.048713020980358124,0.056100230664014816,-0.018831472843885422,1.0,0.018684765323996544
",",0.3365725874900818,0.26549121737480164,0.3045167922973633,0.18439900875091553,0.4933079481124878,0.09681109338998795,0.20599327981472015,0.1618252396583557,0.18439900875091553,-0.037358131259679794,0.31091248989105225
noting,0.2413261979818344,0.14626570045948029,0.3065049946308136,0.16699446737766266,0.3196581304073334,0.13573552668094635,0.1973627805709839,0.17170226573944092,0.16699446737766266,-0.0568731427192688,0.3035415709018707
how,0.4070430099964142,0.2869613468647003,0.3316696584224701,0.282820463180542,0.33890387415885925,-0.01591024175286293,0.19128404557704926,0.22344638407230377,0.282820463180542,-0.0029843549709767103,0.4024120569229126
they,0.47879111766815186,0.45046308636665344,0.7104025483131409,0.24734781682491302,0.49925389885902405,0.0819322019815445,0.1470530778169632,0.34446895122528076,0.24734781682491302,-0.006317874416708946,0.2753053903579712
believed,0.37975674867630005,0.3647851049900055,0.30500349402427673,0.1806318759918213,0.324635773897171,-0.039557237178087234,0.08292704075574875,0.22162361443042755,0.1806318759918213,0.0020648620557039976,0.17606885731220245
tesla,0.1520961970090866,0.20324239134788513,0.14192484319210052,0.18243813514709473,0.1324402391910553,0.04274534806609154,0.9999999403953552,0.148346409201622,0.18243813514709473,0.048713020980358124,0.10250775516033173
's,0.05599616840481758,-0.021773243322968483,-0.005530759692192078,0.04329425096511841,-0.01540423184633255,-0.03416389226913452,0.06449045985937119,0.03215567767620087,0.04329425096511841,-0.04859459400177002,-0.023395681753754616
patents,0.22990016639232635,0.19757381081581116,0.20145627856254578,0.1719372719526291,0.20236903429031372,-0.06322053074836731,0.352291464805603,0.13234679400920868,0.1719372719526291,0.009090892970561981,0.1148110032081604
gave,0.22712452709674835,0.25153306126594543,0.26558950543403625,0.15861640870571136,0.32555076479911804,0.057774219661951065,0.142415851354599,0.0629083514213562,0.15861640870571136,0.0004622935375664383,0.1910865753889084
them,0.5243523120880127,0.24858705699443817,0.6078340411186218,0.2131035327911377,0.4788833558559418,0.08904550224542618,0.13284409046173096,0.2445726990699768,0.2131035327911377,-0.061781175434589386,0.35435691475868225
patent,0.21797259151935577,0.1792033612728119,0.1491825133562088,0.1489793211221695,0.1728275567293167,-0.002420688048005104,0.3651154637336731,0.10030802339315414,0.1489793211221695,0.04531673341989517,0.13298413157463074
priority,0.21193335950374603,0.15718579292297363,0.28078609704971313,0.3122873306274414,0.2734284996986389,0.04315702244639397,0.1680217832326889,0.16012410819530487,0.3122873306274414,0.014339403249323368,0.2980290353298187
over,0.316001296043396,0.2167932093143463,0.3300269544124603,0.20886710286140442,0.39856547117233276,-0.0124106016010046,0.16356024146080017,0.19783782958984375,0.20886710286140442,-0.03928302973508835,0.25742942094802856
other,0.3612329661846161,0.3308360278606415,0.456295371055603,0.20899327099323273,0.44152235984802246,0.10245004296302795,0.11896419525146484,0.2654370367527008,0.20899327099323273,0.021007593721151352,0.24682199954986572
ac,0.12106219679117203,0.11153646558523178,0.09595189988613129,0.1782734990119934,0.11894276738166809,0.0861462950706482,0.31766265630722046,0.0808304026722908,0.1782734990119934,0.005023673642426729,0.19071458280086517
systems,0.11571111530065536,0.23160243034362793,0.27162352204322815,0.7890681028366089,0.28089964389801025,0.056820470839738846,0.23349368572235107,0.28493577241897583,0.7890681028366089,-0.0034317171666771173,0.1575973927974701
.,0.3541337847709656,0.300344854593277,0.34427863359451294,0.2277725487947464,0.5934505462646484,0.05720457062125206,0.17949827015399933,0.22396661341190338,0.2277725487947464,-0.07181349396705627,0.4130953550338745
