,how,much,less,steam,did,the,corliss,engine,use,compared,to,the,watt,engine,?
in,0.2601168751716614,0.2725222110748291,0.2661931812763214,0.19852672517299652,0.2593238651752472,0.6662389636039734,0.2905110716819763,0.18885408341884613,0.2715643048286438,0.2479310929775238,0.45010748505592346,0.6662389636039734,0.14650258421897888,0.18885408341884613,0.20430970191955566
addition,0.24312371015548706,0.26854225993156433,0.2668941915035248,0.1664600819349289,0.24481791257858276,0.32955414056777954,0.20028084516525269,0.09916286170482635,0.3171223998069763,0.2838359475135803,0.29394859075546265,0.32955414056777954,0.15358208119869232,0.09916286170482635,0.19187232851982117
to,0.44169697165489197,0.40610215067863464,0.38397523760795593,0.22894427180290222,0.4452643394470215,0.535392165184021,0.20539145171642303,0.20794793963432312,0.47261837124824524,0.2345995306968689,1.0,0.535392165184021,0.18281418085098267,0.20794793963432312,0.29463258385658264
using,0.39886897802352905,0.26903200149536133,0.3230026364326477,0.250103622674942,0.25429773330688477,0.28364112973213196,0.10696715861558914,0.22176316380500793,0.7256444692611694,0.2510174810886383,0.3678804934024811,0.28364112973213196,0.1887083351612091,0.22176316380500793,0.2804589569568634
30,-0.0035910264123231173,0.06179108843207359,0.04505036771297455,-0.04833906516432762,-0.015366257168352604,0.0730796679854393,-0.004825347103178501,-0.13272160291671753,0.0411115437746048,0.001115249004215002,0.06848903745412827,0.0730796679854393,0.008387706242501736,-0.13272160291671753,-0.08261742442846298
%,0.1237400695681572,0.26866111159324646,0.3426975905895233,0.11721061915159225,0.1450016051530838,0.21490740776062012,0.13252203166484833,0.13497748970985413,0.20253288745880127,0.34281665086746216,0.18513022363185883,0.21490740776062012,0.09141062945127487,0.13497748970985413,0.21441808342933655
less,0.3495950996875763,0.6148731112480164,1.0,0.2419378012418747,0.1984580159187317,0.29185041785240173,0.14807343482971191,0.22962892055511475,0.3774559497833252,0.41422274708747864,0.38397523760795593,0.29185041785240173,0.24947911500930786,0.22962892055511475,0.22418740391731262
steam,0.13796336948871613,0.24167369306087494,0.2419378012418747,1.0000001192092896,0.19902050495147705,0.23105813562870026,0.23875577747821808,0.4921848475933075,0.2950085997581482,0.18471308052539825,0.22894427180290222,0.23105813562870026,0.3759114742279053,0.4921848475933075,0.113324373960495
",",0.22659391164779663,0.36182254552841187,0.28111666440963745,0.2264556586742401,0.3015086054801941,0.4933079481124878,0.3983730971813202,0.19789794087409973,0.3276674151420593,0.25363782048225403,0.44245919585227966,0.4933079481124878,0.18948227167129517,0.19789794087409973,0.31091248989105225
it,0.36714982986450195,0.48116767406463623,0.3841782212257385,0.2156127691268921,0.2993364930152893,0.6251175999641418,0.25881028175354004,0.26840072870254517,0.34436097741127014,0.23116426169872284,0.513711154460907,0.6251175999641418,0.1139214038848877,0.26840072870254517,0.25732165575027466
provided,0.25793027877807617,0.24202565848827362,0.24133317172527313,0.1837291419506073,0.2778315246105194,0.304488867521286,0.1873173862695694,0.25637736916542053,0.3348276913166046,0.28831642866134644,0.28066325187683105,0.304488867521286,0.10063431411981583,0.25637736916542053,0.16893617808818817
more,0.4319567084312439,0.5936280488967896,0.7355562448501587,0.18688981235027313,0.2803135812282562,0.39758381247520447,0.20753507316112518,0.19883699715137482,0.3766981065273285,0.40463414788246155,0.47084665298461914,0.39758381247520447,0.21348172426223755,0.19883699715137482,0.27894994616508484
uniform,0.23369139432907104,0.10692644864320755,0.16245250403881073,0.1113622635602951,0.1756199449300766,0.20827187597751617,0.18777646124362946,0.14854522049427032,0.282412588596344,0.08082948625087738,0.22879335284233093,0.20827187597751617,0.16830793023109436,0.14854522049427032,0.2170427292585373
speed,0.2907758057117462,0.26758649945259094,0.209713414311409,0.3738003075122833,0.18063531816005707,0.2310667634010315,0.22544987499713898,0.3154596984386444,0.27715492248535156,0.3060609996318817,0.2900872230529785,0.2310667634010315,0.26608946919441223,0.3154596984386444,0.17392314970493317
due,0.19407185912132263,0.2505093812942505,0.2527543902397156,0.20071284472942352,0.15152592957019806,0.22577603161334991,0.08748039603233337,0.22113491594791412,0.24184012413024902,0.3046426773071289,0.35188060998916626,0.22577603161334991,0.1370595097541809,0.22113491594791412,0.10954997688531876
to,0.44169697165489197,0.40610215067863464,0.38397523760795593,0.22894427180290222,0.4452643394470215,0.535392165184021,0.20539145171642303,0.20794793963432312,0.47261837124824524,0.2345995306968689,1.0,0.535392165184021,0.18281418085098267,0.20794793963432312,0.29463258385658264
variable,0.28479626774787903,0.2496962696313858,0.2698795199394226,0.17139585316181183,0.1122812032699585,0.18287865817546844,0.11550658941268921,0.2506069242954254,0.2729721963405609,0.2504969835281372,0.20649605989456177,0.18287865817546844,0.14013633131980896,0.2506069242954254,0.1795729100704193
steam,0.13796336948871613,0.24167369306087494,0.2419378012418747,1.0000001192092896,0.19902050495147705,0.23105813562870026,0.23875577747821808,0.4921848475933075,0.2950085997581482,0.18471308052539825,0.22894427180290222,0.23105813562870026,0.3759114742279053,0.4921848475933075,0.113324373960495
cut,0.270995169878006,0.24703045189380646,0.2599761188030243,0.21313460171222687,0.20971950888633728,0.29221418499946594,0.1709422618150711,0.16983795166015625,0.23029030859470367,0.24260558187961578,0.27572008967399597,0.29221418499946594,0.11859689652919769,0.16983795166015625,0.1403924524784088
off,0.22701384127140045,0.23312725126743317,0.19109821319580078,0.2546708583831787,0.17696987092494965,0.2773582935333252,0.1683507114648819,0.21211981773376465,0.23986543715000153,0.11330407857894897,0.3533020317554474,0.2773582935333252,0.0899641290307045,0.21211981773376465,0.12937544286251068
",",0.22659391164779663,0.36182254552841187,0.28111666440963745,0.2264556586742401,0.3015086054801941,0.4933079481124878,0.3983730971813202,0.19789794087409973,0.3276674151420593,0.25363782048225403,0.44245919585227966,0.4933079481124878,0.18948227167129517,0.19789794087409973,0.31091248989105225
making,0.32306843996047974,0.40773311257362366,0.41530609130859375,0.20936399698257446,0.32095879316329956,0.35185980796813965,0.2482680082321167,0.16335345804691315,0.3374496400356293,0.2743403911590576,0.3740498423576355,0.35185980796813965,0.17747993767261505,0.16335345804691315,0.2539324164390564
it,0.36714982986450195,0.48116767406463623,0.3841782212257385,0.2156127691268921,0.2993364930152893,0.6251175999641418,0.25881028175354004,0.26840072870254517,0.34436097741127014,0.23116426169872284,0.513711154460907,0.6251175999641418,0.1139214038848877,0.26840072870254517,0.25732165575027466
well,0.410734087228775,0.44768765568733215,0.3022191524505615,0.22127121686935425,0.4341743588447571,0.42630070447921753,0.255882203578949,0.14419525861740112,0.38376685976982117,0.3390229344367981,0.3422003388404846,0.42630070447921753,0.160293310880661,0.14419525861740112,0.24815571308135986
suited,0.2508925497531891,0.39955955743789673,0.3546673059463501,0.21059726178646088,0.24534153938293457,0.21326355636119843,0.1969493329524994,0.19406577944755554,0.3875482380390167,0.32136794924736023,0.24537359178066254,0.21326355636119843,0.1434461623430252,0.19406577944755554,0.2103053331375122
to,0.44169697165489197,0.40610215067863464,0.38397523760795593,0.22894427180290222,0.4452643394470215,0.535392165184021,0.20539145171642303,0.20794793963432312,0.47261837124824524,0.2345995306968689,1.0,0.535392165184021,0.18281418085098267,0.20794793963432312,0.29463258385658264
manufacturing,0.17770209908485413,0.17943300306797028,0.18438154458999634,0.3721696436405182,0.16252703964710236,0.25165510177612305,0.20077520608901978,0.3528224229812622,0.29004231095314026,0.20605650544166565,0.22432498633861542,0.25165510177612305,0.3175303041934967,0.3528224229812622,0.11596895009279251
",",0.22659391164779663,0.36182254552841187,0.28111666440963745,0.2264556586742401,0.3015086054801941,0.4933079481124878,0.3983730971813202,0.19789794087409973,0.3276674151420593,0.25363782048225403,0.44245919585227966,0.4933079481124878,0.18948227167129517,0.19789794087409973,0.31091248989105225
especially,0.33161523938179016,0.47381144762039185,0.4297035336494446,0.1927572786808014,0.26305219531059265,0.39420849084854126,0.11414186656475067,0.09284202754497528,0.4509589970111847,0.39288878440856934,0.37744608521461487,0.39420849084854126,0.12427601963281631,0.09284202754497528,0.19751401245594025
cotton,0.10696924477815628,0.22230742871761322,0.1569608896970749,0.2799314558506012,0.185091033577919,0.1990797519683838,0.26473864912986755,0.20978549122810364,0.15427570044994354,0.1515585482120514,0.1712373048067093,0.1990797519683838,0.3332621157169342,0.20978549122810364,0.11310630291700363
spinning,0.2629467248916626,0.21927855908870697,0.22101470828056335,0.35256290435791016,0.19608986377716064,0.24553844332695007,0.2829315960407257,0.28004151582717896,0.24482792615890503,0.1935308277606964,0.2418740689754486,0.24553844332695007,0.2769307494163513,0.28004151582717896,0.13299976289272308
.,0.3287222981452942,0.3374604284763336,0.32668155431747437,0.22855372726917267,0.35288307070732117,0.5934505462646484,0.3738012909889221,0.21814921498298645,0.3711656630039215,0.27071613073349,0.4645031690597534,0.5934505462646484,0.25756895542144775,0.21814921498298645,0.4130953550338745
