,what,happened,to,nasa,'s,budget,after,the,first,successful,moon,landing,?
nasa,0.21178755164146423,0.12121786177158356,0.21193136274814606,1.0000001192092896,-0.09383333474397659,0.2532660663127899,0.1796136051416397,0.19786997139453888,0.20897698402404785,0.12444594502449036,0.47473642230033875,0.3379216194152832,0.1809994876384735
's,0.02692362666130066,-0.012165569700300694,0.03782717138528824,-0.09383333474397659,0.9999999403953552,0.03800197318196297,-0.055672239512205124,-0.01540423184633255,-0.014458609744906425,-0.01727212779223919,0.0421946756541729,0.0075084492564201355,-0.023395681753754616
yearly,0.20375469326972961,0.20925328135490417,0.23069515824317932,0.23082198202610016,0.0002831586170941591,0.3646492660045624,0.19092446565628052,0.3435767889022827,0.25029468536376953,0.17223584651947021,0.19433507323265076,0.10300802439451218,0.18205775320529938
budget,0.1832011640071869,0.14127351343631744,0.24614150822162628,0.2532660663127899,0.03800197318196297,1.0,0.11600471287965775,0.22188150882720947,0.210977241396904,0.2184651494026184,0.22331374883651733,0.19629643857479095,0.14098747074604034
also,0.42747777700424194,0.2813682556152344,0.5348826050758362,0.17920900881290436,-0.0014726108638569713,0.19837670028209686,0.33205533027648926,0.6021018624305725,0.43768298625946045,0.28414106369018555,0.20976969599723816,0.1878737360239029,0.21848613023757935
began,0.1665823757648468,0.3216680884361267,0.2731419503688812,0.16119016706943512,-0.026281554251909256,0.25450384616851807,0.42210453748703003,0.3059147596359253,0.3549816310405731,0.2636580467224121,0.13540337979793549,0.19220004975795746,0.1370266228914261
to,0.455847829580307,0.2299996316432953,1.0,0.21193136274814606,0.03782717138528824,0.24614150822162628,0.37890323996543884,0.535392165184021,0.3792489171028137,0.2317596971988678,0.17707908153533936,0.27316537499427795,0.29463258385658264
shrink,0.22391299903392792,0.17474062740802765,0.34525859355926514,0.18481102585792542,0.04036436975002289,0.17398111522197723,0.18670527637004852,0.2811044156551361,0.1568615734577179,0.08650267124176025,0.20119068026542664,0.11424359679222107,0.20067396759986877
in,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.15705716609954834,-0.037580832839012146,0.17575198411941528,0.44050168991088867,0.6662389636039734,0.4127444326877594,0.2864660918712616,0.1284755915403366,0.2088729292154312,0.20430970191955566
light,0.22953972220420837,0.20834600925445557,0.22474321722984314,0.1337972730398178,0.047048170119524,0.17673258483409882,0.14589063823223114,0.2649136185646057,0.1733669638633728,0.15419326722621918,0.25494030117988586,0.15760038793087006,0.17429810762405396
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.17935146391391754,-0.03817026689648628,0.19846364855766296,0.3867455720901489,0.733189046382904,0.3536086082458496,0.2304827868938446,0.18815091252326965,0.22376328706741333,0.1826142966747284
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.19786997139453888,-0.01540423184633255,0.22188150882720947,0.4565047025680542,1.0,0.49448907375335693,0.31354787945747375,0.23613092303276062,0.24055521190166473,0.22068053483963013
successful,0.16902779042720795,0.20773018896579742,0.2317596971988678,0.12444594502449036,-0.01727212779223919,0.2184651494026184,0.275703489780426,0.31354787945747375,0.3973231315612793,1.0,0.134836345911026,0.21590983867645264,0.1132197454571724
landing,0.17083740234375,0.21559472382068634,0.27316537499427795,0.3379216194152832,0.0075084492564201355,0.19629643857479095,0.25509509444236755,0.24055521190166473,0.24647179245948792,0.21590983867645264,0.3334655165672302,1.0000001192092896,0.11133739352226257
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.18665438890457153,-0.0016132977325469255,0.17821282148361206,0.38860568404197693,0.4933079481124878,0.34503069519996643,0.28826844692230225,0.18567080795764923,0.23283818364143372,0.31091248989105225
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.12810774147510529,0.06895173341035843,0.24134306609630585,0.3765919506549835,0.5171257257461548,0.3167642652988434,0.2795376479625702,0.2018347829580307,0.1899331510066986,0.20544172823429108
nasa,0.21178755164146423,0.12121786177158356,0.21193136274814606,1.0000001192092896,-0.09383333474397659,0.2532660663127899,0.1796136051416397,0.19786997139453888,0.20897698402404785,0.12444594502449036,0.47473642230033875,0.3379216194152832,0.1809994876384735
also,0.42747777700424194,0.2813682556152344,0.5348826050758362,0.17920900881290436,-0.0014726108638569713,0.19837670028209686,0.33205533027648926,0.6021018624305725,0.43768298625946045,0.28414106369018555,0.20976969599723816,0.1878737360239029,0.21848613023757935
had,0.23849567770957947,0.39129355549812317,0.37984350323677063,0.13812682032585144,-0.004401352722197771,0.26268628239631653,0.4133172631263733,0.3875846862792969,0.3379828929901123,0.2717045247554779,0.12309138476848602,0.2184573858976364,0.20728366076946259
to,0.455847829580307,0.2299996316432953,1.0,0.21193136274814606,0.03782717138528824,0.24614150822162628,0.37890323996543884,0.535392165184021,0.3792489171028137,0.2317596971988678,0.17707908153533936,0.27316537499427795,0.29463258385658264
make,0.3792211413383484,0.22711507976055145,0.497876912355423,0.2105499505996704,0.09622383862733841,0.24176239967346191,0.24345865845680237,0.3146495521068573,0.24807552993297577,0.17969028651714325,0.1961815506219864,0.1921624094247818,0.28314751386642456
funds,0.15644897520542145,0.11817571520805359,0.33157411217689514,0.12366987019777298,0.06609949469566345,0.3658263385295868,0.2358337938785553,0.23871955275535583,0.1637038141489029,0.1558588296175003,0.09239190816879272,0.149772047996521,0.12731410562992096
available,0.22032985091209412,0.1260257512331009,0.2394571453332901,0.2189076542854309,0.03610558435320854,0.16579662263393402,0.08314509689807892,0.26723232865333557,0.2574032247066498,0.23618793487548828,0.1454615294933319,0.1336260437965393,0.2501629889011383
for,0.3017193675041199,0.23292502760887146,0.4451248347759247,0.17481353878974915,-0.07241261005401611,0.22225628793239594,0.3650246858596802,0.4739971458911896,0.3800288736820221,0.2988608777523041,0.2043032944202423,0.23171500861644745,0.264628142118454
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.19786997139453888,-0.01540423184633255,0.22188150882720947,0.4565047025680542,1.0,0.49448907375335693,0.31354787945747375,0.23613092303276062,0.24055521190166473,0.22068053483963013
development,0.19014155864715576,0.17525513470172882,0.27639102935791016,0.2143857628107071,0.004789014346897602,0.20682230591773987,0.12098006904125214,0.3362044394016266,0.25595250725746155,0.14987750351428986,0.13338249921798706,0.21333029866218567,0.1211358830332756
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.17935146391391754,-0.03817026689648628,0.19846364855766296,0.3867455720901489,0.733189046382904,0.3536086082458496,0.2304827868938446,0.18815091252326965,0.22376328706741333,0.1826142966747284
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.19786997139453888,-0.01540423184633255,0.22188150882720947,0.4565047025680542,1.0,0.49448907375335693,0.31354787945747375,0.23613092303276062,0.24055521190166473,0.22068053483963013
upcoming,0.2536647617816925,0.16808098554611206,0.2974366247653961,0.18886356055736542,0.018312327563762665,0.362663209438324,0.24693965911865234,0.349834144115448,0.3235422372817993,0.27575668692588806,0.2359132468700409,0.1659165620803833,0.24273672699928284
space,0.20525942742824554,0.11252196878194809,0.22712917625904083,0.4611377716064453,-0.1200559139251709,0.2535869777202606,0.15923935174942017,0.24495907127857208,0.24688784778118134,0.14150378108024597,0.312654048204422,0.21530812978744507,0.1885536164045334
shuttle,0.19065336883068085,0.22477038204669952,0.17158663272857666,0.4581407904624939,-0.08142049610614777,0.25222867727279663,0.17297577857971191,0.23281456530094147,0.23062047362327576,0.16427427530288696,0.22593063116073608,0.37743520736694336,0.16073749959468842
.,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.22033250331878662,-0.003708066651597619,0.21427461504936218,0.35870397090911865,0.5934505462646484,0.4345304071903229,0.361310213804245,0.2040150910615921,0.2410571426153183,0.4130953550338745
