,when,was,the,cretaceous-paleogen,extinction,occur,?
this,0.4959332048892975,0.3638818562030792,0.6274310946464539,0.29152101278305054,0.33296820521354675,0.30992093682289124,0.3155723512172699
suggests,0.25452104210853577,0.2206977754831314,0.3135903775691986,0.41621142625808716,0.3339165449142456,0.32163140177726746,0.2323666214942932
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.28613993525505066,0.3000577688217163,0.24763844907283783,0.32716336846351624
the,0.5091903209686279,0.48711544275283813,1.0,0.2859672009944916,0.26832786202430725,0.26611819863319397,0.22068053483963013
last,0.3294509947299957,0.32424551248550415,0.3698786795139313,0.2556580603122711,0.27581149339675903,0.14020012319087982,0.22371746599674225
common,0.20520533621311188,0.0880795493721962,0.2705984115600586,0.24965141713619232,0.28959721326828003,0.3880608081817627,0.20434872806072235
ancestor,0.16583535075187683,0.22579047083854675,0.2142530232667923,0.3599432408809662,0.3347095549106598,0.12277401983737946,0.14805565774440765
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.275289922952652,0.2606869041919708,0.24223870038986206,0.1826142966747284
modern,0.19283193349838257,0.23571695387363434,0.3283970355987549,0.31077197194099426,0.23904134333133698,0.12480442970991135,0.12475407868623734
ctenophores,0.20173141360282898,0.05756163224577904,0.2543465793132782,0.4876871109008789,0.4061846137046814,0.36737361550331116,0.2054179310798645
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.19078296422958374,0.17516474425792694,0.0945671796798706,0.18412111699581146
relatively,0.37015649676322937,0.21360629796981812,0.33481109142303467,0.379770427942276,0.3173277676105499,0.2884351313114166,0.1281091868877411
recent,0.2353774756193161,0.2536894679069519,0.31046223640441895,0.3031286299228668,0.3606419861316681,0.2729472517967224,0.2544887959957123
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2573307454586029,0.21871958673000336,0.28566715121269226,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2561132609844208,0.21695098280906677,0.2570546269416809,0.20544172823429108
perhaps,0.29694464802742004,0.24803057312965393,0.35476016998291016,0.3232860267162323,0.31384530663490295,0.2168607860803604,0.4211712181568146
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.19078296422958374,0.17516474425792694,0.0945671796798706,0.18412111699581146
lucky,0.18384860455989838,0.205673485994339,0.17266055941581726,0.12949147820472717,0.0746479332447052,0.09599307924509048,0.19182851910591125
enough,0.4027702510356903,0.18723952770233154,0.304282009601593,0.20116843283176422,0.16617882251739502,0.14313167333602905,0.3526461720466614
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.19203171133995056,0.20060859620571136,0.1967356950044632,0.29463258385658264
survive,0.24590933322906494,0.14027971029281616,0.25732097029685974,0.32518959045410156,0.3568339943885803,0.3619624972343445,0.15179267525672913
the,0.5091903209686279,0.48711544275283813,1.0,0.2859672009944916,0.26832786202430725,0.26611819863319397,0.22068053483963013
cretaceous–paleogene,0.2568065822124481,0.21852236986160278,0.3062284290790558,0.9771704077720642,0.6639691591262817,0.37676700949668884,0.20868074893951416
extinction,0.16879434883594513,0.17516474425792694,0.26832786202430725,0.6256037950515747,1.0000001192092896,0.3674926459789276,0.17184245586395264
event,0.2685905992984772,0.28341150283813477,0.2960145175457001,0.3472397029399872,0.4730823338031769,0.35217124223709106,0.16076280176639557
65.5,-0.001014418201521039,0.023045774549245834,-0.028208930045366287,-0.0660838782787323,-0.012084409594535828,-0.02655966393649578,-0.03838735446333885
million,0.17012886703014374,0.24203833937644958,0.277012437582016,0.38323888182640076,0.2990470826625824,0.17911294102668762,0.23092924058437347
years,0.3409145474433899,0.35855233669281006,0.2912273406982422,0.3723818361759186,0.29976823925971985,0.1835324615240097,0.1914375126361847
ago,0.34233349561691284,0.24615181982517242,0.23063679039478302,0.5530166625976562,0.43316176533699036,0.24592001736164093,0.2202194780111313
while,0.548916757106781,0.3253832161426544,0.39804592728614807,0.1618177592754364,0.13471324741840363,0.1992799937725067,0.21076419949531555
other,0.34102705121040344,0.14651623368263245,0.44152235984802246,0.2564663589000702,0.24750539660453796,0.293745756149292,0.24682199954986572
lineages,0.12924392521381378,0.1532713621854782,0.276839941740036,0.5106709599494934,0.45060995221138,0.3743019998073578,0.1678934246301651
perished,0.2660579979419708,0.2820931673049927,0.3055165708065033,0.342695951461792,0.2990207076072693,0.2755214273929596,0.10230635106563568
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.26293471455574036,0.1791534125804901,0.21290622651576996,0.4130953550338745
