,when,was,otto,von,bismarck,born,?
after,0.5331412553787231,0.49306565523147583,0.20275245606899261,0.13980841636657715,0.17143413424491882,0.23082870244979858,0.16608688235282898
prussia,0.21976780891418457,0.2695194482803345,0.3791429102420807,0.40926408767700195,0.46117696166038513,0.12271177768707275,0.09988865256309509
unified,0.20491962134838104,0.19592061638832092,0.14310947060585022,0.18463489413261414,0.16270025074481964,0.19473449885845184,0.21746130287647247
the,0.5091903209686279,0.48711544275283813,0.1906455010175705,0.21817399561405182,0.267672061920166,0.19202874600887299,0.22068053483963013
other,0.34102705121040344,0.14651623368263245,0.12999194860458374,0.11822564899921417,0.14821036159992218,0.07931392639875412,0.24682199954986572
states,0.24639196693897247,0.2847922146320343,0.15202809870243073,0.12172326445579529,0.23406000435352325,0.18292705714702606,0.16272737085819244
into,0.389646977186203,0.2322220653295517,0.09815731644630432,0.08792611956596375,0.08067464083433151,0.11684546619653702,0.15662476420402527
the,0.5091903209686279,0.48711544275283813,0.1906455010175705,0.21817399561405182,0.267672061920166,0.19202874600887299,0.22068053483963013
second,0.28561660647392273,0.3858029544353485,0.21689240634441376,0.15136867761611938,0.16911311447620392,0.21518415212631226,0.17239587008953094
german,0.16090898215770721,0.26016926765441895,0.43235188722610474,0.5505782961845398,0.4864182472229004,0.22926941514015198,0.13978645205497742
empire,0.18422111868858337,0.30602675676345825,0.2690388262271881,0.20950397849082947,0.2967890202999115,0.18968872725963593,0.14909450709819794
after,0.5331412553787231,0.49306565523147583,0.20275245606899261,0.13980841636657715,0.17143413424491882,0.23082870244979858,0.16608688235282898
the,0.5091903209686279,0.48711544275283813,0.1906455010175705,0.21817399561405182,0.267672061920166,0.19202874600887299,0.22068053483963013
franco-german,0.2397090494632721,0.3276323080062866,0.4314064681529999,0.4657392203807831,0.4680825173854828,0.34713345766067505,0.21309657394886017
war,0.26339730620384216,0.3560331463813782,0.2734348177909851,0.2411278933286667,0.28018268942832947,0.16999183595180511,0.15510529279708862
",",0.36674630641937256,0.45456063747406006,0.19976253807544708,0.1878369003534317,0.2180548757314682,0.37898433208465576,0.31091248989105225
its,0.34032323956489563,0.3518870174884796,0.058069031685590744,0.08275847882032394,0.18865551054477692,0.08583856374025345,0.15103481709957123
long-time,0.33422163128852844,0.29249802231788635,0.2130066156387329,0.17411597073078156,0.17693132162094116,0.25000861287117004,0.2553507387638092
chancellor,0.13414767384529114,0.2744111120700836,0.3607671558856964,0.3520752787590027,0.41570496559143066,0.2691308557987213,0.12048398703336716
",",0.36674630641937256,0.45456063747406006,0.19976253807544708,0.1878369003534317,0.2180548757314682,0.37898433208465576,0.31091248989105225
otto,0.1581655591726303,0.2634204030036926,1.0,0.4545882046222687,0.43848082423210144,0.22120435535907745,0.12762142717838287
von,0.15501481294631958,0.2042967826128006,0.4545882046222687,1.0,0.5534809231758118,0.15841679275035858,0.13907472789287567
