,what,are,bskyb,'s,standard,definition,broadcasts,compliant,with,?
bskyb,0.17457032203674316,0.14710520207881927,1.0000001192092896,0.046084970235824585,0.2683827579021454,0.1723196655511856,0.1788732260465622,0.2608412504196167,0.18421940505504608,0.2979319989681244
's,0.02692362666130066,-0.008927806280553341,0.046084970235824585,0.9999999403953552,-0.011532524600625038,-0.07552970945835114,0.09407208114862442,-0.008817028254270554,-0.04624466598033905,-0.023395681753754616
standard,0.22809998691082,0.2518865764141083,0.2683827579021454,-0.011532524600625038,1.0,0.3563583791255951,0.22002704441547394,0.3515833616256714,0.21688394248485565,0.17029257118701935
definition,0.330344021320343,0.2561403512954712,0.1723196655511856,-0.07552970945835114,0.3563583791255951,1.0,0.1961873322725296,0.2997344732284546,0.16454635560512543,0.2796523869037628
broadcasts,0.17804105579853058,0.18536077439785004,0.1788732260465622,0.09407208114862442,0.22002704441547394,0.1961873322725296,1.0000001192092896,0.21612559258937836,0.20008444786071777,0.1364026516675949
are,0.29724663496017456,1.0,0.14710520207881927,-0.008927806280553341,0.2518865764141083,0.2561403512954712,0.18536077439785004,0.2555980980396271,0.38996943831443787,0.24591213464736938
in,0.30808621644973755,0.3841303884983063,0.22606848180294037,-0.037580832839012146,0.24721406400203705,0.20306213200092316,0.26476189494132996,0.09474939852952957,0.4080928862094879,0.20430970191955566
dvb-compliant,0.3284575343132019,0.26128602027893066,0.2686702609062195,-0.017331866547465324,0.3571239113807678,0.3052431344985962,0.22092591226100922,0.9646830558776855,0.1781008541584015,0.3252083957195282
mpeg-2,0.16388297080993652,0.2081010937690735,0.27226853370666504,0.11144733428955078,0.33125513792037964,0.286153107881546,0.26110631227493286,0.3214438259601593,0.09639622271060944,0.1570807695388794
",",0.3087472915649414,0.4062570035457611,0.2852807641029358,-0.0016132977325469255,0.2593318521976471,0.24771931767463684,0.2320742905139923,0.24442490935325623,0.4120737314224243,0.31091248989105225
with,0.2464839518070221,0.38996943831443787,0.18421940505504608,-0.04624466598033905,0.21688394248485565,0.16454635560512543,0.20008444786071777,0.1823940873146057,0.9999999403953552,0.2433311939239502
the,0.42745697498321533,0.40399202704429626,0.20915858447551727,-0.01540423184633255,0.29008856415748596,0.23176956176757812,0.26939961314201355,0.1782636046409607,0.4223487675189972,0.22068053483963013
sky,0.16493305563926697,0.18122971057891846,0.2902737259864807,0.054967135190963745,0.16064167022705078,0.10064787417650223,0.2217566967010498,0.10316268354654312,0.20754678547382355,0.11270341277122498
movies,0.19910205900669098,0.1986900418996811,0.22978071868419647,0.06270326673984528,0.16448333859443665,0.1912989616394043,0.3068070709705353,0.19536738097667694,0.1648053228855133,0.18891702592372894
and,0.31309178471565247,0.48576638102531433,0.2175528109073639,0.06895173341035843,0.24117660522460938,0.1981266289949417,0.2523579001426697,0.18104852735996246,0.5477725267410278,0.20544172823429108
sky,0.16493305563926697,0.18122971057891846,0.2902737259864807,0.054967135190963745,0.16064167022705078,0.10064787417650223,0.2217566967010498,0.10316268354654312,0.20754678547382355,0.11270341277122498
box,0.20509275794029236,0.1377929151058197,0.20598848164081573,0.07951416075229645,0.3030742406845093,0.22536130249500275,0.12128911167383194,0.28807011246681213,0.17810267210006714,0.21736569702625275
office,0.12159775197505951,0.09449593722820282,0.20834863185882568,-0.06233545020222664,0.1735714226961136,0.17439812421798706,0.13261118531227112,0.192203089594841,0.1258654147386551,0.16497313976287842
channels,0.1923084557056427,0.26991578936576843,0.1449941098690033,0.09595498442649841,0.20487946271896362,0.24908187985420227,0.5117288827896118,0.2351004034280777,0.1873491257429123,0.19657258689403534
including,0.18328791856765747,0.45025435090065,0.1490495502948761,0.0074059427715837955,0.13945981860160828,0.15351328253746033,0.25044330954551697,0.18713141977787018,0.37174999713897705,0.1633303165435791
optional,0.18392537534236908,0.18923141062259674,0.3784954249858856,0.004527794197201729,0.29935240745544434,0.23524269461631775,0.09422499686479568,0.33717676997184753,0.14345374703407288,0.2415110170841217
dolby,0.17868153750896454,0.1564066857099533,0.36108890175819397,0.08290903270244598,0.21229495108127594,0.23584048449993134,0.30890920758247375,0.20963747799396515,0.15655988454818726,0.2288801074028015
digital,0.1757969856262207,0.17171630263328552,0.2244831621646881,0.14468993246555328,0.22945985198020935,0.2528928816318512,0.38021865487098694,0.25383439660072327,0.10750167816877365,0.12982943654060364
soundtracks,0.20127040147781372,0.18800747394561768,0.24585847556591034,0.08983578532934189,0.15972857177257538,0.21367421746253967,0.2644621431827545,0.23683896660804749,0.15743935108184814,0.17700113356113434
for,0.3017193675041199,0.3895993232727051,0.16577120125293732,-0.07241261005401611,0.3173719346523285,0.2789401710033417,0.3001185953617096,0.3077545762062073,0.39140474796295166,0.264628142118454
recent,0.24256184697151184,0.2818499803543091,0.15764513611793518,-0.01746293343603611,0.21821174025535583,0.23759347200393677,0.13185687363147736,0.27412089705467224,0.2035779356956482,0.2544887959957123
films,0.19852851331233978,0.2070491909980774,0.2167130410671234,0.029887473210692406,0.18292002379894257,0.1522224396467209,0.2812415063381195,0.20850630104541779,0.21037143468856812,0.20618696510791779
",",0.3087472915649414,0.4062570035457611,0.2852807641029358,-0.0016132977325469255,0.2593318521976471,0.24771931767463684,0.2320742905139923,0.24442490935325623,0.4120737314224243,0.31091248989105225
although,0.24844598770141602,0.30740880966186523,0.13820099830627441,0.06846998631954193,0.20571240782737732,0.23498369753360748,0.20144686102867126,0.23943452537059784,0.32515957951545715,0.15541206300258636
these,0.4164220690727234,0.7107698917388916,0.15024182200431824,0.026068098843097687,0.3054858148097992,0.26733294129371643,0.21593144536018372,0.3123238682746887,0.37595367431640625,0.2571668326854706
are,0.29724663496017456,1.0,0.14710520207881927,-0.008927806280553341,0.2518865764141083,0.2561403512954712,0.18536077439785004,0.2555980980396271,0.38996943831443787,0.24591213464736938
