,how,many,fumbles,did,von,miller,force,?
denver,0.15631112456321716,0.18606427311897278,0.34164100885391235,0.16413381695747375,0.1650388240814209,0.2895999550819397,0.13847558200359344,0.1520889848470688
linebacker,0.07137423753738403,0.12625199556350708,0.4557225704193115,0.13520534336566925,0.07443031668663025,0.30272817611694336,0.161281019449234,0.15540370345115662
von,0.1710921674966812,0.18748323619365692,0.13662727177143097,0.22224590182304382,1.0,0.21985934674739838,0.10820114612579346,0.13907472789287567
miller,0.17608608305454254,0.15215572714805603,0.28203272819519043,0.18827186524868011,0.21985934674739838,0.9999998807907104,0.07444813847541809,0.1295081228017807
was,0.16678167879581451,0.260356068611145,0.22568732500076294,0.41399896144866943,0.2042967826128006,0.23326176404953003,0.20879842340946198,0.18412111699581146
named,0.155859112739563,0.2136070877313614,0.17500360310077667,0.1507878601551056,0.18845419585704803,0.09032490104436874,0.1513955444097519,0.1297498345375061
super,0.11920704692602158,0.17302978038787842,0.31058406829833984,0.16038043797016144,0.09019782394170761,0.1263037472963333,0.2356272041797638,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.38857853412628174,0.18569406867027283,0.05615047365427017,0.12768206000328064,0.17790059745311737,0.21118052303791046
mvp,0.10867138206958771,0.10090233385562897,0.38671132922172546,0.17167621850967407,0.17494645714759827,0.17567558586597443,0.0983143001794815,0.19954749941825867
",",0.22659391164779663,0.40610817074775696,0.3138982951641083,0.3015086054801941,0.1878369003534317,0.32534530758857727,0.22091743350028992,0.31091248989105225
recording,0.19648906588554382,0.20405806601047516,0.26851215958595276,0.20224055647850037,0.18543459475040436,0.292163610458374,0.10246630012989044,0.18037092685699463
five,0.20553050935268402,0.41084155440330505,0.19400393962860107,0.1999429613351822,0.11452800780534744,0.14455710351467133,0.15512384474277496,0.18342848122119904
solo,0.12291531264781952,0.17965957522392273,0.2792752683162689,0.15713106095790863,0.11115751415491104,0.24319517612457275,0.13512806594371796,0.1560981124639511
tackles,0.20144808292388916,0.14041443169116974,0.5880454778671265,0.2027961164712906,0.09629620611667633,0.36091622710227966,0.1410997360944748,0.20188532769680023
",",0.22659391164779663,0.40610817074775696,0.3138982951641083,0.3015086054801941,0.1878369003534317,0.32534530758857727,0.22091743350028992,0.31091248989105225
2½,-0.07168057560920715,-0.015302646905183792,0.0521092526614666,0.029727062210440636,-0.03199057653546333,-0.09513317793607712,0.06018134951591492,-0.02855924889445305
sacks,0.1041552722454071,0.16596581041812897,0.4642697870731354,0.1250401884317398,0.1289111226797104,0.23011738061904907,0.09688390046358109,0.0761517658829689
",",0.22659391164779663,0.40610817074775696,0.3138982951641083,0.3015086054801941,0.1878369003534317,0.32534530758857727,0.22091743350028992,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.27952373027801514,0.34479495882987976,0.2179601788520813,0.2989555597305298,0.24372100830078125,0.20544172823429108
two,0.2499001920223236,0.5147606730461121,0.1853245198726654,0.2755576968193054,0.1465245485305786,0.19982647895812988,0.22581329941749573,0.19645625352859497
forced,0.23831938207149506,0.2377408891916275,0.3908575773239136,0.36753809452056885,0.12442227452993393,0.16247615218162537,0.4058721363544464,0.17547516524791718
fumbles,0.17731307446956635,0.1469249129295349,1.0,0.16302171349525452,0.13662727177143097,0.28203272819519043,0.22769184410572052,0.1826416552066803
.,0.3287222981452942,0.3974229395389557,0.26300492882728577,0.35288307070732117,0.20990465581417084,0.26640716195106506,0.2783275842666626,0.4130953550338745
