,which,artist,who,had,a,major,influence,on,the,gothic,revival,is,represented,in,the,v,&,a,'s,british,galleries,?
patrons,0.17234787344932556,0.19915646314620972,0.29891547560691833,0.25267088413238525,0.12323381751775742,0.1111060231924057,0.2680465579032898,0.0740186795592308,0.1851688176393509,0.2445170134305954,0.22876377403736115,0.10844188928604126,0.08012881875038147,0.16038291156291962,0.1851688176393509,0.08536341041326523,0.07550128549337387,0.12323381751775742,-0.03705637529492378,0.13427960872650146,0.34495222568511963,0.05111222341656685
who,0.3688730001449585,0.21970026195049286,0.9999998807907104,0.36173108220100403,0.36608949303627014,0.17810054123401642,0.2847938537597656,0.2340552806854248,0.3733934462070465,0.12928442656993866,0.1408388912677765,0.24293622374534607,0.17065028846263885,0.2792111933231354,0.3733934462070465,0.06742344051599503,0.09244576841592789,0.36608949303627014,0.05599616840481758,0.2666113078594208,0.16204048693180084,0.26220351457595825
have,0.49652695655822754,0.10343152284622192,0.39246654510498047,0.6263401508331299,0.338716596364975,0.2512233257293701,0.26689037680625916,0.36494916677474976,0.40389683842658997,0.1625707745552063,0.17627838253974915,0.3613572418689728,0.21880444884300232,0.36843645572662354,0.40389683842658997,0.08700474351644516,0.1609847992658615,0.338716596364975,-0.02807004563510418,0.18602940440177917,0.2358860820531845,0.32991164922714233
influenced,0.1737663745880127,0.29760289192199707,0.21744515001773834,0.2561519145965576,0.14859096705913544,0.17777393758296967,0.8065833449363708,0.1909867376089096,0.18518297374248505,0.3474085330963135,0.38043248653411865,0.1398671418428421,0.2693692743778229,0.23469695448875427,0.18518297374248505,0.11170490831136703,0.11198623478412628,0.14859096705913544,-0.0006173446890898049,0.2000826597213745,0.2263336479663849,0.1310873031616211
taste,0.2825659513473511,0.13411231338977814,0.18546462059020996,0.21338389813899994,0.17829598486423492,0.10243100672960281,0.23218657076358795,0.18624058365821838,0.16953471302986145,0.17036396265029907,0.16168935596942902,0.16390281915664673,0.08818484842777252,0.17292098701000214,0.16953471302986145,0.14369389414787292,0.12537705898284912,0.17829598486423492,0.09537605941295624,0.11653126031160355,0.08871811628341675,0.21932069957256317
are,0.42922598123550415,0.07536984235048294,0.27294138073921204,0.3489702045917511,0.265255331993103,0.21536177396774292,0.16918374598026276,0.268924742937088,0.40399202704429626,0.16835711896419525,0.09974300861358643,0.5330929756164551,0.25353574752807617,0.3841303884983063,0.40399202704429626,0.07239489257335663,0.17888472974300385,0.265255331993103,-0.008927806280553341,0.12250547111034393,0.28016820549964905,0.24591213464736938
also,0.6566565632820129,0.19869576394557953,0.47919341921806335,0.4027194678783417,0.5149940252304077,0.3074300289154053,0.3029876947402954,0.3762153089046478,0.6021018624305725,0.17602930963039398,0.2515869140625,0.5012649297714233,0.27612221240997314,0.5073733329772949,0.6021018624305725,0.17328022420406342,0.1553146094083786,0.5149940252304077,-0.0014726108638569713,0.23564288020133972,0.24353668093681335,0.21848613023757935
represented,0.2635336220264435,0.16785162687301636,0.17065028846263885,0.24834619462490082,0.3039659857749939,0.14157229661941528,0.21560797095298767,0.17962776124477386,0.3256146013736725,0.07850285619497299,0.17928148806095123,0.30249524116516113,0.9999999403953552,0.33309870958328247,0.3256146013736725,0.13714782893657684,0.07141020148992538,0.3039659857749939,0.09158138185739517,0.15302805602550507,0.18059028685092926,0.11276352405548096
by,0.40543368458747864,0.24115848541259766,0.39727845788002014,0.37294110655784607,0.32094135880470276,0.19764594733715057,0.29864758253097534,0.33887791633605957,0.4408751428127289,0.1766715794801712,0.24192027747631073,0.3899846076965332,0.23673410713672638,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,-0.010884488001465797,0.26707085967063904,0.18073885142803192,0.17966607213020325
works,0.2730301022529602,0.27076712250709534,0.2919859290122986,0.1697332113981247,0.2170431762933731,0.2254471629858017,0.3128282427787781,0.18736502528190613,0.26337864995002747,0.17711782455444336,0.20766519010066986,0.30236580967903137,0.15046696364879608,0.2656683027744293,0.26337864995002747,0.1258377879858017,0.12323866784572601,0.2170431762933731,0.04286740720272064,0.12995171546936035,0.37208712100982666,0.19597402215003967
of,0.5011631846427917,0.15722915530204773,0.2827862501144409,0.37755560874938965,0.5052502155303955,0.2641255557537079,0.3608979284763336,0.3966929316520691,0.733189046382904,0.24052086472511292,0.2109367549419403,0.4854315221309662,0.3891753554344177,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,-0.03817026689648628,0.23701532185077667,0.24172402918338776,0.1826142966747284
