,what,may,be,possible,for,multiple,kuznets,',cycles,to,be,in,at,any,given,time,?
[,0.010752761736512184,0.0027158716693520546,0.02023543231189251,0.02826068364083767,0.10575617104768753,0.11335952579975128,0.08686711639165878,-0.0595012828707695,0.15194563567638397,0.07649242132902145,0.02023543231189251,0.12324675917625427,0.11318142712116241,0.04252152517437935,-0.011642719618976116,0.12537872791290283,0.011015460826456547
citation,0.26448965072631836,0.21822452545166016,0.3005395233631134,0.2811161279678345,0.2762897312641144,0.3245542645454407,0.1521962434053421,0.20926277339458466,0.12012439221143723,0.2558228075504303,0.3005395233631134,0.22942641377449036,0.18399284780025482,0.31771862506866455,0.24984858930110931,0.22479583323001862,0.3382055461406708
needed,0.3631289601325989,0.2525690495967865,0.44150373339653015,0.5032283663749695,0.38127243518829346,0.22345498204231262,0.17335449159145355,0.24380551278591156,0.2646036446094513,0.45002421736717224,0.44150373339653015,0.21117523312568665,0.22810974717140198,0.4696193039417267,0.36217981576919556,0.3310089409351349,0.2863257825374603
],-0.03775298595428467,-0.03083634376525879,-0.0038522027898579836,0.03231206163764,-0.023346275091171265,-0.015606902539730072,0.015738630667328835,-0.06842965632677078,-0.053319498896598816,-0.04249158129096031,-0.0038522027898579836,-0.1088862195611,-0.021593619138002396,-0.06282070279121399,0.030746737495064735,0.03614058345556259,-0.0022520492784678936
this,0.5489566326141357,0.37716761231422424,0.566177248954773,0.4547496736049652,0.5082864165306091,0.2323962301015854,0.15371811389923096,0.4329338073730469,0.2797476649284363,0.5759071707725525,0.566177248954773,0.45205554366111755,0.32544323801994324,0.5327546000480652,0.36582374572753906,0.43249568343162537,0.3155723512172699
implies,0.33707395195961,0.17454524338245392,0.3691355586051941,0.36616650223731995,0.304726779460907,0.20184111595153809,0.13895288109779358,0.2344718724489212,0.2117789089679718,0.29631727933883667,0.3691355586051941,0.1738758087158203,0.14829854667186737,0.4526888132095337,0.29568272829055786,0.25559958815574646,0.24269460141658783
that,0.6297725439071655,0.4234136641025543,0.6036020517349243,0.42499589920043945,0.4137635827064514,0.25217002630233765,0.19955454766750336,0.3494868278503418,0.28841379284858704,0.5436353087425232,0.6036020517349243,0.435920387506485,0.3183255195617676,0.5484943389892578,0.3486595153808594,0.388528436422348,0.32716336846351624
it,0.45803478360176086,0.30672433972358704,0.5203388929367065,0.3402087390422821,0.32171204686164856,0.12368384748697281,0.14779038727283478,0.5141429305076599,0.1931038498878479,0.513711154460907,0.5203388929367065,0.5130809545516968,0.36473900079727173,0.4118892550468445,0.22770175337791443,0.3375589847564697,0.25732165575027466
may,0.25739946961402893,0.9999998807907104,0.45514434576034546,0.37218719720840454,0.29255861043930054,0.2486458122730255,0.21994894742965698,0.32926297187805176,0.15354134142398834,0.391582727432251,0.45514434576034546,0.3424151837825775,0.2711789011955261,0.341971218585968,0.258301317691803,0.25842100381851196,0.2768254578113556
be,0.3929833769798279,0.45514434576034546,1.0,0.43379613757133484,0.3801851272583008,0.25947198271751404,0.185211643576622,0.2717236876487732,0.2790546715259552,0.4972836375236511,1.0,0.3481820821762085,0.30379733443260193,0.5107080936431885,0.2965909540653229,0.3473503291606903,0.3324260413646698
possible,0.3281886577606201,0.37218719720840454,0.43379613757133484,1.0,0.3421795666217804,0.36909353733062744,0.14590629935264587,0.24837684631347656,0.29629793763160706,0.4506641626358032,0.43379613757133484,0.2287878543138504,0.27175527811050415,0.4750034511089325,0.2983192801475525,0.3436918258666992,0.3059970438480377
for,0.3017193675041199,0.29255861043930054,0.3801851272583008,0.3421795666217804,0.9999999403953552,0.25015708804130554,0.24772129952907562,0.31184524297714233,0.2629173696041107,0.4451248347759247,0.3801851272583008,0.4322226941585541,0.34237727522850037,0.3944643437862396,0.44294488430023193,0.3992156386375427,0.264628142118454
multiple,0.19839626550674438,0.2486458122730255,0.25947198271751404,0.36909353733062744,0.25015708804130554,0.9999998807907104,0.15889938175678253,0.11742940545082092,0.19429023563861847,0.2663446366786957,0.25947198271751404,0.18657618761062622,0.1886529177427292,0.33412525057792664,0.229264035820961,0.2597702741622925,0.1591399908065796
kuznets,0.1295931190252304,0.21994894742965698,0.185211643576622,0.14590629935264587,0.24772129952907562,0.15889938175678253,1.0,0.19275371730327606,0.15140220522880554,0.16331002116203308,0.185211643576622,0.2006215751171112,0.18646688759326935,0.0903034508228302,0.08958236873149872,0.20939891040325165,0.19523082673549652
',0.3245812654495239,0.32926297187805176,0.2717236876487732,0.24837684631347656,0.31184524297714233,0.11742940545082092,0.19275371730327606,1.0,0.10478272289037704,0.34544456005096436,0.2717236876487732,0.4158826768398285,0.22634780406951904,0.32136401534080505,0.25781694054603577,0.24727515876293182,0.330942302942276
cycles,0.22229748964309692,0.15354134142398834,0.2790546715259552,0.29629793763160706,0.2629173696041107,0.19429023563861847,0.15140220522880554,0.10478272289037704,1.0,0.23237022757530212,0.2790546715259552,0.22146432101726532,0.2109258770942688,0.2610049843788147,0.19502580165863037,0.36200156807899475,0.10661901533603668
to,0.455847829580307,0.391582727432251,0.4972836375236511,0.4506641626358032,0.4451248347759247,0.2663446366786957,0.16331002116203308,0.34544456005096436,0.23237022757530212,1.0,0.4972836375236511,0.45010748505592346,0.36524343490600586,0.46410247683525085,0.3428947925567627,0.3679993152618408,0.29463258385658264
