,when,did,british,begin,to,build,fort,under,william,trent,?
even,0.5135882496833801,0.45816805958747864,0.15357373654842377,0.227834552526474,0.46467068791389465,0.27154484391212463,0.10157059133052826,0.21839523315429688,0.12686295807361603,0.17402896285057068,0.30082517862319946
before,0.5650408267974854,0.33642593026161194,0.13159668445587158,0.41196566820144653,0.4190867841243744,0.21493418514728546,0.18411222100257874,0.22195807099342346,0.16399598121643066,0.18102970719337463,0.2507109045982361
washington,0.17040149867534637,0.19649098813533783,0.2253437042236328,0.14112553000450134,0.24971476197242737,0.07496538013219833,0.2704917788505554,0.16207849979400635,0.23491330444812775,0.24281775951385498,0.157786026597023
returned,0.28365370631217957,0.32570260763168335,0.2192530781030655,0.27406927943229675,0.30012887716293335,0.13999497890472412,0.15520763397216797,0.2098521888256073,0.21999649703502655,0.16656489670276642,0.07695316523313522
",",0.36674630641937256,0.3015086054801941,0.25734075903892517,0.27304404973983765,0.44245919585227966,0.22204548120498657,0.2651418149471283,0.24875585734844208,0.23339112102985382,0.256867915391922,0.31091248989105225
dinwiddie,0.24745722115039825,0.26877668499946594,0.36850643157958984,0.20663855969905853,0.2388167828321457,0.25504404306411743,0.39191290736198425,0.2284075915813446,0.41851910948753357,0.40078407526016235,0.14249292016029358
had,0.37526828050613403,0.540525496006012,0.2696124017238617,0.22477731108665466,0.37984350323677063,0.3062659204006195,0.2091941386461258,0.25874900817871094,0.18635816872119904,0.2154882699251175,0.20728366076946259
sent,0.34522485733032227,0.3411059081554413,0.17302818596363068,0.24761101603507996,0.34694167971611023,0.23860502243041992,0.19689153134822845,0.22174689173698425,0.2167581170797348,0.21281839907169342,0.10903520882129669
a,0.44397395849227905,0.2552328109741211,0.1984395682811737,0.22845244407653809,0.45503583550453186,0.26229962706565857,0.16024662554264069,0.18317826092243195,0.19269351661205292,0.14743150770664215,0.23916715383529663
company,0.2219121903181076,0.16800642013549805,0.23512013256549835,0.1609835922718048,0.24903783202171326,0.18956714868545532,0.1780695766210556,0.23108509182929993,0.21415792405605316,0.13506440818309784,0.12195809185504913
of,0.3757161796092987,0.2513895630836487,0.23701532185077667,0.24830074608325958,0.41548454761505127,0.22630037367343903,0.18979716300964355,0.32766106724739075,0.20272590219974518,0.1848519742488861,0.1826142966747284
40,-0.0599680170416832,-0.001324606011621654,0.0018430124036967754,-0.1303265392780304,-0.027606580406427383,-0.05406941473484039,-0.012471332214772701,0.0052952999249100685,-0.052830036729574203,-0.016626013442873955,0.010195288807153702
men,0.18404603004455566,0.284831702709198,0.19691067934036255,0.1678037792444229,0.24045762419700623,0.20352798700332642,0.2003217190504074,0.2224593609571457,0.1797284036874771,0.14250719547271729,0.1408759206533432
under,0.3172987401485443,0.20815621316432953,0.14973320066928864,0.18111960589885712,0.27177539467811584,0.17446453869342804,0.1924695074558258,0.9999999403953552,0.12446936964988708,0.17638766765594482,0.18233340978622437
william,0.22232958674430847,0.24349860846996307,0.21299338340759277,0.13868138194084167,0.19802416861057281,0.11543431133031845,0.321216881275177,0.12446936964988708,1.0,0.22697456181049347,0.14462219178676605
trent,0.21716734766960144,0.10990525782108307,0.16453900933265686,0.024944890290498734,0.17075593769550323,0.11023902893066406,0.15958508849143982,0.17638766765594482,0.22697456181049347,1.0000001192092896,0.06484119594097137
to,0.5423505902290344,0.4452643394470215,0.22690963745117188,0.33302420377731323,1.0,0.38783395290374756,0.16577591001987457,0.27177539467811584,0.19802416861057281,0.17075593769550323,0.29463258385658264
that,0.5860282182693481,0.47518548369407654,0.19530552625656128,0.27644142508506775,0.5436353087425232,0.3118564784526825,0.14472344517707825,0.26447200775146484,0.20143915712833405,0.18536555767059326,0.32716336846351624
point,0.2634613811969757,0.18732239305973053,0.09189651906490326,0.18502448499202728,0.3403111398220062,0.16316623985767365,0.22581236064434052,0.12428891658782959,0.07783815264701843,0.16168314218521118,0.19189560413360596
",",0.36674630641937256,0.3015086054801941,0.25734075903892517,0.27304404973983765,0.44245919585227966,0.22204548120498657,0.2651418149471283,0.24875585734844208,0.23339112102985382,0.256867915391922,0.31091248989105225
where,0.5747735500335693,0.24159270524978638,0.1694505214691162,0.2661099433898926,0.47735077142715454,0.26917290687561035,0.1772805005311966,0.35552138090133667,0.11286398023366928,0.16077083349227905,0.24793872237205505
in,0.4431333839893341,0.2593238651752472,0.23084034025669098,0.2903634011745453,0.45010748505592346,0.26063278317451477,0.24152536690235138,0.2535393238067627,0.21605195105075836,0.1572045385837555,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.28973397612571716,0.34293439984321594,0.535392165184021,0.2602573335170746,0.2420126497745514,0.3348022699356079,0.21537061035633087,0.25147029757499695,0.22068053483963013
early,0.32107013463974,0.32047218084335327,0.1844875067472458,0.3178265690803528,0.24557004868984222,0.21661055088043213,0.15193334221839905,0.14130738377571106,0.21531084179878235,0.1453285664319992,0.15272949635982513
months,0.3821748197078705,0.29584890604019165,0.11597097665071487,0.3571085035800934,0.2831858992576599,0.19077275693416595,0.1862344890832901,0.21522216498851776,0.11921396851539612,0.14984172582626343,0.2804218530654907
of,0.3757161796092987,0.2513895630836487,0.23701532185077667,0.24830074608325958,0.41548454761505127,0.22630037367343903,0.18979716300964355,0.32766106724739075,0.20272590219974518,0.1848519742488861,0.1826142966747284
1754,0.028150534257292747,0.09984685480594635,0.060687124729156494,0.04656178876757622,0.026899486780166626,0.021843254566192627,0.18882733583450317,-0.0043263682164251804,0.16308538615703583,0.15344253182411194,0.1399500072002411
they,0.5090266466140747,0.4879390597343445,0.22308164834976196,0.35581710934638977,0.5452046394348145,0.3379060626029968,0.13754411041736603,0.2802797257900238,0.1673705130815506,0.19698591530323029,0.2753053903579712
began,0.25673019886016846,0.4415510594844818,0.2227034568786621,0.49711355566978455,0.2731419503688812,0.20442256331443787,0.23165860772132874,0.17289069294929504,0.21459217369556427,0.13373291492462158,0.1370266228914261
construction,0.16481471061706543,0.1474381983280182,0.09782572090625763,0.24859951436519623,0.24810278415679932,0.5256122946739197,0.3120404779911041,0.29522085189819336,0.14053195714950562,0.1281307488679886,0.13494056463241577
of,0.3757161796092987,0.2513895630836487,0.23701532185077667,0.24830074608325958,0.41548454761505127,0.22630037367343903,0.18979716300964355,0.32766106724739075,0.20272590219974518,0.1848519742488861,0.1826142966747284
