,who,thinks,that,luther,added,antisemitism,as,a,cultural,element,to,germany,?
other,0.3612329661846161,0.23871049284934998,0.5570666193962097,0.18881922960281372,0.3250802159309387,0.1591259241104126,0.42805421352386475,0.2806335389614105,0.20922808349132538,0.1789253205060959,0.4193183183670044,0.23253780603408813,0.24682199954986572
scholars,0.32127341628074646,0.19936589896678925,0.30800777673721313,0.24086572229862213,0.09703437983989716,0.2607975900173187,0.2219924032688141,0.1878340095281601,0.2987475097179413,0.10001379996538162,0.2576902210712433,0.16215887665748596,0.11279910802841187
argue,0.3319036066532135,0.4602825343608856,0.403499037027359,0.16563068330287933,0.1820167750120163,0.34504005312919617,0.2226516455411911,0.20625422894954681,0.15980568528175354,0.20234011113643646,0.27746978402137756,0.2022045999765396,0.32235559821128845
that,0.45444270968437195,0.45583072304725647,1.0,0.21746599674224854,0.3874166011810303,0.3171827793121338,0.4735107421875,0.47537946701049805,0.19365978240966797,0.29008960723876953,0.5436353087425232,0.22514168918132782,0.32716336846351624
",",0.3365725874900818,0.275317907333374,0.4137537479400635,0.23255878686904907,0.28397712111473083,0.2100604623556137,0.48816442489624023,0.427140474319458,0.24125681817531586,0.20181523263454437,0.44245919585227966,0.2898865044116974,0.31091248989105225
even,0.33644744753837585,0.35868674516677856,0.5503504276275635,0.13474266231060028,0.30319613218307495,0.24393297731876373,0.37670591473579407,0.3278432786464691,0.1466178447008133,0.17801164090633392,0.46467068791389465,0.1773688644170761,0.30082517862319946
if,0.3758285641670227,0.37473052740097046,0.5634250640869141,0.17693482339382172,0.30680525302886963,0.21068242192268372,0.3354816734790802,0.41272827982902527,0.12401475757360458,0.3099535405635834,0.4559597074985504,0.18393580615520477,0.4441644251346588
his,0.44966956973075867,0.30854344367980957,0.3173833191394806,0.27093374729156494,0.14566324651241302,0.3070656359195709,0.3146366477012634,0.3497250974178314,0.15618404746055603,0.1407286375761032,0.3715193271636963,0.25163260102272034,0.18075084686279297
views,0.233521968126297,0.23384685814380646,0.30377236008644104,0.19727660715579987,0.12798309326171875,0.3086300492286682,0.20329707860946655,0.19887466728687286,0.2582361400127411,0.14765380322933197,0.27688995003700256,0.20341023802757263,0.19388815760612488
were,0.3188014328479767,0.11966793984174728,0.35517072677612305,0.18652333319187164,0.21809349954128265,0.22762882709503174,0.3025437891483307,0.17203083634376526,0.12753407657146454,0.057737283408641815,0.31913647055625916,0.24375580251216888,0.17890112102031708
merely,0.2508210837841034,0.33119291067123413,0.4918351173400879,0.17723435163497925,0.21071450412273407,0.27391377091407776,0.3308793604373932,0.30406931042671204,0.22716154158115387,0.25282424688339233,0.31495869159698486,0.16179893910884857,0.31133392453193665
anti-judaic—that,0.3341844379901886,0.305463969707489,0.4051295220851898,0.3036692142486572,0.2670287787914276,0.5556999444961548,0.3378632068634033,0.3099476397037506,0.22647570073604584,0.27023011445999146,0.3050388693809509,0.26189228892326355,0.2894139885902405
is,0.24293622374534607,0.2921496331691742,0.3995479643344879,0.08282390236854553,0.21163742244243622,0.11459196358919144,0.43216490745544434,0.658733606338501,0.1658732146024704,0.3385811448097229,0.42745086550712585,0.2201172411441803,0.22961433231830597
",",0.3365725874900818,0.275317907333374,0.4137537479400635,0.23255878686904907,0.28397712111473083,0.2100604623556137,0.48816442489624023,0.427140474319458,0.24125681817531586,0.20181523263454437,0.44245919585227966,0.2898865044116974,0.31091248989105225
opposed,0.28829503059387207,0.3074837625026703,0.37060683965682983,0.1539851725101471,0.21622206270694733,0.3564377725124359,0.31252068281173706,0.229469895362854,0.19349054992198944,0.14106865227222443,0.2678636610507965,0.2130209356546402,0.23428945243358612
to,0.42656609416007996,0.32290512323379517,0.5436353087425232,0.18029534816741943,0.29473474621772766,0.17824991047382355,0.42092081904411316,0.45503583550453186,0.19840334355831146,0.20668300986289978,1.0,0.24172882735729218,0.29463258385658264
judaism,0.24643981456756592,0.19627806544303894,0.2806367576122284,0.28578367829322815,0.16302557289600372,0.4671093821525574,0.240625262260437,0.1630820780992508,0.2729284465312958,0.18369659781455994,0.22878415882587433,0.21522405743598938,0.2014344185590744
and,0.41279885172843933,0.32491356134414673,0.4731321930885315,0.20796556770801544,0.29847657680511475,0.20131291449069977,0.49487000703811646,0.3739250600337982,0.28489047288894653,0.16833719611167908,0.48971283435821533,0.29381805658340454,0.20544172823429108
its,0.1326070874929428,0.20259195566177368,0.416561484336853,0.14340044558048248,0.2351330816745758,0.1611754149198532,0.31874480843544006,0.4424409866333008,0.2607589364051819,0.318306028842926,0.3691340684890747,0.23510928452014923,0.15103481709957123
adherence,0.20258048176765442,0.2249068021774292,0.3657846450805664,0.16507457196712494,0.20168209075927734,0.3307076692581177,0.2100473940372467,0.21148213744163513,0.2150568962097168,0.2556915879249573,0.2796936631202698,0.12109754979610443,0.2935745418071747
rather,0.24589720368385315,0.29975324869155884,0.4945213496685028,0.19670958817005157,0.2019202560186386,0.1811302751302719,0.38414403796195984,0.4061340093612671,0.17354527115821838,0.24533537030220032,0.4052407741546631,0.17708556354045868,0.3053998053073883
than,0.24983921647071838,0.23167550563812256,0.4891277849674225,0.14714092016220093,0.21502430737018585,0.11861120909452438,0.40532299876213074,0.3126874566078186,0.1362859010696411,0.18736794590950012,0.3192550539970398,0.19044505059719086,0.24917294085025787
the,0.3733934462070465,0.26690077781677246,0.5473989248275757,0.1759674996137619,0.3207796514034271,0.20361100137233734,0.48381632566452026,0.5829201340675354,0.23337452113628387,0.2041647583246231,0.535392165184021,0.3181285262107849,0.22068053483963013
jews,0.3023342192173004,0.13411648571491241,0.27395346760749817,0.24326977133750916,0.13988739252090454,0.46833470463752747,0.18277226388454437,0.17522315680980682,0.21743036806583405,0.08873474597930908,0.22399327158927917,0.317192018032074,0.16730794310569763
as,0.3923053741455078,0.31996050477027893,0.4735107421875,0.20242992043495178,0.2611570656299591,0.19674153625965118,1.0,0.39550232887268066,0.19805553555488586,0.24363625049591064,0.42092081904411316,0.17682115733623505,0.27043893933296204
an,0.2848317325115204,0.22946412861347198,0.365763783454895,0.10983039438724518,0.21177144348621368,0.16788044571876526,0.37218472361564636,0.44552403688430786,0.14176417887210846,0.27289018034935,0.3138085603713989,0.10986391454935074,0.19793890416622162
ethnic,0.2689220905303955,0.13181261718273163,0.2526857554912567,0.13346701860427856,0.12994296848773956,0.301078736782074,0.20154036581516266,0.20294994115829468,0.4142502546310425,0.15510194003582,0.18814419209957123,0.20314598083496094,0.1578492373228073
group—their,0.380526602268219,0.22926022112369537,0.4494164288043976,0.2149636298418045,0.2456367164850235,0.2685635983943939,0.3378351032733917,0.3456396162509918,0.272958904504776,0.3317619860172272,0.3845510482788086,0.2424490600824356,0.2733418047428131
violence,0.2254926860332489,0.25500819087028503,0.2665633261203766,0.21486099064350128,0.10906324535608292,0.4654586911201477,0.22102874517440796,0.2158076912164688,0.22210179269313812,0.15307405591011047,0.20034150779247284,0.1771378368139267,0.20634515583515167
lent,0.2228696495294571,0.17846713960170746,0.3015950620174408,0.1721075177192688,0.20066627860069275,0.23090292513370514,0.23494687676429749,0.2978366017341614,0.1677638739347458,0.09730647504329681,0.20854751765727997,0.1397770494222641,0.1618482917547226
a,0.36608949303627014,0.31538698077201843,0.47537946701049805,0.17967689037322998,0.2839798927307129,0.2005830705165863,0.39550232887268066,1.0,0.21751533448696136,0.3271445333957672,0.45503583550453186,0.2606942057609558,0.23916715383529663
new,0.2378052920103073,0.150929257273674,0.29177987575531006,0.14555130898952484,0.24797500669956207,0.1569487601518631,0.24585270881652832,0.3214259147644043,0.19986990094184875,0.1619706004858017,0.33159172534942627,0.22828660905361176,0.14782847464084625
element,0.1357138305902481,0.17960813641548157,0.29008960723876953,0.09341530501842499,0.27783480286598206,0.19553038477897644,0.24363625049591064,0.3271445333957672,0.1657831072807312,1.0,0.20668300986289978,0.12731729447841644,0.18393386900424957
to,0.42656609416007996,0.32290512323379517,0.5436353087425232,0.18029534816741943,0.29473474621772766,0.17824991047382355,0.42092081904411316,0.45503583550453186,0.19840334355831146,0.20668300986289978,1.0,0.24172882735729218,0.29463258385658264
the,0.3733934462070465,0.26690077781677246,0.5473989248275757,0.1759674996137619,0.3207796514034271,0.20361100137233734,0.48381632566452026,0.5829201340675354,0.23337452113628387,0.2041647583246231,0.535392165184021,0.3181285262107849,0.22068053483963013
standard,0.14485232532024384,0.09139782190322876,0.294244647026062,0.11501801759004593,0.2343585044145584,0.1150640919804573,0.22084009647369385,0.2876655161380768,0.16848459839820862,0.2767288088798523,0.1969985067844391,0.13243582844734192,0.17029257118701935
christian,0.2929514944553375,0.15511108934879303,0.18580004572868347,0.36969617009162903,0.1065259501338005,0.3010861277580261,0.23712071776390076,0.1843954622745514,0.2440439611673355,0.08495359867811203,0.19438040256500244,0.3146197199821472,0.1508396863937378
suspicion,0.27844876050949097,0.277687132358551,0.33081039786338806,0.19925305247306824,0.13066774606704712,0.41270506381988525,0.21351252496242523,0.21209119260311127,0.14784181118011475,0.10346465557813644,0.21902120113372803,0.21946123242378235,0.22308897972106934
of,0.2827862501144409,0.20597772300243378,0.41498205065727234,0.1719115972518921,0.2879071831703186,0.21233119070529938,0.3886612355709076,0.5052502155303955,0.29898300766944885,0.21102571487426758,0.41548454761505127,0.2942050099372864,0.1826142966747284
judaism,0.24643981456756592,0.19627806544303894,0.2806367576122284,0.28578367829322815,0.16302557289600372,0.4671093821525574,0.240625262260437,0.1630820780992508,0.2729284465312958,0.18369659781455994,0.22878415882587433,0.21522405743598938,0.2014344185590744
.,0.3541337847709656,0.29239311814308167,0.4460422694683075,0.24907569587230682,0.30304840207099915,0.23070161044597626,0.515582263469696,0.50484299659729,0.18655544519424438,0.24230757355690002,0.4645031690597534,0.28498756885528564,0.4130953550338745
,who,thinks,that,luther,added,antisemitism,as,a,cultural,element,to,germany,?
