,assuming,p,is,a,prime,other,than,2,or,5,",",then,",",according,to,fermat,'s,theorem,",",what,type,of,decimal,will,1/p,always,be,?
another,0.37801477313041687,0.18335872888565063,0.41278526186943054,0.6191956996917725,0.1532704085111618,0.4440920054912567,0.3526041507720947,-0.07180590182542801,0.4401204288005829,0.09372936934232712,0.3283841907978058,0.41574007272720337,0.3283841907978058,0.17300067842006683,0.48769932985305786,0.22886164486408234,0.026405371725559235,0.2271350622177124,0.3283841907978058,0.4190070629119873,0.27761194109916687,0.38147079944610596,0.16079889237880707,0.3670956492424011,0.234617680311203,0.3732292652130127,0.42243969440460205,0.295511931180954
consequence,0.34665969014167786,0.07047377526760101,0.2356904149055481,0.3103489279747009,0.10303311794996262,0.19410137832164764,0.23589691519737244,-0.0002586203918326646,0.30780988931655884,-0.0024381508119404316,0.21199458837509155,0.2382868230342865,0.21199458837509155,0.1781700998544693,0.3111545145511627,0.2312963604927063,0.06515340507030487,0.23788206279277802,0.21199458837509155,0.29853200912475586,0.2025766521692276,0.27524054050445557,0.2113097757101059,0.2549067735671997,0.1873665750026703,0.33243706822395325,0.300210565328598,0.196389839053154
of,0.34728947281837463,0.18174134194850922,0.4854315221309662,0.5052502155303955,0.23935265839099884,0.38583824038505554,0.33036211133003235,-0.013777675107121468,0.3792596757411957,0.1043979674577713,0.4946078956127167,0.2937326431274414,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.19480057060718536,-0.03817026689648628,0.18068012595176697,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.15272025763988495,0.2473582625389099,0.33660292625427246,0.25258868932724,0.33904364705085754,0.1826142966747284
fermat,0.2312181144952774,0.17974106967449188,0.21814440190792084,0.2493271678686142,0.41659751534461975,0.13542455434799194,0.1534566730260849,0.052841417491436005,0.18708805739879608,0.07643111050128937,0.23757247626781464,0.2288023680448532,0.23757247626781464,0.08886098861694336,0.17767852544784546,1.0000001192092896,-0.03172867000102997,0.6126646995544434,0.23757247626781464,0.21418137848377228,0.12458211183547974,0.19480057060718536,0.3741929531097412,0.17438212037086487,0.4325285851955414,0.2224297821521759,0.21029913425445557,0.19266122579574585
's,-0.0012727699941024184,0.07090399414300919,0.02396530658006668,0.04866964742541313,-0.0056337774731218815,0.04445967823266983,0.0585811510682106,0.10492397099733353,0.06871571391820908,-0.00032236112747341394,-0.0016132977325469255,0.010921895503997803,-0.0016132977325469255,-0.0037221983075141907,0.03782717138528824,-0.03172867000102997,0.9999999403953552,0.006648248061537743,-0.0016132977325469255,0.02692362666130066,0.05257158726453781,-0.03817026689648628,0.0786876380443573,0.00371179124340415,-0.03506254032254219,0.07762603461742401,0.025217169895768166,-0.023395681753754616
little,0.28208065032958984,0.11337732523679733,0.23436859250068665,0.3029581904411316,0.09525225311517715,0.22582955658435822,0.3277098536491394,-0.043522439897060394,0.26703810691833496,0.13534033298492432,0.32780832052230835,0.23866978287696838,0.32780832052230835,0.06903182715177536,0.2547711431980133,0.18452513217926025,0.022203069180250168,0.14033669233322144,0.32780832052230835,0.2614184617996216,0.12676630914211273,0.20116642117500305,0.15047602355480194,0.2260822206735611,0.12644034624099731,0.217045396566391,0.27196499705314636,0.20336517691612244
theorem,0.2643108665943146,0.17553406953811646,0.23679251968860626,0.2234962433576584,0.3795034885406494,0.08003514260053635,0.15925689041614532,-0.008989349938929081,0.11228547245264053,0.034976083785295486,0.16003508865833282,0.18714268505573273,0.16003508865833282,0.14784882962703705,0.14878395199775696,0.6126646995544434,0.006648248061537743,1.0,0.16003508865833282,0.27076783776283264,0.09597141295671463,0.18068012595176697,0.3544369041919708,0.17014338076114655,0.33381175994873047,0.23416267335414886,0.18646985292434692,0.18729111552238464
is,0.3417447805404663,0.11757151037454605,1.0,0.658733606338501,0.16680827736854553,0.25895947217941284,0.2839990258216858,-0.07940074801445007,0.41870999336242676,0.009449449367821217,0.4691906273365021,0.24618037045001984,0.4691906273365021,0.2838992476463318,0.42745086550712585,0.21814440190792084,0.02396530658006668,0.23679251968860626,0.4691906273365021,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.19389525055885315,0.3723262846469879,0.29812827706336975,0.3208111822605133,0.4819129705429077,0.22961433231830597
the,0.2946830689907074,0.16481639444828033,0.5823672413825989,0.5829201340675354,0.19960100948810577,0.44152235984802246,0.3227543234825134,-0.019434669986367226,0.4174870550632477,0.09255307912826538,0.4933079481124878,0.4297412931919098,0.4933079481124878,0.3202974498271942,0.535392165184021,0.20773477852344513,-0.01540423184633255,0.18430666625499725,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.20602402091026306,0.3635469079017639,0.2757738530635834,0.31570959091186523,0.4248143136501312,0.22068053483963013
following,0.20789964497089386,0.09307059645652771,0.21705439686775208,0.27489006519317627,0.147273987531662,0.25207242369651794,0.13516739010810852,-0.015671148896217346,0.23690208792686462,0.0902828574180603,0.27101513743400574,0.32272595167160034,0.27101513743400574,0.16147930920124054,0.31711265444755554,0.21081282198429108,-0.005975736305117607,0.14966145157814026,0.27101513743400574,0.2506418824195862,0.04522080719470978,0.3576679527759552,0.18962663412094116,0.24742724001407623,0.20851728320121765,0.16371676325798035,0.27440395951271057,0.1555173695087433
:,-0.10156716406345367,-0.025548074394464493,-0.07222653180360794,-0.0007584693375974894,0.07601520419120789,-0.0941355749964714,-0.11965936422348022,-0.03472995012998581,-0.09801474958658218,-0.007010334637016058,-0.004729332868009806,-0.028939032927155495,-0.004729332868009806,-0.07895106077194214,-0.09243495017290115,0.07669657468795776,0.07621461898088455,-0.010512671433389187,-0.004729332868009806,-0.12022944539785385,-0.051249612122774124,-0.08807745575904846,-0.009273150935769081,-0.15166126191616058,0.028943270444869995,-0.03526297211647034,-0.09417453408241272,-0.07156077772378922
if,0.4846716821193695,0.17701710760593414,0.30927813053131104,0.41272827982902527,0.09983985871076584,0.3864276111125946,0.387159138917923,-0.05319981276988983,0.508355975151062,0.08536272495985031,0.257730096578598,0.5936081409454346,0.257730096578598,0.15097758173942566,0.4559597074985504,0.29822254180908203,-0.0015437148977071047,0.2543347477912903,0.257730096578598,0.5277165174484253,0.2994624078273773,0.2557544410228729,0.3098129332065582,0.5882071852684021,0.3033830523490906,0.5478711128234863,0.5628611445426941,0.4441644251346588
p,0.1700684279203415,1.0,0.11757151037454605,0.15866722166538239,0.17530764639377594,0.16102860867977142,0.14040015637874603,-0.030762748792767525,0.1296345591545105,-0.02047213353216648,0.291064590215683,0.21893106400966644,0.291064590215683,0.057343341410160065,0.14269764721393585,0.17974106967449188,0.07090399414300919,0.17553406953811646,0.291064590215683,0.18586504459381104,0.19127611815929413,0.18174134194850922,0.17252621054649353,0.1255131959915161,0.47513800859451294,0.11539937555789948,0.12313798069953918,0.20840544998645782
is,0.3417447805404663,0.11757151037454605,1.0,0.658733606338501,0.16680827736854553,0.25895947217941284,0.2839990258216858,-0.07940074801445007,0.41870999336242676,0.009449449367821217,0.4691906273365021,0.24618037045001984,0.4691906273365021,0.2838992476463318,0.42745086550712585,0.21814440190792084,0.02396530658006668,0.23679251968860626,0.4691906273365021,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.19389525055885315,0.3723262846469879,0.29812827706336975,0.3208111822605133,0.4819129705429077,0.22961433231830597
a,0.3167877495288849,0.15866722166538239,0.658733606338501,1.0,0.17998681962490082,0.2806335389614105,0.3126874566078186,-0.05323360115289688,0.48853766918182373,0.07282212376594543,0.427140474319458,0.3970017731189728,0.427140474319458,0.239227756857872,0.45503583550453186,0.2493271678686142,0.04866964742541313,0.2234962433576584,0.427140474319458,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.20483623445034027,0.3401327431201935,0.30865782499313354,0.35987672209739685,0.39883795380592346,0.23916715383529663
prime,0.2288132607936859,0.17530764639377594,0.16680827736854553,0.17998681962490082,1.0,0.12105745822191238,0.1307777762413025,0.058812014758586884,0.12635108828544617,0.0666382685303688,0.2565026581287384,0.17920778691768646,0.2565026581287384,0.1510218381881714,0.2015804797410965,0.41659751534461975,-0.0056337774731218815,0.3795034885406494,0.2565026581287384,0.15586113929748535,0.09346602857112885,0.23935265839099884,0.1971045285463333,0.15580779314041138,0.2856111526489258,0.1631460040807724,0.14576895534992218,0.11276303976774216
number,0.19398033618927002,0.17267411947250366,0.22390379011631012,0.2992287278175354,0.2556258738040924,0.3754757344722748,0.2816639244556427,0.04057243838906288,0.28384777903556824,0.05234963074326515,0.2535701394081116,0.2981860637664795,0.2535701394081116,0.20005643367767334,0.2706126868724823,0.33677148818969727,0.033178191632032394,0.2737624943256378,0.2535701394081116,0.23046229779720306,0.2370503842830658,0.2778518795967102,0.38667434453964233,0.2512786388397217,0.3311433494091034,0.2819766700267792,0.28840136528015137,0.19256845116615295
other,0.2633250951766968,0.16102860867977142,0.25895947217941284,0.2806335389614105,0.12105745822191238,0.9999999403953552,0.5105555653572083,-0.06383107602596283,0.5325124859809875,0.06071752309799194,0.4446498453617096,0.308794766664505,0.4446498453617096,0.13228808343410492,0.4193183183670044,0.13542455434799194,0.04445967823266983,0.08003514260053635,0.4446498453617096,0.341873437166214,0.2522227168083191,0.38583824038505554,0.1870492696762085,0.3551507890224457,0.26445701718330383,0.3170914053916931,0.4629868268966675,0.24682199954986572
than,0.32899704575538635,0.14040015637874603,0.2839990258216858,0.3126874566078186,0.1307777762413025,0.5105555653572083,1.0,-0.04757285863161087,0.5002588033676147,0.0470697283744812,0.3371901512145996,0.24344494938850403,0.3371901512145996,0.21595615148544312,0.3192550539970398,0.1534566730260849,0.0585811510682106,0.15925689041614532,0.3371901512145996,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.20054331421852112,0.33491280674934387,0.20320171117782593,0.3271460235118866,0.46516597270965576,0.24917294085025787
