,what,did,``,the,holy,club,'s,'',teachings,emphasize,?
though,0.4089210331439972,0.4678466022014618,0.06422369182109833,0.38776206970214844,0.1603369563817978,0.1267128884792328,0.013477406464517117,-0.01993788592517376,0.2310694456100464,0.3112119436264038,0.3188856542110443
not,0.5449194312095642,0.6481515765190125,0.09406080842018127,0.4310511648654938,0.12636202573776245,0.1443198174238205,0.002583299996331334,0.04262445494532585,0.2848607301712036,0.30496281385421753,0.41942933201789856
always,0.413568377494812,0.31176018714904785,0.10658226907253265,0.31570959091186523,0.21348406374454498,0.1273764967918396,0.07762603461742401,-0.009503972716629505,0.21768029034137726,0.28570425510406494,0.26136693358421326
emphasized,0.2585770785808563,0.23640882968902588,0.04944373294711113,0.2486771047115326,0.1386222392320633,0.11643048375844955,0.027836784720420837,0.1132957935333252,0.39145779609680176,0.9148344993591309,0.19381670653820038
or,0.33867141604423523,0.28211739659309387,0.1197475790977478,0.4174870550632477,0.18757124245166779,0.1503344178199768,0.06871571391820908,0.04548122361302376,0.15856346487998962,0.259656697511673,0.32389625906944275
appreciated,0.31992483139038086,0.30141380429267883,-0.005742434412240982,0.20353944599628448,0.18317517638206482,0.11511804163455963,-0.011623402126133442,0.05741173401474953,0.2050285041332245,0.33879855275154114,0.3833451569080353
in,0.30808621644973755,0.2593238651752472,0.04765888676047325,0.6662389636039734,0.2163282334804535,0.2541219890117645,-0.037580832839012146,0.07432962208986282,0.19091618061065674,0.24194563925266266,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.029072100296616554,1.0,0.2778179347515106,0.23249365389347076,-0.01540423184633255,0.041273195296525955,0.2114255279302597,0.23146559298038483,0.22068053483963013
anglican,0.17746756970882416,0.1703457236289978,0.11549989134073257,0.2092299461364746,0.38657069206237793,0.15267117321491241,0.028606994077563286,0.037873152643442154,0.427002489566803,0.12339438498020172,0.11877371370792389
churches,0.17877253890037537,0.21651899814605713,0.0536622554063797,0.2626241147518158,0.41084426641464233,0.16954340040683746,0.048431213945150375,0.01074663270264864,0.490253210067749,0.17245714366436005,0.19824735820293427
of,0.33290785551071167,0.2513895630836487,0.06780257821083069,0.733189046382904,0.32529065012931824,0.19264739751815796,-0.03817026689648628,0.13035868108272552,0.27638328075408936,0.28762245178222656,0.1826142966747284
their,0.35142919421195984,0.38078752160072327,0.05465886741876602,0.516537070274353,0.13142478466033936,0.18503203988075256,-0.005530759692192078,0.011550518684089184,0.2170531004667282,0.2938735783100128,0.1898253709077835
day,0.2990210950374603,0.20275387167930603,0.055084168910980225,0.3062323033809662,0.19560953974723816,0.13760268688201904,0.03448042273521423,-0.024457471445202827,0.19224664568901062,0.12118177115917206,0.2141837179660797
",",0.3087472915649414,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.2074567973613739,0.2388690710067749,-0.0016132977325469255,-0.037358131259679794,0.2321072518825531,0.24411337077617645,0.31091248989105225
their,0.35142919421195984,0.38078752160072327,0.05465886741876602,0.516537070274353,0.13142478466033936,0.18503203988075256,-0.005530759692192078,0.011550518684089184,0.2170531004667282,0.2938735783100128,0.1898253709077835
teaching,0.27416905760765076,0.27443423867225647,0.07803160697221756,0.2182690054178238,0.21800005435943604,0.11347878724336624,-0.021572323516011238,-0.03742646425962448,0.8027529716491699,0.3435570001602173,0.20424684882164001
emphasized,0.2585770785808563,0.23640882968902588,0.04944373294711113,0.2486771047115326,0.1386222392320633,0.11643048375844955,0.027836784720420837,0.1132957935333252,0.39145779609680176,0.9148344993591309,0.19381670653820038
salvation,0.31571435928344727,0.15371133387088776,0.0787004828453064,0.30236515402793884,0.38089555501937866,0.07234425097703934,-0.0007873677532188594,-0.05963696166872978,0.4488097131252289,0.2687501609325409,0.2133665680885315
by,0.2455483376979828,0.18574509024620056,-0.030704375356435776,0.4408751428127289,0.16387277841567993,0.14662392437458038,-0.010884488001465797,-0.010275691747665405,0.19230419397354126,0.14274172484874725,0.17966607213020325
god,0.3127830922603607,0.2420882135629654,0.028099697083234787,0.24689088761806488,0.3632653057575226,0.11403650045394897,0.1100120022892952,-0.1393270194530487,0.45472264289855957,0.25554364919662476,0.23396754264831543
's,0.02692362666130066,0.05069678649306297,-0.03416389226913452,-0.01540423184633255,0.01974828913807869,0.05908616632223129,0.9999999403953552,-0.04859459400177002,-0.002960165496915579,0.04138495773077011,-0.023395681753754616
grace,0.16722138226032257,0.17420122027397156,-0.010277505964040756,0.20940588414669037,0.23963439464569092,0.15236686170101166,0.048655685037374496,-0.03233484551310539,0.36789897084236145,0.17430011928081512,0.16775278747081757
",",0.3087472915649414,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.2074567973613739,0.2388690710067749,-0.0016132977325469255,-0.037358131259679794,0.2321072518825531,0.24411337077617645,0.31091248989105225
acquired,0.15010768175125122,0.13529880344867706,-0.064728744328022,0.22202405333518982,0.1639484316110611,0.16341659426689148,-0.031430937349796295,0.09501232951879501,0.0793987587094307,0.038926105946302414,0.09366346150636673
through,0.23167094588279724,0.14190755784511566,-0.027386896312236786,0.44071322679519653,0.19744153320789337,0.16180650889873505,-0.020649312064051628,-0.06932127475738525,0.1884925216436386,0.1868944764137268,0.16913433372974396
