,at,what,rate,is,orange,county,developing,its,business,centers,?
orange,0.21519319713115692,0.18341036140918732,0.075470931828022,0.20677390694618225,0.9999999403953552,0.30057042837142944,0.10753960907459259,0.2006242424249649,0.033929113298654556,0.09787678718566895,0.1066059097647667
county,0.17917996644973755,0.16114220023155212,0.09436625242233276,0.19461438059806824,0.30057042837142944,1.0,0.06815703958272934,0.17281371355056763,0.22033794224262238,0.16677702963352203,0.07680056244134903
is,0.25906258821487427,0.28837618231773376,0.24290183186531067,1.0,0.20677390694618225,0.19461438059806824,0.22658659517765045,0.4447362422943115,0.19332653284072876,0.2814328074455261,0.22961433231830597
a,0.3095070421695709,0.3320399522781372,0.24373900890350342,0.658733606338501,0.26101911067962646,0.19835104048252106,0.29613688588142395,0.4424409866333008,0.2670866549015045,0.27225613594055176,0.23916715383529663
rapidly,0.13146483898162842,0.20276354253292084,0.32347890734672546,0.16968868672847748,0.12449005246162415,0.07774323225021362,0.32759881019592285,0.34609508514404297,0.2269919514656067,0.29498982429504395,0.11245343834161758
developing,0.18731263279914856,0.22094523906707764,0.22669340670108795,0.22658659517765045,0.10753960907459259,0.06815703958272934,1.0,0.30266109108924866,0.2695958912372589,0.302401602268219,0.1301516592502594
business,0.1551831066608429,0.21758167445659637,0.10708656162023544,0.19332653284072876,0.033929113298654556,0.22033794224262238,0.2695958912372589,0.18736055493354797,1.0,0.28631576895713806,0.1545659303665161
center,0.29677248001098633,0.1908310204744339,0.1768040657043457,0.24782158434391022,0.17493192851543427,0.19531235098838806,0.18873722851276398,0.2311801165342331,0.1883840411901474,0.6786694526672363,0.12538520991802216
that,0.3183255195617676,0.6297725439071655,0.24504634737968445,0.3995479643344879,0.1752406358718872,0.16055446863174438,0.3376230001449585,0.416561484336853,0.25197073817253113,0.2902345657348633,0.32716336846351624
includes,0.21011501550674438,0.17138352990150452,0.1308024376630783,0.4033885896205902,0.12202339619398117,0.14346913993358612,0.19800931215286255,0.21933475136756897,0.15038809180259705,0.26461660861968994,0.14011523127555847
downtown,0.222591832280159,0.1348404437303543,0.17040926218032837,0.21999821066856384,0.1111748069524765,0.3185681700706482,0.19447186589241028,0.25781264901161194,0.3174465298652649,0.39768385887145996,0.15638743340969086
santa,0.22988058626651764,0.23841293156147003,0.11105974018573761,0.1796122044324875,0.25097736716270447,0.2138165384531021,0.109679214656353,0.23336659371852875,0.12676207721233368,0.21834062039852142,0.17321589589118958
ana,0.12711217999458313,0.1984587013721466,0.13386905193328857,0.14406538009643555,0.1757892668247223,0.1146283820271492,0.1515025794506073,0.15252935886383057,0.13956831395626068,0.12447258830070496,0.17085084319114685
",",0.38314947485923767,0.3087472915649414,0.18156792223453522,0.4691906273365021,0.2978343665599823,0.26861095428466797,0.23282839357852936,0.33157986402511597,0.2952407896518707,0.18621011078357697,0.31091248989105225
the,0.457212895154953,0.42745697498321533,0.24881242215633392,0.5823672413825989,0.20814983546733856,0.21715226769447327,0.3203009068965912,0.559237003326416,0.2389037162065506,0.3307511508464813,0.22068053483963013
south,0.21806499361991882,0.15388517081737518,0.14298799633979797,0.27680471539497375,0.21104824542999268,0.2906067371368408,0.15884508192539215,0.27340400218963623,0.17408566176891327,0.21149449050426483,0.12336621433496475
coast,0.1830616146326065,0.2200622260570526,0.11118539422750473,0.25204822421073914,0.15681441128253937,0.26736605167388916,0.1558832824230194,0.2385297566652298,0.17780742049217224,0.23441290855407715,0.15869849920272827
metro,0.18906918168067932,0.11200546473264694,0.1404617428779602,0.14491155743598938,0.12349281460046768,0.23985719680786133,0.15098123252391815,0.21018795669078827,0.27676358819007874,0.17513157427310944,0.15922676026821136
and,0.3571503460407257,0.31309178471565247,0.17405889928340912,0.3859752118587494,0.2314995527267456,0.2045455276966095,0.294929563999176,0.3841775357723236,0.33353009819984436,0.31431901454925537,0.20544172823429108
newport,0.32685428857803345,0.1511847823858261,0.13883228600025177,0.21399910748004913,0.2633832097053528,0.35149168968200684,0.16063234210014343,0.16149404644966125,0.1734425574541092,0.1956298053264618,0.10541155934333801
center,0.29677248001098633,0.1908310204744339,0.1768040657043457,0.24782158434391022,0.17493192851543427,0.19531235098838806,0.18873722851276398,0.2311801165342331,0.1883840411901474,0.6786694526672363,0.12538520991802216
districts,0.08140915632247925,0.16162313520908356,0.154984250664711,0.20545536279678345,0.12025053799152374,0.2710418403148651,0.15228784084320068,0.22014181315898895,0.138702392578125,0.2454257309436798,0.10677915066480637
