,on,which,corner,is,the,shopping,center,located,?
there,0.3521401882171631,0.45256471633911133,0.1961546242237091,0.3904260993003845,0.47025805711746216,0.30885201692581177,0.19841818511486053,0.34069621562957764,0.29405656456947327
have,0.36494916677474976,0.49652695655822754,0.17064930498600006,0.3613572418689728,0.40389683842658997,0.1990724354982376,0.18899105489253998,0.14775225520133972,0.32991164922714233
been,0.29937630891799927,0.36993977427482605,0.12561875581741333,0.39566612243652344,0.3563927710056305,0.17277401685714722,0.16837598383426666,0.13127942383289337,0.24354910850524902
numerous,0.27582502365112305,0.3937303423881531,0.1147117167711258,0.14785398542881012,0.3353725075721741,0.18889601528644562,0.08850932866334915,0.1334277242422104,0.0875130444765091
attempts,0.1696273386478424,0.23884688317775726,0.14442308247089386,0.17270392179489136,0.27231332659721375,0.11289075016975403,0.1045498251914978,0.14952142536640167,0.09428907185792923
to,0.41031414270401,0.5345056653022766,0.25223803520202637,0.42745086550712585,0.535392165184021,0.2208911031484604,0.17764393985271454,0.20850814878940582,0.29463258385658264
revitalize,0.24910570681095123,0.2656278610229492,0.1465490460395813,0.1684475690126419,0.24224510788917542,0.1578240692615509,0.17676343023777008,0.15274272859096527,0.20856554806232452
the,0.5107308030128479,0.6521818041801453,0.29742059111595154,0.5823672413825989,1.0,0.2492470145225525,0.29064592719078064,0.407527357339859,0.22068053483963013
neighborhood,0.24290773272514343,0.1964341700077057,0.2183627188205719,0.20414865016937256,0.20152483880519867,0.3941410779953003,0.27755844593048096,0.2861720621585846,0.048473283648490906
",",0.49057599902153015,0.3658004403114319,0.2347419112920761,0.4691906273365021,0.4933079481124878,0.22641058266162872,0.1905742734670639,0.2678719460964203,0.31091248989105225
including,0.324923574924469,0.41826364398002625,0.17723889648914337,0.25093933939933777,0.3738902807235718,0.23216260969638824,0.15924067795276642,0.20901727676391602,0.1633303165435791
the,0.5107308030128479,0.6521818041801453,0.29742059111595154,0.5823672413825989,1.0,0.2492470145225525,0.29064592719078064,0.407527357339859,0.22068053483963013
construction,0.23722872138023376,0.31649595499038696,0.13914135098457336,0.2135658711194992,0.2671978175640106,0.3037639558315277,0.19075962901115417,0.26963284611701965,0.13494056463241577
of,0.3966929316520691,0.5011631846427917,0.2128889411687851,0.4854315221309662,0.733189046382904,0.22668150067329407,0.24526838958263397,0.32520920038223267,0.1826142966747284
a,0.3848365545272827,0.56894451379776,0.24846234917640686,0.658733606338501,0.5829201340675354,0.2608565390110016,0.2640431225299835,0.2605401277542114,0.23916715383529663
modern,0.17548997700214386,0.3329094350337982,0.1315167248249054,0.24170172214508057,0.3283970355987549,0.20649775862693787,0.1740345060825348,0.2251931130886078,0.12475407868623734
shopping,0.2295392006635666,0.22398659586906433,0.31798624992370605,0.2358693778514862,0.2492470145225525,1.0,0.31257864832878113,0.38205644488334656,0.1303974688053131
center,0.23809784650802612,0.22164148092269897,0.23226603865623474,0.24782158434391022,0.29064592719078064,0.31257864832878113,0.9999999403953552,0.33815571665763855,0.12538520991802216
on,0.9999999403953552,0.4245251417160034,0.3050437271595001,0.3635730445384979,0.5107308030128479,0.2295392006635666,0.23809784650802612,0.22447186708450317,0.2714994251728058
the,0.5107308030128479,0.6521818041801453,0.29742059111595154,0.5823672413825989,1.0,0.2492470145225525,0.29064592719078064,0.407527357339859,0.22068053483963013
corner,0.3050437271595001,0.24006281793117523,1.0,0.2463834583759308,0.29742059111595154,0.31798624992370605,0.23226603865623474,0.33761900663375854,0.10029187798500061
of,0.3966929316520691,0.5011631846427917,0.2128889411687851,0.4854315221309662,0.733189046382904,0.22668150067329407,0.24526838958263397,0.32520920038223267,0.1826142966747284
fresno,0.25826847553253174,0.14756552875041962,0.17634743452072144,0.2127077877521515,0.22571885585784912,0.17775602638721466,0.26067841053009033,0.2243264764547348,0.13224096596240997
and,0.4077630043029785,0.506277859210968,0.2394879013299942,0.3859752118587494,0.5171257257461548,0.2656572759151459,0.28670641779899597,0.24183952808380127,0.20544172823429108
b,0.09845591336488724,0.09402162581682205,0.05411766096949577,0.14543820917606354,0.16891296207904816,0.00699470704421401,0.1642823964357376,0.11178935319185257,0.1975182741880417
streets,0.19840306043624878,0.19331173598766327,0.32512855529785156,0.12125551700592041,0.2026284784078598,0.41167721152305603,0.12007508426904678,0.22704161703586578,0.0894271582365036
",",0.49057599902153015,0.3658004403114319,0.2347419112920761,0.4691906273365021,0.4933079481124878,0.22641058266162872,0.1905742734670639,0.2678719460964203,0.31091248989105225
an,0.3192969560623169,0.3611921966075897,0.09319307655096054,0.4654068350791931,0.4207492768764496,0.15986190736293793,0.14463786780834198,0.19637414813041687,0.19793890416622162
aborted,0.26453325152397156,0.13507011532783508,0.03753313422203064,0.12919482588768005,0.20918682217597961,0.12709227204322815,0.06341081112623215,0.1835968941450119,0.25092291831970215
attempt,0.20310603082180023,0.21686731278896332,0.13869628310203552,0.15496763586997986,0.2614527940750122,0.16371622681617737,0.10541407763957977,0.1432666778564453,0.16559520363807678
to,0.41031414270401,0.5345056653022766,0.25223803520202637,0.42745086550712585,0.535392165184021,0.2208911031484604,0.17764393985271454,0.20850814878940582,0.29463258385658264
build,0.21995799243450165,0.3311580419540405,0.17739634215831757,0.21933425962924957,0.2602573335170746,0.16943974792957306,0.1357211172580719,0.28030267357826233,0.1704305112361908
luxury,0.10011370480060577,0.17932045459747314,0.1320030838251114,0.17429088056087494,0.20747578144073486,0.31630057096481323,0.116628497838974,0.2021709531545639,0.08989071846008301
homes,0.1787196695804596,0.2442801296710968,0.18980196118354797,0.1548708975315094,0.22941356897354126,0.3579397201538086,0.24242983758449554,0.25394898653030396,0.12707971036434174
and,0.4077630043029785,0.506277859210968,0.2394879013299942,0.3859752118587494,0.5171257257461548,0.2656572759151459,0.28670641779899597,0.24183952808380127,0.20544172823429108
a,0.3848365545272827,0.56894451379776,0.24846234917640686,0.658733606338501,0.5829201340675354,0.2608565390110016,0.2640431225299835,0.2605401277542114,0.23916715383529663
golf,0.22368769347667694,0.2308656871318817,0.15632274746894836,0.16050244867801666,0.20818336308002472,0.30088067054748535,0.09093645215034485,0.1992059051990509,0.1563393920660019
course,0.2990906238555908,0.34200045466423035,0.1924275904893875,0.2551652491092682,0.32268625497817993,0.2259746491909027,0.12647511065006256,0.12974317371845245,0.28826573491096497
on,0.9999999403953552,0.4245251417160034,0.3050437271595001,0.3635730445384979,0.5107308030128479,0.2295392006635666,0.23809784650802612,0.22447186708450317,0.2714994251728058
the,0.5107308030128479,0.6521818041801453,0.29742059111595154,0.5823672413825989,1.0,0.2492470145225525,0.29064592719078064,0.407527357339859,0.22068053483963013
western,0.21336692571640015,0.23897536098957062,0.17350785434246063,0.2572968304157257,0.37920868396759033,0.15994197130203247,0.20740799605846405,0.2740417718887329,0.17439141869544983
edge,0.30707257986068726,0.3031310737133026,0.402831107378006,0.27232471108436584,0.3453350365161896,0.18976086378097534,0.20303936302661896,0.33063068985939026,0.06842754781246185
of,0.3966929316520691,0.5011631846427917,0.2128889411687851,0.4854315221309662,0.733189046382904,0.22668150067329407,0.24526838958263397,0.32520920038223267,0.1826142966747284
the,0.5107308030128479,0.6521818041801453,0.29742059111595154,0.5823672413825989,1.0,0.2492470145225525,0.29064592719078064,0.407527357339859,0.22068053483963013
neighborhood,0.24290773272514343,0.1964341700077057,0.2183627188205719,0.20414865016937256,0.20152483880519867,0.3941410779953003,0.27755844593048096,0.2861720621585846,0.048473283648490906
",",0.49057599902153015,0.3658004403114319,0.2347419112920761,0.4691906273365021,0.4933079481124878,0.22641058266162872,0.1905742734670639,0.2678719460964203,0.31091248989105225
and,0.4077630043029785,0.506277859210968,0.2394879013299942,0.3859752118587494,0.5171257257461548,0.2656572759151459,0.28670641779899597,0.24183952808380127,0.20544172823429108
some,0.31474894285202026,0.5407140851020813,0.16151824593544006,0.3038453459739685,0.4566698372364044,0.2195582091808319,0.12791500985622406,0.1509244740009308,0.2562315762042999
new,0.31106263399124146,0.33739399909973145,0.22182755172252655,0.2208656519651413,0.3845241069793701,0.18216954171657562,0.18740497529506683,0.15510645508766174,0.14782847464084625
section,0.21296674013137817,0.3383568823337555,0.2385936677455902,0.22237545251846313,0.3365345895290375,0.17858807742595673,0.18650534749031067,0.23648636043071747,0.2733710706233978
8,-0.04966927692294121,-0.03612292557954788,0.041636716574430466,-0.08846429735422134,0.0063715726137161255,0.11517643183469772,0.06137540191411972,0.032649505883455276,-0.04056251794099808
apartments,0.22596365213394165,0.246069073677063,0.1929650902748108,0.0982925146818161,0.22404253482818604,0.4073253870010376,0.21997153759002686,0.24711716175079346,0.10140594840049744
have,0.36494916677474976,0.49652695655822754,0.17064930498600006,0.3613572418689728,0.40389683842658997,0.1990724354982376,0.18899105489253998,0.14775225520133972,0.32991164922714233
been,0.29937630891799927,0.36993977427482605,0.12561875581741333,0.39566612243652344,0.3563927710056305,0.17277401685714722,0.16837598383426666,0.13127942383289337,0.24354910850524902
built,0.1758279800415039,0.2829757332801819,0.18887683749198914,0.17778918147087097,0.2950156033039093,0.2521112263202667,0.1807893067598343,0.4264238178730011,0.09449632465839386
along,0.41361382603645325,0.33404073119163513,0.24767954647541046,0.23571021854877472,0.39495137333869934,0.21896645426750183,0.21667861938476562,0.25649192929267883,0.17134909331798553
church,0.1726921796798706,0.20821009576320648,0.2193026840686798,0.203276589512825,0.23846197128295898,0.23384051024913788,0.09297051280736923,0.133106991648674,0.18081501126289368
ave,0.19465401768684387,0.19345475733280182,0.23075325787067413,0.14901046454906464,0.19607670605182648,0.15929166972637177,0.1501980423927307,0.29502037167549133,0.137253537774086
west,0.22540061175823212,0.22164945304393768,0.1906171590089798,0.25201764702796936,0.32918402552604675,0.20936939120292664,0.22273516654968262,0.3266756236553192,0.12088293582201004
of,0.3966929316520691,0.5011631846427917,0.2128889411687851,0.4854315221309662,0.733189046382904,0.22668150067329407,0.24526838958263397,0.32520920038223267,0.1826142966747284
elm,0.1704070121049881,0.17424775660037994,0.19979964196681976,0.1976567804813385,0.26041796803474426,0.19081802666187286,0.08275429159402847,0.23606400191783905,0.1065058559179306
st.,0.19196833670139313,0.16463634371757507,0.2951677143573761,0.16120703518390656,0.18141359090805054,0.15439750254154205,0.06369098275899887,0.11912570148706436,0.13592876493930817
cargill,0.21909737586975098,0.20224551856517792,0.17879727482795715,0.1870473176240921,0.2392360270023346,0.3366874158382416,0.1725742071866989,0.2687748968601227,0.11397910118103027
meat,0.19649817049503326,0.2755964994430542,0.1129591315984726,0.21919405460357666,0.23418882489204407,0.23612844944000244,0.10249596834182739,0.11092636734247208,0.1752878725528717
solutions,0.14568139612674713,0.2720232605934143,0.154012531042099,0.21688924729824066,0.16011716425418854,0.15168362855911255,0.13977648317813873,0.10065566748380661,0.2454053908586502
and,0.4077630043029785,0.506277859210968,0.2394879013299942,0.3859752118587494,0.5171257257461548,0.2656572759151459,0.28670641779899597,0.24183952808380127,0.20544172823429108
foster,0.18942317366600037,0.1748889684677124,0.1708349734544754,0.1692146509885788,0.22401562333106995,0.08487783372402191,0.1738879382610321,0.09737721085548401,0.15768253803253174
farms,0.22808006405830383,0.23964115977287292,0.14817018806934357,0.217754527926445,0.23249253630638123,0.3172281086444855,0.20689624547958374,0.23592105507850647,0.15135478973388672
both,0.3685423731803894,0.5140923857688904,0.18588951230049133,0.31409940123558044,0.4931981563568115,0.20701879262924194,0.20220474898815155,0.2299773246049881,0.19455738365650177
have,0.36494916677474976,0.49652695655822754,0.17064930498600006,0.3613572418689728,0.40389683842658997,0.1990724354982376,0.18899105489253998,0.14775225520133972,0.32991164922714233
